,BSU05020
M9exp_1,13.5478
M9exp_2,13.2507
M9exp_3,12.9671
M9tran_1,13.083
M9tran_2,12.8936
M9tran_3,13.3057
M9stat_1,12.5595
M9stat_2,11.5866
M9stat_3,11.1142
MG-0.1_1,13.3216
MG-0.1_2,12.1472
MG-0.1_3,13.3997
MG-0.2_2,12.7231
MG-0.2_3,13.3358
MG+5_1,13.2949
MG+5_2,12.7882
MG+5_3,12.9532
MG+10_1,13.5259
MG+10_2,12.9426
MG+10_3,12.0571
MG+15_1,12.9275
MG+15_2,13.724
MG+15_3,12.8909
MG+25_1,13.3683
MG+25_2,12.8386
MG+25_3,13.061
MG+45_1,13.2676
MG+45_2,12.3029
MG+45_3,13.1715
MG+60_2,13.05
MG+60_3,12.7594
MG+90_2,12.7784
MG+90_3,13.4183
MG+120_1,12.762
MG+120_2,14.0674
MG+120_3,13.558
MG+150_1,13.6532
MG+150_3,13.8139
GM-0.1_1,13.3982
GM-0.1_2,13.245
GM-0.1_3,14.0315
GM-0.2_1,13.1894
GM-0.2_2,13.8183
GM-0.2_3,13.7158
GM+5_1,13.4518
GM+5_2,13.169
GM+5_3,13.7966
GM+10_2,13.3074
GM+10_3,12.6178
GM+15_1,13.5474
GM+15_2,13.2633
GM+15_3,13.4904
GM+25_1,13.961
GM+25_2,14.0707
GM+25_3,13.7694
GM+45_1,13.9217
GM+45_2,12.6875
GM+45_3,12.5482
GM+60_1,13.6851
GM+60_2,12.9525
GM+60_3,13.1804
GM+90_1,13.6077
GM+90_2,13.8004
GM+90_3,13.6539
GM+120_1,12.6381
GM+120_3,13.5221
GM+150_1,13.7262
GM+150_2,12.4314
GM+150_3,13.4492
BT_1,13.9945
BT_2,13.2711
B36_1,13.5992
B36_2,13.0885
B60_1,12.7799
B60_2,12.7928
S0_1,12.3237
S0_2,12.5084
S0_3,12.7613
S1_1,13.694
S1_2,13.259
S1_3,13.6984
S2_1,13.2353
S2_2,12.8899
S2_3,12.999
S3_1,13.6142
S3_2,13.6335
S4_1,14.5937
S4_2,14.7473
S4_3,14.9865
S5_1,14.3827
S5_2,14.7369
S5_3,14.9406
S6_1,14.4567
S6_2,13.6072
S6_3,14.8314
S6/t_1,14.2585
S6/t_2,12.7933
S6_4,14.2727
S6_5,14.6295
S6_6,14.6832
S7_4,14.8807
S7_5,14.9145
S7_6,14.1044
S8_4,14.2783
S8_5,13.9625
G135_1,10.2329
G135_3,8.8577
G150_1,10.021
G150_2,10.38
G150_3,10.2381
G180_1,10.2439
G180_2,10.0696
G180_3,9.9799
T-5.40H_1,13.7585
T-4.40H_1,13.2223
T-3.40H_1,13.4378
T-2.40H_1,13.0618
T-1.40H_1,13.0648
T-1.10H_1,13.0226
T-0.40H_1,13.0579
T0.0H_1,12.9845
T0.30H_1,12.3307
T1.0H_1,12.0045
T1.30H_1,12.1394
T2.0H_1,11.954
T2.30H_1,12.6275
T3.0H_1,12.378
T3.30H_1,12.5412
T4.0H_1,12.7085
T5.0H_1,12.0348
LBexp_1,11.8182
LBexp_2,12.3298
LBexp_3,12.105
