,BSU20420
M9exp_1,15.2848
M9exp_2,14.9843
M9exp_3,14.8442
M9tran_1,15.0131
M9tran_2,15.4046
M9tran_3,15.4275
M9stat_1,13.7334
M9stat_2,14.0727
M9stat_3,13.741
MG-0.1_1,13.4892
MG-0.1_2,12.5476
MG-0.1_3,13.2381
MG-0.2_2,12.9218
MG-0.2_3,13.2733
MG+5_1,13.8398
MG+5_2,13.1731
MG+5_3,13.0096
MG+10_1,14.2463
MG+10_2,13.4075
MG+10_3,12.3112
MG+15_1,13.7032
MG+15_2,14.4748
MG+15_3,13.2824
MG+25_1,14.4546
MG+25_2,13.4065
MG+25_3,13.6079
MG+45_1,14.4249
MG+45_2,12.9579
MG+45_3,13.5114
MG+60_2,13.8035
MG+60_3,13.1562
MG+90_2,13.7725
MG+90_3,14.271
MG+120_1,14.3777
MG+120_2,15.2358
MG+120_3,14.7027
MG+150_1,15.5976
MG+150_3,15.4777
GM-0.1_1,13.9082
GM-0.1_2,13.3761
GM-0.1_3,14.759
GM-0.2_1,13.8155
GM-0.2_2,13.9606
GM-0.2_3,14.5554
GM+5_1,14.1406
GM+5_2,13.4972
GM+5_3,14.9552
GM+10_2,13.4112
GM+10_3,13.8486
GM+15_1,14.1579
GM+15_2,13.5066
GM+15_3,14.6131
GM+25_1,14.7118
GM+25_2,14.0412
GM+25_3,14.5985
GM+45_1,14.8997
GM+45_2,13.2521
GM+45_3,13.8923
GM+60_1,14.9053
GM+60_2,13.7169
GM+60_3,14.4201
GM+90_1,15.1796
GM+90_2,15.123
GM+90_3,15.5536
GM+120_1,14.4538
GM+120_3,15.449000000000002
GM+150_1,15.6482
GM+150_2,14.6797
GM+150_3,15.8143
BT_1,11.9117
BT_2,11.4652
B36_1,13.7485
B36_2,13.0254
B60_1,14.7089
B60_2,14.394
S0_1,14.1834
S0_2,14.403
S0_3,14.1028
S1_1,14.8107
S1_2,14.4287
S1_3,14.7879
S2_1,13.8921
S2_2,13.5352
S2_3,13.6291
S3_1,13.6853
S3_2,13.5353
S4_1,12.9524
S4_2,12.5629
S4_3,12.5618
S5_1,11.7996
S5_2,11.7495
S5_3,12.1022
S6_1,11.0279
