,Value,list
TF,PrpR/LiuR,
reg_genes,13,['prpD']
comp_genes,24,"['dhcB' 'PA2555' 'PA2553' 'lpdV' 'bkdA2' 'dhcA' 'leuD' 'PA2554' 'bkdB'
 'PA2552' 'bkdA1' 'PA3119']"
both_genes,12,"['liuE' 'PA0793' 'PA0794' 'PA2557' 'liuR' 'PA0797' 'prpC' 'liuB' 'liuD'
 'liuC' 'liuA' 'prpB']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
