,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
yhbW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iaaA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ugd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjdK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjjU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hemA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rfbA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjeI,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
yeiG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dgkA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rrlD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pntA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
artP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
efp,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpsM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
udk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cydD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fklB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rplN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
xapA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yddA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ytfM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
speC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pmbA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfhM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gssA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
btuC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
infA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yphG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mglA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mdtH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfgH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cls,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yiiP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygjD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfhR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nlpC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybdK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjfY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
msbB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rrnD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfhL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pgsA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjcE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ftsZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
smpA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lepA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b1367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fliF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfjI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nlpD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydbC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
phoR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqaD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lgt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydbD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clpX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
csiD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
prfB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydcF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yebB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yncB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
plsC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yliE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fliE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjeN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhfK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ispB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rfbB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2861,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhfL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yiaD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gcvT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjeB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhfP,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yihD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
kbl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjfI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhgA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hemL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glmU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjfK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yrbL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
folD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fpr,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ytfI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhcA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybhK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhiD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjgJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
moeA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rcsF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhcG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lolB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fhuF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybbB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sohA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yebS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pppA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sspA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
amiC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tolB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ansB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
arpA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lysA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yohM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjhI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b3007,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pepN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
intA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sgcC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aer,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gpt,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tdcB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjhS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
asnC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
thiI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
atpI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
adk,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yifB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sbcB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rbfA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gyrB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ego,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glgB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydcL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yafC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nagE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfjN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydcA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rnhA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfjG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tilS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yojI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dinJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tig,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hisQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybgH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqaE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dicB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cysW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygcW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
proX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ugpA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ymfE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygcF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cspA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dppB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
minC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygdI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2680,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pstC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycgK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqeK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygaZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
alsA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ldhA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sseA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygdR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
phnC,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
yddH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yphH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqeH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybdF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydeI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
smpB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygeG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybdN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
malF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfjW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tufA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rihA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
flgM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2651,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
slyD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycdO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rhaT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
manX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rfaZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydcX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
adiA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
flgH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ilvY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
xseA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cadA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fabF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhiR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
emrR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cfa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
metJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
malS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
idnR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydfO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
argE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yicC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hdeB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yebF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjaB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pepQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gadW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b1998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ytjB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhjG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybcW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
folE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b2974,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ompT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
galU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bisC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hybO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ompA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gutM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mobA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chiA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hipB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
srlR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yoaH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhfX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uidC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fucR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aaeR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhfZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cld,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dhaR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
kbaZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yzgL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pbpG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
feaB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhaK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhhW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cirA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
galR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhdH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rna,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
murA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bglA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhcB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
relA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
tyrP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nlpA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
stfE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uvrC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
srlA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
blc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yncI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ihfB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yahO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygjN,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ydfZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cynT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b1437,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygjV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yceP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
flgB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yncA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhaM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pspF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
htpG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lsrR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhbC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycfS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjjY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b0259,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yraQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycfD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cynR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nagB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
psd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycgX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydfV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yoaE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
yhbX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b1240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybiA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yecH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygeI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yciA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
astC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yahN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
idi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybjQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydjA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygaQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydfA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fhuC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yebG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygaV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
creB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
oppB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfiE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yqcE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeaS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ydeA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygbA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
csdA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yeaZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhdX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nudH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ygeF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
recE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nanA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glcC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yraM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rnd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mreC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mhpR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhbO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ptrB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fadE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
feaR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clpB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
argI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rluF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhjJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fabZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yaaA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mrr,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhjK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
crl,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yaaH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfaY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
b3044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yibL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yaaI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
elaB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rhsB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yicH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfbU,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yiaW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yieE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
argF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfcD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yidE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yihL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
aspC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfcE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yihR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yihX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfcI,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glpX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nadK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
prmB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dedA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yijF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
guaC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cysP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yfeA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yijO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
barA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dapA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ypjB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pagB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
glyA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
focA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hfq,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
insA_3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yobF,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhdY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yggH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjiM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yebO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
xylG,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mug,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjiA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yebE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ytfR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yneK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjiX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dacA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycdZ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rob,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjiJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
htpX,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ymdB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sulA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yjjL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
treA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yceK,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpsJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhbE,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycfJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
motA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rpmB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhcO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ycgH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
panB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ybjM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ompR,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nagA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
smf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
betT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
relB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
grxB,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yhdN,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
entC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
uvrY,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
pdxH,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bfd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ytfQ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cyaA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dcd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
yheO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
crcA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
