,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
zntA,0.007203734964132309,0.008825015458278358,0.008617120115086436,0.4056803533434868,0.0423007308319211,0.06285586714744568,-0.0011687854782212526,0.11284539580345156,-0.0001008146627282258,0.0061652618572564715,0.0028671924956142907,0.15756740510463715,0.008282871153878879,0.011797822481021285,0.02519132360816002
rpoS,-0.002749551713932305,-0.000918682294432074,-0.0032971814693883057,-0.004681450515054165,-0.001661877742735669,0.00174868110450916,0.0029632383747957647,-0.000648256596759893,7.150385934551195e-07,-0.0018960517019044653,0.0007348505937261508,-0.003956808345392347,0.0021228181739640704,-0.007444632188417019,-0.005904806721955538
rihC,0.0009357668610755354,-0.0009223274304531513,0.00041009134874911977,0.020704422108829026,0.0004298016481334344,-0.012008452536538244,0.010502587212249635,0.004940569438040257,-0.0002522637468428002,-0.00015610655599991867,-0.0007048399455379695,0.00015914908479317092,-0.00370368537358401,0.0025956369400955736,0.005969877978786826
ypfH,-0.0005649864079896362,0.0032648237491957844,0.0006303286633919925,-0.005992814148776234,-0.00044486253027571366,-0.004802201054990293,-0.005742205521091818,-0.0015870217327028516,-0.0005546747345943004,-0.0007878026223028954,-0.004409844423644243,-0.004070699326694012,0.0010285282637980061,0.0033452313556335865,0.00015808501790161246
alsI,0.002193046410102397,0.0008768797270022332,0.0014246692438609895,-8.550729577336824e-06,-0.0025468869134783745,0.014674218390136957,0.010079264929518104,0.008130669319070876,-0.0016531545494217425,0.00039475558641933307,0.002945786323398352,-0.014877160815522076,-0.007964836242777038,0.0005921544844750315,0.015842652451246976
ygdQ,0.0010221269866451622,0.002192627117037773,-0.00034623680548975246,0.04372191350907087,-0.0032083886978216468,0.007156802956014872,0.0065807695826515565,0.0034761073812842372,-0.0006877578265266492,-0.0009349363397369273,-0.00557134319562465,-0.012233904004096985,-0.0020334315921056523,0.002484592576511204,-0.0016256369859911502
yabP,0.002263293226715177,-1.3735775146415108e-05,0.0014693370717577634,0.00950133079662919,0.002236436752136797,-0.002273746989667416,-0.01824866453185677,-0.005987991313450038,0.00024193839926283544,-0.0009105056394536768,-0.003588270479813218,-0.004699499644339085,0.00095134220017311,0.0025832274812273683,-0.0008052961539942771
ypfJ,-0.0010322414000984278,0.0013383473351132125,-0.00045110156177543116,0.008096372624859214,-0.00039962478476809334,0.0025174148310907183,-0.015416517993435262,0.0049196991231292495,-0.0004157746533746831,-0.0008185572861918215,-0.006025047986768186,-0.002933758946601301,-0.0002917777164839208,0.0014901297143660485,-0.002142684280406684
talB,0.0029233495448715984,0.0008029723959043622,-0.00042011087294667964,-0.003002403839491308,0.003262332223821432,-0.00469519080594182,0.003165801085997373,0.00023427101279594357,6.971243146836059e-05,-0.0004506240695646679,-0.004047030657529831,-0.011181566463783384,-0.002480965817392052,0.003280238236766309,-0.002225408258382231
yqeI,-0.002586120322812349,-0.0004818607616471127,-0.0007219853601418435,-0.004838792681694031,-0.0051879087276756755,0.005134939625859261,0.006340507254935801,0.0010370156855788082,-0.0015816906187683345,-0.0008615019727015801,-0.0011789541959296912,-0.00569791445042938,-0.0009375783279594258,-0.00022379940521204843,-0.005074357949197293
yabI,-0.0001313701627077535,0.000211173094867263,-0.00023939187769428827,0.002621628795750439,-0.000941759990528226,0.0037759720417670905,0.0023826574767008427,0.0019403558131307363,-0.0002786760019080248,-0.0004895509168763746,-0.0037626098282635212,-0.0019022545719053602,-0.0015518833989703869,0.001089722387259826,-5.56848561973311e-05
hda,-0.0009886343509424476,0.0005986575709539466,0.000171231587883085,-0.009483701726421713,-0.002906810392159969,-0.01439864790067077,0.0019438068033196035,0.008495038617402315,-2.8972539516090027e-05,-0.00010645387724746043,-0.003031431087292731,-0.01603384142741561,-0.001982181033595389,0.001988058900460601,0.0004853591063874773
