,Cr_1,Cr_2,Cr_3,Cr_4,Cr_5,Cr_6,Fe_1,Fe_2,Fe_3,Fe_4,Fe_5,Fe_6,Cd_1,Cd_2,Cd_3,Cd_4,Cd_5,Cd_6,Zn_1,Zn_2,Zn_3,Zn_4,Zn_5,Zn_6,Cu_1,Cu_2,Cu_3,Cu_4,Cu_5,Cu_6,Pb_1,Pb_2,Pb_3,Pb_4,Pb_5,Pb_6
yfiF,0.0025159916288546237,0.0007019397494689361,-0.0011607442144524127,5.130606209689515e-05,0.003664833300874332,0.0015944551862943314,-0.00918552151669423,-0.018506231422856703,-0.023830244133914102,-0.02654915289758084,-0.02333137785895442,-0.016111847883525324,0.0021340511045720976,0.004848666751266535,0.00829002934687419,0.013627388458892184,0.015885375125873142,0.02396195056101672,-0.004222853916208594,-0.013611312317212208,-0.012682178477801679,-0.004201302961152794,0.008931364486602741,0.01984050888464649,0.010601700733496498,0.021757577636173718,0.03132081445403173,0.03645516120783735,0.04640686956565949,0.05941431066283648,0.0028658968159265053,0.009960968933358806,0.015030371827416225,0.020163573278520933,0.02746516590020456,0.014515388745423475
ddlA,-0.0008011456647263204,0.0005486922082335546,0.0027161564855824856,0.003988488910955057,0.003986698525580542,3.194734676709973e-05,-0.004144002174192376,-0.01758194680723712,-0.04326836981621651,-0.07336994554151753,-0.09122941550262084,-0.09886246801777644,5.8496720306227245e-05,0.0027966245275219924,0.004691921657535423,0.006545007817007982,0.0032749016987756807,0.005446306244705999,-0.003323563682538566,-0.012352243569789444,-0.009645997788715294,-0.004185695567640996,0.003393344748130105,0.01712699608841891,0.0027515544375737136,0.005595660103142443,0.012895529774971187,0.02003598535340185,0.02997549349034042,0.03739376008601596,0.0011829514648325945,0.0028207477732409302,0.0034292205142173273,0.004078855307167946,0.007133807792009748,0.010322472313532888
ybdL,0.0041860984785411365,0.014732315132865674,0.02510093202099093,0.030799301448680726,0.033560106678286725,0.034559803527954736,-0.007744242854358176,-0.03317107428941627,-0.060854173627255835,-0.09041535326635992,-0.11161564819044603,-0.1238715678942422,0.005883562989837352,0.015153479943467853,0.0232561014401478,0.029784361522593464,0.02913099724640603,0.03518135612804882,-0.002186517363540554,-0.003672797431955375,-0.006922913076934779,-0.003608209918419422,0.000540138558660707,0.006494895032996855,0.0023555953289657395,0.008052809683553238,0.016893075005372855,0.02745839749346495,0.03862978506701525,0.05231320794769642,0.003313380882064925,0.01023278528998207,0.015839584928033976,0.02282897090734891,0.028857699017266224,0.029619963147678695
ybhQ,0.0037131897968736742,0.009061752572038891,0.012995973716406622,0.0178318238665963,0.02025972728677427,0.019183908213378717,-0.0018311271900400728,-0.001226292452568126,-0.00025058233879781707,-0.004597420843273665,-0.007184351795289343,-0.007251964682460769,-0.0022143317907558553,-0.0005374770399553939,0.00018235579965597329,0.0013681904043320293,-0.002374178895016063,0.0006745295504824152,0.0045015599991883905,0.000303527214683788,-0.0096534207482483,-0.019689065140987,-0.02906753820828905,-0.03390131611728051,-0.00045793255567402717,0.0025964342133353263,0.01355358446228645,0.024824922866460444,0.03909644789132752,0.05281840092910957,-0.0017473366933537173,0.0032182401515067987,0.0058581415320162825,0.010266324694119785,0.017586373012166232,0.032546599098749004
rof,0.006559279539754678,0.012609267251536908,0.01846194662452729,0.025078553477548542,0.031684238906246845,0.03646327663742389,-0.0044596394824287094,-0.01742253855123249,-0.03374554646467983,-0.05640645541688943,-0.07589439501387336,-0.08961800759482344,0.006368248417029508,0.013197509664506007,0.01922037875363261,0.02425357265597787,0.02537117097041174,0.02997758240107455,0.002475471543485923,0.0025166182828617405,0.007279419552395256,0.017322773032039437,0.02567049593025276,0.032420721540160416,0.0047211653758046064,0.012270503048318086,0.021317289788040303,0.02940263787638193,0.038482178021927514,0.0498142850852363,0.002289140067865361,0.006551081382870771,0.01351651835732731,0.01629429267784444,0.017795154196520252,0.022437178907197108
ybiF,0.010610824401091895,0.01278400912539409,0.010275873303815129,0.016233986354848087,0.015243788663009553,0.013405037939794336,0.003222443421067907,0.0076347703909869875,0.026820399553592358,0.04357300387811354,0.06442842020307292,0.08209752088671902,0.0015058987007171784,0.0017525119298189655,0.00822137754791347,0.01350341677872241,0.011258617387206831,0.016312834669105592,-0.00022734147926836178,-0.0017808535642520511,0.009568454345932594,0.019442235346713917,0.021239506615235132,0.026292368379404785,0.0015018042388968466,0.008704578344738182,0.015212802292321472,0.02301513645514601,0.0315152073296776,0.03610949134176239,0.0003144069051980667,0.0042522879077065935,0.009970263563925654,0.022133862773442748,0.03301739865472282,0.044618655426610775
rhlE,0.0047608719326975215,0.01256419803719703,0.01875464210077008,0.02473717548516871,0.030366224733047724,0.034271789387469075,0.00821651271608864,0.03732320170535982,0.07216570633016478,0.09932405574461807,0.1210452344441872,0.14066376408038553,0.003065001050047179,0.008127859028882014,0.014493504593819496,0.0217062849709404,0.024294693615982164,0.030990911364904526,0.006190151165618257,0.01854777012513416,0.022315520820965717,0.017588308595073404,0.011578397018604658,0.004133687893349787,0.010678133760530726,0.022967887455134263,0.03432820524661455,0.04900089765048239,0.061000088774576175,0.07111947809797275,0.0020190990583544787,0.0009785648818445248,0.002571582719158409,0.005137293573198871,0.00567416925603864,0.009576136964697736
ybiN,-0.00017732351111244093,0.002754849522080684,0.0053590660627176115,0.008554848923014795,0.014534499112309968,0.02239415561430429,2.6848642948371483e-06,0.026113917230288098,0.07568765707581385,0.11801363506809925,0.15772782838543029,0.19084807950287586,0.005236969840153124,0.012062078542301841,0.01722619667245638,0.02095033088014864,0.019590442035252044,0.02127745904575248,-0.002514433294359624,0.0018062769760468886,0.003458222692331129,0.002950351971574897,-0.005696723055021008,-0.01832361803314413,0.005961235355896753,0.009814738418648805,0.012886597972928874,0.015857819223179585,0.026190570432698998,0.03503194623258757,0.0022346362832661127,0.0017877554802090887,0.003689805841438201,0.005432793260733186,0.005439786858982806,0.008047471028493715
qseB,0.00999378721562014,0.015706448138065748,0.024565907029580027,0.03132967317573903,0.0384175251372724,0.042875852372647634,-0.011420543080791972,-0.02116898056671784,-0.024544952347396398,-0.029184221322288175,-0.023369808822613133,-0.012504389591717893,-0.0008595592969219598,0.0008648679182536062,0.003307517875358653,0.0061541510372845505,0.007203915474741105,0.009509743516874348,-0.007199861491522511,-0.016061265220522866,-0.01261563298744628,-0.0021779503210347965,0.001852091007256668,0.010287227093089657,0.0009705672210484805,0.0033002122201683318,0.010387617416234913,0.018300600141419626,0.02650023886033626,0.030759394574516638,0.003646033120035583,0.013124970657799342,0.01706841815389491,0.02429033589106028,0.034914908554535315,0.0424577276072256
mipA,0.009262289514595177,0.014098048730100768,0.019493715226516342,0.025649878642037792,0.037212522456384775,0.05096935393172873,-0.016298156074464453,0.003215939951161244,0.0969162885374058,0.21954773000203004,0.3506066835882453,0.4835239960567414,0.0672826404373382,0.1499134407620478,0.22294348780864975,0.2929523148979147,0.3622904812064189,0.43053229915764296,0.04037207180175623,0.30574642356967663,0.6182636782353891,0.8293833486629697,0.936435059799268,0.9856337777751988,0.005687269154969554,0.014139358936998853,0.02069648061735041,0.019848493398234062,0.02525096524896336,0.026181869337260136,0.010980995775530184,0.0485583456962309,0.10489394694428096,0.17070468607021946,0.24559601368344386,0.324323211191086
ybjK,0.002705460666632635,0.0044463838240848,0.007236816560240231,0.009610934234268285,0.012596346779657592,0.014412949852372032,-0.004718625118598041,-0.004050372075355667,-0.005674106324959486,-0.008154336687832928,-0.0055482173326878905,0.001173211647426764,0.0008781876530126046,0.003775973551227514,0.008027378487208086,0.009019425986736874,0.004807104972317046,0.008006076882688952,-0.003100861331571083,0.0005679368093642559,0.014568182193638953,0.02850751743632397,0.043825261784584194,0.05126333628473087,0.005298683854913571,0.007689703722989123,0.0075159968541805315,0.01439133284928634,0.021675823893476876,0.029587530814905876,0.004611360727797965,0.008275356940865335,-0.0056976831630844256,-0.01840208428743796,-0.025597824301228613,-0.036100713042612136
sbmA,0.007036897864407954,0.014490141209812672,0.025093128445924952,0.036034235809339295,0.04577061375656315,0.05059846557631874,-0.008610168281749353,-0.029072937857424118,-0.0438247491714421,-0.06221495997559995,-0.07617443100013302,-0.08390249779680248,-0.0029988062843552986,0.003389519070359411,0.014663531742054418,0.02185038186023844,0.023252250314843237,0.031003129227847512,-0.010570754409446884,-0.009109731479959329,0.004203901961201762,0.018938509078669848,0.028216697281819438,0.033225231455671585,0.004031037512017757,0.01185532755098624,0.018885939694380616,0.025801433994693958,0.03558911208319972,0.04234299083211305,0.0035109412526388765,0.004138964630967539,0.013707442455978236,0.021188906894925787,0.02857927686798057,0.037335544063576524
zupT,0.0030591607047262635,0.005117236175861558,0.005497871390233071,-0.0013202927889133088,-0.0036759299207511273,-0.006029345524259071,0.0022799928467898637,0.010830822889420768,0.018137432731900324,0.015989404997727247,0.02147416122529197,0.02557827746643135,0.0028432447890734468,0.006375089404534597,0.010838389318913856,0.013467600830742171,0.014041449544389632,0.022193963619297086,-0.0014757477924657466,0.010901823515483858,0.031589417751937486,0.059729926843826275,0.08970491665457657,0.11487965284190657,0.004483500688339283,0.015044743005853276,0.021554768011902342,0.03181263172861375,0.049292889702878255,0.06804541914961097,0.006627390378535361,0.016385129154272118,0.025735505185488915,0.030553413239043974,0.032925554297164136,0.03118334946829392
dsrA,-8.198895473651639e-06,0.002652079552626091,0.00044904346527223447,0.0018932297737614227,0.00789767405108772,0.011208134990274695,-0.004470892536151569,-0.012445513719365187,-0.01771125789597221,-0.021577754201905133,-0.022556514366778392,-0.024858218945742,0.00010778672420495004,0.003025254245609025,0.00642523463801744,0.008364234253861659,0.009656239241197458,0.011215320009812436,-0.0013464744122762033,-0.0011829271637226366,0.00301819006385661,0.009970619348544721,0.0178049060377176,0.020505202442455718,0.004426593701423893,0.010032475406955831,0.013184202067433828,0.017476851718063586,0.02286830918508762,0.026904323244091487,0.002612206235883893,0.004882646454262629,0.006751841141105505,0.0047414846613707965,0.0043829377119537095,0.007149196861313055
yafS,-0.0021052085711200444,0.0001263737375221149,0.006833590794148531,0.014166069739207459,0.017552761755706827,0.018215792235892158,-0.011084427639814027,-0.021110843259638183,-0.025484898724347758,-0.02918486867598648,-0.029695540727090387,-0.029426896033917307,0.00057571045488884,0.004515054317833361,0.008522658967990562,0.01170473887044677,0.012907068844681563,0.02001515441735469,-0.006452287603746442,-0.010975491798834287,-0.009462109251103155,-0.003083199924598455,0.0025411140306191727,0.00872301882447685,0.004106415082911771,0.007372367346627869,0.010065005173748478,0.013837498883065909,0.0200608024445455,0.028627834183922382,0.003480388443604199,0.006830234180017646,0.007891090845090355,0.015993350621274112,0.025502337699377268,0.03605363534830093
ybbL,0.0025865012780588235,0.004684349035987418,0.005504225323121979,0.006566915069170638,0.00886209846174906,0.011141009093702107,-0.012033588708511187,-0.0263790473661478,-0.0266685001642105,-0.030058445239256236,-0.02553068979890784,-0.02113483719268661,0.0001655525694328886,0.0036274920307985507,-0.00024651947124802617,-0.0017753471738281355,-0.010905537372321087,-0.01105986640434293,-0.004676467732341646,-0.001984283291331098,0.00733185776565571,0.02135279588694388,0.039459366382998934,0.05110454114550103,0.0034669025274948837,0.007165967804931109,0.014082057803103587,0.015944755526084837,0.02046961342533084,0.02522933974281242,0.0018504884729661265,0.003897328707940908,0.006226582802497662,0.002805256317035566,0.00591643104736372,0.01022478726496278
ecfG,-0.0014700601998496896,0.004820961905173237,0.01495170373532641,0.020122623886157417,0.027043467670346783,0.029529543735704912,-0.0034230955171878005,0.005664678626729636,0.018098448116455418,0.022113720840895662,0.025637141195067426,0.029705455242968293,-0.0015128724475973144,-0.001747219264366829,-0.00042217783153369263,0.00014972849717545598,-0.004284122091409915,-0.0048195933282396035,-0.002014523840741892,-0.005709284477373431,-0.006942410903970232,-0.0008736549723636472,-0.002189697917824793,-0.009860614511060314,0.005470237607993282,0.012593306743918394,0.019838568582414097,0.022365018823189326,0.027090399698716686,0.03342590487879951,-0.0020245603783472037,-0.0008944621327303375,-0.001480942700573743,-0.004479306159046323,-0.005453542385672285,-0.010136280108342395
rcsC,0.008509382079609645,0.013619560860058088,0.02147536936743083,0.02900880608832105,0.03684596249042569,0.04078498532331884,-0.009202820349029492,-0.01390595115534248,-0.0032058829364614372,0.005217835164507491,0.014857796794735159,0.021479668314260736,-0.0016212334842009802,0.0010262140366974967,0.00673003192275386,0.010678177488293814,0.00984046011463654,0.0151078334230101,-0.004817864206448376,-0.004239905470374518,0.0016015332318447624,0.007995150130609552,0.010325407078515252,0.012200377454850352,0.007165452368567996,0.017787378327280147,0.031181963019030413,0.04116665666137456,0.049684546058002065,0.05896919288849236,-0.002396769997334573,0.0008483240018969853,0.007146117081287384,0.015391007822037728,0.023943013544076776,0.03218766372752492
dpiB,0.0013218223381891788,0.0038696299928191787,0.0075489670714710905,0.0166508231223515,0.02143188971700453,0.02491139733918513,-0.01246459227204263,-0.02923677349572875,-0.04544998159879339,-0.05804258616671405,-0.06248828331338244,-0.06953954232246652,0.004474372363705786,0.003939804305885533,0.0059346375146584005,0.003831758962791711,0.003457461472843888,0.003413017592514241,-7.559114191963985e-06,-0.014442526822368644,-0.0059106139925603285,0.006956991344991568,0.02306790650953496,0.038208376411385934,0.0039443430324158655,0.004832663326594888,0.012772164011344187,0.016964251098535083,0.01767879502568309,0.020660028747012903,0.006825765747610023,0.014024021290851443,0.02741988728423685,0.03329474213560275,0.04006010013807052,0.04474376839836485
kdsB,0.00798281756542022,0.01091845803436572,0.012050546224854752,0.011608686327997456,0.00894990364111139,0.0036222781505601547,-0.010079364328233862,-0.02488233651607969,-0.0365711105458411,-0.0478242492725357,-0.05376493248370645,-0.05226897261315591,-0.0002519520058153518,0.0010284988782287249,-0.0010791091067447994,-0.004354499449654496,-0.00937764461834535,-0.010929660274779608,-0.006090290078498726,-0.011537427445794623,-0.01184126830538028,-0.005432563890850436,-0.00013847968031451352,0.002241844514956396,-0.00014141488676001204,-0.002350167538938869,-0.0003690748132929824,-0.002409969715139148,-0.000633207924431599,0.00037532471610102127,0.003946490013565309,0.0050182221664392315,0.01173218905366874,0.011793073197287722,0.012438805925924534,0.010130447322955594
yqjI,0.004202209011645686,0.021537413099395948,0.05688260748171794,0.09880393716568947,0.15012984580297942,0.20055946127000115,-0.007088381329320009,-0.015456929265074828,-0.023242016605054344,-0.031284054080507565,-0.035527208659177474,-0.025588523662448376,0.003148973087503505,0.007901112698459403,0.01601244902928273,0.02591207577854964,0.02780037328895229,0.033039761470649374,-0.0058165736907746,0.00017421336250344956,0.010238080131721276,0.02011912371267413,0.029056837340996,0.03764545172500439,0.007201382188332418,0.020063766717519957,0.03418829796764596,0.04367739460188799,0.052180290710098325,0.06087037797521694,0.0063188736852515855,0.01358139217045588,0.018764801557652082,0.02420926234951556,0.02708374421609044,0.031008721447595356
ypeA,0.003175659576315898,0.007578548156756022,0.011606471732404236,0.016025503383774557,0.02060078323883696,0.02031679996757663,-0.015924624387505474,-0.033829362078569,-0.05277046502386192,-0.07330725075565292,-0.0904182981977242,-0.1013339183095025,0.002512456010712535,0.0051364003004445895,0.00788900332366025,0.0084056944884557,0.005486789220940496,0.008029237069532947,-0.0058009806791362965,-0.008699511987935355,-0.00040960491016079676,0.0130976164324776,0.02826433043313165,0.04377250193099428,0.0035622439550895475,0.008228277165484412,0.014076427166915402,0.02268708199095188,0.027499330929007863,0.038516490844817834,0.0006610878485004808,0.0033000075033926602,0.014065862280827962,0.02548813558093503,0.03602650360311964,0.048839185250435714
ydgH,0.0028597970380320145,0.00648789887259249,0.006510105782612007,0.005697505851244935,0.005145415341649866,0.004850264801818304,-0.001703830654110883,-0.011292282600583757,-0.02784794288311675,-0.053093371148438165,-0.0749221545135652,-0.09001280432941466,0.000985393330285201,-0.0009903700498354675,-0.0063181551694313975,-0.011370347506821504,-0.02012090096626687,-0.02151118887300186,-0.002901499235921805,-0.01972012137418445,-0.040206177365770805,-0.054363588991923104,-0.06909110378197789,-0.08432007283126819,0.003508068507020804,0.004001485936097347,0.002905507888141258,0.0013459280948918619,-0.0016767338658681275,-0.001069995351762167,0.0006231973070897827,0.002410575811947618,0.005955129171434161,0.007501219586783762,0.005372095246411897,0.0023950022241802644
entS,0.004277722909492224,0.009836050001901344,0.016330347956352954,0.02196485677752465,0.02613808905984166,0.027237875929308868,-0.010301410588498122,-0.022212174713729098,-0.039720962417724284,-0.06714595547465152,-0.08825436010412871,-0.10746386456172674,0.002814691990643537,0.005748457772552161,0.009030519911284646,0.01196639827095654,0.010419668271493229,0.014578055132530715,0.00101423322654875,0.01039211296554796,0.03369102813005547,0.060545505704704176,0.08307972081019424,0.09925624685196596,0.003263415371866057,0.009468526047880376,0.016683220002761116,0.022660967920303532,0.03107798168329228,0.03921574103074359,0.0015867018223427814,0.0042109494425571995,0.011819093793667764,0.018047108227860147,0.02545289611534018,0.036034766703014254
ybaY,0.001480181510667248,0.007229465150029264,0.013531374933212504,0.020423145507781758,0.023479473678744072,0.028492979557480487,-0.012832081269320941,-0.05037391068906992,-0.10437360788072424,-0.17290510232633274,-0.23441528036424195,-0.283637313304709,0.0012519861004666743,0.0009917686865970738,0.0006564291414027316,-0.0010917536216502742,-0.007772405300169825,-0.007004162991306557,-0.0019319619312928367,-0.007502955932976542,-0.007562744391754471,-0.002296984264179108,0.009725946254919569,0.020988193838497617,0.014182899988351675,0.024282213574356604,0.035065412335555185,0.041543135196951686,0.04674249149252862,0.05392799622176191,0.011150173598384454,0.023850754962487244,0.03727051769032971,0.05527618939116656,0.07380735170323444,0.0953311179618477
hofM,0.000652887004006652,0.002755625800604864,0.0063565262910061605,0.007361276488920372,0.006872606676630758,0.0013700388706764373,-0.012349213369099013,-0.03271826094532849,-0.04484983123916176,-0.056933335710380624,-0.06086198639665081,-0.063775991149739,0.0034708583121915186,0.007666499075602936,0.012629684422738348,0.014155591124464616,0.011262276205826163,0.010248097236331723,-0.005837112023678399,-0.008917495054888962,-0.003489133333341293,0.00378075117708495,0.008961704967863854,0.011793006625607007,0.003813477415708549,0.012110759332521587,0.024407604830309126,0.035791252549199445,0.04421065508159306,0.05275071259936054,0.002431736380845249,0.005420681867207399,0.010757049593147687,0.022456381985510955,0.03069224687327702,0.04439228114646473
yegE,-0.0015512197835316288,0.0007746026042072758,0.005509703573534639,0.011204748127459706,0.01954481609927989,0.02965092100039418,-0.008957682187504826,-0.02336424060928377,-0.034417236953228715,-0.04829892131764814,-0.05525639764230772,-0.056222690660505864,-0.0011149833771987492,-5.5023222189916014e-05,0.0012644980843098267,0.0024353917469985865,-0.0011252567881552588,0.0018649353228381601,0.004060937416601246,0.016566575323549233,0.031384114310352436,0.05172973894172537,0.07226254801360059,0.09039523435944856,0.004320069825864596,0.009909668316459385,0.01584491342221754,0.019239061465441458,0.022571857092242364,0.03054346899494928,0.006246468197596462,0.013436543471741823,0.019517971946224445,0.024500581425862384,0.028315424452237437,0.032818948131909345
lolC,0.00221843882646584,0.0002464434082761344,-0.004802200008990699,-0.009669830864532464,-0.01617854199890471,-0.024377201863221443,-0.010286364100988479,-0.028103568319764814,-0.038709057224251234,-0.04720818201086133,-0.049260550178514516,-0.05332996253513765,0.0001648212232571528,0.0009159294095430707,0.0023339130824216936,0.0044940938342655735,0.0007451224009883861,0.005631868998874061,-0.011369796638984513,-0.013492997053178685,-0.006179875615496738,0.006692896827167621,0.018904590073807258,0.02545307074510933,0.0024889156316702924,0.006205802381580132,0.015493364009716603,0.024994873291722442,0.034465861650621286,0.046453721015358634,-0.0038446742547232522,-0.004905609080620254,0.0007503832766945683,0.008368314298086715,0.010899800832204749,0.01701776062122267
pgpB,0.0010544572443003171,0.003916480487187331,0.007005382819961692,0.009520185454842034,0.015286322486411178,0.024281412738570023,-0.008203659183221797,-0.0068174157352120955,0.00613182578980791,0.01781107202036742,0.02830050584229425,0.036838967272906434,-0.0013213466387635455,-0.001703158449698009,-2.0242532924200744e-05,0.0005377283424825127,-0.0012078793697849876,0.0008748982967288773,-0.0009697767295079203,0.007347789364788491,0.029499900687214482,0.05268371253078757,0.07395459019056266,0.09166865158635758,0.0036546539630769696,0.011121815905311354,0.020676783693588267,0.027738230927826436,0.03170941625698991,0.037738038395825006,0.006030579389039621,0.015550709897986691,0.02301964849037508,0.032213119969539857,0.043922097137514465,0.055571142673574735
b3505,-0.0033590780300076554,-0.005125706980126417,-0.004904932154310231,-0.006792040257785206,-0.003957017871988254,-0.005741399242662254,-0.010596834073718078,-0.015847793231382547,-0.013663500119238042,-0.014018697519829572,-0.00485702577175663,0.007332363725083613,0.0003399908338398218,-0.002305061890108825,-0.004647018702292485,-0.0061781832787276576,-0.011853327467252045,-0.01224077613228927,-0.005045352494348364,-0.00288980848648697,0.009643396905261479,0.02111569828217739,0.032946011805436014,0.044390678345790316,0.006563482415506849,0.015430831979931062,0.02173560177924418,0.028624800217375988,0.03459324446520321,0.037810396510640894,0.000586115784781787,-0.005349128281692474,0.0009523141006898596,0.009271730563059171,0.017168094724268442,0.02367327873307383
yfeN,0.007617183756321923,0.012979722575651631,0.01836327147251524,0.023135199616048582,0.027655813225592903,0.030693573106833613,-0.013521042274280205,-0.021578037373856617,-0.034382453149607535,-0.05152415653212728,-0.06467730911315347,-0.07217013916106414,0.004667771263024548,0.00912398254529462,0.014754375941239087,0.019308476305213196,0.017436743268112776,0.02337956778014369,-0.002314265488665821,-0.009919771383823916,-0.014571124841237916,-0.02011674087727261,-0.024009928645185044,-0.032089416558573815,0.003740471156566565,0.009857461032375343,0.015613983179399559,0.0212258989088181,0.028996740597490637,0.038282810614734375,0.00237361732140192,0.00485221778267314,0.009051638703937792,0.011612428169517531,0.015558847441463509,0.021659992261432552
pepT,0.001381350960564359,0.003391130877592132,0.003070296418271996,0.0024012216494579725,-0.00251009810713007,-0.007362089692645205,-0.00814932293162564,-0.031261581156158014,-0.0533506616289454,-0.07544638476692175,-0.09175232052465568,-0.1053823219691168,0.006497637446900471,0.012558349547369755,0.009042888834433957,0.007307138629423774,0.0009496118445858012,-1.8530971915755004e-05,-0.02449684401634505,-0.05415329446809557,-0.06440853357033552,-0.07513482736728301,-0.08779215630607723,-0.11085905463964306,0.0041892327379271215,0.008830122915677164,0.019109930448226158,0.027243177976954774,0.038878051588488685,0.05363964501523135,0.00747094753318282,0.013229922620459056,0.03342337317304018,0.05433624025433799,0.06941693945949462,0.08696771005409183
yfdC,-0.005312426838250063,0.0006586203091728137,0.02456148982677064,0.039620743397398316,0.057811667848947625,0.07290200505065128,-0.0073305701981935985,-0.03325919560158084,-0.058743946500934126,-0.09292522873182832,-0.12497182244303914,-0.14534904570068033,-0.008351560533312034,-0.012740622086726685,-0.009436420974365013,-0.008937263944980178,-0.017476154413749202,-0.020947475591726702,-0.007181720982812956,-0.02547840003133196,-0.039707508795166206,-0.050343963492085884,-0.06611759189553337,-0.08379733833432845,0.012120732046637913,0.02187982603465011,0.029106487018705263,0.033973252755244834,0.04305795729403463,0.04273360728342094,0.004476558870179399,0.005595129661801657,0.013425652303105513,0.03002128106332168,0.035687987840971935,0.04267101517052122
htrL,-0.001255789202283625,-0.0032155760404233317,-0.004010280072966927,-0.006323319007574954,-0.006631622828133238,-0.008951791719317578,-0.00420379815343926,-0.007192634268998214,-0.007079023557483217,-0.008597821728373842,-0.006871909294302153,-0.0022759969382133297,0.020558533661938886,0.04441061684457081,0.06990856070559252,0.09271578394520524,0.10766601624536873,0.12479634672030487,-0.0015972466531594335,0.004145075908250711,0.017340721335113864,0.030402520330768762,0.03762625919871211,0.042146057239833785,0.0019048219098060605,0.00393810671167489,0.010069202124458871,0.01607623092420499,0.02172700797000204,0.030092530062616918,0.005340362364046182,0.011037574168026277,0.024305508643785684,0.036085428135584435,0.04166458757944945,0.0505453783481104
yqgA,0.0018091070110105194,0.000960887280675499,0.005135101341367772,0.013111432627215137,0.017258079101632684,0.017112940769305182,-0.005682741155542962,-0.02393177093170305,-0.048975599027902515,-0.07039591995524005,-0.08516006724926753,-0.09396122472660466,-0.0009172836756584231,0.0018235072104239392,0.006602034627124389,0.00766409251398938,0.003968614187461893,0.00891219608113485,-0.004284813940721525,-0.011675149766885492,-0.011633068354768992,-0.006831791090530284,-0.0024999578710098594,0.0011705169764734806,0.0048304750525110214,0.004790628691866935,0.006007931245856089,0.008294401667386554,0.014276281859625787,0.021699077628730645,0.0017505818349515545,0.008174462466136852,0.014695574236800818,0.0217032267948107,0.031307780879168426,0.04199170353116192
znuC,0.015471923505799352,0.031041326447205607,0.04195323066275864,0.05126193493622895,0.061814023045221475,0.07084939934281702,-0.014718687481888969,-0.034881221308696385,-0.04915157930004088,-0.060649410643211575,-0.06317350261758589,-0.060107251866011416,0.017199944971158142,0.025789830235290682,0.023439703044574392,0.013349408836497887,-0.009708049252357694,-0.02933348547188858,-0.000652706801839004,-0.012009504152198624,-0.04023602696020388,-0.0901748826509028,-0.15661106877781816,-0.2339233626025484,0.009867500138031742,0.022465892088093752,0.03607036559603532,0.04581480378088805,0.0529496993057464,0.060811336118103534,0.02077243605923498,0.019644203266030245,-0.001936642749037166,-0.030037088114038667,-0.05216334039475393,-0.06250947514595835
ecfD,-0.002081032465951175,-0.004065700013430525,-0.003180435558325827,-0.0037557030082008094,-0.004642464261740782,-0.0075555869176845815,-0.0025810224501248854,-0.007586308391469412,-0.007928257112512839,-0.010061098133584523,-0.009641746414243972,-0.0049862011385937224,0.00143558792403361,0.003555269194921742,0.0038970754507452756,0.0059286671821045705,0.0032287889470238714,0.008303351336836396,0.002502029610501217,0.012653485350426586,0.03134642191359096,0.0552503011923459,0.08180241458754024,0.10607068403471533,0.0014222763344049253,0.0025583527317070173,0.002632955463213477,0.00792513410040888,0.016805528796668266,0.024612520695411668,0.004700174125739769,0.011683512758265395,0.02020303894661189,0.028265656565458708,0.04233173938466876,0.05927545531311006
rplT,-0.0016184128676102491,0.0006248542434102545,0.0033637047376576905,0.008870353949142309,0.016668186436640253,0.020665663113939785,-0.012083331421050546,-0.02473928185268064,-0.03135395315309827,-0.038382889994989185,-0.03679422908191952,-0.029169559355363608,-0.0031556621312304484,-0.0036435939201122226,-0.0076000981813254265,-0.009917682398846656,-0.016606267938655158,-0.0239072776478487,-1.6600431145380424e-06,0.004798816693822679,0.020464273256565454,0.03792911570387465,0.050275214534281305,0.06208902065696036,-0.006105031293543364,-0.008352152638675609,-0.005997917851176315,-0.008662310844249005,-0.006008509263948182,-0.0031874485988595603,0.005700354163035357,0.005903228608925533,0.012215977912133852,0.02787174770587526,0.03536503445815987,0.041787314763248665
yghU,0.00028293443373414304,0.002656404235785996,0.009969993184668778,0.014869255990790385,0.022581603076365284,0.02701343705280814,-0.0035666784802073775,-0.01634967275162353,-0.02913433485794485,-0.05077163386330056,-0.0660270919884485,-0.07170441842056187,0.0013885836755240881,0.005488077052459364,0.010167835327678265,0.0120965848647881,0.007357092621884281,0.0073520668311662825,-0.00030818586860308994,-0.0002947887859384198,0.003324215812960041,0.008460179682997193,0.00987781813059102,0.00819087891534517,0.006309286812295086,0.015098956334173769,0.015365977690056296,0.01746741017962143,0.02521801032249986,0.0350495611294049,0.009024400860782992,0.025488016566377558,0.037347007233581454,0.049204894131202916,0.06366101019874815,0.08025039284912126
