,A,Fnr,NikR,RpoN,NarL
efeU__menFentCubiC_ale36__1,1.2369872002,-0.459053835,0.154316097,-0.18203062050000002,0.10485902650000001
efeU__menFentCubiC_ale36__2,1.2764207796,-0.5276504510000001,0.198020885,-0.2151145645,-0.2659715915
efeU__menFentCubiC_ale37__1,1.4043356243,-0.42921199800000004,0.1824481,-0.0737356045,-0.3369691675
efeU__menFentCubiC_ale37__2,0.9652901154,-0.379678224,0.13595521500000002,-0.0430306665,-0.2131863105
efeU__menFentCubiC_ale38__1,3.1098205812,-0.403674517,0.133745322,-0.0768021715,-0.19279054950000002
efeU__menFentCubiC_ale38__2,2.6988494561,-0.37325750100000005,0.160748527,-0.2355697055,-0.1314762605
misc2__salc_glc__1,2.3194873382,-0.22932395800000002,-1.568819595,0.1359028115,0.0488414235
misc2__salc_glc__2,2.5918089493,-0.033457264,-0.63443479,0.44392921550000003,-0.0588193295
misc2__dbcn_glc__1,4.7237584884,-0.7301900130000001,-0.239597582,-0.6235655355,-1.3161856565
misc2__dbcn_glc__2,0.9836386152000001,-0.809273511,0.605900049,-0.4320346105,-0.9762902215
misc2__tyr_glc__1,1.4215425387,-0.557564307,0.12886509100000001,-0.2007496575,-0.2913766035
misc2__tyr_glc__2,1.5287240066,-0.55390057,0.40422148300000005,-0.1041754705,-0.2493271775
misc2__arg_cytd__1,8.3605386087,-1.103463808,0.07999623800000001,-0.6218984005,-0.7299638995000001
misc2__arg_cytd__2,5.5623084711,-0.7432087820000001,-0.242346304,-0.5839646795,-0.7226907685
misc2__delyheO_pyr__1,5.6021504775,-0.7526202150000001,-0.105647817,-0.45300003250000004,-0.1649925865
misc2__delyheO_pyr__2,1.8421555694,-0.41916110700000003,-0.43148340900000004,-0.5385766335000001,-0.3955289275
nquinone__delubiC__1,1.5925902267,-0.609506733,0.039516347,-0.3668799975,-0.4614789295
nquinone__delubiC__2,1.0895020706,-0.60441007,-0.36540858200000004,-0.3155679335,-0.2564717945
nquinone__ubiC_ale1__1,2.0858239356,-0.43235832,0.14766314700000002,-0.1009341795,-0.0561660795
nquinone__ubiC_ale1__2,1.5185090681,-0.606702598,-0.10175908900000001,-0.2546691535,-0.0977709825
nquinone__ubiC_ale2__1,1.6225112768,-0.5499352390000001,-0.313781945,-0.40340550750000004,0.0432040395
nquinone__ubiC_ale2__2,1.1964608333,-0.502872402,-0.217353599,-0.3678198875,-0.0254979635
nquinone__ubiC_ale3__1,1.597764179,-0.582336814,-0.39445210900000005,-0.8875475355,-0.8959829055
nquinone__ubiC_ale3__2,1.3223253802000001,-0.559977896,-0.164957065,-0.7537812915000001,-0.9659653555000001
nquinone__ubiC_ale4__1,0.9897991546,-0.600151792,-0.5890660360000001,-0.32932624050000003,0.006563358500000001
nquinone__ubiC_ale4__2,1.8654556855000002,-0.536388949,-0.214740956,-0.1580608585,0.20412599850000002
nquinone__delpdhR__1,4.6298853864,-0.8817682130000001,-0.253754696,-0.6353274335,-1.1638198045
nquinone__delpdhR__2,4.0109885849,-0.867665945,-0.23203899100000003,-0.7252746255,-1.2477763025
quinone__glu_ale4__1,4.2585811154,-0.7937296570000001,-0.153790229,-0.5979053565,-0.6137973695
quinone__glu_ale4__2,13.2490811233,-1.334528925,0.7144344060000001,-0.36403217250000003,0.0829422195
quinone__delmenF__1,2.0921484966,-0.626396132,-0.377718528,-0.1925102585,-0.0494158055
quinone__delmenF__2,3.5138053593,-0.590486033,-0.5675336710000001,-0.4212613405,-0.0662774065
quinone__menF_ale5__1,5.6576693765,-1.5730570959999999,-0.00165506,0.0905275655,0.0309599235
quinone__menF_ale5__2,5.0175607652,-1.5773257790000001,-0.046330326000000005,-0.028343522500000003,-0.0016961125
quinone__menF_ale6__1,7.0295349037,-2.032580734,-0.07746324,-0.0886333495,-0.043633226500000004
quinone__menF_ale6__2,8.0119322785,-2.029661312,-0.156549819,0.0306147075,0.0596387385
quinone__menF_ale7__1,11.0185414023,-2.266448492,0.334243817,-0.0059721975,0.2125941685
quinone__menF_ale7__2,10.8322385474,-2.358642473,0.569071546,0.0742940055,0.2025237555
quinone__menF_ale8__1,9.6446269557,-2.30937575,0.409412092,-0.1555023795,0.3216119255
quinone__menF_ale8__2,7.7419181704,-0.821020288,0.30983286200000004,0.0782791145,0.3095147625
quinone__delmenFubiC__1,1.599490222,-0.544667939,-0.244569632,-0.2155050915,0.0021142935
quinone__delmenFubiC__2,1.4955658738,-0.530756546,-0.15694079800000002,-0.2042967585,0.1372844705
quinone__menFubiC_ale1__1,12.7727887526,-2.548110757,1.018783691,-0.1498709755,0.7491145085
quinone__menFubiC_ale1__2,12.9480277295,-2.574525767,1.074004484,-0.1392940585,0.6345051145
quinone__menFubiC_ale2__1,11.9799497421,-2.5041279210000003,0.8343502660000001,0.0115364335,0.9392737995
quinone__menFubiC_ale2__2,11.4707867955,-2.445112978,0.6916987800000001,0.0398572935,1.0102653855
quinone__menFubiC_ale3__1,1.9797410075,-0.505443239,0.146059472,-0.5764822375,-0.1866845735
quinone__menFubiC_ale3__2,2.5121157578,-0.5051048730000001,0.215360831,-0.4922614065,-0.20458765950000002
quinone__menFubiC_ale4__1,4.9931927551,-1.639778015,-0.24543415200000002,-0.32117187350000004,0.22164052750000002
quinone__menFubiC_ale4__2,4.7624027859,-1.525707863,0.180114841,-0.2823155285,0.12060501250000001
oxyR__wt_glc__1,0.7792730971,-0.8089780310000001,0.021297718,-0.6475323565000001,-1.1792619845
oxyR__wt_glc__2,0.1769554671,-0.6878140150000001,-0.016817474000000002,-0.5660511595000001,-1.2122088055
oxyR__wt_h2o2__1,0.9634123953,-0.770999387,-0.075869193,-0.6317375725000001,-1.2092205445
oxyR__wt_h2o2__2,-0.5704180797,-0.5165665970000001,-0.041225252000000004,-0.2562616105,-0.7819696075
oxyR__glu_ale4__1,7.157243705,-0.49981868,0.9230349350000001,-0.2800959135,-0.41918834250000003
oxyR__glu_ale4__2,7.3042823503,-1.053543247,0.5665076960000001,-0.20979638350000002,-0.4418706255
oxyR__glu_ale4_h2o2__1,9.9326029518,-0.876172555,1.024389888,-0.1113272695,-0.3740276255
oxyR__glu_ale4_h2o2__2,9.1442838893,-1.004410894,0.524344806,-0.1168814145,-0.3782253115
oxyR__oxyR_ale17__1,6.000123046,-0.9421467330000001,0.325349796,-0.3211070615,-0.7739573245
oxyR__oxyR_ale17__2,6.3631297304,-1.093086918,0.05986144,-0.4334807255,-0.8888965105000001
oxyR__oxyR_ale17_h2o2__1,4.9183937665,-0.979628476,0.266405385,-0.32854685850000004,-0.9141537815
oxyR__oxyR_ale17_h2o2__2,1.5670312207000001,-0.589808277,0.154058532,-0.4067040685,-1.1604518145
oxyR__oxyR_ale18__1,2.136981572,-1.166562635,-0.46161280400000004,-0.7690475815000001,-1.5072900635000002
oxyR__oxyR_ale18__2,-1.0161535912,-0.672576971,-0.200642796,-0.7896709075,-1.4919827405000001
oxyR__oxyR_ale18_h2o2__1,3.772610882,-1.09189336,-0.21420249100000002,-0.5079082875,-0.9541385955
oxyR__oxyR_ale18_h2o2__2,4.2341521305,-1.139352826,-0.088478373,-0.5136062095,-1.0521794555
oxyR__oxyR_ale19__1,1.0941284344,-1.045196496,-0.395255638,-1.0488298425,-1.6118221615000001
oxyR__oxyR_ale19__2,2.1830832184,-0.7250733540000001,-0.022601959,-0.7677674225000001,-1.4187666805
oxyR__oxyR_ale19_h2o2__1,0.5877777156,-0.735836771,-0.431636671,-1.0040422965,-1.5853093894999999
oxyR__oxyR_ale19_h2o2__2,0.4105522615,-0.803938064,-0.38342629500000003,-0.9743311685,-1.4801573155
oxyR__oxyR_ale20__1,5.7090262976,-1.402755684,-0.469799493,-0.7348181785,-1.0670861065
oxyR__oxyR_ale20__2,6.0635513091,-1.428067927,-0.5813223200000001,-0.7374540895,-0.9915333705
oxyR__oxyR_ale20_h2o2__1,4.7437006798,-1.098697508,-0.033521507,-0.5476945355,-0.9357440225
oxyR__oxyR_ale20_h2o2__2,4.7332036609,-1.1274932340000001,-0.103144551,-0.5966921155,-0.8875884925
svns_pgi__BmePgi24_15__1,0.4416649374,-0.5360552860000001,-0.364917849,-0.5030088485,-0.3760668075
svns_pgi__BmePgi24_15__2,0.11272066330000001,-0.536045576,-0.267892444,-0.47050639050000004,-0.38049006350000003
svns_pgi__BmePgi24_26__1,0.3706930069,-0.524884001,-0.279674588,-0.6809120685000001,-0.9001993245000001
svns_pgi__BmePgi24_26__2,0.21511330920000002,-0.48640995000000004,0.074393445,-0.7789388945,-0.7239035175
svns_pgi__BmePgi24_41__1,-0.7977110586,-0.446965349,0.43699790200000005,-0.5732511435000001,0.0858218905
svns_pgi__BmePgi24_41__2,0.0963400812,-0.467055863,0.058768961,-0.7276872855000001,-0.7092105915
svns_pgi__BmePgi24_52__1,0.6238756219,-0.494457847,-0.22735195100000002,-0.5727720955,-0.6891163765
svns_pgi__BmePgi24_52__2,0.33953772330000004,-0.541468839,-0.13815548,-0.6420311575000001,-0.7073035485
svns_pgi__PaePgi2_34__1,0.08292456940000001,-0.355877681,0.32824160500000005,-0.2539979485,0.14320868650000002
svns_pgi__PaePgi2_34__2,-0.3813722431,-0.371652078,0.23212265,-0.2463934045,0.056953975500000004
svns_pgi__PaePgi2_63__1,0.22872359,-0.330622578,0.404708202,-0.2773780415,-0.1039783605
svns_pgi__PaePgi2_63__2,-0.1108460686,-0.390185284,0.472304608,-0.2895602155,-0.22807424850000002
svns_pgi__PaePgi24_54__1,6.8942634234,-0.8311115560000001,0.390763183,-0.15440206550000002,-0.10879174350000001
svns_pgi__PaePgi24_54__2,6.9854585998,-0.8662979580000001,0.38345588900000005,-0.1285630515,-0.1511696985
svns_pgi__PaePgi24_90__1,7.4312622639,-0.770292729,0.545789282,-0.3563040015,-0.3593032335
svns_pgi__PaePgi24_90__2,6.9595038877,-0.7893792930000001,0.552216693,-0.2940268075,-0.42999641250000004
abx_media__m9_ctrl__1,-0.4824953871,-0.893828944,-1.948205932,-0.19254825350000002,-1.2446789615
abx_media__m9_ctrl__2,-0.2426579107,-0.8991160770000001,-2.093737076,-0.0069729905,-1.3104621935
abx_media__rpmi_ctrl__1,9.862800333,-1.5575180670000002,-1.169092022,-1.4277807655,-0.6316149025000001
abx_media__rpmi_ctrl__2,10.0188137727,-1.58392193,-0.631128158,-0.7138445255,-0.3341771625
abx_media__camhb_ctrl__1,2.4083182279,-1.179529736,-2.455406629,-1.6206768645,-2.6131021825
abx_media__camhb_ctrl__2,3.2684625709,-1.261389653,-2.206520926,-1.5540019985,-2.5333668405000003
abx_media__m9_mero__1,0.35866520820000003,-0.9119070650000001,-2.765173365,-0.6042016265,-2.3783633935
abx_media__m9_mero__2,0.9076533156000001,-1.133278434,-1.631423998,-0.32353194750000003,-1.9206515735
abx_media__rpmi_mero__1,8.8159728268,-1.653565839,-1.585434395,-1.1787768155,-1.4034768095
abx_media__rpmi_mero__2,9.3565897842,-1.832894068,-1.946744245,-1.2187590125,-1.0727006215000001
abx_media__camhb_mero__1,3.3242615966,-1.464487794,-2.92310178,-1.8631709255,-2.9774129215
abx_media__camhb_mero__2,4.0186604176,-1.4166246660000001,-3.159503843,-1.6599600125,-3.0560450505
abx_media__m9_trisulf__1,0.9248330445,-0.46760251500000005,-1.9987415730000002,0.2735606665,-1.8272529995
abx_media__m9_trisulf__2,1.3696860504,-0.569228457,-2.181221335,0.2572504015,-1.6281453685
abx_media__rpmi_trisulf__1,3.1120238503,-0.7884398340000001,-2.373581603,-0.5835285005,-1.6446397755
abx_media__rpmi_trisulf__2,2.1774213071,-0.754359556,-2.683641566,-0.5953394565,-1.6024175795
abx_media__camhb_trisulf__1,4.5535802249,-0.686895557,-1.7854629260000001,-0.5203182055,-2.2186303355
abx_media__camhb_trisulf__2,4.342324932,-0.741423825,-2.233116796,-0.5073662345000001,-2.2708530125
abx_media__m9_cef__1,1.6225416195,-0.60199696,-1.948457538,0.0852633545,-1.5982843585
abx_media__m9_cef__2,2.7025484136999998,-0.801525192,-2.095616083,0.1457137845,-1.5207189815
abx_media__rpmi_cef__1,3.1356774457,-0.830792595,-2.474799515,-0.2890664925,-2.0186258885
abx_media__rpmi_cef__2,2.8751330049,-0.741680714,-2.784801093,-0.18241129250000002,-1.8782758075000001
abx_media__camhb_cef__1,3.2402794391,-1.081759613,-2.203172551,-0.5600824835,-2.2702762055
abx_media__camhb_cef__2,2.6488499531,-1.061934583,-2.523737445,-0.6767745725000001,-2.4516748775
abx_media__m9_cipro__1,0.6962297921,-0.775849203,-2.580087345,0.43428186150000003,-1.3917499185
abx_media__m9_cipro__2,1.0921695424,-0.853964598,-2.283607608,0.4325959225,-1.6073914875000002
abx_media__rpmi_cipro__1,4.3466844469,-1.010053522,-1.6413007450000001,-0.5331122905,-1.6759964105
abx_media__rpmi_cipro__2,4.6645071015,-0.9865308030000001,-2.153961764,-0.6723085365,-1.9203096015
abx_media__camhb_cipro__1,2.5283788172,-0.659868235,-2.606613562,-0.8066460445,-2.2605209705
abx_media__camhb_cipro__2,2.6456196449,-0.729364565,-2.903636446,-0.7385115715,-2.1954210295
hot_tale__42c_ale3_30c__1,1.5341124231,-0.31695025400000004,-0.35308823100000003,-0.4863226565,-0.6455651495
hot_tale__42c_ale3_30c__2,1.3732651921,-0.340003802,-0.096588344,-0.5547234925,-0.6768525995
hot_tale__42c_ale3_37c__1,1.2776548999,-0.375398277,-0.20158940800000003,-0.4694425855,-0.5762783755
hot_tale__42c_ale3_37c__2,2.2047366851,-0.34373242200000004,-0.13267207,-0.44796744450000003,-0.6036873375
hot_tale__42c_ale3_44c__1,0.5177530298,-0.629555328,0.446407178,-0.0295299795,0.39378304550000004
hot_tale__42c_ale3_44c__2,1.0669206285,-0.7233255390000001,0.579652493,0.0063114185,0.4017930665
hot_tale__hot_ale3_mid_30c__1,0.9847298906,-0.41708877800000005,0.239800383,-0.0866435655,-0.5350687825
hot_tale__hot_ale3_mid_30c__2,1.8496186336,-0.416571966,0.093490428,-0.10088509450000001,-0.4399935325
hot_tale__hot_ale3_mid_37c__1,2.4912671568,-0.35677252800000003,-0.24152951700000003,-0.5291750435,-0.7768702585
hot_tale__hot_ale3_mid_37c__2,1.8280244962,-0.5292693580000001,-0.06597836700000001,-0.8200618455,-0.7295481665
hot_tale__hot_ale3_mid_44c__1,8.7216599784,-1.1714352350000001,0.667574548,-0.5761194285,-1.3677582405
hot_tale__hot_ale3_mid_44c__2,7.9755131793,-1.201384863,0.5074762340000001,-0.4985162905,-0.6799400215
hot_tale__hot_ale3_30c__1,2.3964295052,-0.6191741980000001,-0.132719954,-0.3221970535,-0.7456317545000001
hot_tale__hot_ale3_30c__2,1.7828081504000002,-0.571577828,-0.173556667,-0.2184577975,-0.6637240275
hot_tale__hot_ale3_37c__1,2.2938456986,-0.722721968,-0.380952993,-0.7110767065,-0.8143446075
hot_tale__hot_ale3_37c__2,2.650192524,-0.68571509,-0.20910931200000002,-0.6720003175,-0.7327369645
hot_tale__hot_ale3_44c__1,7.8455829943,-1.597203914,0.088062154,-0.6911875015000001,-0.8433266235
hot_tale__hot_ale3_44c__2,2.4462520964,-1.099440647,0.059353104000000004,-0.5796304535,-0.7923595355
hot_tale__hot_ale4_30c__1,2.1439162393,-0.510796904,-0.41002610500000003,-0.6668791315,-0.7568600765
hot_tale__hot_ale4_30c__2,1.9660922271999999,-0.444346291,-0.40907030400000005,-0.5694105275,-0.6745658195
hot_tale__hot_ale4_37c__1,3.3184671333,-0.445443578,-0.807640291,-0.7970919045,-0.4799404205
hot_tale__hot_ale4_37c__2,3.4949376381,-0.33888177,-0.629831282,-0.8461084205,-0.4385081025
hot_tale__hot_ale4_44c__1,3.7120002044,-0.36460928,0.077099808,-0.19908843750000002,-0.08856976650000001
hot_tale__hot_ale4_44c__2,3.7853967142,-0.5246024060000001,0.080972705,-0.4070465515,-0.12219313550000001
hot_tale__hot_ale8_30c__1,1.8009949476,-0.6861498490000001,-1.023967725,-0.5594960895000001,-0.47335504850000004
hot_tale__hot_ale8_30c__2,1.7207905911,-0.6402435630000001,-0.403652589,-0.5038592885000001,-0.41035295650000003
hot_tale__hot_ale8_37c__1,1.4615726832,-0.5045901850000001,-0.697518827,-0.6562123495000001,-0.3083690125
hot_tale__hot_ale8_37c__2,1.9770340007,-0.512467405,-0.6374567800000001,-0.6598558995,-0.31723146550000003
hot_tale__hot_ale8_44c__1,3.0738438669,-0.325212596,0.18988145,-0.0738277085,0.4310402935
hot_tale__hot_ale8_44c__2,3.5259305142,-0.332838362,0.0069177940000000005,-0.12185689350000001,0.2820975975
hot_tale__hot_ale9_mid_30c__1,1.6588621363,-0.6325393610000001,-0.466834008,-0.4791588485,-0.3300921685
hot_tale__hot_ale9_mid_30c__2,1.2829858197,-0.553225578,-0.6076569270000001,-0.4254981295,-0.24252976950000002
hot_tale__hot_ale9_30c__1,1.841189658,-0.497033549,-0.384721986,-0.7666888895,-0.8644760725
hot_tale__hot_ale9_30c__2,2.1501382677,-0.42973484100000003,-0.5521239450000001,-0.7144685355,-0.7912126085000001
hot_tale__hot_ale9_mid_37c__1,1.8424308891,-0.5066094210000001,-0.8662642260000001,-0.8098953175,-0.4892257485
hot_tale__hot_ale9_mid_37c__2,1.9674460423000002,-0.476166085,-0.47475802600000006,-0.7267048265,-0.4169995815
hot_tale__hot_ale9_37c__1,1.3438180304,-0.54083384,-0.458983034,-0.8316562655,-0.6802163475
hot_tale__hot_ale9_37c__2,1.1438526056,-0.542365552,-0.487309005,-0.7900438585,-0.6042122615000001
hot_tale__hot_ale9_mid_44c__1,0.8609335101000001,-0.446139218,0.30979149500000003,-0.15745627850000002,-0.2540971175
hot_tale__hot_ale9_mid_44c__2,0.6966840501,-0.6800252410000001,0.304169684,-0.1742302655,0.1077505785
hot_tale__hot_ale9_44c__1,1.2205504747,-0.6060665230000001,0.39801999800000004,-0.3817692005,-0.20135758250000002
hot_tale__hot_ale9_44c__2,1.2320063888,-0.6258130630000001,0.30639283100000003,-0.4245381205,-0.2117078195
hot_tale__hot_ale10_30c__1,1.0359080324,-0.5646101130000001,-0.239894449,-0.40481923750000004,-0.8579470845
hot_tale__hot_ale10_30c__2,1.5659609065,-0.5686878670000001,-0.41790636800000003,-0.3913237745,-0.8320020885
hot_tale__hot_ale10_37c__1,1.7387464529,-0.651898806,-0.5056962230000001,-0.8734479885,-0.9100796795
hot_tale__hot_ale10_37c__2,1.6481199763,-0.6178540090000001,-0.632701932,-0.8586481575,-0.8913156855000001
hot_tale__hot_ale10_44c__1,6.6312250986,-1.029492911,0.095121863,-0.5614283555,-0.5701095055000001
hot_tale__hot_ale10_44c__2,3.1038404113,-0.68996751,0.23208123600000002,-0.4530128035,-0.5118017245
hot_tale__hot_ale16_30c__1,1.3533197244,-0.683328931,-0.098628007,-0.5154001985000001,-0.6838693685
hot_tale__hot_ale16_30c__2,1.9189078383,-0.47066650200000004,0.013095803000000001,-0.4354985195,-0.5485812645
hot_tale__hot_ale16_37c__1,1.3706940035000001,-0.720102758,-0.36923271900000004,-0.8158610125,-1.0055411605
hot_tale__hot_ale16_37c__2,1.8624581656,-0.757716979,-0.20821474,-0.8157719835,-0.9989605035
hot_tale__hot_ale16_44c__1,1.4027594107999999,-0.613270037,0.271628031,-0.4651136655,-0.7385856815
hot_tale__hot_ale16_44c__2,1.5592293566,-0.634533915,0.5217657010000001,-0.3570846035,-0.4397113315
pdhr_ale__pdhR-13_51__1,3.4559231718,-1.473940054,-0.5438694980000001,-0.6523027445,-0.8010420485
pdhr_ale__pdhR-13_51__2,4.8112032735,-1.567203776,-0.416771219,-0.6094151285,-0.7811465095
pdhr_ale__pdhR-14_46__1,1.3700573548000001,-1.124824807,-0.42465962500000004,-0.42264461950000004,-0.3802087295
pdhr_ale__pdhR-14_46__2,2.3446930694,-1.181267665,-0.602598921,-0.4752205505,-0.3273251775
pdhr_ale__pdhR-15_51__1,5.2196385244,-1.3757046910000001,-0.525675674,-0.6224597265,-0.9761005145
pdhr_ale__pdhR-15_51__2,4.7875542536,-1.376913207,-0.48050803700000005,-0.5870771115,-0.7803540805
pdhr_ale__pdhR-16_49__1,2.910339021,-1.441781878,-0.38206836,-0.5607076005,-0.5638357965
pdhr_ale__pdhR-16_49__2,2.5444294564,-1.43565696,-0.766509745,-0.4169587135,-0.5128694395
tcs__del_atoC_LiAcet__1,9.2004613772,-1.529352188,-0.353237244,-0.1813430455,-0.5654890545
tcs__del_atoC_LiAcet__2,9.1506640234,-1.4608699120000002,-0.539498275,-0.0386154645,-0.4132689665
tcs__del_atoC_LiCl__1,8.8718721962,-1.573940725,-0.5875635370000001,0.022399969500000002,-0.3804213775
tcs__del_atoC_LiCl__2,8.7154890823,-1.587397541,-0.36844016100000004,0.1127247755,-0.1910178925
tcs__del_atoC_m9__1,9.4508767846,-1.610960337,-0.38881896800000004,-0.0561102235,-0.4846049565
tcs__del_atoC_m9__2,10.002797028,-1.537168137,-0.275435306,-0.0407660725,-0.4006434665
tcs__del_baeR_etoh__1,2.5980645244,-0.7947728310000001,-2.234278831,-1.3070438615,-1.4537137615
tcs__del_baeR_etoh__2,2.9429983602,-0.711595816,-2.518816476,-0.9103765525,-1.1451116345
tcs__del_baeR_lb__1,6.7011516287,-1.959879614,-1.424529122,-0.07423724050000001,-0.3820145015
tcs__del_baeR_lb__2,7.2304268099,-1.992148699,-2.052531436,-0.1987189185,-0.3027732245
tcs__del_btsR_01xlb__1,0.8044213734000001,-0.9138769640000001,-2.9094225060000003,-0.4260438495,-1.5646758445
tcs__del_btsR_01xlb__2,0.5091663919,-0.8770422170000001,-2.233341206,-0.4191549785,-1.6569003935
tcs__del_btsR_lb__1,11.949648227499999,-1.8100021380000002,0.724670727,0.1901894335,0.2682209975
tcs__del_btsR_lb__2,11.9062840181,-1.911786533,0.7929071,0.1126508125,0.5264552055
tcs__del_btsR_pyruvate__1,0.21397894650000002,-0.7551962090000001,-2.842708978,-0.4017095755,-1.4637153035
tcs__del_btsR_pyruvate__2,0.3497762128,-0.8057040050000001,-2.434478869,-0.4281497185,-1.4390991645
tcs__del_cpxR_etoh__1,-0.0213732394,-1.272700713,-2.354911888,-1.3940491065,-1.1978485065
tcs__del_cpxR_etoh__2,0.8750448687,-1.285143709,-2.121160542,-1.3759399465,-1.0672774624999999
tcs__del_cpxR_lb__1,6.5860264225,-1.767592873,-1.468654109,-0.1651914605,-0.5703100065
tcs__del_cpxR_lb__2,6.7577622586,-1.663140319,-1.211632483,-0.036922960500000004,-0.2487453895
tcs__del_cusR_CuSO4__1,9.272802928,-1.092642111,-0.224725425,0.2530436345,-0.3636793205
tcs__del_cusR_CuSO4__2,9.5117015498,-1.03221939,-0.125287434,0.2711247095,-0.1807132055
tcs__del_cusR_lb__1,9.4379966818,-1.824259277,-1.273635533,0.0610994165,-0.4904922565
tcs__del_cusR_lb__2,9.0195280485,-1.824737212,-1.124259584,-0.028130071500000003,-0.5804042375
tcs__del_kdpE_01-kcl__1,0.2967367226,-0.49775268800000005,-0.317591444,-0.0036972305000000003,-0.46113588050000004
tcs__del_kdpE_01-kcl__2,0.1647083635,-0.48845080900000004,-0.49917715900000004,0.015772499500000002,-0.4103342555
tcs__del_kdpE_115-kcl__1,-0.32253561410000003,-0.629519641,-1.309582706,0.0158162155,-0.6257547715
tcs__del_kdpE_115-kcl__2,-0.584812616,-0.510347726,-0.974939521,0.028188571500000002,-0.4813081515
tcs__del_phoB_m9__1,4.9015635915,-1.330013863,-0.75731684,-0.3004514575,-0.5446831015
tcs__del_phoB_m9__2,5.4950709743,-1.340629176,-0.843008521,-0.2269969835,-0.5484098885
tcs__del_phoB_m9p__1,3.0881538831,-2.154292839,-2.327808963,-2.3662006385,-2.4385274455
tcs__del_phoB_m9p__2,3.1747962953,-2.186921256,-2.111834762,-2.3873792415,-2.4518684995
tcs__del_rcsB_etoh__1,1.9464497747,-0.363607589,-2.550590084,-1.1646445325,-1.5638156054999999
tcs__del_rcsB_etoh__2,1.5838433947000001,-0.26936122900000004,-2.066205017,-1.0726627075,-1.6198489715000002
tcs__del_rcsB_lb__1,9.5132738768,-1.5861596310000001,-0.664227345,-0.16685125650000002,-0.4140866385
tcs__del_rcsB_lb__2,9.4334133388,-1.554112041,-0.96995777,-0.1528363975,-0.3156676095
tcs__del_zraR_lb__1,1.5302128146,-0.982470728,-0.599023069,-0.2308365705,-1.1970788515
tcs__del_zraR_lb__2,1.6148175680999999,-0.9951957260000001,-0.422795544,-0.2319223505,-1.2487042325
tcs__del_zraR_zncl2__1,4.8952277638,-1.358499992,-0.639304298,0.0125969325,-0.4872285585
tcs__del_zraR_zncl2__2,5.2506434145,-1.388633639,-0.664669551,0.060915250500000004,-0.43775212750000003
tcs__wt_01-kcl__1,-1.0459840063,-0.989835321,-0.939714558,0.1228450845,-0.1159621485
tcs__wt_01-kcl__2,-1.0709147647,-1.046526627,-0.686926087,0.0687252155,-0.3606601305
tcs__wt_01xlb__1,0.08583877520000001,-0.627626621,-2.578654198,-0.3972351395,-1.2507584405
tcs__wt_01xlb__2,0.0162197352,-0.594704153,-2.241990037,-0.4348531185,-1.3054678685
tcs__wt_115-kcl__1,-0.0336614165,-0.6038745640000001,-1.202634432,-1.14035e-05,-0.6241446925
tcs__wt_115-kcl__2,0.1284258062,-0.619591071,-0.82197257,-0.0027724815,-0.7729185295000001
tcs__wt_CuSO4__1,2.8754049491,-0.9148683420000001,-1.592142721,-0.1843097545,-1.0277409525
tcs__wt_CuSO4__2,3.5936103483,-0.9852227830000001,-1.409398119,-0.12013272350000001,-0.8030274405000001
tcs__wt_etoh__1,2.8577921385,-0.49219957300000006,-1.859993068,-0.8242077115,-0.7731925865
tcs__wt_etoh__2,2.5345401208,-0.5109897880000001,-1.607163913,-0.8636889035,-0.6362122115000001
tcs__wt_lb__1,8.9844233927,-1.3424401160000001,-0.78647336,-0.2947850685,-0.5131804205
tcs__wt_lb__2,9.0194759824,-1.381257632,-1.047879217,-0.3596543125,-0.4637121335
tcs__wt_LiAcet__1,6.727130118,-1.647171522,-0.6975809040000001,0.09347013950000001,-0.3308512255
tcs__wt_LiAcet__2,6.9143045141,-1.672436319,-0.92901413,-0.2085698125,-0.5648129185
tcs__wt_LiCl__1,6.5433188097,-1.592588379,-0.691850022,-0.1766728435,-0.4023529275
tcs__wt_LiCl__2,7.0332225862,-1.618416323,-0.751297015,-0.2238188015,-0.6673889215000001
tcs__wt_m9p__1,6.4471108428,-1.822635071,-1.9426779230000002,-2.0496042975,-1.9433092615
tcs__wt_m9p__2,6.041287651,-1.744095974,-1.740516653,-2.0621163545,-1.9217833885000002
tcs__wt_pyr__1,0.3399656254,-0.5684677490000001,-3.251447425,-0.44156524350000004,-1.2674985455
tcs__wt_pyr__2,0.28925883420000004,-0.546228793,-2.310573168,-0.4725023485,-1.2846637914999999
tcs__wt_zncl2__1,5.0058422152,-1.034137505,-1.091564826,-0.1539710705,-0.8197582785
tcs__wt_zncl2__2,5.1260971012,-1.030251514,-0.9425832930000001,-0.0834836115,-0.9198018515
ros_tale__0_0_0pq__1,2.4336094084,-0.654336129,-0.465705682,-0.6619373595,-0.7388326665
ros_tale__0_0_0pq__2,2.6189257145,-0.677531934,-0.33635000200000004,-0.6886624015,-0.6087178795
ros_tale__0_0_250pq__1,0.1391439411,-0.275686384,-0.024872427000000003,0.3639911735,0.7133759505
ros_tale__0_0_250pq__2,0.6838239517,-0.23889179400000002,0.033534605,0.4181526745,0.7126471465
ros_tale__1_mid_250pq__1,2.1566443517,-0.44488061100000004,-0.347556014,-0.48960456150000004,-0.7243672665
ros_tale__1_mid_250pq__2,2.1318495179,-0.566406158,-0.053835033000000004,-0.5285945645,-0.6857966615000001
