,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,3.33333360913457e-11,0.38092641893201995,3.0,0.0,-0.4397897995,6.0,0.21328915910000001,12.0,0.22650064050000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.16767098090000002,0.3143611073528921,3.0,1.0,-0.0053424332,7.0,-0.5300113344,13.0,0.0323408249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.2228013032,0.2960305091795218,3.0,2.0,-0.5634920886,8.0,-0.0765682294,14.0,-0.028343591600000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.28075441540000007,0.2377724059265169,3.0,3.0,-0.41014479060000003,9.0,-0.006346769600000001,15.0,-0.42577168600000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.10577566903333334,0.16511741328509075,3.0,4.0,-0.2817341444,10.0,-0.0813788297,16.0,0.045785967000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.35721054876666664,0.21205318842389478,3.0,5.0,-0.14970743690000002,11.0,-0.5735382951,17.0,-0.3483859143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-2.4368608589500003,0.9428802531510555,2.0,18.0,-3.1035778798,71.0,-1.7701438381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,5.003732322433334,1.8794291863529036,3.0,19.0,4.3828919594,70.0,3.5132716086,205.0,7.1150333993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-3.7122347060125005,1.2853308174616287,8.0,20.0,-3.9191866549,32.0,-3.7834159768,55.0,-3.8590864401,67.0,-3.6493626254000002,126.0,-4.8683715891,147.0,-3.8096158508,203.0,-0.8020579907000001,210.0,-5.0067805203,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-2.2167248776333337,0.7274756202603325,3.0,21.0,-2.0134937377,34.0,-1.6124767172,61.0,-3.024204178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-2.4113028480625003,0.7609453896866177,8.0,22.0,-2.6433463762000002,104.0,-3.504120284,111.0,-1.1025169798,133.0,-1.6386342085,165.0,-2.6912288244,238.0,-2.995710634,265.0,-2.5438982718,270.0,-2.1709672058,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,2.7353283861,1.0240725061978844,7.0,23.0,1.9374870771000001,56.0,1.8001486880000002,82.0,2.6033597965,118.0,2.7214969341,134.0,4.660855196,137.0,3.4382275066,227.0,1.9857235044000001,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-4.3006344171999995,2.0767545295535657,4.0,24.0,-1.2722858804000001,101.0,-4.622759544,139.0,-5.6872580454,149.0,-5.620234199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-3.7551863237000003,0.31916965476212195,4.0,25.0,-3.6994131949,123.0,-4.0729862557,155.0,-3.9132847898,191.0,-3.3350610544,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-3.5100391298000004,0.13337126406074803,3.0,26.0,-3.6459745680999998,59.0,-3.5047536373,159.0,-3.379389184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,7.505202260600001,2.28992108472656,5.0,27.0,5.8517269185,76.0,6.1618816877,146.0,9.8210170479,162.0,10.173953726,262.0,5.5174319229,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,-2.134800326375,0.9897293091773252,4.0,28.0,-0.6578513089,94.0,-2.5790641067999998,186.0,-2.535548373,231.0,-2.7667375168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-0.5010446412,0.49947844423579246,3.0,29.0,-1.0484835947,49.0,-0.3845245932,260.0,-0.0701257357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,2.67080061134,2.22933290831973,5.0,30.0,3.0588592175000002,77.0,3.9708072254999998,172.0,-0.044808296500000004,259.0,5.4358653537,280.0,0.9332795565,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-2.794100186025,1.0537006436672125,4.0,31.0,-1.2209574668,40.0,-3.3623476634,138.0,-3.4154273789,192.0,-3.177668235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-2.2181641003428574,0.754130734024332,7.0,33.0,-0.9438632903,39.0,-1.7461655236,58.0,-3.0051337311,122.0,-1.7651647499,170.0,-2.494225855,244.0,-2.8846906674,261.0,-2.6879048851,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,-1.8888476151428566,2.524027583513418,7.0,35.0,-0.2977686768,79.0,-0.648192734,92.0,-5.6910581153,208.0,-4.8303670632,251.0,1.0603506334,263.0,-2.3777406911,299.0,-0.437156659,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,-1.6666718734999997,0.4041462406243191,3.0,36.0,-1.6430953355,234.0,-2.0820902875,275.0,-1.2748299975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,-1.7838435314999999,0.4638776312245604,3.0,37.0,-1.836694191,214.0,-2.2190322858,307.0,-1.2958041177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,3.6476116319500003,2.857966947796416,4.0,38.0,2.7337347313,102.0,7.86842648,248.0,1.5550771967,269.0,2.4332081198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,2.8599350153999996,1.5627620178539505,4.0,41.0,2.6379443795,178.0,5.0679985534,249.0,2.3303681733,309.0,1.4034289554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,-2.19618707595,0.7730757766637577,2.0,42.0,-2.7428342,294.0,-1.6495399519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,-0.8781094547874999,1.5613929750975855,8.0,43.0,0.7258072256,142.0,-1.6750150511,166.0,0.0006987493,177.0,-2.2093772134,221.0,0.3899456377,256.0,0.8151104298,282.0,-1.7171389554,305.0,-3.3549064608,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,-1.0229966240000001,0.49116443900765605,2.0,44.0,-0.6756909185000001,154.0,-1.3703023295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
