,A,PhoP
SRX4705217,-0.39530500360000004,-0.2656985789
SRX4705218,-0.8288685809,-0.0930259663
SRX4705219,-1.2134554659,-0.0142941669
SRX4705220,-1.1494498025,-0.2948976769
SRX4705221,-2.0575333272,0.5628149764
SRX4705222,-1.0709083625,0.19804461650000002
SRX4705223,0.5211937749000001,-0.6557474528
SRX4705224,0.5521325727,-0.7372909345
SRX4705225,-0.4940803976,0.5222348858
SRX4705226,-0.9928799996000001,0.46471708380000004
SRX4705227,-2.1954530966,0.0263958782
SRX4705228,-1.7324731551,0.2008137281
SRX4705229,-1.3033470643,0.2772687128
SRX4705230,-0.3700607715,0.16143651650000002
SRX4705231,-2.5020130754,0.5352770943
SRX4705232,-1.7637871531,0.4785097042
SRX4705233,-4.6003516462,0.8370635298
SRX4705234,-2.1579139707,-0.0793898063
SRX4705235,1.1587967184,0.3504034494
SRX4705236,-2.5172413909999998,0.37638212460000003
SRX4705237,1.7134231070000001,0.1549962937
SRX4705238,0.1554084511,0.2538078449
SRX2038319,0.3218745705,0.9402331512000001
SRX2038320,1.5548896175,0.557637692
SRX2038321,1.4294239225,0.9366294223
SRX2038322,1.643756309,0.6661522864
SRX2038323,0.6882427323,0.34895386510000004
SRX2038324,1.5467062215,0.1428919609
SRX2038325,1.301575374,1.6115529037
SRX2038326,1.8221227108,1.3219357768
SRX2038327,0.9552276134000001,0.8656748689
SRX2038328,1.1361095936,0.7318730462
SRX2038329,1.7178273446999999,0.14236249180000002
SRX2038330,0.9446979236,0.2757959924
SRX2038331,1.7497301256000002,-0.2511403169
SRX2038332,1.8441819631,0.6140561187
SRX2038334,0.6728864118,-0.2700789796
SRX2038335,1.8224935113,-0.0737077721
SRX2038336,1.3114928752,0.5712376161
SRX2038337,1.5690378478,0.021598893600000002
SRX2038338,0.0710928076,-0.4144699522
SRX2038339,-0.3730273659,0.4142872573
SRX2038340,-0.5935255848000001,-0.4826668898
SRX2038341,0.7991578684,-0.5440030547
SRX2038342,-0.012995567000000001,-0.7371480138000001
SRX2038343,0.3581188587,-0.5917933297
SRX2038344,-0.2913366697,-0.6918424978000001
SRX2038345,0.2865906293,-0.7081366640000001
SRX2038346,-0.9114272032,-0.036268470500000004
SRX2038347,-0.6139329448,-0.43276687540000003
SRX2038348,-1.0749398252,-0.1784434215
SRX2038349,-0.060813088200000004,-0.9362449978
SRX2038350,0.8288750969,-0.5016230728000001
SRX2038351,0.9473745767,-0.2698792933
SRX2038352,0.8446169288,-0.6870343129
SRX2038353,1.1116265539,-0.6732011412000001
SRX2038354,0.5667342209,-0.5646503288
SRX2038355,-0.3122126328,-0.38571836190000003
SRX2038356,1.1706954955,-0.3684934046
SRX2038357,-0.39296737800000003,-0.5257631989
SRX2038358,-0.1775388921,-0.8169158875
SRX2038359,-1.6719963936000002,-0.9223052818
SRX2038360,1.1958342423000001,-0.6086865539
SRX2038361,-0.044312556600000004,-0.7352636170000001
SRX2038362,1.0036253798,-0.5156686744
SRX2038363,0.023658785,-0.6928406106
SRX2038364,0.6111165936,-0.44337753760000004
SRX2038365,-1.5370332987,-0.1879406424
SRX2038366,-0.893274181,-0.0764695173
SRX2038367,-1.8989553041,-0.2374871479
SRX2038368,0.2249611027,-1.0731644202
SRX2038369,0.2746307203,-0.7388777847
SRX2038370,-0.3140176736,-1.0241521951
SRX2038371,0.0636903585,-1.0608613794
SRX2038372,1.0498323918,-1.0526435999000001
SRX2038373,-0.413591749,-1.1250825252
SRX2038374,-0.4358203512,-0.7160062008
SRX2038375,0.9415557391,-0.6707610074
ERX530520,0.41551315980000003,-0.0517195573
ERX530521,-1.5239312468000001,-0.0592409782
ERX530522,-1.304493964,-0.1794893524
ERX530523,-1.5316497101,-0.2532215675
ERX530524,-0.41551315980000003,0.0517195573
ERX530525,-1.3424210421,-0.0971509531
ERX530526,-0.4331973838,-0.0056601347000000005
ERX530527,-1.7280262723000002,-0.26776667930000003
ERX3212443,-0.1259334189,0.3005222688
ERX3212444,0.22331552810000002,0.2166943506
ERX3212445,-0.0645090576,0.2808851852
ERX3212446,-0.4601567849,0.021368437
ERX3212447,-0.2792715376,0.10288292140000001
ERX3212448,-0.0579224894,0.1580180917
ERX3212449,-0.2296372543,0.0286812414
ERX3212450,0.0070013562,-0.0446655803
ERX3212451,0.22263589800000003,0.0159843389
ERX3212452,2.2879645331000003,0.0950214271
ERX3212453,2.145876703,0.1696225171
ERX3212454,2.2540098778,0.32459360870000004
SRX7478973,0.0822330392,0.0182266264
SRX7478974,0.30498329090000004,0.10788886160000001
SRX7478975,-0.3872163301,-0.126115488
SRX7478976,0.4906191875,-0.0887533425
SRX7478977,0.2864614647,0.0354178214
SRX7478978,-0.4813933649,-0.1904984784
SRX7478979,5.0581101856,0.5450858792000001
SRX7478980,4.5278984811,0.44396417320000003
SRX7478981,4.4865617981,0.35825190900000004
SRX7478982,6.3614373533,0.7724376857
SRX7478983,6.1487109749,0.7685667012
SRX7478984,6.0646221684,0.6188674528
ERX1521038,1.3673373441,0.8872014099000001
ERX1521039,0.8376295895,1.1868748693
ERX1521040,1.1806273139,0.8746396040000001
ERX1521041,0.32451866700000004,0.7115414142
ERX1521042,-0.3458604302,0.0916698538
ERX1521043,-1.9225361383,-0.0732681948
ERX1521044,0.0683732905,0.2913106238
ERX1521045,-0.0683732905,-0.2913106238
SRX621182,2.7353216828,-0.506803282
SRX621183,3.0924977767,-0.5095377793
SRX621184,3.0894629838,-0.4992783143
SRX621185,3.0131576575,-0.6573507564000001
SRX621188,1.7715760358,-0.230324516
SRX621189,5.2067085444,-0.3418702932
SRX621190,-0.6723028870000001,0.1522272013
SRX621191,0.6723028870000001,-0.1522272013
SRX621192,8.9680217699,-0.4643612599
SRX621193,8.5235290661,-0.27627498570000003
SRX6489436,6.1633402596,-0.0277308847
SRX6489437,6.0044756215,0.10381190080000001
SRX6489438,5.6938219051,0.201364242
SRX6489439,-0.609298511,-0.0428282597
SRX6489440,-0.3142086897,-0.46986083850000004
SRX6489441,0.9235072007,0.5126890981000001
SRX6489442,0.1744607735,0.0924769706
SRX6489443,1.5542998554,-0.47590211920000003
SRX6489444,1.2057825873999999,0.4906291095
SRX6489445,0.6152352273,-0.1878610265
SRX6489446,0.4469408688,-0.1983707529
SRX6489447,1.0599473362,0.6566331526
SRX6489448,2.7995170968,0.6798750632
SRX6489449,1.121101466,0.2048108687
SRX6489450,1.7012010663,0.8740216957
SRX6489451,-1.8440919891,-0.0890086974
SRX6489452,-0.6549021445000001,-0.2066477374
SRX6489453,1.0846563939,0.5068322273
SRX6489454,-1.5750230431999999,-0.031448314000000005
SRX6489455,-1.2483119638,-0.12360944680000001
SRX6489456,1.4354221909,0.6498153872
SRX6489457,2.2647929047,1.1957562635
SRX6489458,2.5989608704,1.333128614
SRX6489459,2.6367944327,1.100276396
SRX6489460,3.5760954624,1.2544623283
SRX6489461,2.5464098676,1.216029745
SRX6489462,4.0843890966,1.0814843652
SRX6489463,4.1701490894,1.5277554174999999
SRX6489464,4.1549591626,1.5376146618000002
SRX6489465,4.0555860538,1.6532088198000001
SRX6489466,2.116867369,1.1007473519
SRX6489467,3.059341217,1.3491296371
SRX6489468,2.3791864507,1.1468089826
SRX6489469,3.7298960725,1.3629756387
SRX6489470,2.3109536959,1.4642051016
SRX6489471,3.2009784483,1.0951041808
SRX6452027,11.355990839,1.5053356861
SRX6452029,0.071064086,0.037843507400000004
SRX6452030,11.0397184377,1.6071965638
SRX6452031,1.2786066246,0.1194521768
SRX6452044,-0.6494265311,0.058947151600000004
SRX6452045,0.3765574182,0.6526391835
SRX6452046,0.6003240065000001,0.383779825
SRX6452047,7.8057622616,1.2703972764
SRX6452048,-0.071064086,-0.037843507400000004
SRX6452059,8.95891259,1.2417189684
SRX1828491,-3.2732713654,0.03484479
SRX1828492,-4.042222479,-0.100985321
SRX1828493,-3.3895485162,0.0553714885
SRX1828494,-5.3740236679,0.3184611505
SRX1828495,-0.9786740278,-0.0704495864
SRX1828496,-0.5560520416,-0.011420365600000001
SRX1828497,-1.2187752219,-0.3559680391
SRX1828498,-1.9268795111,-0.46255539440000004
SRX1828499,-2.5637440422,0.1163597254
SRX1828500,-3.7276878959,-0.2286398905
SRX1828501,-1.0315646146,0.2468401332
SRX1828502,-0.0831990287,0.3308719748
SRX1828503,-4.1524812556,0.0760531593
SRX1828504,-3.5099673797,-0.0278645454
SRX1828505,-0.2085309227,0.15150388750000002
SRX1828506,-1.5531126152999999,0.4262815613
SRX1828507,0.1548670329,-0.1556328945
SRX1828508,-0.1548670329,0.1556328945
SRX3796953,0.0815455686,-0.0902780311
SRX3796954,-0.0815455686,0.0902780311
SRX3796955,1.5421633188000001,0.3551822175
SRX3796956,1.471696071,0.6658184296
SRX3796957,-2.3060051163,0.293454019
SRX3796958,-2.7213081771,0.6138182988
SRX3796959,0.4945746427,-0.0870790273
SRX3796960,0.44201716090000004,-0.1198612686
SRX3796961,0.7616101288,-0.2416924288
SRX3796962,0.3304559782,-0.157933906
SRX3796963,-2.4481667353,-0.0610920348
SRX3796964,-2.335044759,0.2129164908
SRX3796965,4.2914380171,-1.4251311869
SRX3796966,4.24304444,-1.1370975190000001
SRX3796967,0.7138296197,0.0444131258
SRX3796968,1.2837159774,0.09339371540000001
SRX3796969,-4.5465334348,-1.1829929228
SRX3796970,-2.2302464863,-0.41192085570000003
SRX3796971,-0.4255119006,-0.3229597065
SRX3796972,0.0404018965,-0.23439348270000002
SRX3796973,0.8640626308,-0.0042225024000000005
SRX3796974,-0.19853620800000002,0.4995231222
SRX3796975,-3.7662774694000003,0.1255095278
SRX3796976,-3.9294444539,0.0415744371
SRX3796977,-0.49136264080000003,-0.17068797260000002
SRX3796978,-0.7354247482,-0.2657187729
SRX3796979,0.5795282683,-0.1427318381
SRX3796980,0.7975788942,0.0280978272
SRX3796981,-1.9129772942,0.2297453399
SRX3796982,-2.64427354,0.3977862821
SRX3796983,3.0152839173,-1.4771670881
SRX3796984,2.8335698281,-1.3382876711
SRX3796985,0.6311330150000001,-0.2816751744
SRX3796986,0.745394804,-0.1540767763
SRX3796987,3.036230707,-0.0679300608
SRX3796988,3.1049429918,0.4199225706
SRX2568270,-0.6483288164000001,-0.22641057020000002
SRX2568271,-0.5850820425000001,-0.5079714914
SRX2568272,-1.3743041674,0.45506317970000004
SRX2568273,0.9716673805,-0.3759368891
SRX2568274,1.5746147136,0.12745129060000002
SRX2568275,0.6483288164000001,0.22641057020000002
SRX2568276,-0.1696164506,0.20881859590000001
SRX2568277,-0.0148001956,0.3501174409
SRX2568278,1.4957238826,0.3286201966
SRX2568279,2.8517336472,0.37701234310000004
SRX3421856,0.2409301861,0.0735726526
SRX3421857,-0.2409301861,-0.0735726526
SRX3421858,0.19955067370000001,-0.10334899930000001
SRX3421859,0.13613101700000002,-0.0362847414
SRX3421860,-2.4234063959,-0.6949175110000001
SRX3421861,-2.0939133274,-0.8305040784000001
SRX3421868,0.0319847,-1.0628342962
SRX3421869,0.2943212586,-1.2587297505000001
SRX2606337,-0.0532549509,-0.10570477290000001
SRX2606338,-0.2346514767,0.3295049493
SRX2606339,0.547357388,0.5278020931
SRX2606340,-0.0621341984,0.744899705
SRX2606341,8.2966419197,1.9759326478
SRX2606342,6.6525256298,1.5522685461
SRX2606343,0.06714272240000001,1.1739002862
SRX2606344,-1.5386557382000001,0.2983186996
SRX2606345,0.2873546502,1.1225360754
SRX2606346,0.8593926963,0.36797060260000003
SRX2606347,-0.052484557300000005,-0.015866829500000002
SRX2606348,0.106599974,0.24821782010000001
SRX2606349,0.19066505220000002,0.6434008099
SRX2606350,0.1831380558,0.9085703402
SRX2606351,8.2190037075,1.9349187801
SRX2606352,6.1825006116,1.7191833485
SRX2606353,1.0092738001,0.54933637
SRX2606354,-1.5013281885,0.4667163763
SRX2606355,0.8018373586,1.1127269107
SRX2606356,-0.1646231151,0.6616850188
SRX2606357,0.1057395082,0.1215716024
SRX2606358,-0.0005436533000000001,0.18509835460000001
SRX2606359,0.720842568,0.8784641642000001
SRX2606360,0.4528886572,0.9213771109000001
SRX2606361,7.2465886959,1.8785769236
SRX2606362,7.5524527996,1.5919916195
SRX2606363,1.5365338792,1.1813571592
SRX2606364,-1.6748934307,0.2702721379
SRX2606365,0.5634351092000001,0.9603270135
SRX2606366,0.1863834569,0.8870682461
SRX3648427,-0.2381343961,0.2407109576
SRX3648428,1.5206052324,0.0866387903
SRX3648429,2.0496502411,0.0094061323
SRX3648430,-2.1035984493,-0.1959986964
SRX3648431,-1.8090405211,-0.237371292
SRX3648432,-1.1905098368,-0.4657077647
SRX3648433,-1.4798185903,0.4251189792
SRX3648434,-0.7906526059000001,-0.2920055183
SRX3648435,0.5467512541,-0.8382902911000001
SRX3648436,2.0476305824,-0.38084606600000004
SRX3648437,2.2370992007,-0.39165080690000004
SRX3648438,2.7969012364,-0.6683827702
SRX3648439,-2.950614053,-0.1370996845
SRX3648440,-1.9721601472999999,-0.48330712800000003
SRX3648441,-1.0043509476,-0.857179448
SRX3648442,2.8439089845,-0.2242078392
SRX3648443,2.486540538,-0.5022395819000001
SRX3648444,3.0201064954,-0.6739968735
SRX3648445,-0.6564530438,0.6336930630000001
SRX3648446,0.49528238680000003,0.004439333
SRX3648447,0.6752461939000001,-0.2181196008
SRX3648448,-1.1296549902,0.4576949293
SRX3648449,-1.2293326684,0.43851075180000004
SRX3648450,0.2391339375,0.116035811
SRX3648451,0.2791635952,0.11699645580000001
SRX3648452,0.9360168608,-0.6397470456000001
SRX3648453,0.9046732652,-0.48949090230000003
SRX3648454,1.5298298926,0.3662085384
SRX3648455,1.8701969387,0.0016131829
SRX3648456,2.384568119,-0.0271503754
SRX3648457,1.5031789725,0.5958371582
SRX3648458,2.4132849312,0.3033007757
SRX3648459,4.3183471549,-0.1112194752
SRX3648460,-2.7829814271,-0.3412553471
SRX3648461,-2.8263324659,-0.7996059566
SRX3648462,-1.2326335229,-1.1509568514
SRX3648463,-1.5009806593000001,0.24301848150000002
SRX3648464,-0.8037471918,-0.2017276534
SRX3648465,-0.9632505963,-0.6524072863
SRX3648466,-1.3925133661,0.2775057079
SRX3648467,-0.6331467392,-0.0246415184
SRX3648468,0.1444849085,-0.4297683082
SRX3648469,-1.8626748576,0.4714997553
SRX3648470,-2.9835678828,0.1978433751
SRX3648471,-1.9706707320999999,0.140791345
SRX3648472,-7.7736734820999995,1.7285372838000002
SRX3648473,-6.410665491,2.2571441837
SRX3648475,-3.3274876334,-0.5370142
SRX3648476,-2.3718917822,-1.2003352907
SRX3648477,-1.8545021039,-1.6350998395
SRX3648478,0.2229262226,0.706012555
SRX3648479,0.2632879564,0.6417650348
SRX3648480,0.4568608765,0.3516598781
SRX3648481,-1.1216144896,0.10881855800000001
SRX3648482,0.4042284387,-0.1313186495
SRX3648483,1.0789063819,-0.22962597850000002
SRX1429221,0.664776786,0.034112020300000004
SRX1429222,-0.2140013822,-0.0532744058
SRX1429223,-0.45077540380000003,0.019162385400000002
SRX1429224,0.0841043618,0.0527637007
SRX1429225,0.5565216117,0.0109253322
SRX1429226,0.2005165241,-0.10195382900000001
SRX1429227,0.34497929250000003,0.22077492940000001
SRX1429228,-0.3135577499,0.3234802241
SRX1429229,0.5777431156,-0.0266661358
SRX1429230,-0.6975415455,0.20350474970000001
SRX1429231,-0.9169992894000001,0.3709618706
SRX1429232,0.0746741896,0.2870060037
SRX1429233,-0.1140178939,0.1057537675
SRX1429234,-0.8503951123,0.0369072682
SRX1429235,-1.711992387,0.0406262113
SRX1429236,-1.9482495814,-0.3055009663
SRX1429237,0.562431185,0.2749922747
SRX1429238,-0.3117780294,-0.0121970321
SRX1429239,0.8396693043000001,0.16227558
SRX1429240,0.4603075736,0.1852946152
SRX1429241,0.4706427808,0.2051240164
SRX1429242,0.8393487855,0.0883285396
SRX1429243,0.38005856050000003,0.2172649332
SRX1429244,0.2618024822,0.135002449
ERX2339161,0.3600304307,0.1970788439
ERX2339162,-0.3600304307,-0.1970788439
ERX2339163,4.5629178115,-2.0115763114
ERX2339164,2.514721659,-2.311341243
ERX2339165,-0.8891915944000001,-2.2725997791
ERX2339166,-4.9244070145,-1.4674547532
ERX2339167,-3.5048551250999997,-1.3642984107
ERX2339168,0.6398165425,0.1908485086
ERX2339169,0.08874996210000001,-0.1632492815
ERX2339170,4.1813725817,-2.1083169337
ERX2339171,2.3206437037,-2.4861218663
SRX7656012,-1.9031988480000002,-0.0855587362
SRX7656013,-0.21278330880000002,0.1161367574
SRX7656014,0.8672812491,0.0090340523
SRX7656015,-1.3324021207,-0.2164943627
SRX7656016,0.1412858516,-0.1898334758
SRX7656017,1.7248331801,-0.25832302100000004
SRX7656018,1.6893527731,0.0904926533
SRX7656019,-1.5409040725,-0.2403496289
SRX7656020,3.3160870507,-0.1680292133
SRX7656021,0.0846515365,-0.4141795059
SRX7656022,-0.2097061026,-0.1911469231
SRX7656023,1.6183534267000002,-0.44252920430000003
SRX7656024,-2.4588557140000002,-0.23560080730000002
SRX7656025,-1.8652131196,0.0802756694
SRX7656026,-2.9418177034,-0.217150679
SRX7656027,-1.4308567725999999,-0.3164991754
SRX7656028,-2.4369093969,-0.2409833622
SRX7656029,-1.7602700623,-0.27623844470000003
SRX7656030,-0.6295974141,-0.0849534594
SRX7656031,-0.2473848798,-0.19176539250000002
SRX7656032,-0.7861701679,-0.0762130745
SRX7656033,-1.571466668,-0.2536313409
SRX7656034,-1.5110727148,-0.2398711876
SRX7656035,-0.7094257354,-0.289069715
SRX7656036,-0.6313986951,-0.3380834992
SRX7656037,-1.1448769343,-0.1403677831
SRX7656038,-0.994948738,0.037889064
SRX7656039,-0.0061366223,0.1520759808
SRX7656040,0.2871444421,-0.0201566388
SRX7656041,-0.2810078198,-0.131919342
SRX7656042,-3.6769567679,0.1138222209
SRX7656043,-3.8666285350000003,0.0570196735
SRX7656044,-2.7885087977,0.0921649063
SRX7656045,-3.5242251568,0.1319057593
SRX7656046,-2.8633885286,0.0826165534
SRX7656047,-3.0009963947,0.0032830183
SRX7656048,-3.1968277674,0.0097523872
SRX7656049,-3.4159270152,0.0991728307
SRX7656050,-3.1553646091,0.116057457
SRX7656051,-3.2533549524,-0.39054300540000003
SRX7656052,-3.5062348311,-0.2231670453
SRX7656053,-3.6353189212,-0.5246349436000001
SRX7656054,-1.8754618358,-0.5107618087
SRX7656055,-3.0963354125,-0.39213753290000003
SRX7656056,-2.3641677287,-0.5587182137
SRX7656057,-1.0666332721,-0.2942308267
SRX7656058,-0.8199642514000001,-0.39327895300000004
SRX7656059,-1.1260817959,-0.1125037106
SRX7656060,-1.8562088214,-0.646592732
SRX7656061,-1.9070190461,-0.4457599433
SRX7656062,-1.5196074141,-0.5331473360000001
SRX7656063,-2.8855479647,-0.2876463857
SRX7656064,-3.3321791482,-0.2792677033
SRX7656065,-3.3710550294,-0.3757443387
SRX7656066,4.2001584116,0.8847142975000001
SRX7656067,4.1402280065,1.0259837319
SRX7656068,4.9878386111,0.9340599707
SRX7656069,5.2169619866,1.0877964915
SRX7656070,4.2255116452,1.0473969191
SRX7656071,3.3286137350000002,0.9452922488000001
SRX7656072,4.2982740603,0.8259143207
SRX7656073,4.3321642442,0.9246230519
SRX7656074,2.3188688711,0.9330632272
SRX7656075,-0.30556679670000003,0.20183161930000001
SRX7656076,-1.9602244199,0.2526818207
SRX7656077,-1.4816396864,0.22807415990000002
SRX7656078,-2.3472510252,0.058088323600000005
SRX7656079,-2.638842656,0.3493135911
SRX7656080,-2.5949218442,0.0744927497
SRX7656081,-1.8951653031000002,0.1202247298
SRX7656082,-2.4218985181,0.2377116591
SRX7656083,-2.6446151688,0.10014430070000001
SRX7656084,-2.0997243003,0.2040978635
SRX7656085,-2.4681949694,0.0648701709
SRX7656086,-3.8046297514000003,0.2881003406
SRX7656087,-3.4708719877,-0.16792000240000002
SRX7656088,-3.2229551633,-0.1629981155
SRX7656089,-3.7284097122,-0.2570532332
SRX7656090,1.0990283819,0.38806320790000004
SRX7656091,0.8998122592000001,0.27036116720000003
SRX7656092,1.7673853765,0.2316726841
SRX7656093,-0.0960214543,0.0312281761
SRX7656094,-0.039579549000000006,0.2429815254
SRX7656095,-0.28599504130000003,-0.0270907454
SRX7656096,-2.2082624566,-0.3355933888
SRX7656097,-1.9270713778,-0.3790622952
SRX7656098,-1.5830039164,-0.2772558486
SRX7656099,-2.4205043581,-0.1425363507
SRX7656100,-2.1692586171,0.0033905078
SRX7656101,-2.2654555812,-0.1410581188
SRX7656102,-0.2855111374,-0.2075893301
SRX7656103,-1.7808478632,-0.2706077509
SRX7656104,-0.9548559543,-0.2751168361
SRX7656105,-2.4844322629,-0.1941889404
SRX7656106,-2.8923703335,-0.275611161
SRX7656107,-3.1576482265,-0.3199990184
SRX7656108,-0.8223572551,-0.3240711358
SRX7656109,0.7310254207,0.008368638500000001
SRX7656110,-0.24980363090000002,-0.2910816624
SRX7656111,2.9946079735,0.3589882015
SRX7656112,2.9582377455,0.3502196857
SRX7656113,1.052598229,-0.0637131841
SRX7656114,-0.7596711139,-0.6029112120000001
SRX7656115,0.7209277569,-0.45801240070000004
SRX7656116,-1.4027059987000001,-0.5485861956
SRX7656117,-1.5864650180000002,-0.1989143438
SRX7656118,-2.2128010478,-0.0981874809
SRX7656119,-1.5236134627,0.0840867862
SRX7656120,0.551780107,0.1962097991
SRX7656121,0.48117871970000003,0.1931873584
SRX7656122,0.3460893371,0.20121532900000003
SRX7656123,-0.11681360730000001,0.3067678164
SRX7656124,1.3156038311,0.2333522178
SRX7656125,1.4689045883,0.37253929220000004
SRX7656126,0.8824024358,0.1013952136
SRX7656127,0.1540921736,0.0020209348
SRX7656128,-0.1312507754,-0.0312510988
SRX7656129,-0.30799049370000003,0.2188780717
SRX7656130,-1.1449091924,0.08966426050000001
SRX7656131,-1.3413704161,0.055846240500000005
SRX7656132,-2.3494388542999998,0.13093085640000002
SRX7656133,-2.3702834571,0.1627198075
SRX7656134,-1.4128145752,0.20533624250000002
SRX7656135,-0.7338505497000001,0.0865628574
SRX7656136,0.008599930300000001,-0.03129312
SRX7656137,0.0971360718,-0.0009463781
SRX7656138,1.355978734,0.17469188100000002
SRX7656139,2.0202016014,0.123021894
SRX7656140,1.2103009958,-0.0093773569
SRX7656141,-0.5305287022,-0.12455631810000001
SRX7656142,-0.2192816782,-0.1741906922
SRX7656143,-0.2477440136,-0.22945064750000002
SRX7656144,-1.1493213488,0.0984537968
SRX7656145,-2.1331080135000002,0.21980141790000002
SRX7656146,-1.359648441,-0.0629354247
SRX5388319,0.4253370875,-0.1127537049
SRX5388320,0.4540470117,-0.0885897185
SRX5388321,-0.8793840992,0.2013434234
SRX5388322,0.6061663611,-0.0571915878
SRX5388323,-0.279028688,0.1193940009
SRX5388324,-2.3007058377,0.42846998940000003
SRX5388325,0.702548625,-0.0543399158
SRX5388326,-0.8506138099,0.37714296880000003
SRX5388327,-2.8880014674,0.47053333480000004
SRX8708326,11.7335337911,2.0828813095
SRX8708328,0.8378479554,-0.9847815808
SRX8708335,0.026167976000000003,0.2156294803
SRX8708336,-0.3311650258,0.3803244182
SRX8708337,-0.5328509056,0.38882768230000003
SRX8708338,10.4199072966,1.9131960023
SRX8708339,10.0946344654,1.9774183772
SRX8708340,10.3430482348,2.0931472961
SRX8708365,1.5046450121000001,0.6529156249
SRX8708366,1.383129688,0.6914244847000001
SRX8708368,1.380222293,0.7559313440000001
SRX8708369,-0.3174953003,0.3506379013
SRX8708370,-1.0162292235,0.5009124684
SRX8708371,-0.1914557228,0.4214523787
SRX4166001,1.0961439093,-0.0164857008
SRX4166002,-1.2103095761,0.062387297700000004
SRX4166003,0.11416566680000001,-0.045901597
SRX4166004,0.12047137720000001,-0.2240365085
SRX4166005,-0.209622933,-0.1393838885
SRX4166006,-0.0180301462,-0.29493946800000004
SRX4166007,1.5648890694,-0.09848742020000001
SRX4166008,0.8195924560000001,0.1497587854
SRX4166009,2.1570071562,0.1692541384
SRX4166010,1.7039423304999999,-0.1347592474
SRX4166011,-0.7693207847,0.0707475919
SRX4166012,0.9425901975000001,0.0764784142
SRX5000481,-0.8943198549,-0.263594801
SRX5000482,-0.9502768676000001,-0.1724458201
SRX5000483,-3.3872745475,0.4453073219
SRX5000484,-2.1199296263,0.157320291
SRX5000485,-2.2161672201,0.3913518898
SRX5000486,-2.9067421379000002,0.21920993830000002
SRX5000487,-1.2595492611,0.020762467
SRX5000488,-1.5969072996,-0.0786681524
SRX5000489,-2.4242751287,0.199315281
SRX5000490,-2.9860988674,0.11996351570000001
SRX5000491,-1.7964606994,0.0508596756
SRX5000492,-2.8448952853,1.7492612343
SRX5000493,-1.3698761002,1.3811069456
SRX5000494,-1.3900399458,1.3552977935000001
SRX5000495,-3.0651611046,1.7210536341
SRX5000496,-3.3043027896,1.7492989044
SRX5000497,0.1217967804,-0.010611256900000001
SRX5000498,-0.2090367303,-0.10888372260000001
SRX5000499,-1.6697313693,1.2223664764
SRX5000500,0.0872399499,0.1194949795
SRX5000501,-1.8675316229,0.044921810300000004
SRX5000502,-1.0858587928,-0.0282400052
SRX5000503,-1.8392312577,-0.1365825324
SRX5000504,-0.6865977798,-0.1265289774
SRX5000505,-0.6786626292,-0.1224692745
SRX5000506,-0.266618546,-0.1431052194
SRX5000507,-1.5572021599,0.0386904595
SRX5000508,0.5033252854,0.039751583
SRX5000509,-0.9837534543,-0.1439371647
SRX5000510,-0.9581588089,-0.1340064033
SRX5000511,-0.4182765956,-0.124285459
SRX5000512,-1.3186932128,-0.0239898581
SRX5000513,-1.1146051187000001,0.0023075403
SRX5000514,-1.4779724923,0.052933250300000005
SRX5000515,-2.2160189981,-0.0559114089
SRX5000516,-1.6341345071000002,-0.0478171897
SRX4124772,1.0447520428,-0.4374534088
SRX4124773,0.5420149364,-0.4187693643
SRX4124774,0.2586175522,-0.0044613058
SRX4124775,-0.2586175522,0.0044613058
SRX5323946,0.46653631830000003,-0.16880702490000002
SRX5323947,-0.46653631830000003,0.16880702490000002
SRX5323948,0.0908608627,0.154131139
SRX5323949,0.25718033430000004,0.22353167040000002
SRX5323950,-0.1622786151,-0.1649593467
SRX5323951,-0.13552459290000002,-0.1020349598
SRX5323952,-0.6967794438,-0.2091429766
SRX5323953,-1.3342865594,-0.12929599020000002
SRX5323954,-1.4457996718000001,-0.1947503723
SRX5323955,-0.8118244736,-0.1518032275
DRX093856,0.7067199555,-0.0465348521
DRX093857,-3.1740310629,0.2248985981
DRX093858,-3.0051262579,0.2588290902
DRX093859,-0.7718022016,0.2117609184
DRX093860,0.695201025,-0.15071662660000001
DRX093861,0.0208766929,-0.053464546700000004
DRX093862,-4.2090723058,0.17532771960000001
DRX093863,-3.668598917,0.06614034070000001
DRX093864,-0.0454726985,0.45522109400000005
DRX093865,2.2569060251,-0.2598669475
DRX093866,-0.7275966484,0.09999939890000001
DRX093867,-4.2447251118,0.0101898109
DRX093868,-4.0076824782,-0.2273406999
DRX093869,-0.2872364076,0.0091263956
DRX093870,1.9613789229,-0.295736235
SRX6366242,0.07335909980000001,0.3503176072
SRX6366243,0.4401795851,0.37059124800000004
SRX6366244,-0.4292440075,0.4752992659
SRX6366245,0.44858131560000003,0.091241371
SRX6366246,-1.2665646131,0.2260911955
SRX6366247,0.0905145717,0.225909934
SRX6366248,-1.0028148145,0.2457180972
SRX6366249,-0.20711365710000001,0.1758959936
SRX6366250,-0.6238855422,0.2296220611
SRX6366251,-0.8282756058,0.2749082008
SRX6366252,0.2103981546,-0.0969021478
SRX6366253,-0.2103981546,0.0969021478
SRX254739,6.9190848877,-0.9600229252
SRX254740,6.9229252509,-0.7949570583000001
SRX254741,6.93348598,-0.8264384004
SRX254742,7.0627474817,-0.8082287256
SRX254743,6.7856147889,-0.7102083520000001
