,A,PurR
nac_ntrc__wt_gln__2,-12.733764281,-0.5097624350000001
nac_ntrc__bw_delnac_csn__1,-16.4245728439,-0.6205402560000001
nac_ntrc__bw_delnac_csn__2,-15.8301922804,-0.33607711300000004
nac_ntrc__bw_delnac_cytd__1,-15.5875142387,-0.18498640400000002
nac_ntrc__bw_delnac_cytd__2,-15.4763750362,-0.308570936
nac_ntrc__bw_delnac_gln__1,-13.0206119272,-0.453573867
nac_ntrc__bw_delnac_gln__2,-13.0101214998,-0.47847062100000004
nac_ntrc__bw_delnac_nh4__1,-2.2876688118,0.087660084
nac_ntrc__bw_delnac_nh4__2,-2.3694594873,0.05003221
misc__wt_no_te__1,-5.7634949105,-0.570067898
misc__wt_no_te__2,-1.8239820141,-0.362209549
misc__bw_delcbl__1,-1.591110691,-0.32507497700000004
misc__bw_delcbl__2,-1.564525641,-0.31578716
misc__bw_delfabr__1,-0.8698984784,-0.335233131
misc__bw_delfabr__2,-0.7297501112,-0.294472522
misc__bw_delfadr__1,-2.1926237551,-0.27277316
misc__bw_delfadr__2,-2.1609177572,-0.28731209
misc__nitr_031__1,-0.29989278680000003,-0.459089625
omics__wt_glu__1,2.3464479796,-0.44669562700000004
omics__wt_glu__2,2.0021379238,-0.387970725
omics__wt_gly__1,0.4878776326,-0.15745735600000002
omics__wt_gly__2,0.6215342409,-0.184323964
omics__wt_thr__1,-1.7136635666000002,-1.521671704
omics__wt_thr__2,-1.6202913583,-1.675490574
omics__bw_ac__1,-4.0322120517,-0.267786099
omics__bw_ac__2,-4.0033614171,-0.229375027
omics__bw_fum__1,-2.6367554837,0.086308676
omics__bw_fum__2,-2.7973439749,0.026706452000000002
omics__bw_glc__1,-3.1937913351000002,0.036547168000000005
omics__bw_glc__2,-3.0923139072,-0.0039326560000000005
omics__bw_pyr__1,-3.7577605637,-0.006839706
omics__bw_pyr__2,-3.7023636461000002,0.11090926
ompr__wt_nacl__1,-10.6537521069,-1.654787843
ompr__wt_nacl__2,-10.6349379921,-1.530012049
ompr__bw_delompr_nacl__1,-4.1483169533,-1.675181886
ompr__bw_delompr_nacl__2,-4.4134046049,-1.792368831
minspan__wt_ade__1,-9.8379210389,-1.933301889
minspan__wt_glc__2,-0.10519478700000001,-0.650752073
minspan__wt_glc__3,0.2205852827,-0.640959713
minspan__wt_glc__4,-0.2685250192,-0.688841339
minspan__wt_glc_anaero__1,-7.5979012565,-0.5230801380000001
minspan__wt_glc_anaero__2,-8.025796956,-0.517023843
minspan__wt_trp__1,-5.5743159907,-2.373981189
minspan__bw_delcra_glc__2,-5.4419311901,-1.228716592
minspan__bw_delcra_trp__1,-9.8252175541,-0.9278700580000001
minspan__bw_delmntr__1,-4.0292227302,-1.613423638
minspan__bw_delnac_ade__1,-5.2283190997,-2.4077370350000002
minspan__bw_delnac_glc__1,-2.2495998565,-0.5488784870000001
cra_crp__wt_ac__1,-3.061506783,-0.43348664800000003
cra_crp__wt_ac__2,-2.7579062996,-0.440568556
cra_crp__wt_fru__1,-0.5600962936,-0.44281783100000005
cra_crp__wt_fru__2,-0.8694183829000001,-0.439524077
cra_crp__delcra_ac__1,-8.335112343,-0.257450897
cra_crp__delcra_ac__2,-8.6801610071,-0.263825633
cra_crp__delcra_fru__1,-1.1690204816,-0.420545614
cra_crp__delcra_fru__2,-1.2053207733,-0.48623990100000003
cra_crp__delcra_glc__1,-0.6532751665000001,-0.395018719
cra_crp__delcra_glc__2,-0.1773645778,-0.38518531500000003
rpoB__wt_031__1,-2.1201680468,-0.9070016240000001
rpoB__wt_044__1,0.0161839654,-0.52325372
rpoB__wt_lb__1,-15.3893708852,-2.3974470180000003
rpoB__wt_lb__2,-15.1104829625,-2.296755117
rpoB__rpoBE546V_031__1,-2.6222330524,-0.29490439300000004
rpoB__rpoBE546V_044__1,-1.9574394597,-0.32617933400000004
rpoB__rpoBE546V_lb__1,-16.427317132,-1.361113446
rpoB__rpoBE546V_lb__2,-16.1010457887,-1.289287907
rpoB__rpoBE546V_glc__1,-1.3345759449,-0.30834283300000004
rpoB__rpoBE672K_glc__1,-0.895581277,-0.332198104
rpoB__rpoBE672K_glc__2,-0.9784986324,-0.323575765
rpoB__rpoBE672K_lb__1,-11.7089034443,-1.186140907
rpoB__rpoBE672K_lb__2,-11.9273988909,-1.038029166
crp__wt_fru__1,0.37679772440000003,-0.37193197
crp__wt_glyc__1,-1.2924028696,-0.209501251
crp__wt_glyc__2,-1.3356657486,-0.20384422400000002
crp__delar1_glyc__1,-1.3379009426000001,-2.400796807
crp__delar1_glyc__2,-3.7941974136,-2.566078768
crp__delar1ar2_glyc__1,-0.7568589263000001,-0.322634694
crp__delar1ar2_glyc__2,-0.5491618763,-0.29081666100000003
crp__delar1ar2_glyc__3,-1.2214128805,-0.16811394000000002
crp__delar2_glyc__1,-4.0924358935,-0.7345627680000001
crp__delar2_glyc__2,-2.8846336641,-0.638080296
crp__delar2_glyc__3,-3.5000645888,-0.623546998
crp__delcrp_fru__1,-1.7460204768,-0.48091665600000005
crp__delcrp_fru__2,-2.0280130928,-0.569929652
crp__delcrp_fru__3,-1.9093511228,-0.647432929
crp__delcrp_glc__1,-1.5805045207,-0.362811241
crp__delcrp_glc__2,-1.3365894114,-0.357319229
crp__delcrp_glc__3,-1.2909980452,-0.432205877
crp__delcrp_glyc__1,-1.8817967195,-0.5613519290000001
crp__delcrp_glyc__2,-3.012394361,-0.613423115
crp__delcrp_glyc__3,-3.1113703147,-0.6460402350000001
glu__glu_ale3__1,-9.2827943125,-1.302641262
glu__glu_ale4__1,-5.6190300344,-0.065744761
glu__glu_ale5__1,-6.2331377291,-0.367659122
glu__glu_ale6__1,-0.11009935480000001,-0.32668817
glu__glu_ale8__1,-8.5240208714,-1.565496309
glu__glu_ale9__1,-3.7970158657,-0.9525517670000001
glu__glu_ale10__1,-6.3654603367,-0.84584686
42c__wt_42c__1,-0.1655863519,-0.226776953
42c__42c_ale1__1,-10.7512516898,-2.139238957
42c__42c_ale2__1,-6.4488174763,-0.213726667
42c__42c_ale3__1,-7.7415802544,0.333963646
42c__42c_ale4__1,-7.2377916908,-1.5789642480000001
42c__42c_ale5__1,-9.654562822599999,0.032119887
42c__42c_ale6__1,-7.6818483329,-1.549065007
42c__42c_ale8__1,-6.4538733669,-2.176331812
42c__42c_ale9__1,-8.4779029553,-0.17929783100000002
42c__42c_ale10__1,-10.3308370402,-1.7417527490000002
ssw__wt_ac__1,-16.1219665211,-0.895227686
ssw__wt_glc__1,-3.6133129974,-0.494416821
ssw__wt_glyc__1,-15.2412957021,-2.048933853
ssw__wt_xyl__1,-15.4850536104,-1.329644184
ssw__glc_ale1__1,-6.6658451596,-0.8350271730000001
ssw__glc_ale2__1,-11.5647823568,-0.542418406
ssw__glc_ale3__1,-12.4360164782,-0.9190884490000001
ssw__glyc_ale1__1,-7.6456435212,-0.9212058780000001
ssw__glyc_ale2__1,-14.915582077,-0.46355941100000003
ssw__xyl_ale1__1,-13.9158634239,-0.657109346
ssw__xyl_ale2__1,-9.7092436169,-0.456017956
ssw__xyl_ale3__1,-9.9293975974,-0.9097521770000001
ssw__glc_ac_ac2__1,-13.9169054303,-3.105262219
ssw__glc_ac_glc1__1,-12.0681984993,-1.479067486
ssw__glc_glyc_glc__1,-9.559327535,-1.384319531
ssw__glc_glyc_glyc__1,-7.2646346497,-1.005715571
ssw__glc_xyl_glc__1,-3.0504005886,-0.8161320240000001
ssw__glc_xyl_xyl__1,-6.3687895585,-0.474149821
ica__wt_glc__1,-4.0886644068,-0.532209302
ica__wt_glc__2,-3.927096945,-0.526249893
ica__wt_glc__3,-4.8631308337,-0.313621541
ica__wt_glc__4,-6.5440432593,-0.54831452
ica__arg_sbt__1,-6.8036734232,-1.211691713
ica__arg_sbt__2,-6.7386130752,-1.097239228
ica__cytd_rib__1,-20.1262328182,-1.701817347
ica__cytd_rib__2,-19.6972480723,-1.7323704750000002
ica__gth__1,-17.4854439424,-0.466047003
ica__gth__2,-17.2678118359,-0.461228466
ica__leu_glcr__1,-7.3517224554,-0.429405001
ica__leu_glcr__2,-7.3545195317,-0.539254955
ica__met_glc__1,-2.7909506108,-0.488985985
ica__met_glc__2,-2.7418797189,-0.49754112
ica__no3_anaero__1,-9.0604366051,-0.77776941
ica__no3_anaero__2,-9.3065240939,-0.801226481
ica__phe_acgam__1,-5.0528135141,-0.12875899300000002
ica__phe_acgam__2,-5.2698616385,-0.076547932
ica__thm_gal__1,-8.5879822935,-1.656318258
ica__thm_gal__2,-8.7346488733,-1.50238565
ica__tyr_glcn__1,-4.2427654298,-0.591099303
ica__tyr_glcn__2,-4.3211662191,-0.568738951
ica__ura_pyr__1,-8.0734426151,-0.7275410210000001
ica__ura_pyr__2,-12.8589643395,-0.644347521
ica__wt_glc__5,-6.7186326346000005,-0.351220434
ica__wt_glc__6,-7.102452545,-0.32382794600000003
ica__bw_delpurR_cytd__1,-14.1303909347,-8.114789108
ica__bw_delpurR_cytd__2,-8.9488001849,-1.296612562
ica__ade_glc__1,-8.7549802218,-1.285281205
ica__ade_glc__2,-13.8939272124,-8.216346238
ytf__wt_glc__1,-0.7475142858,-1.388174053
ytf__wt_glc__2,-1.2884335865,-1.514375651
ytf__delyafC__1,-9.4038208401,-1.8345254180000001
ytf__delyafC__2,-9.3038362943,-1.996369702
ytf__delyeiE__1,-5.8330671509,-0.41901755500000004
ytf__delyeiE__2,-4.3252181117,-0.506233076
ytf__delyiaJ__1,-6.5559695008,-1.993469919
ytf__delyiaJ__2,-7.5519121381000005,-2.012150723
ytf__delyieP__1,-3.3206658556,-1.9610996690000002
ytf__delyieP__2,-6.3914781578,-1.9545367280000001
ytf__wt_ph5__1,-1.2341331953,-0.837012265
ytf__wt_ph5__2,-1.6879532955,-0.826586139
ytf__wt_ph8__1,-2.9559295787,-0.5433863320000001
ytf__wt_ph8__2,-2.7013810886,-0.403584908
ytf__delybaO__1,-5.7970117504,-2.085327629
ytf__delybaO__2,-6.3708304708,-1.839185111
ytf__delybaQ__1,-1.4470928272,-0.538488282
ytf__delybaQ__2,-1.6816859156000001,-0.46805477100000004
ytf__delybiH__1,-1.7562594733,-2.236357265
ytf__delybiH__2,-5.448433966,-2.777577371
ytf__delydcI_ph5__1,-0.3453039543,-0.760707837
ytf__delydcI_ph5__2,-0.4411804554,-0.9765083170000001
ytf__delydcI_ph8__1,-3.700824368,-0.5351117510000001
ytf__delydcI_ph8__2,-1.8952835315,-0.528730761
ytf__delyddM__1,-3.2222559187,-0.666991922
ytf__delyddM__2,-2.8937322638,-0.62994784
ytf__delyheO__1,-6.8926546429,-2.111350853
ytf__delyheO__2,-7.0058549867,-2.03823158
fps__bw_glc__1,-1.405829444,-0.41462625700000005
fps__bw_glc__2,-1.1483751119,-0.372098135
fps__fps_thrA_ale1__1,-4.2821342662,-0.135749021
fps__fps_thrA_ale1__2,-3.6710515348,-0.24389827700000002
fps__fps_thrA_ale2__1,-4.25972026,-0.31955804200000004
fps__fps_thrA_ale2__2,-4.2583061678,-0.250608165
fps__fps_serB_ale1__1,-3.77138044,-0.46318237700000003
fps__fps_serB_ale1__2,-2.5686768833,-0.42749607300000003
fps__fps_serB_ale4__1,-7.0278190953,-1.098559732
fps__fps_serB_ale4__2,-6.2707766754,-1.180111351
fps__fps_ptsI_ale1__1,-7.7636296229,-0.563613558
fps__fps_ptsI_ale1__2,-7.4813110632,-0.6600646530000001
fps__fps_ptsI_ale3__1,-3.8502850336,-0.654915482
fps__fps_ptsI_ale3__2,-3.9740252282,-0.6769289190000001
pal__lyx_ale2_f6__1,-5.9250638309,-0.655626691
pal__lyx_ale2__1,-9.6560115642,-0.383321892
pal__lyx_ale2__2,-10.0351987422,-0.309777821
pal__lyx_ale4__1,-7.9695550987,-0.528366996
pal__lyx_ale4__2,-7.6734239488,-0.5831006120000001
pal__5drib_ale10_f18__1,-11.0099129115,-0.737378724
pal__5drib_ale10_f18__2,-10.8017035472,-0.670013272
pal__5drib_ale10__1,-14.120788633,-0.5550318430000001
pal__arab_ale14_f9__1,-2.8359053118,-0.638679487
pal__arab_ale14_f9__2,-3.1837151046,-0.7502846280000001
pal__arab_ale14__1,-7.9285599765,-0.610970923
pal__arab_ale14__2,-8.1202111213,-0.530410654
pal__arab_ale16__1,-4.7119174969,-0.5647390330000001
pal__arab_ale16__2,-5.2276344177,-0.442337488
pal__tartr_ale26_f10__1,-16.1458280097,-0.568869963
pal__tartr_ale26_f10__2,-18.3331640113,-0.7402521230000001
pal__tartr_ale26__1,-12.0331895081,-0.586277629
pal__tartr_ale26__2,-9.548631978,-0.6595477620000001
pal__tartr_ale28_f10__1,-17.0847957678,-0.665415316
pal__tartr_ale28_f10__2,-19.4157376239,-0.557538913
pal__tartr_ale28__1,-9.3997472321,-0.708297826
pal__tartr_ale28__2,-10.6369503413,-0.624721932
efeU__delmenFentC_citr__1,0.6112514559000001,-0.8779009870000001
efeU__delmenFentC_citr__2,0.5747424803,-1.140229096
efeU__delmenFentC__1,-5.1166028829,-0.700129709
efeU__delmenFentC__2,-5.0326531977,-0.764156809
efeU__menFentC_ale39__1,-8.189660646,-1.721392271
efeU__menFentC_ale39__2,-8.8495901484,-1.801526796
efeU__menFentC_ale29__1,-9.9366000902,-2.46619651
efeU__menFentC_ale29__2,-9.5756958441,-2.5902268790000003
efeU__menFentC_ale30__1,-3.9641908651,-0.448108485
efeU__menFentC_ale30__2,-4.3561769015,-0.23900331900000002
efeU__menFentCubiC_ale36__1,-9.2039360076,-0.176979023
efeU__menFentCubiC_ale36__2,-8.9924382989,-0.213308501
efeU__menFentCubiC_ale37__1,-4.1766164858,-0.41862078100000005
efeU__menFentCubiC_ale37__2,-4.0654023335,-0.333463241
efeU__menFentCubiC_ale38__1,-1.7592166621,-0.763704893
efeU__menFentCubiC_ale38__2,-2.0934284021,-0.609091441
misc2__salc_glc__1,-10.8689910503,-1.184218433
misc2__salc_glc__2,-11.2070012452,-0.7161748050000001
misc2__dbcn_glc__1,-4.269644021,-0.354979608
misc2__dbcn_glc__2,-4.8240971079,-0.208747552
misc2__tyr_glc__1,-10.1762277776,-0.40370399500000004
misc2__tyr_glc__2,-10.7772095624,-0.436451321
misc2__arg_cytd__1,-14.5048238931,-0.23952956300000003
misc2__arg_cytd__2,-14.774377363,-0.120845303
misc2__delyheO_pyr__1,-3.5724417022,-0.414855764
misc2__delyheO_pyr__2,-2.9349027225,-0.385709048
nquinone__delubiC__1,-8.0766392247,-0.33520583
nquinone__delubiC__2,-9.3767027464,-0.346138531
nquinone__ubiC_ale1__1,-7.6052477635999995,-0.174354753
nquinone__ubiC_ale1__2,-7.640061364,-0.5153015360000001
nquinone__ubiC_ale2__1,-9.1751630019,-0.580552631
nquinone__ubiC_ale2__2,-8.8287233645,-0.495189288
nquinone__ubiC_ale3__1,-10.4271171147,-0.214670343
nquinone__ubiC_ale3__2,-10.755579474,-0.162989074
nquinone__ubiC_ale4__1,-8.5242806212,-0.6756538590000001
nquinone__ubiC_ale4__2,-8.3286366837,-0.604375961
nquinone__delpdhR__1,-7.9584285365,-0.393996809
nquinone__delpdhR__2,-8.0622463132,-0.5391191240000001
quinone__glu_ale4__1,-5.7203785161,-0.36188334
quinone__glu_ale4__2,-8.4514558782,-0.59358372
quinone__delmenF__1,-0.3668551162,-0.6479254710000001
quinone__delmenF__2,0.046123425700000005,-0.533683625
quinone__menF_ale5__1,-7.1903731058,-1.821486249
quinone__menF_ale5__2,-7.0175366654,-2.032886032
quinone__menF_ale6__1,-9.4721211502,-1.905971169
quinone__menF_ale6__2,-9.5332158135,-1.970773612
quinone__menF_ale7__1,-11.3207445596,-2.245877878
quinone__menF_ale7__2,-10.9589207388,-2.299385547
quinone__menF_ale8__1,-11.7653452467,-2.43951935
quinone__menF_ale8__2,-12.8051182132,-2.511360262
quinone__delmenFubiC__1,-1.4888326091000001,-0.49597975600000005
quinone__delmenFubiC__2,-1.2708156546,-0.40875699600000004
quinone__menFubiC_ale1__1,-11.8197068437,-2.186816346
quinone__menFubiC_ale1__2,-12.431356094,-2.243643912
quinone__menFubiC_ale2__1,-12.443440171,-2.227760855
quinone__menFubiC_ale2__2,-12.941753175,-2.168371603
quinone__menFubiC_ale3__1,-5.2082401924,-0.42480536
quinone__menFubiC_ale3__2,-5.8191602921,-0.49186022300000004
quinone__menFubiC_ale4__1,-9.6135885012,-0.9224476850000001
quinone__menFubiC_ale4__2,-10.1038967345,-0.953513072
oxyR__wt_glc__1,-4.7140265757,-0.44185715900000005
oxyR__wt_glc__2,-4.9202148505,-0.44050187900000004
oxyR__wt_h2o2__1,-4.2827023188,-0.425886761
oxyR__wt_h2o2__2,-6.1808673147,-0.61625533
oxyR__glu_ale4__1,-11.3107762764,-0.221248352
oxyR__glu_ale4__2,-11.828394391,-0.397617219
oxyR__glu_ale4_h2o2__1,-10.9356775654,-0.31787739600000003
oxyR__glu_ale4_h2o2__2,-11.3484527548,-0.32010694
oxyR__oxyR_ale17__1,-8.563082165299999,-0.393618654
oxyR__oxyR_ale17__2,-7.234463504,-0.378409806
oxyR__oxyR_ale17_h2o2__1,-11.0079384849,-0.43234934700000005
oxyR__oxyR_ale17_h2o2__2,-8.3363098149,-0.32580421
oxyR__oxyR_ale18__1,-6.4412101096,-0.43989705100000004
oxyR__oxyR_ale18__2,-6.729974145,-0.49358848400000005
oxyR__oxyR_ale18_h2o2__1,-10.803043561199999,-0.49147931600000005
oxyR__oxyR_ale18_h2o2__2,-11.4066590752,-0.487584049
oxyR__oxyR_ale19__1,-7.6611983936,-0.356437278
oxyR__oxyR_ale19__2,-8.5885453602,-0.5358456810000001
oxyR__oxyR_ale19_h2o2__1,-6.9636192356,-0.347875886
oxyR__oxyR_ale19_h2o2__2,-7.1669711539,-0.345383953
oxyR__oxyR_ale20__1,-11.066095184,-0.7671886050000001
oxyR__oxyR_ale20__2,-10.6669245321,-0.723091816
oxyR__oxyR_ale20_h2o2__1,-10.5462896492,-0.40016199100000005
oxyR__oxyR_ale20_h2o2__2,-11.4796015628,-0.45110542400000003
svns_pgi__BmePgi24_15__1,-0.8525068049000001,-0.452306874
svns_pgi__BmePgi24_15__2,-1.0154497268,-0.495744153
svns_pgi__BmePgi24_26__1,-2.2303629596,-0.377668853
svns_pgi__BmePgi24_26__2,-2.8458426315,-0.34052272
svns_pgi__BmePgi24_41__1,-12.940054784099999,-0.35386109600000004
svns_pgi__BmePgi24_41__2,-4.4403953588,-0.582171274
svns_pgi__BmePgi24_52__1,-2.6394577986,-0.392751932
svns_pgi__BmePgi24_52__2,-2.460398701,-0.36506028100000004
svns_pgi__PaePgi2_34__1,-3.1803447441,-0.373947354
svns_pgi__PaePgi2_34__2,-3.0845284457,-0.35749622200000003
svns_pgi__PaePgi2_63__1,-4.2541850829,-0.39590666
svns_pgi__PaePgi2_63__2,-4.4014385406,-0.35205149
svns_pgi__PaePgi24_54__1,-1.2726996581,-0.49173726500000003
svns_pgi__PaePgi24_54__2,-1.8031782272,-0.45538597000000003
svns_pgi__PaePgi24_90__1,-2.8615796913000002,-0.42511244800000003
svns_pgi__PaePgi24_90__2,-3.7628754739,-0.394137459
abx_media__m9_ctrl__1,-6.2404787596,-1.51332642
abx_media__m9_ctrl__2,-6.379679385,-1.27748947
abx_media__rpmi_ctrl__1,-0.845927673,-1.801046286
abx_media__rpmi_ctrl__2,1.5919032482,-1.755451807
abx_media__camhb_ctrl__1,-18.5826905159,-1.570520937
abx_media__camhb_ctrl__2,-18.3370479471,-1.646597662
abx_media__m9_mero__1,-7.9695392179,-1.373502425
abx_media__m9_mero__2,-6.4651543184,-1.300327311
abx_media__rpmi_mero__1,-1.5278341491,-1.679469788
abx_media__rpmi_mero__2,-0.5493373188,-1.61953704
abx_media__camhb_mero__1,-17.8499651258,-1.627549488
abx_media__camhb_mero__2,-17.4273091344,-1.7151362300000002
abx_media__m9_trisulf__1,-18.9400878985,-1.300538305
abx_media__m9_trisulf__2,-18.2077352885,-1.2158056799999999
abx_media__rpmi_trisulf__1,-14.2120669979,-1.5543318510000002
abx_media__rpmi_trisulf__2,-14.0615996201,-1.5014811670000001
abx_media__camhb_trisulf__1,-15.5574934118,-1.325937244
abx_media__camhb_trisulf__2,-15.1114559002,-1.406010837
abx_media__m9_cef__1,-5.8759160717,-1.121981379
abx_media__m9_cef__2,-6.0410769543,-1.349857044
abx_media__rpmi_cef__1,-5.9054394886,-1.8364294760000002
abx_media__rpmi_cef__2,-6.4363260339,-1.8776086300000001
abx_media__camhb_cef__1,-17.355256805,-1.611652327
abx_media__camhb_cef__2,-16.9436343586,-1.500273258
abx_media__m9_cipro__1,-9.9832312611,-1.597580265
abx_media__m9_cipro__2,-11.1485139037,-1.9643123290000002
abx_media__rpmi_cipro__1,-15.3973208828,-1.83686813
abx_media__rpmi_cipro__2,-15.6880548399,-1.413468021
abx_media__camhb_cipro__1,-16.9163020585,-1.609837818
abx_media__camhb_cipro__2,-17.017236581,-1.589059237
hot_tale__42c_ale3_30c__1,-6.6110611641,-0.493909749
hot_tale__42c_ale3_30c__2,-6.4200413175,-0.48335835
hot_tale__42c_ale3_37c__1,-7.2378539671,-0.37121044200000003
hot_tale__42c_ale3_37c__2,-6.988553192,-0.326347261
hot_tale__42c_ale3_44c__1,-12.9927284649,-0.201982507
hot_tale__42c_ale3_44c__2,-13.1601018255,-0.180810155
hot_tale__hot_ale3_mid_30c__1,-11.7295884365,-0.271723117
hot_tale__hot_ale3_mid_30c__2,-8.5458881526,-0.457146578
hot_tale__hot_ale3_mid_37c__1,-7.1839438874,-0.497188467
hot_tale__hot_ale3_mid_37c__2,-7.5597213328,-0.181954592
hot_tale__hot_ale3_mid_44c__1,-11.1594810832,-0.7782289450000001
hot_tale__hot_ale3_mid_44c__2,-12.3558399903,-0.570781077
hot_tale__hot_ale3_30c__1,-8.736495417,-0.47486348600000006
hot_tale__hot_ale3_30c__2,-7.9588317609,-0.469156989
hot_tale__hot_ale3_37c__1,-7.0176108345,-0.576862475
hot_tale__hot_ale3_37c__2,-6.9265524665000004,-0.41590735700000003
hot_tale__hot_ale3_44c__1,-10.2000580986,-0.936779812
hot_tale__hot_ale3_44c__2,-9.6608233568,-0.597474815
hot_tale__hot_ale4_30c__1,-8.6814392561,-0.426273184
hot_tale__hot_ale4_30c__2,-8.4237895904,-0.48189350100000006
hot_tale__hot_ale4_37c__1,-5.0971073859,-0.359170472
hot_tale__hot_ale4_37c__2,-5.1468632918,-0.15397802300000002
hot_tale__hot_ale4_44c__1,-10.4501229928,-0.008411465
hot_tale__hot_ale4_44c__2,-9.6835590146,-0.34095441600000004
hot_tale__hot_ale8_30c__1,-7.7131246367,-0.40174977100000003
hot_tale__hot_ale8_30c__2,-7.581656172,-0.480449338
hot_tale__hot_ale8_37c__1,-6.7146877403000005,-0.45553178400000005
hot_tale__hot_ale8_37c__2,-6.5578178634,-0.512809274
hot_tale__hot_ale8_44c__1,-10.8034182505,-0.015859674
hot_tale__hot_ale8_44c__2,-10.7130626746,-0.033238358
hot_tale__hot_ale9_mid_30c__1,-8.4865858432,-0.41203363600000004
hot_tale__hot_ale9_mid_30c__2,-7.8763177824,-0.41903628400000004
hot_tale__hot_ale9_30c__1,-7.9201445087,-0.455084484
hot_tale__hot_ale9_30c__2,-7.6895554327,-0.5829119500000001
hot_tale__hot_ale9_mid_37c__1,-7.5139194753,-0.30388472
hot_tale__hot_ale9_mid_37c__2,-7.7897001415,-0.33734512
hot_tale__hot_ale9_37c__1,-6.4074715276,-0.510734267
hot_tale__hot_ale9_37c__2,-6.2889044664,-0.5393228480000001
hot_tale__hot_ale9_mid_44c__1,-12.5047416262,0.106022157
hot_tale__hot_ale9_mid_44c__2,-12.5127275215,-0.09546243800000001
hot_tale__hot_ale9_44c__1,-10.5910252577,-0.07639114
hot_tale__hot_ale9_44c__2,-10.9012331111,-0.17490208200000001
hot_tale__hot_ale10_30c__1,-8.7822396254,-0.40264932400000003
hot_tale__hot_ale10_30c__2,-8.5832072206,-0.426705066
hot_tale__hot_ale10_37c__1,-7.4060031295,-0.507946796
hot_tale__hot_ale10_37c__2,-7.333438783,-0.549030157
hot_tale__hot_ale10_44c__1,-10.7754066398,-0.264151057
hot_tale__hot_ale10_44c__2,-11.7492238282,-0.213458542
hot_tale__hot_ale16_30c__1,-8.4747393434,-0.43184663
hot_tale__hot_ale16_30c__2,-8.2377792068,-0.38870592200000004
hot_tale__hot_ale16_37c__1,-9.257080365,-0.501463529
hot_tale__hot_ale16_37c__2,-9.0957549502,-0.46796267500000005
hot_tale__hot_ale16_44c__1,-11.6802510481,-0.03126882
hot_tale__hot_ale16_44c__2,-12.5502092698,0.11394408800000001
pdhr_ale__pdhR-13_51__1,-12.9806512297,-0.928450031
pdhr_ale__pdhR-13_51__2,-13.1221126355,-0.838382665
pdhr_ale__pdhR-14_46__1,-13.3974373582,-0.897090464
pdhr_ale__pdhR-14_46__2,-11.8061958524,-0.833691845
pdhr_ale__pdhR-15_51__1,-9.833370519,-0.917757025
pdhr_ale__pdhR-15_51__2,-11.9157300733,-0.910125359
pdhr_ale__pdhR-16_49__1,-14.146606376,-1.072207486
pdhr_ale__pdhR-16_49__2,-13.4178618413,-1.27204875
tcs__del_atoC_LiAcet__1,-6.3971440522,-1.792009084
tcs__del_atoC_LiAcet__2,-6.0845205146,-1.652866806
tcs__del_atoC_LiCl__1,-5.2811608451,-1.9206750650000002
tcs__del_atoC_LiCl__2,-5.4027191615,-1.902399304
tcs__del_atoC_m9__1,-6.7960840942,-1.981809477
tcs__del_atoC_m9__2,-6.9057349444,-1.9183348850000002
tcs__del_baeR_etoh__1,-14.6593063385,-6.11972426
tcs__del_baeR_etoh__2,-14.1115170649,-6.35880519
tcs__del_baeR_lb__1,-15.8995074369,-4.057208297
