,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-3.33333360913457e-11,1.63317187476158,3.0,0.0,1.8844763054,6.0,-1.0039808706,12.0,-0.8804954349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.04216777093333335,1.1399491398654813,3.0,1.0,0.3211687432,7.0,-1.2113806875,13.0,1.0167152571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.38266002886666667,0.2893947990880172,3.0,2.0,0.6655541904000001,8.0,0.39525034540000004,14.0,0.0871755508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.5991349745333333,0.4089515652966055,3.0,3.0,0.5514944116,9.0,0.2160902104,15.0,1.0298203016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.8271607795333334,0.684380086105798,3.0,4.0,1.3525039904,10.0,1.0757493675,16.0,0.053228980700000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,2.1635202837666667,0.027729317204509104,3.0,5.0,2.1926662444,11.0,2.1374668955,17.0,2.1604277114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-7.4215161620000005,0.9793581073256648,2.0,18.0,-6.7290054031,71.0,-8.1140269209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,2.710867786833333,3.0847472523793247,3.0,19.0,5.7194016795,70.0,2.8580270343,205.0,-0.4448253533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.20749067978749997,3.8702941668476303,8.0,20.0,-6.3826080816,32.0,2.3575781082000002,55.0,2.2764482771,67.0,1.6795567923,126.0,2.3961045572,147.0,2.2572104469,203.0,2.7679121715,210.0,-5.6922768333,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,2.1880243884333335,0.7587277566757675,3.0,21.0,2.047668534,34.0,1.5092744257000001,61.0,3.0071302056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
