k,name,in_iM,gene_weight,regulator,function,category
1,UC-2,False,-0.05419861365109682,,,
7,Zinc - Steady,False,-0.01645646883174777,,,
14,UC-7,False,0.016169254127889873,,,
10,Copper,False,0.007672933386638761,,,
13,UC-6,False,-0.0059877274185419094,,,
5,Lead,False,-0.00589222255628556,,,
2,UC-3,False,-0.0039349947078153496,,,
12,Zinc - Intermediate,False,-0.0034423234577273887,,,
6,Iron,False,-0.002745197918266058,,,
3,Cadmium,False,-0.002643674276769161,,,
11,Chromium,False,0.0018455465626902878,,,
9,UC-5,False,-0.0015474467591595758,,,
4,UC-4,False,-0.0015404029842466115,,,
8,Zinc - Fast,False,-0.0009096846945089963,,,
0,UC-1,False,0.0004544276840169914,,,
