,name,x,y,cog,color,link
meta,start,0.5897693519294261,,,,
zntA,zntA,2199.0,0.008617120115086436,Unknown,#1e90ff,
rpoS,rpoS,993.0,-0.0032971814693883057,Unknown,#1e90ff,
rihC,rihC,915.0,0.00041009134874911977,Unknown,#1e90ff,
ypfH,ypfH,699.0,0.0006303286633919925,Unknown,#1e90ff,
alsI,alsI,450.0,0.0014246692438609895,Unknown,#1e90ff,
ygdQ,ygdQ,714.0,-0.00034623680548975246,Unknown,#1e90ff,
yabP,yabP,579.0,0.0014693370717577634,Unknown,#1e90ff,
ypfJ,ypfJ,864.0,-0.00045110156177543116,Unknown,#1e90ff,
talB,talB,954.0,-0.00042011087294667964,Unknown,#1e90ff,
yqeI,yqeI,810.0,-0.0007219853601418435,Unknown,#1e90ff,
yabI,yabI,765.0,-0.00023939187769428827,Unknown,#1e90ff,
hda,hda,702.0,0.000171231587883085,Unknown,#1e90ff,
talA,talA,951.0,0.0016211831418331713,Unknown,#1e90ff,
ygeH,ygeH,1377.0,-0.001954730011057109,Unknown,#1e90ff,
ilvI,ilvI,1725.0,-0.0004949188471073285,Unknown,#1e90ff,
yfgB,yfgB,384.0,0.00064370475593023,Unknown,#1e90ff,
pfkB,pfkB,930.0,0.0013854298123624177,Unknown,#1e90ff,
ygeY,ygeY,1212.0,-0.0007326556363841519,Unknown,#1e90ff,
secM,secM,513.0,-0.0028276198357343675,Unknown,#1e90ff,
iscS,iscS,1215.0,-0.0002892902787425555,Unknown,#1e90ff,
setB,setB,1182.0,-0.003811950765084475,Unknown,#1e90ff,
ygiL,ygiL,552.0,-0.0021857223007828,Unknown,#1e90ff,
yacL,yacL,363.0,-0.000976728170644492,Unknown,#1e90ff,
iscR,iscR,489.0,0.0022052170569077136,Unknown,#1e90ff,
crp,crp,633.0,0.0004995227372273801,Unknown,#1e90ff,
eaeH,eaeH,872.0,-0.0018685403466224672,Unknown,#1e90ff,
proB,proB,1104.0,-0.0021883037989027803,Unknown,#1e90ff,
yfjL,yfjL,1617.0,0.003877303653862328,Unknown,#1e90ff,
pdhR,pdhR,765.0,-0.0021225760364905,Unknown,#1e90ff,
ykgD,ykgD,284.0,-0.0020168363698758185,Unknown,#1e90ff,
aroL,aroL,525.0,-0.00610077959485352,Unknown,#1e90ff,
ydaQ,ydaQ,216.0,-0.001257740476867184,Unknown,#1e90ff,
pykF,pykF,1413.0,8.841454524372239e-05,Unknown,#1e90ff,
gsk,gsk,1305.0,0.00029523350938688965,Unknown,#1e90ff,
serC,serC,1089.0,0.000794166504056193,Unknown,#1e90ff,
yohC,yohC,588.0,0.0034157196409069003,Unknown,#1e90ff,
sdhC,sdhC,390.0,0.0012217223655898125,Unknown,#1e90ff,
smtA,smtA,786.0,-0.0013543631124775858,Unknown,#1e90ff,
cysB,cysB,975.0,0.0016802226135041564,Unknown,#1e90ff,
csgC,csgC,333.0,-0.002090937299653888,Unknown,#1e90ff,
mngR,mngR,723.0,-0.0008203104097628966,Unknown,#1e90ff,
amiA,amiA,870.0,0.0016041815152857454,Unknown,#1e90ff,
aroH,aroH,1047.0,-0.0024622172024101018,Unknown,#1e90ff,
mviN,mviN,511.0,0.004039337662979961,Unknown,#1e90ff,
tktA,tktA,1992.0,-0.0004651229549199343,Unknown,#1e90ff,
slp,slp,567.0,-0.0005821202794322744,Unknown,#1e90ff,
ycjL,ycjL,258.0,0.0011225813371129334,Unknown,#1e90ff,
ycgM,ycgM,660.0,0.0007082012930186466,Unknown,#1e90ff,
nuoM,nuoM,1530.0,0.001785079094115645,Unknown,#1e90ff,
rfaD,rfaD,310.0,0.001083147454774007,Unknown,#1e90ff,
ycjX,ycjX,1398.0,0.0006134408595971764,Unknown,#1e90ff,
ycjM,ycjM,1680.0,0.001626987608615309,Unknown,#1e90ff,
insB_4,insB_4,167.0,0.002570745127741248,Unknown,#1e90ff,
murC,murC,1476.0,0.0006508888304233553,Unknown,#1e90ff,
yncE,yncE,1062.0,0.0027883499022573234,Unknown,#1e90ff,
ycbR,ycbR,699.0,5.1943119324278086e-05,Unknown,#1e90ff,
hydN,hydN,528.0,-0.0012511100503616035,Unknown,#1e90ff,
mrcB,mrcB,2535.0,0.005894059352576733,Unknown,#1e90ff,
yneJ,yneJ,882.0,-0.0005608043598476797,Unknown,#1e90ff,
ycbB,ycbB,615.0,0.0016135170403867962,Unknown,#1e90ff,
hycB,hycB,612.0,0.001652175486087799,Unknown,#1e90ff,
fhuA,fhuA,2244.0,0.004661248819902539,Unknown,#1e90ff,
ydiQ,ydiQ,765.0,-0.0011310138693079353,Unknown,#1e90ff,
hemG,hemG,546.0,0.002059787889011204,Unknown,#1e90ff,
cueO,cueO,1551.0,0.0002609613351523876,Unknown,#1e90ff,
rpoH,rpoH,855.0,-0.0002749647686141543,Unknown,#1e90ff,
b4285,b4285,1041.0,0.0019499635987449441,Unknown,#1e90ff,
cusC,cusC,1374.0,0.00014452655625063926,Unknown,#1e90ff,
nac,nac,918.0,7.721662477706559e-05,Unknown,#1e90ff,
yiaT,yiaT,741.0,0.00029510039166780183,Unknown,#1e90ff,
wrbA,wrbA,597.0,0.0041468610242009155,Unknown,#1e90ff,
ybdR,ybdR,1239.0,0.0004926650592824443,Unknown,#1e90ff,
yidK,yidK,1716.0,-0.0012793852970935404,Unknown,#1e90ff,
appA,appA,1299.0,-0.0010702016507275402,Unknown,#1e90ff,
ybeR,ybeR,708.0,0.003214856781996786,Unknown,#1e90ff,
rsuA,rsuA,696.0,0.0002525900740874931,Unknown,#1e90ff,
yidR,yidR,1248.0,-0.001200194279663265,Unknown,#1e90ff,
phoH,phoH,1065.0,-0.0008320866897702217,Unknown,#1e90ff,
ybeU,ybeU,708.0,0.00010925311733444688,Unknown,#1e90ff,
yfiC,yfiC,735.0,0.00017498332803370431,Unknown,#1e90ff,
yidH,yidH,348.0,0.0012015340372454374,Unknown,#1e90ff,
ycjY,ycjY,921.0,0.0010321840341202917,Unknown,#1e90ff,
ubiF,ubiF,1176.0,-0.0009519269858719779,Unknown,#1e90ff,
yagY,yagY,669.0,-0.0009119733050465584,Unknown,#1e90ff,
yajG,yajG,579.0,0.0010143595840781928,Unknown,#1e90ff,
fepA,fepA,2241.0,0.007812566445209088,Unknown,#1e90ff,
ybhE,ybhE,993.0,0.00022965223717619663,Unknown,#1e90ff,
yagZ,yagZ,585.0,-0.0011428118078038096,Unknown,#1e90ff,
mlc,mlc,1221.0,-0.00034333730640355496,Unknown,#1e90ff,
narX,narX,1797.0,-0.0012292911973781884,Unknown,#1e90ff,
