locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1599,0.380457769274741,mdtI,multidrug/spermidine efflux pump membrane subunit MdtI,Inorganic ion transport and metabolism,"RpoD,ppGpp,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=G6857
b1600,0.3209152449179374,mdtJ,multidrug/spermidine efflux pump membrane subunit MdtJ,Inorganic ion transport and metabolism,"RpoD,ppGpp,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=G6858
