,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,-5.245803791353865e-15,0.2889659038120419,2.0,0.0,-0.2043297501171997,1.0,0.2043297501171892,,,,,,,,
1,fur__wt_dpd,-4.822011421337958,0.22652951121760861,2.0,2.0,-4.982191974858804,3.0,-4.661830867817113,,,,,,,,
2,fur__wt_fe,-1.0753025470415105,0.0006767600130902468,2.0,4.0,-1.0757810886360024,5.0,-1.0748240054470184,,,,,,,,
3,fur__delfur_dpd,-3.0484133823375084,0.41962926267889167,2.0,6.0,-3.3451360795620637,7.0,-2.751690685112953,,,,,,,,
4,fur__delfur_fe2,-1.042279302709398,0.4540894065865362,2.0,8.0,-1.363369001371713,9.0,-0.7211896040470829,,,,,,,,
5,acid__wt_ph5,-2.157839774148435,0.4127848758373639,2.0,10.0,-1.8659567892725883,11.0,-2.4497227590242825,,,,,,,,
6,acid__delgadx_ph5,-2.723542521889089,,1.0,12.0,-2.723542521889089,,,,,,,,,,
7,acid__delgadw_ph5,-2.0710127726401777,0.25774889534520606,2.0,13.0,-1.8887567808982408,14.0,-2.2532687643821148,,,,,,,,
8,acid__delgade_ph5,-2.3873195076105835,0.09815706995446115,2.0,15.0,-2.317911977824382,16.0,-2.4567270373967856,,,,,,,,
9,oxidative__wt_pq,-5.930468818641581,0.7102296818573609,2.0,17.0,-6.432677042882885,18.0,-5.428260594400276,,,,,,,,
10,oxidative__deloxyr_pq,-3.4854321109808204,0.2833495050605123,2.0,19.0,-3.685790467454961,20.0,-3.2850737545066804,,,,,,,,
11,oxidative__delsoxr_pq,-6.227549397729271,0.5584878175335442,2.0,21.0,-5.832638874741226,22.0,-6.622459920717315,,,,,,,,
12,oxidative__delsoxs_pq,-7.379718990658372,0.14409405050337348,2.0,23.0,-7.277829110418799,24.0,-7.481608870897944,,,,,,,,
13,nac_ntrc__wt_csn,-2.726746413685511,0.5165340537451577,2.0,25.0,-3.091991145802489,26.0,-2.3615016815685337,,,,,,,,
14,nac_ntrc__wt_cytd,-1.282627813316073,0.3849482242392636,2.0,27.0,-1.01042831355077,28.0,-1.554827313081376,,,,,,,,
15,nac_ntrc__wt_gln,-4.785147979097312,0.005811302539108145,2.0,29.0,-4.789257190530242,30.0,-4.781038767664382,,,,,,,,
