,BSU26940
M9exp_1,10.0648
M9exp_2,9.723
M9exp_3,9.4364
M9tran_1,9.7601
M9tran_2,9.9281
M9tran_3,9.7486
M9stat_1,9.0957
M9stat_2,9.3088
M9stat_3,9.0473
MG-0.1_1,9.6365
MG-0.1_2,9.0761
MG-0.1_3,10.1432
MG-0.2_2,9.2612
MG-0.2_3,10.0384
MG+5_1,9.7874
MG+5_2,9.3762
MG+5_3,9.7638
MG+10_1,9.9085
MG+10_2,9.6692
MG+10_3,9.3473
MG+15_1,9.3464
MG+15_2,10.4611
MG+15_3,10.0119
MG+25_1,9.7507
MG+25_2,9.4413
MG+25_3,9.9137
MG+45_1,9.8995
MG+45_2,8.9611
MG+45_3,9.974
MG+60_2,9.5488
MG+60_3,9.5716
MG+90_2,9.0109
MG+90_3,9.8036
MG+120_1,8.9594
MG+120_2,9.8852
MG+120_3,9.6102
MG+150_1,9.6548
MG+150_3,9.7361
GM-0.1_1,9.4211
GM-0.1_2,9.5248
GM-0.1_3,9.7626
GM-0.2_1,9.4819
GM-0.2_2,9.902
GM-0.2_3,9.5087
GM+5_1,9.5148
GM+5_2,9.3577
GM+5_3,9.5322
GM+10_2,9.324
GM+10_3,8.5326
GM+15_1,9.5705
GM+15_2,9.4807
GM+15_3,9.4807
GM+25_1,9.8798
GM+25_2,9.7031
GM+25_3,9.5228
GM+45_1,9.9084
GM+45_2,8.8365
GM+45_3,9.1066
GM+60_1,9.7162
GM+60_2,9.1953
GM+60_3,9.3263
GM+90_1,9.8317
GM+90_2,9.6929
GM+90_3,9.6419
GM+120_1,9.0425
GM+120_3,9.7423
GM+150_1,9.6347
GM+150_2,9.9617
GM+150_3,9.5617
BT_1,9.5379
BT_2,9.4151
B36_1,10.1233
B36_2,9.9465
B60_1,10.2003
B60_2,10.1995
S0_1,9.7863
S0_2,9.8818
S0_3,10.1927
S1_1,10.0291
S1_2,9.7465
S1_3,10.0232
S2_1,9.9328
S2_2,9.8582
S2_3,10.1889
S3_1,9.815
S3_2,9.6677
S4_1,10.1364
S4_2,9.9443
S4_3,9.9197
S5_1,9.9337
S5_2,10.1966
S5_3,10.2623
S6_1,9.7976
S6_2,8.3125
S6_3,9.8348
S6/t_1,10.1555
S6/t_2,8.0107
S6_4,9.7597
S6_5,9.9078
S6_6,10.0257
S7_4,10.4696
S7_5,10.5764
S7_6,10.6749
S8_4,10.1527
S8_5,10.3112
G135_1,8.4064
G135_3,7.6182
G150_1,8.1536
G150_2,8.09
G150_3,7.9665
G180_1,8.113999999999999
G180_2,8.1393
G180_3,7.608
T-5.40H_1,9.9067
T-4.40H_1,9.5994
T-3.40H_1,9.7581
T-2.40H_1,9.4786
T-1.40H_1,9.2984
T-1.10H_1,9.5478
T-0.40H_1,9.5001
T0.0H_1,9.4156
T0.30H_1,10.0359
T1.0H_1,9.5541
T1.30H_1,9.5088
T2.0H_1,9.2263
T2.30H_1,9.6339
T3.0H_1,9.3216
T3.30H_1,9.6068
T4.0H_1,9.417
T5.0H_1,8.9248
LBexp_1,8.8114
LBexp_2,9.564
LBexp_3,9.5304
LBtran_1,10.34
LBtran_2,10.2013
LBtran_3,10.4506
LBstat_1,10.7072
LBstat_2,10.2975
LBstat_3,9.9547
LBGexp_1,8.4169
LBGexp_2,8.8949
LBGexp_3,8.8845
LBGtran_2,10.4426
LBGtran_3,10.2638
LBGstat_1,10.9867
LBGstat_2,9.9622
LBGstat_3,10.7797
Mt0_1,9.2066
Mt0_3,9.0232
M0t45_1,10.229
M0t45_2,9.8033
M0t45_3,10.6328
M0t90_1,10.1903
M0t90_2,11.1357
M0t90_3,10.3459
M40t45_1,10.9586
M40t45_2,12.1822
M40t45_3,11.5239
M40t90_1,12.6136
M40t90_2,13.3573
M40t90_3,13.1145
dia0_1,9.3213
dia0_2,9.6485
dia0_3,9.6436
dia5_1,9.614
dia5_2,9.4192
dia5_3,9.0897
dia15_1,8.7792
dia15_2,9.0836
dia15_3,9.0846
C30_1,9.0361
C30_2,8.9392
C90_1,9.1923
C90_2,8.9789
SMM_1,9.7643
SMM_2,9.606
SMM_3,9.641
Salt_1,9.1013
Salt_2,9.0259
Salt_3,9.1997
M+G_1,9.9077
M+G_2,9.3346
M+G_3,9.4412
Glu_1,9.652
Glu_2,9.4474
Glu_3,9.762
Fru_1,9.4285
Fru_2,9.8832
Fru_3,9.4197
Mal_1,9.5399
Mal_2,9.291
Mal_3,9.766
G+S_2,9.5314
G+S_3,9.8606
Pyr_1,9.3901
Pyr_2,9.5559
Pyr_3,9.5743
Gly_1,8.843
Gly_2,9.6298
Gly_3,8.8845
Glucon_1,9.3071
Glucon_2,9.5966
Glucon_3,8.6829
BI_1,9.9309
BI_2,10.4237
BC_2,10.018
BC/t_1,9.5765
BC/t_2,10.2275
BC_1,9.729
Sw_1,9.3481
Sw_2,9.6903
BMM_1,9.1303
BMM_2,8.9139
BMM_3,9.1232
