,-0.15604135197385163,-0.11703101398038873,-0.07802067598692583,-0.03901033799346293,-2.7755575615628914e-17,0.039010337993462874,0.07802067598692577,0.1170310139803887,0.15604135197385158,0.19505168996731445,0.23406202796077738,0.27307236595424034,0.3120827039477032,0.3510930419411661,0.39010337993462907,0.42911371792809194,0.4681240559215548,0.5071343939150177,0.5461447319084806,0.5851550699019435
thresh,-0.09752584498365727,0.09752584498365727,2,,,,,,,,,,,,,,,,,
unreg,2,0,1,150,3902,146,3,1,0,0,0,0,0,0,0,0,0,0,0,0
sdhX,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
unreg_genes,['yedE' 'yedF'],[],[],[],[],[],[],['fdnH'],[],[],[],[],[],[],[],[],[],[],[],[]
sdhX_genes,[],[],[],['ackA'],[],['katG'],[],[],['fdhE'],[],[],['fdoG'],[],['fdoI'],[],['fdoH'],[],[],[],[]
