,Value,list
TF,lrp,
reg_genes,200,"['astA' 'ompT' 'uspE' 'serA' 'aspA' 'dppD' 'napD' 'cadA' 'ybhN' 'ppx'
 'gltF' 'dppF' 'ilvE' 'radA' 'yojI' 'ecpR' 'leuB' 'brnQ' 'mtr' 'yjbQ'
 'fimE' 'argO' 'fimH' 'fadJ' 'folM' 'mqo' 'lrp' 'serB' 'fimD' 'yfcZ'
 'nusB' 'dhaM' 'fimF' 'aroA' 'ribE' 'ftsZ' 'leuD' 'hdeB' 'aroG' 'gabT'
 'gltD' 'proY' 'ftsA' 'fimA' 'napB' 'napC' 'fimI' 'napF' 'fimC' 'potH'
 'lolC' 'yeeD' 'cadB' 'ytfK' 'cycA' 'ompC' 'astC' 'dppB' 'ycaM' 'potI'
 'ftsQ' 'yeeE' 'artM' 'lolD' 'gcvP' 'adhE' 'yeiL' 'csiE' 'dppC' 'yciN'
 'leuC' 'lrhA' 'purM' 'dcuB' 'ykgF' 'astB' 'astE' 'ilvN' 'artP' 'aspC'
 'yciT' 'ilvL' 'alaA' 'ykgE' 'patA' 'tdcE' 'thrC' 'yhhW' 'tdcC' 'ilvM'
 'fumB' 'lysP' 'ilvB' 'ivbL' 'yceB' 'clsB' 'metK' 'yehQ' 'dppA' 'aceK'
 'aidB' 'thrA' 'leuA' 'purN' 'malT' 'csiD' 'potG' 'tdcF' 'dhaK' 'lolE'
 'ybgS' 'ilvA' 'ybjS' 'tdcB' 'uraA' 'lhgO' 'yfcC' 'tdcD' 'serC' 'gcvH'
 'fimG' 'yehL' 'osmY' 'napH' 'yhiD' 'ydeN' 'fadI' 'dhaL' 'gltB' 'hdeA'
 'artI' 'yehM' 'ilvD' 'pepD' 'yjeM' 'yffR' 'ansB' 'tdcA' 'ybhP' 'napG'
 'astD' 'nagK' 'thrB' 'gabP' 'aceA' 'ykgG' 'avtA' 'yodC' 'yhcN' 'gabD'
 'mepS' 'yehP' 'napA' 'yqeF' 'gcvT' 'artQ' 'upp' 'ybiJ' 'aceB' 'htrE'
 'osmC' 'tyrP' 'dcuA' 'tyrR' 'fau' 'yjiC' 'potF' 'tdcG']"
comp_genes,37,['metE' 'ilvC' 'ydeE' 'ddlA' 'yqeG']
both_genes,32,"['ilvI' 'sdaB' 'leuE' 'ydgI' 'dadX' 'stpA' 'yjbJ' 'oppF' 'livM' 'livG'
 'ilvH' 'sdaA' 'dadA' 'livJ' 'kbl' 'oppD' 'dtpB' 'livH' 'dtpA' 'yhjE'
 'oppC' 'alaE' 'tdh' 'sdaC' 'livF' 'oppB' 'emrD' 'lysU' 'sstT' 'oppA'
 'eco' 'livK']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,108,
comp_ops,25,
both_ops,20,
