,-0.022129308331526803,-0.007376436110508934,0.0073764361105089354,0.022129308331526803,0.03688218055254468,0.051635052773562534,0.0663879249945804,0.08114079721559828,0.09589366943661615,0.110646541657634,0.1253994138786519,0.14015228609966976,0.15490515832068763,0.1696580305417055,0.18441090276272337,0.19916377498374124,0.2139166472047591,0.22866951942577698,0.24342239164679483,0.2581752638678127
thresh,-0.02950574444203574,0.02950574444203574,2,,,,,,,,,,,,,,,,,
unreg,3,3032,1242,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
YonO,1,3,0,0,2,0,0,2,0,2,3,3,4,9,9,3,0,0,0,0
unreg_genes,[],[],[],[],['hupN' 'yozZ'],[],[],[],['BSU_21058'],[],['yonO'],[],[],[],[],[],[],[],[],[]
YonO_genes,['yonI'],['yomL' 'youB' 'yozP'],[],[],['yomK' 'yomJ'],[],[],['bhlA' 'bhlB'],[],['yomG' 'yomH'],['BSU_21409' 'cwlP' 'yonK'],['blyA' 'yomF' 'yomD'],['yonG' 'yomE' 'yonF' 'yomO'],['yomN' 'yomM' 'yomP' 'yomQ' 'yomY' 'yomR' 'yomS' 'yomX' 'yomZ'],['yonJ' 'yonE' 'yomW' 'yonA' 'yomV' 'youA' 'yonC' 'yonB' 'yomT'],['yonD' 'yonH' 'yomU'],[],[],[],[]
