,-0.2616996863167913,-0.21808307193065943,-0.17446645754452755,-0.13084984315839568,-0.0872332287722638,-0.04361661438613193,-5.551115123125783e-17,0.04361661438613185,0.0872332287722637,0.13084984315839554,0.17446645754452744,0.21808307193065934,0.2616996863167912,0.30531630070292304,0.348932915089055,0.39254952947518684,0.4361661438613187,0.47978275824745054,0.5233993726335824,0.5670159870197143
thresh,-0.2835079935098572,0.2835079935098572,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,141,5256,162,4,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PP_1864'],[],[]
