,-0.09985685795434736,-0.07489264346576052,-0.049928428977173686,-0.02496421448858685,-1.3877787807814457e-17,0.024964214488586822,0.04992842897717366,0.07489264346576051,0.09985685795434733,0.12482107244293415,0.149785286931521,0.17474950142010787,0.1997137159086947,0.2246779303972815,0.2496421448858684,0.2746063593744552,0.29957057386304203,0.32453478835162886,0.3494990028402157,0.37446321732880256
thresh,-0.11233896519864078,0.11233896519864078,2,,,,,,,,,,,,,,,,,
unreg,0,0,2,215,5131,202,1,2,0,0,1,0,2,0,0,0,0,0,0,0
PtxS,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['gnuK'],[],['PP_3418' 'gntT'],[],[],[],[],[],[],[]
PtxS_genes,[],[],[],[],[],[],[],[],[],[],['ptxS'],[],['PP_3383'],['PP_3382'],['PP_3384'],[],['ptxD'],['kguE' 'kguT' 'kguK'],[],[]
