,SP5448_01340
SRX1726505,-0.0187120529
SRX1726506,0.1186535548
SRX1726507,-0.09994150190000001
SRX1726508,-0.2015823512
SRX1726509,-0.1597630994
SRX1726510,0.0202122786
SRX1726511,-0.8438193121
SRX1726512,-0.7943478203000001
SRX1726513,-0.4365857098
SRX1081650,0.24396490650000002
SRX1081651,0.080402216
SRX1081652,-0.1631727749
SRX1081653,0.0967878918
SRX1081654,-0.081282594
SRX1081655,0.1852367789
SRX1081656,0.0857674873
SRX1081657,-0.38835840260000004
SRX1081658,-0.2996840212
SRX1081659,0.2692085258
SRX1081660,0.5858035082
SRX1081661,-0.5701620142
SRX1081662,-0.198632374
SRX1081663,-0.042562359
SRX1081664,-0.0132260044
SRX1081665,0.047588327300000004
SRX1081666,0.153020936
SRX1081668,0.2040965882
SRX1081669,0.1452210544
SRX1081670,-0.1752523447
SRX1081671,-0.1647653315
SRX1081672,-0.06733167400000001
SRX1081673,0.011469094800000001
SRX1081674,0.1323661442
SRX1081675,0.2321487482
SRX1081676,0.265634535
SRX1081677,0.1870823088
SRX1081678,-0.1135609269
SRX1081679,0.2005519849
SRX1081680,-0.1164448641
SRX1081681,-0.0542410143
SRX1081682,-0.0060941171
SRX1081683,0.0841641318
SRX1081684,0.2445107001
SRX1081685,-0.0826520726
SRX1081686,0.1434622969
SRX1081687,0.12490669200000001
SRX1081688,-0.7059875107
SRX1081689,0.1082175519
SRX1081690,-0.102807746
SRX1081691,-0.0142423956
SRX1081692,-0.1881402009
SRX1962715,-0.0382845507
SRX1962716,0.0587883753
SRX1962717,-0.0205038246
SRX1962718,-0.22357587610000001
SRX1962719,-0.4967855223
SRX1962720,-0.4993502395
SRX1962721,-0.1639562037
SRX4892146,-0.0863801845
SRX4892147,0.0592454475
SRX4892148,0.014890387900000001
SRX4892149,0.012244349100000001
SRX4892150,-0.33058878210000003
SRX4892151,-0.0681385755
SRX4892152,-0.2303342934
SRX4892153,-0.2580708611
SRX4892154,-0.1405251673
SRX4892155,-0.1218699035
SRX4892156,-0.1278072116
SRX4892157,-0.1049738312
SRX4892158,0.2557113251
SRX4892159,0.18861335440000002
SRX4892160,0.28585201920000003
SRX4892161,0.2767974892
SRX7620814,-0.1361733967
SRX7620815,-0.12952910110000002
SRX7620816,-0.0937582117
SRX7620817,0.3104893379
SRX7620818,0.3076743953
SRX7620819,0.1770459967
SRX7620856,0.0308366362
SRX7620857,0.3052924791
SRX7620858,0.1654886112
SRX7620859,0.27883246440000004
SRX7620860,-0.037953558000000005
SRX7620861,0.2370030578
SRX7620862,0.07605967570000001
SRX7620863,0.5660200167
SRX7620864,0.0191814057
SRX7620865,0.6459804758000001
SRX7620866,0.26421962800000004
SRX7620867,0.25136424020000003
SRX2161502,0.1583312691
SRX2161503,-0.0536136417
SRX2161504,-0.10471762750000001
SRX2161505,0.3962304907
SRX2161506,0.3513317374
SRX2161507,0.13658478670000002
SRX2161508,0.3737222069
SRX2161509,0.037234864900000005
SRX2161510,0.4173146608
SRX2161511,0.3076578514
SRX2161512,0.2121418307
SRX2161513,0.2128235011
SRX2161514,0.5449290066
SRX2161515,0.4987455685
SRX2161516,0.4723116746
SRX2161517,0.5199914808
SRX2161518,0.5152946686000001
SRX2161519,0.3486198714
SRX2161520,0.4169147568
SRX2161521,0.4807847719
SRX2161522,0.48111034
SRX2161523,0.8425388933
SRX2161524,0.8358708784000001
SRX2161525,0.6907414434
