,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.8864854393846187,2.0,0.0,-0.626839865612,1.0,0.626839865612,,,,,,,,
1,fur__wt_dpd,-15.1492837449,0.633544647738027,2.0,2.0,-14.701300028299999,3.0,-15.597267461500001,,,,,,,,
2,fur__wt_fe,1.0043110652045,0.2239325080574018,2.0,4.0,0.845966870229,5.0,1.16265526018,,,,,,,,
3,fur__delfur_dpd,-13.234138547899999,0.39109278408552345,2.0,6.0,-13.5106829076,7.0,-12.9575941882,,,,,,,,
4,fur__delfur_fe2,-13.20524074935,0.1544539370231092,2.0,8.0,-13.0960253231,9.0,-13.3144561756,,,,,,,,
5,acid__wt_ph5,-0.10746141380964999,0.06197355966069994,2.0,10.0,-0.0636394895193,11.0,-0.1512833381,,,,,,,,
6,acid__delgadx_ph5,-0.15379786144500002,0.984267195630793,2.0,12.0,-0.849779869975,13.0,0.542184147085,,,,,,,,
7,acid__delgadw_ph5,-0.275378767466,0.15307560872824397,2.0,14.0,-0.1671379665,15.0,-0.38361956843199996,,,,,,,,
8,acid__delgade_ph5,-0.13011744970645,0.08575488726440686,2.0,16.0,-0.190755312011,17.0,-0.0694795874019,,,,,,,,
9,oxidative__wt_pq,-19.09319232355,0.06528089275645323,2.0,18.0,-19.0470317616,19.0,-19.1393528855,,,,,,,,
10,oxidative__deloxyr_pq,-11.5760332983,0.27952841728985484,2.0,20.0,-11.378376858900001,21.0,-11.7736897377,,,,,,,,
11,oxidative__delsoxr_pq,-20.548030421550003,0.33828413036657734,2.0,22.0,-20.787233424100002,23.0,-20.308827419,,,,,,,,
12,oxidative__delsoxs_pq,-21.747154103249997,0.19125177646164165,2.0,24.0,-21.8823895313,25.0,-21.6119186752,,,,,,,,
13,nac_ntrc__wt_csn,-3.8291644237550004,0.13044948094008574,2.0,26.0,-3.7369227111800005,27.0,-3.9214061363300003,,,,,,,,
14,nac_ntrc__wt_cytd,1.002016624641,0.20797425037026043,2.0,28.0,1.14907662739,29.0,0.854956621892,,,,,,,,
15,nac_ntrc__wt_gln,-1.182542472308,0.5045351715950809,2.0,30.0,-1.5393027134900001,31.0,-0.825782231126,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-3.9695482511049995,0.36436203528223415,2.0,32.0,-4.227191117059999,33.0,-3.7119053851499997,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.20300414442499998,1.0058352236709267,2.0,34.0,-0.508228762989,35.0,0.914237051839,,,,,,,,
