,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.33333360913457e-11,0.8321652137650122,3.0,0.0,-0.601402164,1.0,-0.3483255128,2.0,0.9497276769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,2.8204596050666666,3.5360563681655317,3.0,3.0,4.599860474,4.0,5.1133672284,5.0,-1.2518488872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,2.844252663566667,1.0115700485595047,3.0,6.0,2.0508522596,7.0,2.4985508098,8.0,3.9833549213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.7617439092291426e-12,3.0816453290392225,21.0,9.0,1.2467298812,10.0,2.5998077351999997,11.0,-3.8937337109,12.0,3.2435332329,13.0,0.1580514831,14.0,-5.29410438,15.0,0.39924992070000004,16.0,-1.781800122,17.0,-6.7125237213,18.0,6.1035134197,19.0,3.5385248904999997,20.0,1.6859179224,21.0,-0.638367038,22.0,-2.9806166197,23.0,-0.5327480259,24.0,3.6775169796,25.0,-0.2971974214,26.0,0.15942705910000002,27.0,1.1959276254,28.0,-1.4230109221,29.0,-0.4540981884
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-5.6104271326666675,1.358815925924868,21.0,30.0,-7.49307806,31.0,-4.614473761,32.0,-3.6869618495000003,33.0,-4.9841888691000005,34.0,-2.7759068034,35.0,-5.9981589244,36.0,-5.3719044348,37.0,-3.948591137,38.0,-5.4168944144,39.0,-5.3364712124,40.0,-6.4086919434,41.0,-6.0066880662,42.0,-5.7005234643,43.0,-5.9779443199,44.0,-4.4269511166,45.0,-5.5392748292,46.0,-5.319373666,47.0,-5.4650900811,48.0,-7.346745849,49.0,-7.6167557155,50.0,-8.3843012688
5,WT_vs_Del_ccpA__THY_None_WT_exponential,2.3129646346357427e-18,0.15905025782611162,3.0,51.0,0.1758226534,52.0,-0.1338654389,53.0,-0.0419572145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.429525130425,0.3582241740866765,4.0,54.0,-0.4707383479,55.0,-0.3652179794,56.0,-0.0058290198,57.0,-0.8763151746000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.5000002068509275e-11,1.121794925930859,4.0,58.0,-1.5414389629,59.0,-0.0943120492,60.0,0.6558538378000001,61.0,0.9798971742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,6.3226265037500005,0.7566638618980297,4.0,62.0,6.3315739404,63.0,5.3077144305,64.0,6.5243517876,65.0,7.1268658565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,3.01047245625,1.5891841071238182,4.0,66.0,3.061161326,67.0,0.748686089,68.0,4.0329688881,69.0,4.1990735219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
