,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,1.5964129498500002,2.8485553040177742,4.0,70.0,4.525378804,71.0,3.5528232087,72.0,-0.8077393979,73.0,-0.8848108154000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,9.25185853854297e-18,0.33241455635310574,6.0,74.0,-0.35613503220000003,75.0,-0.3392277275,76.0,-0.1238629532,86.0,0.19434151160000002,88.0,0.1360352027,90.0,0.48884899860000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,3.5137202022166663,3.3409693734396497,6.0,77.0,6.4862622984,78.0,6.5394779793,79.0,6.5896160494,87.0,1.2386032593,89.0,0.29875688710000003,91.0,-0.0703952602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.4216370369666667,0.38608219307209674,3.0,80.0,-0.8633514493000001,82.0,-0.252988482,84.0,-0.1485711796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,9.947817806766666,0.600510700444311,3.0,81.0,9.6120410191,83.0,9.5902982039,85.0,10.6411141973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,1.7562872303501162,3.0,92.0,0.8771286222,93.0,-2.0220821893,94.0,1.1449535671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-4.164094061166667,0.45072865616967145,3.0,95.0,-4.4636345758000004,96.0,-4.3829196958,97.0,-3.6457279119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-3.2822502152,0.8931295964618077,3.0,98.0,-4.0217183304,99.0,-3.5350678872,100.0,-2.289964428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-3.3414654410333333,0.28092435667359533,3.0,101.0,-3.4555914850000002,102.0,-3.0214386787,103.0,-3.5473661594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,9.706054790233333,0.5468941975520487,3.0,104.0,9.0927925268,105.0,9.8822048486,106.0,10.1431669953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,8.002213106233333,1.1474324123034538,3.0,107.0,9.2824685586,108.0,7.0666016693,109.0,7.6575690908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,9.9756469085,1.314649869341862,3.0,110.0,9.40480759,111.0,11.4792254791,112.0,9.0429076564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,10.6926387537,0.7027248890648856,3.0,113.0,11.4641614252,114.0,10.0891922204,115.0,10.5245626155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
