,new_2736849_2736914
LBexp_1,10.2026
LBexp_2,10.5907
LBexp_3,10.4644
LBtran_1,11.4275
LBtran_2,10.8356
LBtran_3,10.8256
LBstat_1,10.8254
LBstat_2,10.7371
LBstat_3,9.9057
LBGexp_1,9.2812
LBGexp_2,10.9679
LBGexp_3,9.6561
LBGtran_2,10.0029
LBGtran_3,10.5573
LBGstat_1,9.5414
LBGstat_2,8.799900000000001
LBGstat_3,9.5837
S0_1,10.6237
S0_2,10.4195
S0_3,10.1542
S1_1,13.1969
S1_2,12.6263
S1_3,13.3762
S2_1,12.5517
S2_2,12.8202
S2_3,12.0348
S3_1,11.8357
S3_2,12.3826
S4_1,11.5275
S4_2,10.0723
S4_3,10.6283
S5_1,10.3401
S5_2,10.1972
S5_3,11.2515
S6_1,9.0813
S6_2,8.4527
S6_3,9.5572
S6/t_1,9.6796
S6/t_2,8.2184
S6_4,9.1006
S6_5,9.4887
S6_6,9.5572
S7_4,10.2211
S7_5,10.0774
S7_6,10.3329
S8_4,9.5618
S8_5,9.8928
G135_1,8.9672
G135_3,7.7782
G150_1,8.701
G150_2,8.8217
G150_3,8.7443
G180_1,8.9314
G180_2,9.3632
G180_3,8.2005
C30_1,10.0088
C30_2,9.7815
C90_1,12.6282
C90_2,12.2708
BI_1,11.501
BI_2,11.1071
BC_2,13.1435
BC/t_1,11.9122
BC/t_2,12.737400000000001
BC_1,12.5297
Sw_1,10.7515
Sw_2,11.719
BT_1,11.2427
BT_2,10.4772
B36_1,10.2339
B36_2,10.325
B60_1,10.7506
B60_2,11.2899
M9exp_1,11.6732
M9exp_2,11.6329
M9exp_3,11.0111
M9tran_1,11.3534
M9tran_2,11.1538
M9tran_3,11.8361
M9stat_1,9.854
M9stat_2,9.6628
M9stat_3,9.7097
M+G_1,10.7389
M+G_2,10.8499
M+G_3,10.837
Glu_1,12.0451
Glu_2,11.1587
Glu_3,11.3259
Fru_1,11.0204
Fru_2,11.3933
Fru_3,11.0214
Mal_1,10.1275
Mal_2,10.5131
Mal_3,10.8967
G+S_2,11.6702
G+S_3,11.6608
Pyr_1,11.3693
Pyr_2,10.9566
Pyr_3,10.9594
Gly_1,9.941
Gly_2,10.4243
Gly_3,9.0762
Glucon_1,11.0553
Glucon_2,11.0688
Glucon_3,8.6585
aero_1,11.1597
aero_2,9.8097
aero_3,10.7142
nit_1,10.5629
nit_2,10.9328
nit_3,10.7981
ferm_1,10.6351
ferm_2,10.0856
ferm_3,10.3826
T-5.40H_1,12.4811
T-4.40H_1,11.9442
T-3.40H_1,12.0716
T-2.40H_1,11.7218
T-1.40H_1,11.9526
T-1.10H_1,11.855
T-0.40H_1,11.2617
T0.0H_1,11.6253
T0.30H_1,10.3872
T1.0H_1,10.1569
T1.30H_1,10.5288
T2.0H_1,10.3781
T2.30H_1,11.4079
T3.0H_1,11.0983
T3.30H_1,11.5194
T4.0H_1,11.9557
T5.0H_1,11.0153
HPh_1,11.0934
HPh_2,10.1888
HPh_3,10.7031
LPh_1,10.7108
LPh_2,10.6332
LPh_3,10.4745
LPhT_1,11.2504
LPhT_2,11.6252
LPhT_3,12.0104
SMMPr_1,11.7529
SMMPr_2,12.0729
SMMPr_3,11.9172
HiTm_1,10.6848
HiTm_2,10.7387
HiTm_3,11.7153
LoTm_1,13.0967
LoTm_2,13.3045
LoTm_3,12.8521
HiOs_1,12.2833
HiOs_2,11.8719
HiOs_3,12.2455
BMM_1,11.6813
BMM_2,11.3289
BMM_3,11.4406
Heat_1,11.4194
Heat_2,10.9937
Heat_3,11.1601
Cold_1,10.3483
Cold_2,10.6031
Cold_3,9.9208
