,A,LexA
ompr__bw_delompr_nacl__2,4.963103068889988,-0.2303077949999981
minspan__wt_ade__1,5.66086117862527,0.8060344700000021
minspan__wt_glc__2,-0.2293925666377419,-0.0434012079999988
minspan__wt_glc__3,-0.085969474513443,-0.04701619999999807
minspan__wt_glc__4,-0.4657797965828423,-0.17212819699999835
minspan__wt_glc_anaero__1,-1.62636783287261,-0.1456697149999986
minspan__wt_glc_anaero__2,-1.26397833602813,0.2552931610000009
minspan__wt_trp__1,-0.1013167101702361,0.384095878000001
minspan__bw_delcra_glc__2,0.3111725776082523,0.515286930000002
minspan__bw_delcra_trp__1,-0.0956047959197836,0.4077758750000013
minspan__bw_delmntr__1,-0.4949625025538369,0.5159500850000018
minspan__bw_delnac_ade__1,3.3181863188585137,0.1815243940000011
minspan__bw_delnac_glc__1,0.3432280972849321,0.03689676000000208
cra_crp__wt_ac__1,0.4125924095593523,-0.3526748199999981
cra_crp__wt_ac__2,0.2811042681156948,-0.5218418209999989
cra_crp__wt_fru__1,1.6314466508816912,-0.04663649300000028
cra_crp__wt_fru__2,1.3688990040729283,-0.020076090999997298
cra_crp__delcra_ac__1,1.3685085783932696,0.36686785300000135
cra_crp__delcra_ac__2,1.0639188007588103,0.31038453300000146
cra_crp__delcra_fru__1,-0.0356504266981637,0.4460295920000013
cra_crp__delcra_fru__2,0.2108350118626519,0.37505429600000095
cra_crp__delcra_glc__1,0.1130260696517935,0.3854154220000012
cra_crp__delcra_glc__2,-0.2688320411698873,0.3950944610000011
rpoB__wt_031__1,0.1269322722207527,0.452737100000002
rpoB__wt_044__1,0.5687234166247523,0.2112041000000016
rpoB__wt_lb__1,-1.1899931155569972,0.11586108200000125
rpoB__wt_lb__2,-0.5127200546615847,0.10519502400000123
rpoB__rpoBE546V_031__1,-0.1082456090906287,0.32253442400000143
rpoB__rpoBE546V_044__1,-0.8084385057327291,-0.1468525439999988
rpoB__rpoBE546V_lb__1,0.2652341358037071,0.6021687110000009
rpoB__rpoBE546V_lb__2,0.649645508218433,0.5462398480000008
rpoB__rpoBE546V_glc__1,-0.325471464708933,-0.009141700999997228
rpoB__rpoBE672K_glc__1,0.9185987671609293,0.3119976030000009
rpoB__rpoBE672K_glc__2,0.90515922963818,0.3787819319999999
rpoB__rpoBE672K_lb__1,-0.8637565059918925,0.30155813800000164
rpoB__rpoBE672K_lb__2,0.1108179668615866,0.3456249410000005
crp__wt_fru__1,0.2708872240613446,0.41094120700000136
crp__wt_glyc__1,0.1276794022770879,0.29524866700000096
crp__wt_glyc__2,-0.3229869422203949,0.2805804330000017
crp__delar1_glyc__1,0.2211793263290823,0.6545104930000019
crp__delar1_glyc__2,1.335742145992532,0.7668896610000004
crp__delar1ar2_glyc__1,-0.3439603047593415,0.21722593600000106
crp__delar1ar2_glyc__2,0.0051877241905054,0.28422451700000106
crp__delar1ar2_glyc__3,0.0243219432686186,0.27583719600000034
crp__delar2_glyc__1,-0.8525779976766512,0.6777386360000008
crp__delar2_glyc__2,-0.1524531564445673,0.5294349430000009
crp__delar2_glyc__3,-0.5734082596699289,0.6318461760000016
crp__delcrp_fru__1,0.7463133526398374,0.21053245900000128
crp__delcrp_fru__2,0.4258687897736408,0.13473646100000106
crp__delcrp_fru__3,1.1945686374335442,0.16224392800000145
crp__delcrp_glc__1,0.2183107238440722,0.142282562000001
crp__delcrp_glc__2,0.8639356868102631,0.19953783199999986
crp__delcrp_glc__3,0.405582280213235,0.19661992900000147
crp__delcrp_glyc__1,0.598328079696219,0.0561212770000008
crp__delcrp_glyc__2,0.5996990348823291,-0.00044538899999935216
crp__delcrp_glyc__3,0.9739939976205738,0.11247154700000106
glu__glu_ale3__1,1.4589654336838362,2.1389953320000004
glu__glu_ale4__1,0.8954140189076734,0.5698622610000008
glu__glu_ale5__1,-0.7498075205498037,0.3368257170000009
glu__glu_ale6__1,0.5967743134207181,0.2194973210000004
glu__glu_ale8__1,1.226609997186551,1.4174744740000025
glu__glu_ale9__1,1.8671936859856928,1.265055409000002
glu__glu_ale10__1,1.0693591589755749,1.6485431770000003
42c__wt_42c__1,0.0058351934546643,0.24803977900000085
42c__42c_ale1__1,-0.4295823995376663,0.986686520000001
42c__42c_ale2__1,0.2483967286300069,0.34133721300000097
42c__42c_ale3__1,-0.7846477599550729,0.31431395400000106
42c__42c_ale4__1,1.482592253841498,0.8004228690000019
42c__42c_ale5__1,-0.5618362525243467,-0.0057495549999986295
42c__42c_ale6__1,2.839263752945487,1.4581285330000018
42c__42c_ale8__1,1.7447125511668664,1.1868339300000024
42c__42c_ale9__1,0.7652833192685119,0.20530524100000047
42c__42c_ale10__1,1.72604036652146,1.0394944420000003
ssw__wt_ac__1,-0.4074897128233413,-0.4437998939999997
ssw__wt_glc__1,-0.6065330665169869,-0.2577010409999989
ssw__wt_glyc__1,1.048992148010631,0.9559051480000011
ssw__wt_xyl__1,1.5995971396927848,1.2272512030000016
ssw__glc_ale1__1,-0.6066071138844971,0.2482715540000013
ssw__glc_ale2__1,-0.678925672513849,0.596792766000001
ssw__glc_ale3__1,-1.0331031715446093,0.966864783000002
ssw__glyc_ale1__1,0.4077197656381628,0.3196255120000009
ssw__glyc_ale2__1,-0.6197912596199088,0.7967845590000007
ssw__xyl_ale1__1,-1.8291962882018595,0.6816533880000009
ssw__xyl_ale2__1,-0.5157509823818753,0.8305360840000021
ssw__xyl_ale3__1,-1.7598513887667426,0.4430179850000009
ssw__glc_ac_ac2__1,-1.1807276254600934,1.1218338620000008
ssw__glc_ac_glc1__1,-2.724348722859141,0.4941456820000011
ssw__glc_glyc_glc__1,-0.6999151350366765,0.8444707670000007
ssw__glc_glyc_glyc__1,-1.2055778194903917,0.784991573000001
ssw__glc_xyl_glc__1,-0.2335593338316192,0.5652077470000014
ssw__glc_xyl_xyl__1,-0.7942276813817374,0.2738157570000013
ica__wt_glc__1,-1.6681115500948145,-0.10431765299999897
ica__wt_glc__2,-1.7595832812153476,-0.18973378699999888
ica__wt_glc__3,-0.9811165518455408,0.4481428770000013
ica__wt_glc__4,-1.450732464387886,0.04045279300000093
ica__arg_sbt__1,-1.7544787087263114,-0.3287925509999985
ica__arg_sbt__2,-0.8739472763270161,-0.08562073999999864
ica__cytd_rib__1,-0.4752109404034957,0.0174408520000009
ica__cytd_rib__2,-0.5036584587685421,0.1817383640000028
ica__gth__1,4.307700558464443,0.3375053570000013
ica__gth__2,3.986392333193482,0.7988606260000015
ica__leu_glcr__1,-0.8685384646270188,0.06626314400000144
ica__leu_glcr__2,-0.645192945658697,0.006092050000002125
ica__met_glc__1,-1.4115049373057564,-0.21921471199999853
ica__met_glc__2,-1.254705370318605,-0.30131531299999903
ica__no3_anaero__1,-1.2555701269539783,-0.0394810159999972
ica__no3_anaero__2,-0.6221239535149968,0.05130371800000155
ica__phe_acgam__1,-1.1295843605328906,-0.36078980899999896
ica__phe_acgam__2,-0.9768383846695768,-0.33144948199999913
ica__thm_gal__1,-1.5122804170059547,-0.1366821819999986
ica__thm_gal__2,-1.865107491411032,-0.15552551800000014
ica__tyr_glcn__1,-1.3014411220937585,-0.11842381299999882
ica__tyr_glcn__2,-1.3931548068336352,-0.0905328980000002
ica__ura_pyr__1,-1.9983968300114825,-0.08518930099999887
ica__ura_pyr__2,-1.5071197808420624,0.060517395999999835
ica__wt_glc__5,-1.2860733263169168,0.26164140599999985
ica__wt_glc__6,-1.301504997295266,0.06157135200000141
ica__bw_delpurR_cytd__1,-2.5711128844637936,0.2332574930000009
ica__bw_delpurR_cytd__2,-0.1423400665817652,0.6730555110000012
ica__ade_glc__1,-0.8325794967344463,0.5989023800000021
ica__ade_glc__2,-1.809379716194239,0.2315656730000013
ytf__wt_glc__1,-0.9642520240984837,0.2676106140000014
ytf__wt_glc__2,-1.1718705283672513,0.4672267530000012
ytf__delyafC__1,-1.6475129303915463,0.3348047460000005
ytf__delyafC__2,-1.1842028739248784,0.4487554900000008
ytf__delyeiE__1,-1.8541500330209664,0.27291347700000124
ytf__delyeiE__2,-2.121042200249609,-0.005306503999999102
ytf__delyiaJ__1,-1.5921920161695668,0.3172161220000014
ytf__delyiaJ__2,-0.6363627324930139,0.31049819100000065
ytf__delyieP__1,-1.227944019573853,0.5631742830000013
ytf__delyieP__2,-1.0149376204519691,0.4902277290000017
ytf__wt_ph5__1,-0.7535348994084146,-0.100504632999999
ytf__wt_ph5__2,-0.7894826353260871,-0.16506662799999905
ytf__wt_ph8__1,-1.1711260160056545,0.0407456770000012
ytf__wt_ph8__2,-1.0832582242273694,0.06494850400000107
ytf__delybaO__1,-1.7452681242446189,0.2517529750000014
ytf__delybaO__2,-1.3234263107630166,0.4601818810000005
ytf__delybaQ__1,-0.5150196647950744,0.004748924000001154
ytf__delybaQ__2,-0.8474448635193652,0.115198535000002
ytf__delybiH__1,-1.0714120142183452,0.631183088000002
ytf__delybiH__2,-1.0347844620854314,0.7027410500000021
ytf__delydcI_ph5__1,-0.8779751179644444,-0.13224425299999876
ytf__delydcI_ph5__2,-0.4472730853952342,-0.13330964599999895
ytf__delydcI_ph8__1,-0.4331117069240895,-0.004614649999997944
ytf__delydcI_ph8__2,-0.6027632987156593,0.12384775000000214
ytf__delyddM__1,-0.655611673673926,0.139827888000001
ytf__delyddM__2,-0.973292508483934,0.1768421110000009
ytf__delyheO__1,-1.7164304030301445,0.2746754050000009
ytf__delyheO__2,-1.7613273099026427,0.4931874740000009
fps__bw_glc__1,-0.6887364812900888,0.15204296699999986
fps__bw_glc__2,-1.088030137007395,-0.035456743000000124
fps__fps_thrA_ale1__1,-1.532902552064615,0.2494583850000014
fps__fps_thrA_ale1__2,-1.6725372002274594,0.0971320930000008
fps__fps_thrA_ale2__1,-2.051681694002081,-0.04148272900000016
fps__fps_thrA_ale2__2,-1.8544981858226224,0.11332959100000115
fps__fps_serB_ale1__1,-0.85443839447275,0.13749595800000147
fps__fps_serB_ale1__2,-0.5901081215431921,-0.08083076399999901
fps__fps_serB_ale4__1,1.4423184229420325,0.15015175699999972
fps__fps_serB_ale4__2,1.8497470412563293,0.2682775330000009
fps__fps_ptsI_ale1__1,-1.7954831997817926,-0.022523641999998567
fps__fps_ptsI_ale1__2,-1.8731790369019168,-0.14650910699999908
fps__fps_ptsI_ale3__1,-1.8010713612934446,0.06948671300000164
fps__fps_ptsI_ale3__2,-1.723305672669044,-0.005670490999999167
pal__lyx_ale2_f6__1,0.0654108937160713,0.06045156600000112
pal__lyx_ale2__1,-1.1592472156467757,0.24312846300000146
pal__lyx_ale2__2,-1.4645038587428545,0.2116930909999999
pal__lyx_ale4__1,-0.7267077783564737,0.2276037790000016
pal__lyx_ale4__2,-1.0899998598870533,0.13404231200000094
pal__5drib_ale10_f18__1,-1.6934030434277367,0.3808488100000016
pal__5drib_ale10_f18__2,-1.0098443056229698,0.31000145199999984
pal__5drib_ale10__1,1.1688229803896468,0.8258256320000008
pal__arab_ale14_f9__1,0.8487922036829539,0.7169082980000017
pal__arab_ale14_f9__2,1.7107946929231406,0.6863149680000014
pal__arab_ale14__1,4.193712593252108,0.7386038630000016
pal__arab_ale14__2,3.6098504379116263,0.7089042890000012
pal__arab_ale16__1,0.6415299385731479,0.6272867150000021
pal__arab_ale16__2,-0.1370071545913469,0.594781052000001
pal__tartr_ale26_f10__1,3.36106719495213,0.3998330670000012
pal__tartr_ale26_f10__2,3.5370549653894354,0.2961277150000017
pal__tartr_ale26__1,1.5038415874058162,0.03943659900000274
pal__tartr_ale26__2,1.127911688907073,-0.04100932899999954
pal__tartr_ale28_f10__1,2.029446547262176,-0.07659862999999856
pal__tartr_ale28_f10__2,1.1708944887285695,0.01179989300000095
pal__tartr_ale28__1,1.583429342606191,0.3533026490000015
pal__tartr_ale28__2,1.4577487999184096,0.7934804170000014
efeU__delmenFentC_citr__1,-0.7176804347053042,0.0831297769999999
efeU__delmenFentC_citr__2,-0.4995206210305855,0.3128478310000009
efeU__delmenFentC__1,0.4523644538860915,-0.2076908539999991
efeU__delmenFentC__2,0.4158987445599472,-0.2265516169999984
efeU__menFentC_ale39__1,-0.4699147901523305,0.9701786310000012
efeU__menFentC_ale39__2,-0.5839749426503726,0.9889850650000014
efeU__menFentC_ale29__1,-1.5281058594068315,1.0240644030000006
efeU__menFentC_ale29__2,-1.1856053698251998,1.1475788970000007
efeU__menFentC_ale30__1,-1.6961765058483258,0.19350118600000066
efeU__menFentC_ale30__2,-1.7829012399107484,0.20186377100000108
efeU__menFentCubiC_ale36__1,0.6369690097047744,0.02456443800000141
efeU__menFentCubiC_ale36__2,-0.1326489045683327,-0.03165420899999916
efeU__menFentCubiC_ale37__1,0.5894285457696373,0.07514300300000087
efeU__menFentCubiC_ale37__2,0.4283807065481256,0.017054834000001406
efeU__menFentCubiC_ale38__1,0.4217886505058259,0.09498068300000106
efeU__menFentCubiC_ale38__2,0.2336571926707294,0.031197782000001336
misc2__salc_glc__1,0.2536128699192392,-0.191387548999999
misc2__salc_glc__2,0.245471779724345,0.3138347010000011
misc2__dbcn_glc__1,0.1317988025966917,0.6639289660000003
misc2__dbcn_glc__2,-0.7604468322357179,0.6736741510000002
misc2__tyr_glc__1,-0.5178490528032231,0.187107923000001
misc2__tyr_glc__2,-0.9214630752337734,0.3356527720000013
misc2__arg_cytd__1,-1.3072993547628209,0.07170214100000116
misc2__arg_cytd__2,-1.243738047997853,0.11785943800000087
misc2__delyheO_pyr__1,-0.7219145700291114,0.047668515000001584
misc2__delyheO_pyr__2,-0.8927276380715444,0.0036543190000015713
misc2__dellon_glc__1,-1.1741752775671663,0.8001448260000004
misc2__dellon_glc__2,-1.5142386420697784,0.8139153459999999
nquinone__delubiC__1,-1.4382461914607034,0.05048506900000138
nquinone__delubiC__2,-0.9936497318253272,0.09918148900000112
nquinone__ubiC_ale1__1,-0.4580199336679222,0.09117222099999987
nquinone__ubiC_ale1__2,-0.8398102208952001,-0.17394892999999811
nquinone__ubiC_ale2__1,-0.2670457784097346,-0.08377779199999846
nquinone__ubiC_ale2__2,-0.3258646061445237,-0.04985205399999959
nquinone__ubiC_ale3__1,-2.1507736945661104,-0.2706417219999988
nquinone__ubiC_ale3__2,-2.017655944750933,-0.27141653799999865
nquinone__ubiC_ale4__1,-0.3211195204797558,-0.1469105949999987
nquinone__ubiC_ale4__2,-0.8636092836946667,-0.09920157599999868
nquinone__delpdhR__1,-0.4974168290590157,-0.01894396299999901
nquinone__delpdhR__2,-0.7118845676526168,-0.14024670699999842
quinone__glu_ale4__1,-1.180056652683635,0.19115812800000145
quinone__glu_ale4__2,-1.0827573009350078,0.5880464290000011
quinone__delmenF__1,-0.7406878728560613,0.21080318300000125
quinone__delmenF__2,-0.4979692281534157,-0.19996401599999825
quinone__menF_ale5__1,-0.6034389593171369,0.8186625550000013
quinone__menF_ale5__2,-0.2605423474725432,0.5928325960000009
quinone__menF_ale6__1,-0.4756917346852907,0.7092491570000004
quinone__menF_ale6__2,-0.3183418387460328,0.6735684890000009
quinone__menF_ale7__1,-1.6276804302123984,0.6511960190000021
quinone__menF_ale7__2,-1.6896174604959884,0.677039833000002
quinone__menF_ale8__1,-1.6832451208529071,1.053919981
quinone__menF_ale8__2,-0.9940607646381332,1.1276665420000018
quinone__delmenFubiC__1,-0.7277267462502433,0.10127228000000166
quinone__delmenFubiC__2,-1.2295225397770595,0.20231088600000116
quinone__menFubiC_ale1__1,-0.9387771656580044,0.7265895930000017
quinone__menFubiC_ale1__2,-0.7864252933985179,0.6869804490000018
quinone__menFubiC_ale2__1,-0.9786600136987736,0.5526092430000009
quinone__menFubiC_ale2__2,-0.8326564416741168,0.5890742980000017
quinone__menFubiC_ale3__1,-0.3177415656349236,-0.019153429999998476
quinone__menFubiC_ale3__2,-0.925165972693922,-0.03588292699999851
quinone__menFubiC_ale4__1,-0.5024198541632776,1.0878022450000024
quinone__menFubiC_ale4__2,-0.4049798025046907,1.1573479350000024
oxyR__wt_glc__1,-1.2614975293848838,0.28509406700000106
oxyR__wt_glc__2,-1.538830678455236,0.3235204680000017
oxyR__wt_h2o2__1,3.180186552928037,0.8290911940000019
oxyR__wt_h2o2__2,3.528423929656481,1.052256447000001
oxyR__glu_ale4__1,-1.0571905253507297,0.6451073220000012
oxyR__glu_ale4__2,-0.7579646005483415,0.5017848120000012
oxyR__glu_ale4_h2o2__1,3.5831842848293416,1.2624291930000011
oxyR__glu_ale4_h2o2__2,3.571270986396172,1.222856418000001
oxyR__oxyR_ale17__1,-1.6697261943580235,0.4424653369999998
oxyR__oxyR_ale17__2,-1.857205701967928,0.2265654660000012
oxyR__oxyR_ale17_h2o2__1,-1.532537404358022,0.3438464940000028
oxyR__oxyR_ale17_h2o2__2,-1.8814508693596124,0.3231171609999999
oxyR__oxyR_ale18__1,-1.7760273953232055,-0.06568399599999886
oxyR__oxyR_ale18__2,-2.005127743942984,0.09751062100000052
oxyR__oxyR_ale18_h2o2__1,-0.7078742633432441,0.34302618300000104
oxyR__oxyR_ale18_h2o2__2,-0.7319505799409568,0.4573281910000011
oxyR__oxyR_ale19__1,-1.884326892997919,0.12052039900000278
oxyR__oxyR_ale19__2,-2.1372171029266114,0.23622431100000085
oxyR__oxyR_ale19_h2o2__1,-1.349075436096257,0.19312343300000112
oxyR__oxyR_ale19_h2o2__2,-1.0911498828585915,0.14301209400000126
oxyR__oxyR_ale20__1,-1.8400692469429871,0.05295327400000272
oxyR__oxyR_ale20__2,-1.949433862409004,-0.0017975689999989442
oxyR__oxyR_ale20_h2o2__1,-1.8695190491463,0.2510046700000021
oxyR__oxyR_ale20_h2o2__2,-1.5411187420299617,0.24713887700000114
svns_pgi__BmePgi24_15__1,-1.3624520939654154,0.2198745990000015
svns_pgi__BmePgi24_15__2,-1.2122847924755973,0.22953374400000115
svns_pgi__BmePgi24_26__1,-1.7582654427089854,0.21230560900000128
svns_pgi__BmePgi24_26__2,-1.7694486633780473,0.3839653850000016
svns_pgi__BmePgi24_41__1,-1.2713464359127782,0.4047754570000013
svns_pgi__BmePgi24_41__2,-1.210294577485,0.3358251240000012
svns_pgi__BmePgi24_52__1,-1.806773662928568,0.2628260140000016
svns_pgi__BmePgi24_52__2,-1.1932581489011964,0.3634633130000013
svns_pgi__PaePgi2_34__1,-0.9126695251943427,0.4593228200000015
svns_pgi__PaePgi2_34__2,-0.6976391502226609,0.4240268180000015
svns_pgi__PaePgi2_63__1,-1.44954463483986,0.4498530950000008
svns_pgi__PaePgi2_63__2,-1.1402521329456563,0.3705199880000016
svns_pgi__PaePgi24_54__1,-0.973039914934304,0.5445021610000005
svns_pgi__PaePgi24_54__2,-0.8548972094494451,0.4645718230000009
svns_pgi__PaePgi24_90__1,-1.4063101822896398,0.4841602630000015
svns_pgi__PaePgi24_90__2,-0.6259806177839082,0.6146629000000026
abx_media__m9_ctrl__1,2.126352412706127,0.7813572830000021
abx_media__m9_ctrl__2,2.255789525767644,0.9366380980000012
abx_media__rpmi_ctrl__1,2.2097181713595164,1.3426572420000014
abx_media__rpmi_ctrl__2,3.584126869016142,1.5711652440000012
abx_media__camhb_ctrl__1,1.0109753692777814,0.6570719160000014
abx_media__camhb_ctrl__2,1.1326691188082074,0.3914728770000009
abx_media__m9_mero__1,1.0323739642789556,0.8604453950000011
abx_media__m9_mero__2,0.7583663412960615,0.5925519940000008
abx_media__rpmi_mero__1,2.8015067312856208,1.1144857430000012
abx_media__rpmi_mero__2,3.0342009109393064,1.2504670660000006
abx_media__camhb_mero__1,0.5406305542994094,-0.03556799599999838
abx_media__camhb_mero__2,0.8089888924899528,0.25328328099999986
abx_media__m9_trisulf__1,3.550328615352807,1.1669306540000015
abx_media__m9_trisulf__2,2.80488585458224,1.2748562210000003
abx_media__rpmi_trisulf__1,5.087766432383572,1.2132624510000003
abx_media__rpmi_trisulf__2,4.79547039171881,1.232892875000001
abx_media__camhb_trisulf__1,4.138949758948379,1.487503781000001
abx_media__camhb_trisulf__2,3.2700605642304352,1.4165261730000012
abx_media__m9_cef__1,2.545614584467217,0.956583525000001
abx_media__m9_cef__2,2.3482351612022017,0.9776690650000024
abx_media__rpmi_cef__1,9.809270533303463,2.537915982000001
abx_media__rpmi_cef__2,10.054573115916265,2.5481039300000017
abx_media__camhb_cef__1,2.8509257896978384,1.2495779340000013
abx_media__camhb_cef__2,2.8113678004571483,1.3759371180000013
abx_media__m9_cipro__1,15.829753434306218,2.9850479580000013
abx_media__m9_cipro__2,16.320438605377884,3.0988375580000014
abx_media__rpmi_cipro__1,17.571353212453253,3.227130438000001
abx_media__rpmi_cipro__2,17.175350617437633,3.1110328380000016
abx_media__camhb_cipro__1,18.60830478000114,2.0843962540000014
abx_media__camhb_cipro__2,18.929845633162454,2.245900243000001
hot_tale__42c_ale3_30c__1,-0.7475148329421348,0.5398766710000009
hot_tale__42c_ale3_30c__2,-0.5179620966334672,0.5136107100000018
hot_tale__42c_ale3_37c__1,-0.3604545033516622,0.2605215740000011
hot_tale__42c_ale3_37c__2,-0.1894219807336379,0.12155141800000102
hot_tale__42c_ale3_44c__1,-0.349464001447152,0.4853568790000011
hot_tale__42c_ale3_44c__2,-0.2268749648858535,0.3536193490000015
hot_tale__hot_ale3_mid_30c__1,-1.480012999711696,0.6031164640000011
hot_tale__hot_ale3_mid_30c__2,-1.6867879803995336,0.5246202450000021
hot_tale__hot_ale3_mid_37c__1,-1.0784590998387569,0.028403261000001127
hot_tale__hot_ale3_mid_37c__2,-1.1372844557201025,0.12649608000000168
hot_tale__hot_ale3_mid_44c__1,1.381622760854129,0.3259673120000013
hot_tale__hot_ale3_mid_44c__2,0.3705194470189663,0.4141979290000011
hot_tale__hot_ale3_30c__1,-2.0418807508112464,0.3080515920000009
hot_tale__hot_ale3_30c__2,-1.7569861866493517,0.44034867000000144
hot_tale__hot_ale3_37c__1,-1.3127344060096553,0.062041906000001035
hot_tale__hot_ale3_37c__2,-0.9111024184358384,0.09677914400000276
hot_tale__hot_ale3_44c__1,0.4970996893708929,0.35960233400000163
hot_tale__hot_ale3_44c__2,0.0915674123815492,0.20215767200000112
hot_tale__hot_ale4_30c__1,-0.2176164368798647,0.6062792700000008
hot_tale__hot_ale4_30c__2,-0.2871437729292547,0.5497069640000012
hot_tale__hot_ale4_37c__1,0.1705582560996194,0.01620249000000129
hot_tale__hot_ale4_37c__2,0.2020216675203929,0.2626944420000008
hot_tale__hot_ale4_44c__1,0.6753871922570005,0.4723522260000008
hot_tale__hot_ale4_44c__2,1.042328355314417,0.28861064200000097
hot_tale__hot_ale8_30c__1,-0.4185917386245046,0.4186347560000003
hot_tale__hot_ale8_30c__2,-0.3190745734151824,0.4739899550000013
hot_tale__hot_ale8_37c__1,0.324803574867869,0.13332917700000113
hot_tale__hot_ale8_37c__2,0.5058769588602757,0.21915135099999986
hot_tale__hot_ale8_44c__1,-0.1992853005275756,0.4501333790000013
hot_tale__hot_ale8_44c__2,-0.5134882486078863,0.4828484060000005
hot_tale__hot_ale9_mid_30c__1,-1.9804948732354557,0.5919318360000005
hot_tale__hot_ale9_mid_30c__2,-2.34278379362442,0.4481781710000004
hot_tale__hot_ale9_30c__1,-0.5742117407269881,0.5081810550000014
hot_tale__hot_ale9_30c__2,-0.9785926808184584,0.4711007990000011
hot_tale__hot_ale9_mid_37c__1,-0.6897810052910208,0.06910617600000091
hot_tale__hot_ale9_mid_37c__2,-0.9873958330082344,0.0827034950000014
hot_tale__hot_ale9_37c__1,-0.3669407020605701,0.06411344500000205
