,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.7009695394648698,3.0,0.0,0.40220111150000004,1.0,0.40720364010000004,2.0,-0.8094047516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,1.5806959573666666,0.5194246912729954,3.0,3.0,1.768430483,4.0,1.9801529498,5.0,0.9935044393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,0.8945047496999999,0.17392049640511864,3.0,6.0,0.7694106789,7.0,0.8209931795000001,8.0,1.0931103907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,9.52387375312875e-12,2.351435725738828,21.0,9.0,2.5035425388,10.0,1.5825777878,11.0,2.4244589508,12.0,1.9775537224000002,13.0,1.1401800699,14.0,1.701001731,15.0,-2.3180804097,16.0,-3.0376846346,17.0,-2.4302612631000002,18.0,2.0523424723,19.0,2.4638798188,20.0,0.7577001766,21.0,1.3671793617999999,22.0,2.5860845323,23.0,2.4879978656,24.0,-1.9092698022999999,25.0,-1.5822473307,26.0,-3.4871119644,27.0,-2.2873955384,28.0,-2.6618157219,29.0,-3.3306323628
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.05635002355238091,2.4562033936291554,21.0,30.0,1.0838531425,31.0,1.7675300499,32.0,2.5234829947,33.0,2.4048440253,34.0,1.9856716221,35.0,2.0763726005,36.0,-2.114427402,37.0,-2.7059932291,38.0,-2.3023875607,39.0,2.3697107016,40.0,2.6058709386,41.0,2.156554918,42.0,1.5610692511000002,43.0,1.2476882284,44.0,1.7949507425,45.0,-1.8956457495,46.0,-2.7270704683,47.0,-2.3537701456,48.0,-3.5096873814,49.0,-3.267230712,50.0,-3.8847370612
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-2.3129646346357427e-18,0.2507161754038167,3.0,51.0,-0.2684551049,52.0,0.2280757975,53.0,0.0403793074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-2.11259993055,0.25805140629183193,4.0,54.0,-1.749144934,55.0,-2.3028366901,56.0,-2.1084353005,57.0,-2.2899827976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.499999512961537e-11,0.13369016684575555,4.0,58.0,-0.0192581629,59.0,0.024419966,60.0,0.15965141400000002,61.0,-0.1648132172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.8056685966999999,0.37478709312330344,4.0,62.0,-0.6977696675,63.0,-1.2977718716,64.0,-0.8301094840000001,65.0,-0.3970233637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-1.5515440151000002,0.4206583073840306,4.0,66.0,-0.9730456746,67.0,-1.5498808785,68.0,-1.7235072931,69.0,-1.9597422142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.670665908075,0.09923622357038213,4.0,70.0,0.8085156543,71.0,0.6630385968,72.0,0.6372076092,73.0,0.573901772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.850371707708594e-17,0.8744721800320763,6.0,74.0,0.40104183400000004,75.0,1.1972943235,76.0,0.6070039108,86.0,-0.9307658743,88.0,-0.9390412768,90.0,-0.3355329172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,1.3785961760833334,0.46530903135989404,6.0,77.0,1.7830481593,78.0,1.7662820899,79.0,1.8176439353,87.0,0.9834137675000001,89.0,1.1480751017,91.0,0.7731140028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-0.5079474468333334,0.2762911204038694,3.0,80.0,-0.5978370235,82.0,-0.7281001523,84.0,-0.1979051647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,0.6033960423,0.09505177360068802,3.0,81.0,0.5994895452,83.0,0.7003408385000001,85.0,0.5103577432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,3.700743415417188e-17,0.4456421496471712,3.0,92.0,0.33242793870000004,93.0,0.173956098,94.0,-0.5063840367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,1.4128029661333334,0.4580748220644983,3.0,95.0,1.4546951972,96.0,1.8484927267,97.0,0.9352209745000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,3.6101123303000002,0.36950322376317296,3.0,98.0,3.2113522133,99.0,3.6780564379,100.0,3.9409283397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,2.987550365966667,0.5693968305468674,3.0,101.0,3.6385357863000003,102.0,2.5822063094,103.0,2.7419090022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,WT_vs_Del_fabT__THY_35°C_WT_stationary,0.46279879609999997,0.1437629686830442,3.0,104.0,0.4915191564,105.0,0.5900336259,106.0,0.30684360600000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,WT_vs_Del_fabT__THY_35°C_Del_fabT_stationary,1.4281907958666669,0.3482241858240114,3.0,107.0,1.6750619782,108.0,1.5796207138,109.0,1.0298896956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,WT_vs_Del_fabT__THY_40°C_WT_stationary,3.9254210043666666,0.5271658394820098,3.0,110.0,3.3173397582,111.0,4.2535805176,112.0,4.2053427373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,WT_vs_Del_fabT__THY_40°C_Del_fabT_stationary,2.7705095954333334,0.3497643286404912,3.0,113.0,3.1661451583,114.0,2.5024105104,115.0,2.6429731176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
