,new_651869_651961
M9exp_1,14.8321
M9exp_2,14.5295
M9exp_3,14.484000000000002
M9tran_1,14.6171
M9tran_2,14.8968
M9tran_3,14.7446
M9stat_1,12.8345
M9stat_2,11.5689
M9stat_3,11.3925
MG-0.1_1,14.6349
MG-0.1_2,13.173
MG-0.1_3,15.5795
MG-0.2_2,14.3245
MG-0.2_3,14.8088
MG+5_1,14.9445
MG+5_2,14.511
MG+5_3,14.8752
MG+10_1,15.1365
MG+10_2,14.9924
MG+10_3,12.4747
MG+15_1,14.5114
MG+15_2,14.9913
MG+15_3,14.9744
MG+25_1,15.0222
MG+25_2,14.0667
MG+25_3,15.0105
MG+45_1,14.5131
MG+45_2,13.9586
MG+45_3,15.2362
MG+60_2,14.8042
MG+60_3,15.0535
MG+90_2,14.5997
MG+90_3,15.0061
MG+120_1,14.8078
MG+120_2,15.3975
MG+120_3,14.9088
MG+150_1,14.2215
MG+150_3,14.118
GM-0.1_1,14.2236
GM-0.1_2,15.3082
GM-0.1_3,14.8414
GM-0.2_1,14.165
GM-0.2_2,14.5091
GM-0.2_3,15.0741
GM+5_1,14.1306
GM+5_2,14.6285
GM+5_3,15.2764
GM+10_2,14.2661
GM+10_3,14.0472
GM+15_1,14.311
GM+15_2,13.8465
GM+15_3,14.6944
GM+25_1,14.7861
GM+25_2,14.5026
GM+25_3,14.229
GM+45_1,14.9305
GM+45_2,12.5909
GM+45_3,12.2179
GM+60_1,14.8351
GM+60_2,12.5002
GM+60_3,14.4583
GM+90_1,15.0264
GM+90_2,15.0035
GM+90_3,14.311
GM+120_1,13.8236
GM+120_3,14.7158
GM+150_1,15.1622
GM+150_2,14.4079
GM+150_3,14.9555
BT_1,15.5023
BT_2,14.8383
B36_1,14.2412
B36_2,14.128
B60_1,13.5734
B60_2,13.3717
S0_1,14.6909
S0_2,15.0023
S0_3,15.4612
S1_1,15.723
S1_2,15.9288
S1_3,15.9437
S2_1,15.4363
S2_2,15.7121
S2_3,15.5063
S3_1,15.3761
S3_2,15.1697
S4_1,15.138
S4_2,15.6602
S4_3,14.8254
S5_1,14.3443
S5_2,14.7934
S5_3,14.7043
S6_1,12.7287
