,ABUW_0739
SRX3737100,-1.1268268069
SRX3737101,-1.3342668685999999
SRX3737103,-1.4385803342
SRX3737104,0.1493612072
SRX3737105,-0.058545385000000005
SRX3737106,0.0131986614
SRX3737107,-0.1040144835
SRX3737108,-0.450110392
SRX3737109,-0.4156108168
SRX3737110,-0.163470102
SRX3737111,-0.3232718211
Abaum_0017,-0.281407839
Abaum_0018,-0.6970583516000001
Abaum_0019,-0.8410237187
Abaum_0020,0.1119646593
Abaum_0021,0.0660907417
Abaum_0022,0.40183175720000003
Abaum_0023,0.281407839
Abaum_0024,0.1916312789
Abaum_0025,0.1180184
Abaum_0026,0.3316907083
SRX3141471,-0.0266039658
SRX3141472,0.2167388251
SRX3141473,-0.2344253362
SRX3141474,0.0176865111
SRX3141475,0.6648694108000001
SRX3141476,0.11343441060000001
SRX3141477,0.8227301214
SRX3141478,0.4016742129
SRX3141479,-0.30127258360000003
SRX8944518,-0.1997304793
SRX8944519,-0.2712114345
SRX8944520,-0.0587028857
SRX8944521,-0.8860878189
SRX8944522,0.258433365
SRX8944523,-0.4593036479
SRX5930997,0.0281363386
SRX5930998,-0.3551596886
SRX5930999,0.32702335
SRX5931001,0.08218700150000001
SRX5931002,-0.12343449590000001
SRX4488546,1.8652754706999999
SRX4488547,-0.5403380947
SRX4488548,2.9334070382
SRX4488549,-1.324937376
SRX4488550,1.7911344055
SRX4488551,2.0261357699
SRX4488552,4.4195449474
SRX4488553,5.4218990241
SRX4488554,1.6785300584
SRX4488555,5.8299184253
SRX4488556,1.423300408
SRX4488557,1.6473633285
SRX2568047,2.470463978
SRX2568048,0.8117363663
SRX2568049,2.1595939521
SRX2568050,0.3196337923
SRX2568051,-0.4124960917
SRX2568052,-0.7259980491
SRX2568053,3.0892510435
SRX2568054,2.6296000029
SRX2568055,0.6166734476
SRX2568056,-1.0043322586
SRX2568057,1.3203637939
SRX2568058,0.42091506780000004
SRX2568059,0.31201703950000004
SRX2568060,1.170144925
SRX2568061,1.6992518463000001
SRX2568062,-0.575283161
SRX2568063,-0.0139185451
SRX2568064,0.5892017061
Abaum_0001,0.9406804241000001
Abaum_0002,0.5053859133
Abaum_0003,0.42185430770000004
Abaum_0004,1.7336366330000001
Abaum_0005,1.7490594155
Abaum_0006,2.4860127436
Abaum_0007,2.16930359
Abaum_0008,0.6039854503000001
Abaum_0009,1.0960684368
Abaum_0010,0.3955545713
Abaum_0011,0.18574591170000002
Abaum_0012,-0.18574591170000002
Abaum_0013,0.4362534859
Abaum_0014,0.700173009
Abaum_0015,0.3844084195
Abaum_0016,0.3980373155
ERX1221046,0.056111042400000005
ERX1221048,-0.1345615853
ERX1221049,0.0784505429
ERX1221050,-0.6900587732
ERX1221052,0.1195285833
ERX1221053,-0.9587153642
ABNM035,0.610982839
ABNM036,-0.610982839
ABNM037,0.660975918
ABNM038,1.776035692
ABNM041,-0.610982839
ABNM042,0.700227473
ABNM019,-0.3484556124
ABNM020,0.3484556124
ABNM021,0.46382636580000003
ABNM022,0.7024925746
ABNM023,0.7739794398000001
ABNM024,0.9908418298
ABNM025,0.9888682647
ABNM026,0.6147332608
ABNM027,0.0481512944
ABNM028,-0.0481512944
ABNM029,0.3234569351
ABNM030,0.4792614281
ABNM031,0.1317546782
ABNM032,0.0651732061
ABNM033,0.416224223
ABNM034,-0.073066528
ABNM001,-0.1523010452
ABNM002,0.1523010452
ABNM003,-0.6472200068
ABNM004,-0.5868031601
ABNM005,-1.2631639460000001
ABNM006,-1.4394264604
ABNM007,0.2327076854
ABNM008,-0.20406338240000002
ABNM009,0.4171431564
ABNM010,-0.6067958013
ABNM043,0.7341991545000001
ABNM044,-0.7341991545000001
ABNM045,0.14209552050000002
ABNM046,-1.0920721815
ABNM047,0.5411003895000001
ABNM048,0.42367541550000004
ABNM011,-0.4182989278
ABNM012,0.4182989278
ABNM013,-0.5945517770000001
ABNM014,-0.0955114995
ABNM015,0.3441593062
ABNM016,-0.36468208560000004
ABNM017,0.1713537981
ABNM018,-0.1340698555
