,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-17.256393666966662,0.4695774304332072,3.0,0.0,-16.7163305875,1.0,-17.4845699105,2.0,-17.5682805029,,,,,,,,,,
1,LB__LBtran,-19.803371367033332,1.1227094941061722,3.0,3.0,-21.0623515081,4.0,-19.44165613,5.0,-18.906106463,,,,,,,,,,
2,LB__LBstat,-8.888065908733333,0.7263954798482375,3.0,6.0,-8.6852164299,7.0,-8.2846577177,8.0,-9.6943235786,,,,,,,,,,
3,LB__LBGexp,-14.505772512133333,1.7289123400690376,3.0,9.0,-15.9558303464,10.0,-12.5924098508,11.0,-14.9690773392,,,,,,,,,,
4,LB__LBGtran,-14.281265996550001,0.32813689788216915,2.0,12.0,-14.5132938222,13.0,-14.0492381709,,,,,,,,,,,,
5,LB__LBGstat,-12.052567856833335,0.19833729797809654,3.0,14.0,-11.9994906594,15.0,-11.8861691805,16.0,-12.2720437306,,,,,,,,,,
6,Life Cycle__S0,-1.3979101970999999,1.8896310498174427,3.0,17.0,-2.5221381382,18.0,0.7837065233,19.0,-2.4552989764,,,,,,,,,,
7,Life Cycle__S1,-3.9187033653000003,0.6600491812995188,3.0,20.0,-4.1171857864,21.0,-3.1821879060000002,22.0,-4.4567364035,,,,,,,,,,
8,Life Cycle__S2,5.7184576681333334,0.8071933100437519,3.0,23.0,5.6676218678,24.0,6.5498673988,25.0,4.9378837378,,,,,,,,,,
9,Life Cycle__S3,-0.9815060705499999,0.3959530268967056,2.0,26.0,-1.2614871409,27.0,-0.7015250002,,,,,,,,,,,,
10,Life Cycle__S4,-4.5581387715,1.183322947496993,3.0,28.0,-4.3930018676,29.0,-5.8153563414,30.0,-3.4660581055,,,,,,,,,,
11,Life Cycle__S5,-6.621601451433334,0.9312664795286211,3.0,31.0,-6.8001728271,32.0,-7.4506520058,33.0,-5.6139795214,,,,,,,,,,
12,Life Cycle__S6,-14.059916059599999,2.9835468362807642,8.0,34.0,-16.6527491935,35.0,-16.7707773257,36.0,-12.0579957765,37.0,-16.9533426169,38.0,-16.9492338032,39.0,-11.0287090409,40.0,-11.0652375579,41.0,-11.0012831622
13,Life Cycle__S7,-12.7723606128,0.573157356643799,3.0,42.0,-12.3275339122,43.0,-13.4191632423,44.0,-12.5703846839,,,,,,,,,,
14,Life Cycle__S8,-15.58905572885,0.8540942976626208,2.0,45.0,-14.9851198592,46.0,-16.1929915985,,,,,,,,,,,,
15,Life Cycle__G135,-11.2812007228,2.289332279607895,2.0,47.0,-9.6623983435,48.0,-12.9000031021,,,,,,,,,,,,
16,Life Cycle__G150,-6.863270090099999,0.9194031353990294,3.0,49.0,-7.7381549104000005,50.0,-5.905025857,51.0,-6.9466295029000005,,,,,,,,,,
17,Life Cycle__G180,-9.464536094766666,0.9742652006323888,3.0,52.0,-8.803336047,53.0,-9.0069080084,54.0,-10.5833642289,,,,,,,,,,
18,Stress Time Course__C30,-11.989283934300001,0.6526638325057256,2.0,55.0,-11.5277809125,56.0,-12.4507869561,,,,,,,,,,,,
