,Value,list
TF,DegU,
reg_genes,106,"['fliH' 'yveA' 'wapI' 'csrA' 'fliF' 'cheY' 'S1511' 'swrB' 'yxjI' 'fliQ'
 'S584' 'fliP' 'fliJ' 'yueD' 'cheA' 'capC' 'flgD' 'S1216' 'flhB' 'comFC'
 'S1344' 'aprE' 'S585' 'yviE' 'fliI' 'fliK' 'S1346' 'fliR' 'S561' 'comFA'
 'flgL' 'minJ' 'fliZ' 'S1226' 'degU' 'S363' 'cheB' 'S1497' 'comFB' 'flgK'
 'fliM' 'wapA' 'S1496' 'epr' 'capB' 'S1353' 'S1356' 'capA' 'S1314' 'sacY'
 'cheC' 'flgM' 'sacX' 'fliY' 'cheD' 'swrAA/2' 'ptkA' 'sipT' 'ugd' 'cheW'
 'S366' 'flgC' 'fliE' 'ptpZ' 'flgE' 'fliL' 'yvyG' 'flgB' 'capE' 'bpr'
 'sacB' 'S1345' 'yukE' 'S367' 'S1394' 'yvyF' 'tkmA' 'yxjJ' 'rqcH' 'S1355'
 'flhA' 'swrA' 'flhF' 'comK' 'fliG' 'fliW' 'degS' 'sigD' 'degQ' 'flhG'
 'levB' 'ylxF' 'swrD']"
comp_genes,40,"['yxiC' 'yozY' 'yxiD' 'S282' 'yxxE' 'yfjA' 'dctP' 'yfjC' 'ywqJ' 'yjhB'
 'ywqH' 'S1515' 'yfjB' 'yxiB' 'yczC' 'S1391' 'S262' 'yfjD' 'yxaI' 'yhdX'
 'yxxD' 'yfjE' 'ywqI' 'yeeF' 'yjhA' 'yfjF' 'ywqK']"
both_genes,13,"['S1330' 'yueC' 'S101' 'yukD' 'yvzA' 'S1185' 'yukB' 'yvcB' 'ycdA' 'bslA'
 'yueB' 'yukC' 'yvcA']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,34,
comp_ops,16,
both_ops,5,
