,-0.10602711602000187,-0.0795203370150014,-0.05301355801000093,-0.026506779005000466,0.0,0.02650677900500048,0.05301355801000093,0.07952033701500139,0.10602711602000187,0.13253389502500235,0.15904067403000283,0.18554745303500325,0.21205423204000373,0.2385610110450042,0.26506779005000464,0.2915745690550051,0.3180813480600056,0.3445881270650061,0.37109490607000656,0.397601685075007
thresh,-0.1192805055225021,0.1192805055225021,5,,,,,,,,,,,,,,,,,
unreg,0,0,1,145,3436,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArcA,0,0,0,11,167,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS,0,0,0,18,251,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArcA and RpoS,0,0,0,3,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ArcA, RpoS, and PuuR",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA_genes,[],[],[],"['sstT' 'ybfA' 'cyoA' 'potF' 'cyoC' 'rhaT' 'cydC' 'fumB' 'cyoB' 'putA'
 'argR']","['aldA' 'ypdA' 'rutG' 'cydA' 'rstA' 'cydB' 'oppF' 'cadA' 'msrB' 'ydgC'
 'cydD' 'yigI' 'glpE' 'igaA' 'glpD' 'rmf' 'cyoE' 'betI' 'rutD' 'gatD'
 'glcD' 'dctA' 'caiE' 'hybA' 'rplW' 'nuoK' 'cyoD' 'moeB' 'gatZ' 'fadH'
 'hybC' 'kgtP' 'prmC' 'glcB' 'oppB' 'citG' 'caiA' 'nuoH' 'nuoI' 'mdh'
 'nuoJ' 'gatB' 'fadI' 'dppA' 'manA' 'rho' 'dcuA' 'gatY' 'lldR' 'yejG'
 'pntA' 'cycA' 'feoA' 'rutA' 'moeA' 'caiT' 'yhgE' 'argT' 'gatA' 'fadD'
 'sthA' 'rpsS' 'ubiA' 'glpB' 'lldP' 'carA' 'hybB' 'cadB' 'oppD' 'pldA'
 'dcuC' 'sdhD' 'yieE' 'caiC' 'citF' 'yncD' 'lldD' 'hybD' 'iraM' 'rplC'
 'dsbB' 'hybE' 'uvrA' 'yhjE' 'hybF' 'glcF' 'sdhC' 'glcG' 'treB' 'fadJ'
 'sdhA' 'sdhB' 'folE' 'oppA' 'rplB' 'rplD' 'ssb' 'icd' 'rplV' 'nuoM'
 'hemA' 'dcuB' 'yjiR' 'rpoS' 'arcA' 'rutF' 'ydeA' 'rpsC' 'caiB' 'rutC'
 'kdpA' 'glpC' 'ybdN' 'rpsJ' 'hybG' 'ompW' 'treC' 'nudE' 'gatC' 'ynaJ'
 'rutB' 'ackA' 'grcA' 'glcE' 'caiD' 'oppC' 'nuoL' 'thiC' 'glpA' 'nuoG'
 'fnr' 'fadE' 'xylR' 'betB' 'prfA' 'tpx' 'focA' 'mqo' 'betA' 'pepN' 'nupC'
 'yeiQ' 'rplP' 'fumA' 'acpP' 'nuoF' 'ndh' 'dpiB' 'pflB' 'nuoN' 'sodA'
 'putP' 'citX' 'betT' 'hybO' 'citE' 'dpiA' 'pncB' 'yncE' 'glcA' 'rutE'
 'ndk' 'nuoA' 'citD' 'aceK' 'aceB' 'rpmC']","['ubiC' 'fadA' 'rpsQ' 'citC' 'acnB' 'gltA' 'phoH' 'nuoC' 'nuoE' 'fadB'
 'yfiF' 'aceA' 'glcC' 'nuoB' 'ptsG' 'ybiU' 'thrA']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS_genes,[],[],[],"['narU' 'speC' 'ybaT' 'hofN' 'bsmA' 'evgA' 'mdtF' 'evgS' 'yqiH' 'msyB'
 'glk' 'ddpX' 'aldB' 'otsA' 'yhiM' 'cpxR' 'oxyR' 'ydbK']","['dkgA' 'yibQ' 'topA' 'ppk' 'csrA' 'lsrA' 'yiaG' 'lhgO' 'yabI' 'ecnB'
 'galK' 'ygiC' 'adhE' 'aidB' 'yddG' 'znuA' 'poxB' 'artP' 'yhfG' 'lsrF'
 'mdtA' 'proV' 'mpl' 'gyrB' 'ddpA' 'ddpF' 'artM' 'speB' 'gapA' 'ompN'
 'ilvY' 'ddpC' 'hofO' 'yadS' 'hdeB' 'ynfF' 'lsrD' 'cpxA' 'setA' 'ygiB'
 'mdtE' 'pabA' 'hofM' 'xapA' 'gabT' 'crr' 'glsA' 'luxS' 'frdD' 'mtn'
 'insC-5' 'yciG' 'yadV' 'yhjG' 'asr' 'btsT' 'rhaS' 'ydhU' 'csiE' 'fbaA'
 'dkgB' 'hmp' 'tam' 'htrE' 'ydhX' 'ydhV' 'ymgA' 'rpoH' 'rseC' 'pstA'
 'mglB' 'ycgZ' 'gabD' 'phoU' 'rseB' 'mglA' 'fic' 'ydhT' 'rseD' 'galM'
 'gpmM' 'yggE' 'xapB' 'mglC' 'ydbD' 'artI' 'kbp' 'ftsQ' 'envC' 'cbpA'
 'pfkA' 'blc' 'sohB' 'dinB' 'glgP' 'epd' 'mlrA' 'rseA' 'pykA' 'mutS'
 'wrbA' 'elaB' 'proX' 'ynfB' 'pcnB' 'ymgC' 'dgcC' 'ftsZ' 'yihG' 'baeR'
 'gadC' 'mdtC' 'pgi' 'ydhW' 'pdeC' 'otsB' 'btuF' 'alkA' 'ihfB' 'sodC'
 'ydcT' 'gabP' 'viaA' 'ppx' 'yafP' 'ftsA' 'ynfH' 'sgrT' 'frdB' 'blr'
 'hdeD' 'yehY' 'mdtB' 'gor' 'cbpM' 'artQ' 'yccJ' 'yciE' 'phr' 'pstC'
 'glgC' 'yciT' 'eno' 'ybgA' 'pgk' 'ddpB' 'mdtD' 'tktB' 'treA' 'alkB'
 'ravA' 'insI-1' 'yehW' 'glgS' 'pstB' 'tpiA' 'yciF' 'hchA' 'rraA' 'dmsD'
 'ddpD' 'lsrG' 'fbaB' 'dnaN' 'araH' 'frdA' 'ynfE' 'galT' 'galE' 'rssA'
 'insD-5' 'insN' 'talA' 'pqiA' 'ynfG' 'gadB' 'hdeA' 'rpoE' 'proW' 'fau'
 'lsrC' 'cfa' 'baeS' 'rssB' 'ompF' 'csgB' 'csgE' 'tolC' 'hdfR' 'dhaM'
 'osmE' 'yciZ' 'yhiD' 'recF' 'csgD' 'ihfA' 'frdC' 'gadW' 'glgA' 'yafN'
 'pdeR' 'yqiI' 'bolA' 'pstS' 'pfkB' 'ldcC' 'dps' 'speG' 'pykF' 'ydcU'
 'gpmA' 'ada' 'mnmG' 'murP' 'ansP' 'ariR' 'lsrB' 'folK' 'ybjP' 'ydcS'
 'ybiI' 'astC' 'yehX' 'sra' 'ytfK' 'pqiC' 'csgA' 'araF' 'araG' 'acs'
 'pphA' 'murQ' 'dhaR' 'gltB' 'yffP' 'murR' 'proP' 'nhaR' 'rsmG' 'astB'
 'osmF' 'yafO' 'dhaL' 'metK' 'ydcV' 'rhaR' 'yeiL' 'iraD' 'osmC' 'pqiB'
 'yffO']","['pdhR' 'ydhY' 'nhaA' 'astE' 'treF' 'dhaK' 'astD' 'gltF' 'csgF' 'gltD'
 'katE' 'csgC' 'patD' 'uspB' 'osmB' 'astA' 'csgG' 'actP' 'patA' 'yjcH']",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA and RpoS_genes,[],[],[],['appY' 'fadL' 'appA'],"['gadX' 'hyaF' 'csiD' 'sucD' 'aceE' 'sucC' 'aceF' 'appC' 'osmY' 'hyaB'
 'fumC' 'gadA' 'sucA' 'appB' 'sucB' 'hyaD' 'xthA' 'lpd' 'rsd' 'hyaC'
 'hyaA' 'hyaE']",['gadE' 'acnA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, RpoS, and PuuR_genes",[],[],[],[],[],[],[],[],[],[],[],['puuR'],[],[],['puuP'],['puuD'],['puuE' 'puuA'],['ymjE' 'puuC' 'puuB'],[],[]
