,A,PuuR,RpoS,ArcA
SRX5694273,1.4261345869,-0.1174129304,-0.7117395496000001,-0.6604458461
SRX5694274,-3.0591510011,-0.7852248609,0.2200444192,-0.36638296740000004
SRX5694275,-2.0474558562,-1.1016173183,-0.24488367700000002,-0.6634625427
SRX5694276,-0.8805612570000001,-0.438272814,-0.6076757834000001,-0.7503258015000001
SRX5694277,-1.3985171147,-0.6604522806,0.4192586639,-0.1047583445
SRX5694278,-3.1003300194,-1.3032831997,0.3345453216,-1.0523870943
SRX5694279,-3.4754385706,0.0922766268,0.9291638342,-0.3908090648
SRX5694280,-5.7935737294,-1.4431249546,0.6945469896,-0.6588512144
SRX5694281,-4.3347804249,-0.8272069329,0.7728686116,-0.796986874
SRX5694282,1.5903989323,1.5034051364,1.381880559,0.6215221205
SRX5694283,1.7474839313000001,0.363892292,0.8471900986,-0.7357496835
SRX5694284,-2.5061614465,-0.7667618514000001,0.9445992575000001,-0.8809856715000001
SRX5694285,-3.4235159242,-1.1271811259,-0.101510944,-0.332200824
SRX5694286,-3.8269269041,-1.2376559611,-0.39254390580000004,-0.7032624132
SRX5694287,0.5949236611000001,0.1669770171,1.6641543512,0.5471721956
SRX5694288,-0.6612424198,-0.27161239670000004,-0.6444778476,-0.6750352942000001
SRX5694289,-3.7651507671,-0.9787375755000001,-0.28779240840000003,-0.7443126348
SRX5694290,-2.7024655965,-0.5381482049,-0.6870264622000001,-0.46151863260000003
SRX5694291,-0.40380577360000003,-1.112200897,-1.3007259393,-0.6557503914
SRX5694292,-3.8430370877,-1.0570475583,0.8062681238,-0.6482476939
SRX5694293,-3.010000728,-0.7992131154000001,-0.4039469799,-0.4793409832
SRX5694294,-5.731982208,-1.6111435034000001,-0.38068987460000003,-0.5675396422
SRX5694295,5.1896837264,2.0532611991,1.1971556762,-0.034679769900000004
SRX5694296,-3.6993333567,-1.0948114918,-0.0579672664,-0.3525345714
SRX5694297,-0.2224523783,0.0326319889,-1.1718080658,-0.0338108436
SRX5694298,-3.9569800864999998,-1.4160781006,-0.0579887361,-0.4064062229
SRX5694299,-6.1410509474,-0.8540941750000001,-0.0090804595,-0.40150323260000004
SRX5694300,-2.8679233733,-1.1490208925,-0.2858089984,-0.4034077274
SRX5694301,-3.3234608111,-0.9391711577,0.7487499111,-0.7157018740000001
SRX5694302,0.8179112216000001,-0.0988501967,-0.2880430808,-0.7166546285000001
SRX5694303,-0.9000151992000001,-0.484106399,-0.4022624342,-0.5501377366
SRX5694304,-1.6589803448,-0.8787266536,-0.102787711,-0.3916451892
SRX5694305,0.8019821791,0.0065693859,-0.5464442224,-0.7050130261
SRX5694306,-7.0570121366,-1.6843784459000002,-0.7664779575,0.5643015045
SRX5694307,-1.0064339716,0.6932733266000001,0.9269590489,0.7962936861000001
SRX5694308,-2.638344068,-0.6596263021000001,0.0122038535,-0.2826643938
SRX5694309,-1.0598116969,-0.6324177511,-0.9940082433,-0.9324801713
SRX5694310,3.1324202625,0.3023189176,2.0411292587,-0.7154435960000001
SRX5694311,6.164107697,1.44225261,-0.3039589573,-1.0549187552000001
SRX5694312,-3.5077443135,-2.1627360945,-1.2338569192,1.2063663425
SRX5694313,5.0890880587,2.0877209812,1.5108161085,0.24705451250000002
SRX5694315,0.050411845500000003,-0.5049329934,0.0882130678,-0.8248140526000001
SRX5694317,-1.2380186421000001,0.5302933353,1.863543381,0.0642004802
SRX5694319,0.027609833,-0.0963766482,-0.7670528724,-0.6773202813
SRX5694320,0.1105305806,-1.2698090769,-1.3988456439,-0.7345571464
SRX5694321,-1.9175429445,-1.0421703907,0.1389480637,-0.6457091890000001
SRX5694322,5.9244615944,2.2948323335,0.6382039402,0.9416705114
SRX5694323,-2.2120237,-0.7756391997000001,0.6371311275,-0.5853874625000001
SRX5694324,2.6394660689,0.7598643859,0.5891552134,-0.9406118542
SRX5694325,1.0456858622,-0.0840227191,1.1364192666,-0.28599873
SRX5694326,-3.6911346829,-1.21614004,-0.1227754323,-0.6848857907
SRX5694327,2.218815367,0.4370477056,1.842083342,-0.619184327
SRX5694328,0.17771681350000001,-0.0175278442,-0.3056609431,-0.7077585323000001
SRX5694329,-2.369345838,-0.5069727539000001,-0.36055310500000004,-0.3164502813
SRX5694330,1.3034870393,0.1365203432,-0.7452061929,0.6378008244000001
SRX5694331,-2.6660634742,-0.8395520401000001,-0.19376253370000002,-0.2497476536
SRX5694332,-0.7733317368,-0.0101128716,-0.1069060403,-0.3739455369
SRX5694334,0.2541115854,-0.0718403378,0.1476735541,-0.4412101766
SRX5694335,4.8739863223,1.4236411974,0.2184687528,-0.5310190811000001
SRX5694336,-2.2790030997,-0.7809142469,-0.3321838082,-0.45421179570000003
SRX5694337,-6.5808557279,-1.9639870311,1.1410073011,-0.305938729
SRX5694338,-2.3187061349,-0.8346437321,0.5042714405000001,-0.6137315737
SRX5694339,0.1155438632,-0.1531134303,-0.7028224034,-0.7445127357
SRX5694340,-6.5419830266,-2.0143117545,-0.3897788184,-0.440766099
SRX5694341,2.6103897544,1.6367803954,0.6749000182,-0.1313631139
SRX5694342,-0.5014099521000001,-0.0288156015,-1.0340379245,0.2026076278
SRX5694343,-0.9402297817,0.1916384424,-0.5313228746,-0.7345121231
SRX5694344,-2.5339560307999998,-0.9546682317,-0.3395083618,-0.33577681130000003
SRX5694345,-3.111545863,-0.7900866342,-0.0744392624,-0.3764485198
SRX5694346,-3.2943705121,-0.6411237973,-0.17103448070000002,-0.9055701749
SRX5694347,-4.5542406947,-1.2574828785,-0.3425261498,-0.7128745584
SRX5694348,-4.3939464756,-0.8026783617000001,0.7875061899,-0.3365434024
SRX5694349,0.6671463201000001,-0.4293402925,0.12003723670000001,-0.9118016409
SRX5694350,-1.1799908099,-0.5405825801,-0.7659405174,-0.2723243866
SRX5694351,2.1274234499,0.7252370338,0.7263733076000001,0.7195692725
SRX5694352,-1.4007904174,-0.7841084276,-0.6013224671,-0.7211493992
SRX5694353,-3.3269867707,-0.8891413177,-0.8785134040000001,-1.1035471096
SRX5694354,-3.2546222463,-1.3143784952,0.7901452873,-0.8090334449000001
SRX5694356,-3.5246396053,-0.9102603571000001,-1.0691180943,-1.0282208658
SRX5694357,-1.9458968899,-0.3052035799,-1.224876475,0.1033229876
SRX5694358,1.6668744239,0.1127414733,-0.8674783247000001,-0.989631354
SRX5694359,-3.7271128947000003,-0.662889402,-0.5275191918000001,-0.6898793059
SRX5694360,-3.0719014229,-1.330743641,-0.5277439766,-0.9385224537
SRX5694361,5.6270758879,1.5008508236,0.5715646187,1.0977147786
SRX5694362,0.694688873,-0.814009792,-0.4801473545,0.36099427310000004
SRX5694363,-3.8301857275,-0.6948737749,-0.2058316979,-0.600790616
SRX5694364,-0.5803619346000001,-0.36174022580000004,-0.4031858943,-0.5144488377
SRX5694365,-3.2320260801,-2.2506810139,0.5258567861,1.4841765936
SRX5694366,-2.4407129008,-0.6104902331000001,-1.0791491496,-0.7392321765000001
SRX5694367,2.0350535052,0.3629029069,1.1625349641,-0.2944956992
SRX5694368,-1.6073853598999999,-0.5678971506,-0.3946522053,-0.8669199153
SRX5694369,-4.7330364572,-1.0477191022,0.0892968809,-0.5948867843
SRX5694370,3.0043953569,0.5247834358,0.3895898545,-0.5244472115000001
SRX5694371,-2.536879431,-0.8271089901,-0.9798657269000001,-0.786795397
SRX5694372,-3.6497423916000002,-1.0743102461,-0.3558929129,-0.5681068862
SRX5694373,-0.8897860622,0.22803188600000002,-0.3203433341,-0.6737367768
SRX5694374,-3.2248746541,-1.7987628418,-1.8907045999,-0.9874018292000001
SRX5694375,-5.4758616545,-1.2209019866,0.5235856839,-0.704628555
SRX5694376,-0.1413445848,-1.1257431133,-0.6960164566,0.6390051229
SRX5694377,-1.5947663346,-0.6424180409,-1.5270626442,-1.119492052
SRX5694378,-2.5254556315,-1.251569952,-0.4634139386,-0.5892935844
SRX5694379,-5.7794447449,-2.3574447885,-0.5227460333,-0.7488069058
SRX5694380,-4.2547319434,-0.3964250266,-0.6079369570000001,-0.9849220242000001
SRX5694381,0.0110071912,1.0311717613,-0.5831907388,0.0536946161
SRX5694382,-2.3435381796,-0.5333779658,-0.5897015176,-0.4765596486
SRX5694383,-5.578770471,-1.5733719764,0.33302975900000004,-0.9315031237
SRX5694384,-2.5600220394,-0.53517536,-0.17128217310000002,-0.306814501
SRX5694385,-4.0543827147,-2.3635767837,0.6983107852,-0.14971446900000002
SRX5694386,3.6125208564999998,0.8739858538,-0.047770770600000005,-1.7867935451
SRX5694387,-2.2668657394,-0.5891479946,-0.7783978846,-0.5907873538
SRX5694388,1.9977492209,0.6883381035,0.5795485447000001,-0.8765617776
SRX5694389,-5.4307924896,-1.5809623990000001,-0.4604892508,-0.5076306448
SRX5694390,-4.0983623508,-1.0498208402,0.5469985911,-0.9455588033000001
SRX5694391,-1.0214384243,0.3447557563,1.9391797668000001,-0.0546648603
SRX5694392,-5.5904855205,-1.4377063083000001,-0.18206983540000002,-0.7995883998000001
SRX5694393,-2.9336898193,-0.6741224570000001,-0.2625622673,-0.2305797444
SRX5694394,-2.3039591315,-0.5732130225000001,0.6362886964000001,-0.2681092712
SRX5694395,-2.1376786964,-0.4598007082,-0.24292153970000002,-0.6702235864
SRX5694396,0.8007797771,0.2837097051,0.6048608691,0.8816852332
SRX5694397,2.3147815217,-0.16561811710000002,0.7306458363,-0.8235027764
SRX5694398,-0.11799007310000001,-0.4928057856,0.47634399800000005,-0.4419145841
SRX5694399,-5.8121605617,-1.1472896604,-0.3464694589,-0.7824784504000001
SRX5694400,-2.6817562959,-1.1867191547,-0.2505482308,-0.8957583694000001
SRX5694401,-2.5869831916,-0.6569688121,0.6124656474,-0.46520850020000004
SRX5694402,3.9782993003,0.8422206754,-0.0719270178,-1.9027115429
SRX5694403,-1.4361853598,-0.2906957559,0.6540059885,-0.5633653791000001
SRX5694404,-3.1517272629,-0.5424977559,0.4711092564,-0.4577927678
SRX5694405,-2.3471544183,-0.3955589485,-0.5450956153000001,-0.5244412812
SRX5694406,-3.9035683225,-0.48239300360000004,0.2452439907,-0.4069620828
SRX5694407,-4.2008466242,-1.2700364616,-0.1035126536,-0.6797229178
SRX5694408,-2.1814491055,-1.1961725937,-0.009095269900000001,-0.7931955938
SRX5694409,8.7746570723,2.9303299534000002,1.087692968,-0.7313918552
SRX5694410,1.2259019324,-0.435331004,-0.3560818886,0.5205305132
SRX5694411,6.5679244556,2.0834715699,1.7535099344,1.2752649621
SRX5694412,-1.6158785943,-1.1890215908,0.5170498195000001,-0.8681426453000001
SRX5694413,0.8164049321,-0.7100345229,-1.0193472069,0.0039227364
SRX5694414,1.0146619046,0.7492237586,-0.523282682,0.1272974469
SRX5694415,-4.48580624,-0.7858969384000001,0.43947406520000004,-1.0048620916
SRX5694416,0.0085309536,0.19435296670000002,0.0446724711,-0.0255081624
SRX5694417,-2.9979095054,-0.4428551573,-0.2893820741,-0.37877042
SRX5694418,-0.145984,-0.0763862146,-0.2117878394,-0.8464666129
SRX5694419,-2.8802525409,-0.7093482735000001,-0.3179564891,-0.3984785491
SRX5694420,-5.2960904788,-1.0652198342,0.08899595980000001,-0.302497715
SRX5694421,-1.8389533055,-1.151134751,0.028312995400000002,-0.6099977714
SRX5694422,-0.8760027131,-0.4725043729,1.3392921219,-0.068855287
SRX5694423,-4.2360792834,-1.2131421674,-0.9200105722,-0.5813589195000001
SRX5694424,1.0420639252,-0.0854612955,1.5403945842,-0.4586027053
SRX5694425,-1.5610724684,-0.8900678206,0.5704792652,-0.8332605673
SRX5694426,-0.19748883790000002,0.6390395987,0.1799193872,-0.7600289733000001
SRX5694427,-2.9618891504000002,-0.9088551203,0.4667043355,-0.3639876078
SRX5694428,-3.2521249925999998,-0.9010582679,0.20339786340000002,-0.6349855048
SRX5694429,6.1174452293,2.2892151508,1.7636918297,1.262363916
SRX5694430,-2.5943532451999998,-0.7438833757000001,0.3315411609,-0.5589086929
SRX5694431,-3.7670582592,-0.928318603,-0.35813353740000003,-0.11194467350000001
SRX5694432,-3.9370799391,-1.6736642893,-0.36327625890000004,-0.576840738
SRX5694433,0.6875505267,0.4328014552,-0.9242360812,0.38963961950000003
SRX5694434,1.3395464648,0.32825343100000004,1.1244853324,-0.3241111343
SRX5694435,0.1741286988,-0.1042643669,0.2482560155,-0.25701469
SRX5694436,8.9287238347,3.1047131755,0.6052921899,-1.3601739322
SRX5694437,4.0152800348,1.4415741921,1.6927350389,-0.0437337862
SRX5694438,-4.7307717486000005,-0.9850348642000001,0.4568848408,-0.8291054388
SRX5694439,-2.2688101112,-0.4580588666,-0.9789359647,-0.51258285
SRX5694440,-2.1225880517,-0.47618334640000004,-0.16993395320000002,-0.37249924100000004
SRX5694441,-1.1199066027,-0.0787608738,-0.30292878300000003,-0.230511501
SRX5694442,2.2594132396,0.7444916073000001,0.5264198142000001,-0.8200548711000001
SRX5694443,-2.7394119543,-0.7427633855,0.2397725474,-0.4406184697
SRX5694444,-5.0775551384,-1.5380263446,0.5519567652,-1.0535215027
SRX5694445,1.0715529614000001,-0.4833211475,-0.2960727922,-0.6204594402
SRX5694446,-2.9310886109,-1.3209081678,-0.9535799394000001,-1.0780453714
SRX5694447,-4.5507452639,-1.5160205934,0.1879820745,-0.2826101176
SRX5694448,1.4399103651,0.4534574525,-0.33462678430000004,0.3674181562
SRX5694449,-2.9435087437,-0.8610529231,0.4853458886,-0.5328863570000001
SRX5694450,1.4175262419,-0.5639690580000001,-1.5466922668,-0.4055443481
SRX5694451,-4.7487790752,-1.1875551945,0.3364849925,-0.6397645289
SRX5694452,-0.6078710436,-0.0751871365,0.5538937326,0.7842886771
SRX5694453,1.9722655752,-0.38430118690000004,-0.9333736147,0.0852071991
SRX5694454,-2.9248562486000003,-0.8930639665000001,-0.43851679990000003,-0.18555417640000002
SRX5694455,-3.2120773964,-1.168103186,-0.6122638961,-0.3648115819
SRX5694456,-0.1154267852,-0.4421205049,0.0192414513,-0.5856403514
SRX5694457,-0.8405750337000001,-0.0781008696,-0.4865215724,-0.6155918729000001
SRX5694459,-3.8258314095,-1.0313517946,-0.7272492188,-0.8278137878
SRX5694460,3.060242722,0.1509224879,-0.1476290305,-0.346563681
SRX5694461,-2.6240422514,-1.2062381420000001,-0.46360405250000003,-0.6241635859
SRX5694462,-4.063452969,-1.0400237182,0.4989539183,-0.7549218009
SRX5694463,-3.2087150364,-0.5295415194,0.3705406573,-0.5317721226000001
SRX5694464,-2.5947058509,-0.9414195040000001,-0.1438542033,-0.42569096170000004
SRX5694465,-4.8583082222,-1.0577674762,-0.5194117031000001,-0.7787333394
SRX5694466,1.0240659129,0.6592505709,2.0305828611,0.2849311861
SRX5694467,-3.6613302505,-0.7693854417,-0.4654391383,-0.6791321378
SRX5694468,0.0312762007,-1.2176827896,-1.4261023225,-0.5489293682
SRX5694469,-2.9277197609,-0.7115822526000001,0.3766098639,-0.4651611836
SRX5694470,-0.4997488464,-0.0944460845,-0.1364564022,-0.0026546786
SRX5694471,-0.4938915393,-1.1921822854,0.1286029695,-0.4027529064
SRX5694472,-0.0485743474,0.3346115031,-0.0696890087,-0.2620807039
SRX5694474,-1.9816943464999999,-1.0846962417000001,0.9030849996,-0.1322773285
SRX5694475,-6.6539635876,-1.4233978619,0.38838182590000003,-0.24219310500000002
SRX5694476,-1.1936677621,-0.5558521258,-0.0550770701,-0.8656861585000001
SRX5694477,0.0412295818,-0.6648210352,-0.6307641964,-0.0965249888
SRX5694478,-5.8897918278,-1.3365548147,-0.2597921773,-0.6125686037
SRX5694479,5.4774094408,1.4218748294,-0.1763272148,-0.6780251964
SRX5694480,-0.4019369284,0.3790653831,-0.1529290586,-0.3036139091
SRX5694481,-3.865400618,-1.6558022752000001,0.2706568916,-0.32311821100000004
SRX5694482,-3.5092487022,-0.9214426053,-0.8203963424,-0.6472823522000001
SRX5694483,-4.2393127739,-1.5313731645000002,0.1585795959,-0.6886665677
SRX5694484,-3.274857707,-0.7591710216,-0.1142251222,-0.8571132198
SRX5694485,-1.8849587194000001,-0.08088804570000001,1.8143817081,0.1284023329
SRX5694486,-3.1249103737,-0.9669650974,-0.4731728442,-0.4840414957
SRX5694487,-2.4802784174,-0.6884068657,0.0620097399,-0.5855811282
SRX5694488,-0.8764541897,-0.2848545048,0.3949410132,-0.6483210227
SRX5694489,4.0086195211,0.3992822015,0.3263541776,-0.7268829535
SRX5694491,1.4871365228,-0.26651390550000004,-0.7083059624,-0.6520774905000001
SRX5694492,-2.7093025725,-0.9613132356,-0.851641096,-0.5106188083000001
SRX5694493,4.0811300703,1.8137936455,1.4811790611,0.24239025290000002
SRX5694494,-1.4107798191,-0.5465091762000001,1.1931153627,-0.117810119
SRX5694495,-1.2490546097,-0.0634998549,0.223645429,-0.17484840610000002
SRX5694496,-3.0706650279,-0.7146465865,-0.5212448198,-0.37866698060000004
SRX5694497,0.5105040814,-0.5273740234000001,1.0658264478,-0.2466820523
SRX5694498,-5.4561763496,-1.0690182449,0.2623274617,-0.44428095980000004
SRX5694499,-0.6093641264,-0.9679592672,-0.8602627439,0.7972235026000001
SRX5694500,-6.9384809404,-1.8346034434,0.6492284850000001,-0.6681049898
SRX5694501,-4.0138528968,-0.9985097524000001,-0.0872275571,-0.6444253488
SRX5694502,-8.2765208465,-4.9419215794,-1.6278754941,1.3237205784000001
SRX5694503,-0.842199448,-0.49088038780000004,0.5569903872,-0.7269781167
SRX5694504,-3.6644867177,-0.999402989,-0.5821665425,-0.419732614
SRX5694505,8.3456804565,2.181518943,-0.5569867189000001,-1.20391518
SRX5694506,3.1955756765,1.1440360022,-0.8658739125,0.3177096072
SRX5694507,-3.2450972914,-0.7615950008,-0.5061400461000001,-0.3527548835
SRX5694508,1.9963002254000002,0.5174569131,-0.007558000600000001,-0.5273337604
SRX5694509,1.5377680539,0.3712591035,1.1837010027,-0.09956798480000001
SRX5694510,-2.9175917729,-0.6914450195,0.3684639705,-0.5793740741
SRX5694511,-4.7765086024,-0.9654363105,0.7162084194,-0.6560487783
SRX5694512,0.8814393884,-0.19710235550000002,-0.7495037573000001,-0.8122972091
SRX5694513,-1.9968604114000001,-0.2900564791,-0.2520943269,-0.5523283406
SRX5694514,3.4734197102,0.2860542649,-0.1303226102,-0.4941901373
SRX5694515,-4.4433255491,-0.9741471285000001,1.2895415137000001,0.018631723200000002
SRX5694516,-1.824880018,-0.6641001836,-1.0265109875,-0.5160877503
SRX5694517,-0.7086403347,-0.3810777939,-0.0724954515,-0.7014788256000001
SRX5694518,-3.6660020246,-0.9987831015,0.0047803766000000004,-0.5921202789000001
SRX5694519,-6.3629785934,-1.7728652547000001,-0.26600968140000003,-0.6426764761
SRX5694520,2.0201931694,-0.7222179024000001,-0.7475409037,0.8100192573
SRX5694521,-0.8372987797,-0.8692837573000001,-0.21861527020000002,-0.6810660943
SRX5694522,-3.5743072604,-0.9610905486,0.5629342945,-0.44490424640000004
SRX5694523,-0.43735949020000003,-1.3386135465,0.21570166240000002,-0.8069696731
SRX5694524,3.9683511947000003,0.16257238670000002,0.062023590600000005,-0.8317090932000001
SRX5694525,-2.2581615712,-0.434664351,-0.42882891900000003,-0.48981127210000003
SRX5694526,-0.1909921278,-1.1101338118,-0.7689727486,-0.7361761565
SRX5694527,-6.3091742613,-2.0425965721,0.7309834126,-0.7635762723
SRX5694528,4.6661042981000005,1.2368490478,-0.1501726563,-0.673219145
SRX5694529,-2.8935552695,-0.8568423331,0.5169160205000001,-0.6117182999
SRX5694530,0.0645641423,-0.28359726300000004,-0.6836513344,0.8249116608
SRX5694532,-0.7384873019,-0.07762981790000001,0.6793260160000001,-0.1835209761
SRX5694533,-4.6826377063999995,-1.2356520977,0.7371031941,1.2297299564
SRX5694534,8.0238709669,2.4637558364,1.9744757876999999,0.8964491817
SRX5694535,2.4312105594,0.29076769890000004,-0.7213432398,0.6051719506000001
SRX5694536,1.0227732809,-0.688824886,0.6477702467,-0.7366201193
SRX5694537,-1.8662216702,-0.5534774906000001,0.020042852400000002,-0.6509915197
SRX5694538,-0.9895353329000001,-0.1952056003,0.48593594510000004,-0.3619950656
SRX5694539,-5.2276980545,-1.5867601850000002,-0.39806902200000005,-0.48443834680000003
SRX5694540,-2.5200758234,-0.4081552893,0.4775086602,-0.5860169708
SRX5694541,-2.6901053346,-1.2439119676,-0.2237540542,-0.4899706324
SRX5694543,-2.3225995808,-0.9351745021000001,-1.2433446982,-0.6916261842
SRX5694544,-2.4016978338,-1.0599611714,-0.09469580500000001,-0.7723148823
SRX5694545,-4.8693153312,-1.2960275996,0.3882651955,-0.9345604604000001
SRX5694546,-1.4856805741999999,-0.6835241348000001,-1.0093608602,-0.7274115978
SRX5694547,-3.2773472646,-0.5922049131,0.4493025752,-0.3357729393
SRX5694548,0.4912178928,-0.0999068821,0.091783931,0.028162841
SRX5694550,0.1504614042,-0.5618711728,0.062013330500000005,-0.7346413894
SRX5694551,-0.2647429986,-0.8677174706,-0.9358932155,0.4764316374
SRX5694552,-4.0923458724,-1.3390245077,-0.4164593802,-0.7448938301
SRX5694553,-2.0820396149000002,-0.47480810440000004,-0.0044865156,-0.3273924877
SRX5694554,-2.0271547343,-0.8194947663000001,-0.0383475161,-0.4181937543
SRX5694555,-3.2456285937000002,-0.8701734382,-0.7369655924,-0.2452545928
SRX6072760,2.4688423458,1.2075875093,0.41317827430000004,-1.0870508238
SRX6072761,-0.6131544672,-0.1776128147,0.604767283,-0.9961289279000001
SRX6072762,5.1694753878,1.8209692279,0.7448858374,-0.771228957
SRX6072763,4.6494923163,1.5740655112000002,1.4155093927,-0.2988503818
SRX6072764,0.8872818412000001,0.24918002390000002,-0.2457375582,-1.3060500737
SRX6072765,3.7682746047,1.4312269984000001,1.3219007904,-0.4698493415
SRX6376491,-4.1849777423,-0.5526213034,-0.6830534858,-0.431836726
SRX6376492,2.2385466769,0.7574947618000001,-0.6785606825,-0.2479315403
SRX6376493,3.0017227476,0.7463856038000001,-0.4696651093,-0.3208997619
SRX6376494,4.0012159912,1.4146425935,-0.46349901590000003,-0.5793796718
SRX6376495,-3.6001298225,-0.6832855964,-0.3385525806,-1.0214167472
SRX6376496,-4.2450118881,-1.0606036368,-0.6918979069,-0.3290600459
SRX2723951,1.6869969311,0.9560574046,1.3115418012,0.6598914536
SRX2723952,4.7849650705,1.6907973054,2.719049273,0.9832884074
SRX2723953,2.0677719622,0.6528854038,1.9266550545,0.8721664519000001
SRX2723954,5.7432738966,2.5060478777,2.7159852568,2.1359526484
SRX2723955,2.3388963799,0.8348256317,0.8854595021,0.2737678919
SRX2723956,2.6622368754,1.2689173784,1.3716701738000001,0.695521326
SRX2723957,0.2954080033,0.3556748516,-0.0180868505,0.0027797833
SRX2723958,3.4459748784,-0.053544810400000004,0.8312034412,0.40495222070000003
SRX2723959,-0.2802656079,0.1837588779,-0.0430751967,0.060148937000000006
SRX2723960,0.6967506728,0.5840479811,1.8905631967,0.5717783675
SRX2723961,4.745102275,2.0192337401,3.0586390134,2.013377032
SRX2723962,0.5838089211,0.6239594653,1.1510770369,0.5681472350000001
SRX2723963,0.9570401593000001,0.2874152077,0.09465619600000001,0.010549156700000001
SRX2723964,1.1174086443,0.5110951956,1.3046074190999999,0.4934227188
SRX2723965,0.8702004305000001,0.6151314899,0.7440262712,0.5664943758000001
SRX2723966,-0.8929109448,-0.2507885787,0.5336637103,0.0090813135
SRX2723967,0.181805073,0.0876284344,-0.3890912637,-0.0779921871
SRX2723968,0.7111058718000001,0.1631601442,-0.14457244660000002,0.0689108736
SRX6977206,0.7728698618000001,-0.603978195,-1.4457715828,-0.2660637843
SRX6977207,1.3328977878,-0.3367551837,-1.5601079896,-0.1977449234
SRX6977208,1.3937939807,-0.0550916617,0.810740581,-0.8011750807
SRX6977209,1.5395753052,0.3361784976,0.8647603072000001,-0.7229537595000001
SRX6977210,1.5760890175,0.327321268,0.9669022083000001,-0.7316805148000001
SRX6977211,0.2821861566,-0.1723896494,-0.4381731909,0.24226025480000002
SRX6977212,-0.1765741396,0.1482369872,0.130608776,0.035584912600000004
SRX6977213,-0.10561201690000001,0.0241526622,0.3075644149,-0.27784516740000004
SRX6977214,1.0058163678,-0.6612422371000001,-1.4681930284,-0.45637460430000004
SRX1153733,-0.100264741,-0.206295364,-0.1546157778,-0.0047153767
SRX1153734,0.100264741,0.206295364,0.1546157778,0.0047153767
SRX1153735,0.2817162226,-0.12192033340000001,-0.6446691254,-0.642745039
SRX1153736,-1.4356584037,-0.2197247863,-0.4501057755,-0.5084827087
