,0
name,PuuR
TF,RpoS+ArcA+PuuR
regulator,"<a href=""http://regulondb.ccg.unam.mx/sigmulon?term=ECK125110294&organism=ECK12&format=jsp&type=sigmulon"" target=""_blank"">RpoS</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011345&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">ArcA</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125160661&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">PuuR</a>"
function,
category,Nitrogen Metabolism
has_venn,True
scatter,3
exp_var,0.0062401161960000005
precision,1.0
recall,1.0
