,-0.06589908508311423,-0.03294954254155712,0.0,0.03294954254155712,0.06589908508311423,0.09884862762467136,0.13179817016622847,0.16474771270778557,0.1976972552493427,0.23064679779089983,0.26359634033245694,0.29654588287401407,0.3294954254155712,0.36244496795712833,0.39539451049868535,0.4283440530402425,0.4612935955817996,0.49424313812335674,0.5271926806649139,0.560142223206471
thresh,-0.08237385635389279,0.08237385635389279,2,,,,,,,,,,,,,,,,,
unreg,2,208,3916,181,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rex,0,1,2,2,0,1,0,1,1,0,1,1,0,0,2,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Rex_genes,[],['alsD'],['alsS' 'hemZ'],['yjlC' 'ndh'],[],['cydD'],[],['cydC'],['nirC'],[],['cydB'],['cydA'],[],[],['lctP' 'lctE'],[],[],[],[],[]
