locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4748,0.7278997829,ynfT,Qin prophage%3B protein YnfT,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16742
b1544,0.0982766001,ydfK,Qin prophage%3B cold shock protein YdfK,Transcription,,"Nac,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G6818
