,A,PuuR,RpoS,ArcA
nac_ntrc__wt_csn__1,-4.309177915417279,-0.7745275049999991,1.849426562,0.6141077429999999
nac_ntrc__wt_csn__2,-4.2283670231349335,-0.7018931339999996,1.8262455620000004,0.5605477890000009
nac_ntrc__wt_cytd__1,-1.6862788584902646,-0.3669974679999992,0.9658633820000002,0.2795019770000007
nac_ntrc__wt_cytd__2,-2.10227695740449,-0.3947518259999985,0.8995555819999996,0.2860997730000001
nac_ntrc__wt_gln__1,-8.42896072430443,-1.7551183859999997,1.143877011999999,0.8913351259999995
nac_ntrc__wt_gln__2,-7.985386915231169,-1.6419221129999988,1.201356272,0.8662795560000003
nac_ntrc__bw_delnac_csn__1,-6.396589873971246,-0.9963768929999991,2.1708239119999995,0.9463078960000004
nac_ntrc__bw_delnac_csn__2,-6.298912850849953,-1.0972880479999991,2.3634965119999998,1.0584942260000003
nac_ntrc__bw_delnac_cytd__1,-7.960039812703247,-1.3770540419999977,1.560056101999999,0.9694913659999996
nac_ntrc__bw_delnac_cytd__2,-7.597612520116765,-1.6050407019999977,1.5728261719999992,0.986668816
nac_ntrc__bw_delnac_gln__1,-8.615598413155091,-1.5155704629999986,1.4617363419999998,1.7790340160000009
nac_ntrc__bw_delnac_gln__2,-9.21642302067157,-1.5557543669999987,1.4067977519999992,1.744133606
nac_ntrc__bw_delnac_nh4__1,-9.103566879579502,-1.8402709709999991,0.3601772620000005,0.5325646529999997
nac_ntrc__bw_delnac_nh4__2,-8.916544224129614,-1.5953441809999989,0.3699574519999995,0.6136985270000004
misc__wt_no_te__1,-5.122987801669218,-1.2845494019999988,0.924456952,0.9855235859999992
misc__wt_no_te__2,-3.030114282634723,-0.5968681329999992,0.42003344199999937,0.6142791370000005
misc__bw_delcbl__1,-3.1022134471299405,-0.7011441469999989,0.244772523,0.12568635999999955
misc__bw_delcbl__2,-3.527336444491311,-0.6207708469999975,0.07157739500000028,0.035046911000000236
misc__bw_delfabr__1,-5.156109236061842,-1.148767885999998,-0.2551086290000004,-0.24226446099999954
misc__bw_delfabr__2,-4.921021918361446,-1.0613127979999994,-0.16277256400000084,-0.2915463460000005
misc__bw_delfadr__1,-4.626812563343123,-0.8509158239999994,0.10687962199999924,0.6395106409999993
misc__bw_delfadr__2,-4.9151163411891,-0.7570646969999988,0.19751071299999975,0.657546914000001
misc__nitr_031__1,-6.750552379034628,-1.1354375109999983,1.1360686920000005,1.4075302159999996
omics__wt_glu__1,-2.711136533212145,-1.3298698259999997,-0.23051727,-0.2732542719999991
omics__wt_glu__2,-2.7875364782874805,-1.2305120139999994,0.043958795,-0.2679235089999992
omics__wt_gly__1,-2.9910683211626696,-0.9018015069999992,-0.016657597000000024,-0.3058648300000009
omics__wt_gly__2,-2.626114555012474,-0.889654168999999,-0.015329333000000387,-0.2448624689999992
omics__wt_thr__1,-7.194534169458354,-2.885363674999999,-0.27653058900000005,-0.12100795399999953
omics__wt_thr__2,-7.226475217338548,-3.0058842149999987,-0.3382411019999996,-0.0439906600000004
omics__bw_ac__1,-5.826382655061144,-0.9525299869999976,1.014675532,-0.048029848000000534
omics__bw_ac__2,-5.936264907343986,-0.9393705679999992,0.9779118219999994,-0.07614823900000013
omics__bw_fum__1,-7.941651546459782,-1.1220415179999987,0.7274200319999995,-0.04679431099999931
omics__bw_fum__2,-7.489901671650885,-1.1255023159999986,0.7373106620000005,-0.08552493700000062
omics__bw_glc__1,-5.197209970784448,-0.6322283459999989,0.3882324019999999,0.12043444000000035
omics__bw_glc__2,-5.210847576534255,-0.5675200889999994,0.39518415200000057,0.13154009700000024
omics__bw_pyr__1,-10.859903542405382,-0.8382907839999989,1.0398495719999996,-0.3509629260000011
omics__bw_pyr__2,-9.438428708850806,-0.9019775609999988,1.1488143320000006,-0.34418755100000104
ompr__wt_nacl__1,-2.406607427023685,-1.1731766859999988,1.6465871120000006,1.8283400460000008
ompr__wt_nacl__2,-2.359382016844481,-1.0510176819999986,1.759748342,1.9577424259999996
ompr__bw_delompr_nacl__1,-3.094609170178245,-1.5628690149999986,0.7287601719999994,1.368295326
ompr__bw_delompr_nacl__2,-3.586142549511337,-1.453035301999999,0.5739272920000005,1.4191795159999998
minspan__wt_ade__1,-0.1454892309817663,0.9709402010000012,-0.41096649500000026,0.3935769530000002
minspan__wt_glc__2,-4.411423479402855,-1.1001310329999994,0.11574757800000054,0.4446369820000005
minspan__wt_glc__3,-4.217470037887894,-0.883391378999999,0.02785716100000002,0.3714927689999996
minspan__wt_glc__4,-3.7648564570893166,-1.0499801169999987,0.04818290200000064,0.33109058800000035
minspan__wt_glc_anaero__1,-12.48259906605234,-2.307597539,-0.27702965699999993,0.7573820960000006
minspan__wt_glc_anaero__2,-12.90453970691856,-2.483107940999999,-0.08955874199999947,0.6963977779999997
minspan__wt_trp__1,-11.745548078310346,-2.6297724989999987,0.016084042999999326,0.3756593200000005
minspan__bw_delcra_glc__2,-11.884323830556289,-2.7378097799999987,0.268831166,0.4768458209999995
minspan__bw_delcra_trp__1,-12.213438098079388,-2.582413921999999,0.03030116299999896,0.5289642949999998
minspan__bw_delmntr__1,-12.205393104716862,-2.187225870999999,0.12121000099999968,0.4877480060000003
minspan__bw_delnac_ade__1,-4.805215846328881,0.25852695600000075,0.08339037800000071,0.10554391400000007
minspan__bw_delnac_glc__1,-3.522739880753225,-0.5632710099999994,0.41288737200000014,0.3258568440000005
cra_crp__wt_ac__1,-3.770060744707993,-1.318994302999999,0.34391979199999945,0.07521394599999986
cra_crp__wt_ac__2,-3.8027550368329246,-1.387699507999999,0.2228516109999994,0.04004208699999978
cra_crp__wt_fru__1,-0.9163811997411436,-0.6206364769999988,0.32115443200000016,-0.2750378789999992
cra_crp__wt_fru__2,-1.1162722824104947,-0.8070443589999989,0.2865428439999995,-0.23072129300000024
cra_crp__delcra_ac__1,-4.773407169169604,-0.7300011199999998,0.5809128020000003,0.2524338789999998
cra_crp__delcra_ac__2,-4.675259335938793,-0.8269536409999985,0.6237719419999994,0.2739452050000004
cra_crp__delcra_fru__1,-6.761014861927676,-1.6229421589999993,0.4457110719999999,0.519048295000001
cra_crp__delcra_fru__2,-7.15557478368456,-1.449286054999999,0.527806022,0.5125246539999999
cra_crp__delcra_glc__1,-3.0318049521244053,-0.744747091999999,-0.06741425999999963,0.12657313600000109
cra_crp__delcra_glc__2,-3.3387028201496944,-0.7927772949999996,-0.00946141200000028,0.12613725399999964
rpoB__wt_031__1,-0.5456090851298172,-0.29334166899999925,0.4189900820000005,0.3966465879999994
rpoB__wt_044__1,-3.3489645822788576,-0.975666841999999,-0.0027066280000003213,0.4535192749999997
rpoB__wt_lb__1,-8.228069699238235,-1.4691306859999989,0.5912388619999991,1.5404025160000003
rpoB__wt_lb__2,-7.998841689045522,-1.5036529599999993,0.5552148619999997,1.4498660660000002
rpoB__rpoBE546V_031__1,-4.091282732828886,-1.451940367999999,1.0753228020000003,0.6855142030000003
rpoB__rpoBE546V_044__1,-4.116437473809835,-1.6912367549999994,1.0465195620000003,0.5397848889999999
rpoB__rpoBE546V_lb__1,-8.168535417231958,-1.5428128119999975,0.6638522620000007,1.1811762560000003
rpoB__rpoBE546V_lb__2,-7.688994708069163,-1.8849344039999991,0.6135239919999993,1.0979101460000005
rpoB__rpoBE546V_glc__1,-1.0500475586910405,-0.2116713379999986,0.12999292800000006,-0.04242210600000007
rpoB__rpoBE672K_glc__1,-0.8326114135464197,-0.7799413629999989,-0.9269440880000008,-0.5294595540000007
rpoB__rpoBE672K_glc__2,-1.391447857222163,-0.7533900149999999,-0.9221537669999992,-0.4737282469999986
rpoB__rpoBE672K_lb__1,-10.613263340475967,-2.4534726989999993,-0.9664375940000004,0.035597011000000116
rpoB__rpoBE672K_lb__2,-9.9309573935593,-2.635060896999999,-0.8909124800000008,0.07509867000000092
crp__wt_fru__1,-4.36235614710633,-1.0628839559999983,-0.08924797200000079,-0.19600093400000065
crp__wt_glyc__1,-5.032371414558955,-1.253999907999999,0.382196532,-0.08909652200000018
crp__wt_glyc__2,-5.597276807078848,-1.4659326949999991,0.29671736199999893,-0.1903415319999997
crp__delar1_glyc__1,-6.242705219416348,-2.222066231999998,0.457625371999999,0.5840968219999993
crp__delar1_glyc__2,-8.331879512470072,-2.450492774999999,0.3320905520000004,0.7408784060000002
crp__delar1ar2_glyc__1,-1.99909800029185,-0.6216484299999987,0.19362971600000026,0.6363256530000001
crp__delar1ar2_glyc__2,-1.866543605327864,-0.8200163729999987,0.33613993200000003,0.7106710189999994
crp__delar1ar2_glyc__3,-2.558576656986028,-0.8999963640000006,0.2143648299999992,0.7162020570000003
crp__delar2_glyc__1,-9.838407977274487,-2.9388549659999983,1.187215512,0.184588754
crp__delar2_glyc__2,-10.400762321066631,-2.967902771999998,1.0412096020000003,0.17830120100000002
crp__delar2_glyc__3,-10.419331802090488,-2.9279802929999983,1.0004265120000009,0.2581962700000009
crp__delcrp_fru__1,-6.077718725757563,-1.412280804999999,1.4035451519999995,1.3911438060000003
crp__delcrp_fru__2,-4.564530009643721,-1.1999238829999994,1.3121425020000004,1.3654766960000018
crp__delcrp_fru__3,-5.712129088217243,-1.2756190629999988,1.3327748219999993,1.3627208460000002
crp__delcrp_glc__1,-3.93585354878834,-0.8892146840000006,1.2202025120000002,1.3585496159999997
crp__delcrp_glc__2,-3.403895061496109,-0.972363260999998,1.232196922,1.3477543060000006
crp__delcrp_glc__3,-4.101669389973714,-0.9913600579999988,1.218558562,1.385312095999998
crp__delcrp_glyc__1,-8.71671887815665,-1.6460279279999988,1.4730303219999996,0.9287191660000004
crp__delcrp_glyc__2,-9.14415457022049,-1.7194310289999992,1.491695502000001,1.041311906000001
crp__delcrp_glyc__3,-8.989400834666858,-1.7302654739999994,1.4256353120000007,0.9504081660000008
glu__glu_ale3__1,-9.905281757902507,-1.8994262579999992,0.7930836120000002,0.9075265760000004
glu__glu_ale4__1,-9.076485273199834,-2.212795913999999,-0.2613450630000003,-0.05582856300000039
glu__glu_ale5__1,-7.459857872078032,-2.1065323859999987,-0.923966688,0.09422176900000068
glu__glu_ale6__1,-4.907711202288148,-1.840859964999999,-1.0723884590000008,-0.4079774069999989
glu__glu_ale8__1,-12.422780471885646,-2.2616521159999987,0.8990942620000002,0.9552785759999995
glu__glu_ale9__1,-8.70956532042698,-2.401108753999999,-0.267016099000001,0.5717934289999995
glu__glu_ale10__1,-10.206089260461638,-2.0687211329999986,-0.0609958190000004,0.6147063750000008
42c__wt_42c__1,-7.154069571978353,-1.821130153999999,-0.2815316019999994,0.3285913830000009
42c__42c_ale1__1,-12.507815525929468,-2.9627893909999994,-0.4853856130000001,1.071597756000001
42c__42c_ale2__1,-8.62858223866921,-2.252594669,-0.28717722000000023,0.33076163700000016
42c__42c_ale3__1,-10.073422162095806,-2.1333794169999987,-0.5307598339999995,-0.15167118699999982
42c__42c_ale4__1,-9.830101870725478,-2.4734323409999988,-0.06679679299999998,0.032578979000000174
42c__42c_ale5__1,-9.46398078500236,-2.1120457139999993,-0.4238999000000003,0.14312536699999967
42c__42c_ale6__1,-13.602195427544403,-4.286733988999998,-1.6790261920000005,1.327478846
42c__42c_ale8__1,-13.428277208653528,-2.4392939039999995,-0.6158962060000004,0.7806890660000008
42c__42c_ale9__1,-11.051087812917697,-1.989254300999999,-0.5299862819999994,-0.2279726649999993
42c__42c_ale10__1,-10.965102094647971,-2.673898980999999,-0.5234000390000002,0.3879943529999999
ssw__wt_ac__1,-4.3557264995480685,-0.8741299179999986,1.2230336019999992,1.138140236
ssw__wt_glc__1,-1.4913055888952358,-1.0747922439999993,-0.6345283510000002,0.19990372800000067
ssw__wt_glyc__1,-9.27181121350135,-1.9656508809999995,-0.13753819100000084,0.9458817360000004
ssw__wt_xyl__1,-13.421468507118364,-2.762306098999999,0.2429983199999999,-1.1579554919999993
ssw__glc_ale1__1,-9.820278119860973,-1.9951959959999988,0.7432752320000002,0.17438198900000046
ssw__glc_ale2__1,-10.526786666542996,-2.5331583019999986,0.426754171999999,0.2688995510000005
ssw__glc_ale3__1,-12.028742546141729,-2.443145531999999,-0.5801338450000006,0.2444404779999996
ssw__glyc_ale1__1,-12.118179665043629,-2.3192048299999986,0.2539637250000002,0.12772987099999966
ssw__glyc_ale2__1,-11.949958962809756,-2.4715025799999992,-0.7526172219999996,0.19163250899999973
ssw__xyl_ale1__1,-10.370548113135108,-1.9019309409999992,0.07102489999999939,0.36807815100000063
ssw__xyl_ale2__1,-9.490068821006853,-1.8841067639999995,0.11657292900000014,0.43007511699999945
ssw__xyl_ale3__1,-9.6032036775549,-1.985995128999999,-0.2888721400000005,-0.0329609719999997
ssw__glc_ac_ac2__1,-13.33363343304186,-2.8458182709999984,-0.9307193809999994,0.8775486560000001
ssw__glc_ac_glc1__1,-12.939465304467788,-1.9274810669999989,-0.209421098,-0.4747723829999994
ssw__glc_glyc_glc__1,-10.200052648552804,-2.1108318839999987,0.5182240819999997,0.030757538999999667
ssw__glc_glyc_glyc__1,-9.951309539987296,-1.9777086489999995,0.4607958520000004,-0.1417753949999998
ssw__glc_xyl_glc__1,-11.980308007336856,-2.8415295390000006,-0.6348894549999997,0.5339402829999997
ssw__glc_xyl_xyl__1,-5.658057095217871,-1.2485030519999976,-0.2640025520000009,0.08377152999999993
ica__wt_glc__1,-7.793439223658875,-1.6964859669999992,-0.7602189819999996,-0.061878408000000114
ica__wt_glc__2,-8.48460999665621,-2.056018546999999,-0.8536889090000006,-0.12840119100000005
ica__wt_glc__3,-9.82275163491191,-1.9577065139999992,0.049913985999999966,0.18162740200000016
ica__wt_glc__4,-10.214947875767953,-2.086794734999999,0.09081191900000007,0.2489071220000003
ica__arg_sbt__1,-5.391218353380335,-1.5263782999999993,0.5891611220000001,0.20292476100000026
ica__arg_sbt__2,-5.2553479328906665,-1.2539314579999994,0.3881980019999993,0.2140498409999996
ica__cytd_rib__1,5.324742652915465,1.8030753740000025,0.765180341999999,2.510750616000001
ica__cytd_rib__2,5.8036573979976085,2.012589558,0.6480234419999995,2.531055996000001
ica__gth__1,-7.107417520950476,-1.3560415769999992,0.8912684019999997,1.1985195760000007
ica__gth__2,-6.3213050672901465,-1.4217355109999987,1.0063285620000002,1.2147844259999996
ica__leu_glcr__1,-11.581506455494196,-1.8900612449999992,-0.2369398530000009,0.2614857209999997
ica__leu_glcr__2,-11.31101709521342,-1.7237446949999995,-0.3034178609999998,0.2514240619999999
ica__met_glc__1,-9.90174455044781,-2.4096152769999986,-1.022815705000001,-0.19998439899999987
ica__met_glc__2,-10.537547371925989,-2.3219216969999987,-1.102207818,-0.27336614799999914
ica__no3_anaero__1,-13.036544034986896,-2.0903093849999985,-0.1954281790000003,0.650216425
ica__no3_anaero__2,-13.834165187882896,-2.322041405,-0.12172514500000098,0.4475540319999993
ica__phe_acgam__1,-10.216714206335462,-1.940690802999999,-0.4922668249999997,0.16990136699999958
ica__phe_acgam__2,-10.205902887874696,-2.0377167779999987,-0.5852651299999998,0.1445793430000002
ica__thm_gal__1,-7.762077670050663,-1.7630470609999982,0.6066152819999999,0.8954444660000007
ica__thm_gal__2,-7.330539045230496,-1.501161313999999,0.668510972,0.9108855959999982
ica__tyr_glcn__1,-9.63992958033499,-2.040863874,-0.5756726790000002,-0.14113408799999938
ica__tyr_glcn__2,-9.986117394441845,-2.121061894999998,-0.5077214810000008,-0.04052529600000021
ica__ura_pyr__1,-10.138738829074114,-1.7204869029999994,0.20881733899999946,0.08367163099999964
ica__ura_pyr__2,-10.505873757266029,-1.6347890309999986,0.4469161219999993,0.193178047
ica__wt_glc__5,-10.491123736748207,-1.8532601409999991,-0.443233116,0.13858604600000035
ica__wt_glc__6,-10.160854971558276,-1.774151215999998,-0.3440205879999993,0.187806707
ica__bw_delpurR_cytd__1,-10.320566784270657,-2.0005436829999987,-1.10661481,-0.05177321100000043
ica__bw_delpurR_cytd__2,-10.223095117564322,-1.08930114,-0.40072797000000016,0.4000819950000008
ica__ade_glc__1,-10.54126925434827,-1.324668939999999,-0.4128361290000005,0.3853020049999998
ica__ade_glc__2,-10.055802608828497,-2.002110769999999,-1.293643015999999,-0.0464260000000003
ytf__wt_glc__1,-2.407244782647912,-0.8178540059999984,0.3419649420000006,0.4511311970000005
ytf__wt_glc__2,-5.269994691041277,-1.4270948949999998,0.6804132620000001,0.5947166890000002
ytf__delyafC__1,-10.855559589937382,-2.292485277999999,0.5565448419999992,1.316309596
ytf__delyafC__2,-10.30361834253678,-2.269317288999999,0.6846965419999993,1.3149214259999995
ytf__delyeiE__1,-10.876136968957624,-2.2904796419999984,0.24851932099999985,0.6029128159999999
ytf__delyeiE__2,-9.602939097462857,-1.7455205549999997,0.07231935399999934,0.4788621949999996
ytf__delyiaJ__1,-9.403797436007288,-2.2313060809999987,0.6024993319999989,1.010078936000001
ytf__delyiaJ__2,-9.540357309860331,-2.199395455999998,0.775933062,0.5817762769999995
ytf__delyieP__1,-10.39830352062054,-2.475625189,0.6228551420000006,0.5846421290000006
ytf__delyieP__2,-9.293420091914417,-2.2257184569999984,0.7701409819999991,0.3895957509999999
ytf__wt_ph5__1,-7.901724116125161,-1.7105425639999992,0.4666802919999995,0.9167918759999996
ytf__wt_ph5__2,-8.414582612032204,-1.6840644130000006,0.4907947220000004,0.9727493060000008
ytf__wt_ph8__1,-5.572942828642598,-1.2987287049999994,0.4135751320000001,0.4022586050000001
ytf__wt_ph8__2,-5.341298226003761,-1.3284177889999986,0.42222096199999903,0.3799462089999999
ytf__delybaO__1,-9.795708443208648,-2.517346538999999,0.3931707919999994,1.1015642860000003
ytf__delybaO__2,-10.224338325970075,-2.2887458429999987,0.5098479620000003,0.9576076560000004
ytf__delybaQ__1,-2.1403585519515924,-0.6183460459999983,0.1104798529999993,0.5094368070000002
ytf__delybaQ__2,-2.262333116236318,-0.4999869609999985,0.1918486270000006,0.5953066400000004
ytf__delybiH__1,-5.644004516297208,-1.8597941309999992,0.7546381320000002,0.3101881330000005
ytf__delybiH__2,-9.105131173516934,-2.511549570999999,0.8583397119999994,0.5978125009999999
ytf__delydcI_ph5__1,-7.199632236362522,-1.7449238109999987,0.2372309430000001,0.647191126000001
ytf__delydcI_ph5__2,-7.048606193031118,-1.5113088969999977,0.21605959200000055,0.7488411960000008
ytf__delydcI_ph8__1,-6.213107056337991,-1.4180100049999993,0.5150319519999993,0.4665607180000002
ytf__delydcI_ph8__2,-5.861182180334321,-1.3834847229999987,0.07543053599999894,0.2092860830000003
ytf__delyddM__1,-2.473963390116276,-0.1394258509999986,0.5905555519999997,1.0571620460000002
ytf__delyddM__2,-1.6307341891875815,0.16785808900000188,0.5548536019999997,1.0171542260000006
ytf__delyheO__1,-9.546656713521934,-2.2902294689999994,0.440513052,1.222256766000001
ytf__delyheO__2,-10.084148366236771,-2.2985510599999985,0.5138055220000002,1.0483744460000004
fps__bw_glc__1,-6.217756740907531,-1.1605560459999982,-0.4232219330000007,0.012904308999999614
fps__bw_glc__2,-5.886426057029514,-1.2166889969999986,-0.3972259690000008,-0.0037995829999992736
fps__fps_thrA_ale1__1,-9.691130955441036,-1.3528908079999988,0.39264833200000027,0.9413362959999994
fps__fps_thrA_ale1__2,-9.51393507935366,-1.4664718009999982,0.40612146199999977,0.8375840960000005
fps__fps_thrA_ale2__1,-10.069117404193452,-1.4574507399999996,0.5639018419999999,0.5460123210000011
fps__fps_thrA_ale2__2,-9.874017766543773,-1.4940996509999982,0.4527652119999992,0.5933185139999999
fps__fps_serB_ale1__1,-2.6749474454236206,-0.2369791139999986,0.1916031569999994,0.5135887639999996
fps__fps_serB_ale1__2,-2.208778664321455,-0.3269506699999987,0.1464529989999992,0.4864586440000007
fps__fps_serB_ale4__1,3.3870624960626667,1.652638755,0.3611007019999999,0.5143922659999998
fps__fps_serB_ale4__2,3.2885055560484084,1.5917037130000011,0.1423332540000004,0.549033884
fps__fps_ptsI_ale1__1,-2.343589333175789,-0.18286647699999747,1.0472531420000006,0.6779612319999995
fps__fps_ptsI_ale1__2,-2.013089213813147,-0.1719467229999987,0.915891192,0.6642249929999995
fps__fps_ptsI_ale3__1,-4.74774152716757,-1.1344850749999995,0.5594406820000001,0.12885385700000107
fps__fps_ptsI_ale3__2,-3.844143797738264,-0.8618052539999992,0.6253451220000006,0.21322360100000104
pal__lyx_ale2_f6__1,-4.162331228617401,-0.5318375639999989,1.2211207119999994,0.9302748659999996
pal__lyx_ale2__1,-2.2669427067884813,-0.3958641379999994,0.9668986020000006,0.8953828860000002
pal__lyx_ale2__2,-2.6646233092543725,-0.3868755689999989,1.011708711999999,0.8937969960000007
pal__lyx_ale4__1,-7.200337258371798,-1.4501031779999989,-0.3148401500000002,0.04450695899999957
pal__lyx_ale4__2,-6.229660498568796,-1.3833634989999997,-0.4860173060000008,0.0478946889999996
pal__5drib_ale10_f18__1,-6.438192157620514,-0.7609577579999991,0.6526537319999992,0.1514443449999998
pal__5drib_ale10_f18__2,-6.509701903283492,-0.9554306819999976,0.6990012320000005,0.1912255130000009
pal__5drib_ale10__1,-1.3119051331183198,-0.5479718589999987,0.720726312,0.5395594510000006
pal__arab_ale14_f9__1,-7.954215759200441,-1.2628769599999998,0.6728991620000002,0.6120842819999996
pal__arab_ale14_f9__2,-7.437546965559728,-1.3718791389999991,0.5141713219999993,0.6312031329999996
pal__arab_ale14__1,-7.96975413814477,-1.4564626869999977,-0.06586883900000018,0.01188651300000032
pal__arab_ale14__2,-7.96600399616204,-1.3074269349999996,-0.17177665700000055,0.05354830199999938
pal__arab_ale16__1,-6.241828179615024,-1.3975391549999987,-0.0026713770000004193,-0.012330540999998972
pal__arab_ale16__2,-6.42812846959222,-1.0674840140000006,0.1913841870000006,0.1783269599999997
pal__tartr_ale26_f10__1,-1.6077875553044236,0.2931426450000005,1.0529872519999994,0.5663584280000009
pal__tartr_ale26_f10__2,0.448642545334243,0.8574483980000007,1.117358552000001,0.8012373759999996
pal__tartr_ale26__1,-2.6420362027479927,0.09521211200000136,0.3892269420000005,0.4466712580000003
pal__tartr_ale26__2,-4.499535537979242,-0.5405966279999994,0.3141092519999997,0.4330986750000001
pal__tartr_ale28_f10__1,0.3397360798169825,0.3320400550000002,1.2650587219999991,1.4321042960000003
pal__tartr_ale28_f10__2,-1.5439453535373928,0.06781132900000131,0.9722561120000002,1.232142026
pal__tartr_ale28__1,-5.315105275247546,-0.8318315839999997,0.06391488899999942,0.43821218400000106
pal__tartr_ale28__2,-6.285360230683961,-0.5972445869999987,0.3663876120000005,0.5097042599999995
efeU__delmenFentC_citr__1,-5.1729969015326605,-1.195588503999999,0.4324642720000007,0.5647371930000009
efeU__delmenFentC_citr__2,-4.405292103334843,-0.9966983689999988,0.3897561520000004,0.5130675520000008
efeU__delmenFentC__1,-6.679393013601235,-1.1935106379999991,1.177584972,0.991366136
efeU__delmenFentC__2,-6.91086976566372,-1.106992606999999,1.1153529019999997,1.0004466859999999
efeU__menFentC_ale39__1,-11.354752851014188,-2.8059738199999997,-0.06847482300000074,0.7605526959999995
efeU__menFentC_ale39__2,-10.077023637968445,-2.7991372289999994,-0.11409336400000035,0.8838205660000007
efeU__menFentC_ale29__1,-12.337412163349368,-2.554640760999999,0.6533644019999993,0.7593666260000003
efeU__menFentC_ale29__2,-11.184640399163875,-2.4831715549999998,0.7308609120000007,0.7573062359999998
efeU__menFentC_ale30__1,-8.799977443394505,-1.850739471999999,-0.6166222720000007,-0.2916557810000011
efeU__menFentC_ale30__2,-9.74857032532469,-2.131611595999999,-0.36928399700000014,-0.3666411319999998
efeU__menFentCubiC_ale36__1,-8.431589106971405,-1.4136408939999994,0.20465600400000028,0.5628257560000005
efeU__menFentCubiC_ale36__2,-9.13001054925212,-1.357741407999999,0.24587958699999926,0.5128759540000001
efeU__menFentCubiC_ale37__1,-5.393173033344661,-0.6671123539999995,0.5874251219999991,0.8163334459999998
efeU__menFentCubiC_ale37__2,-5.715467176924235,-0.6541487879999988,0.4022910319999991,0.8380346260000007
efeU__menFentCubiC_ale38__1,-10.56633712863847,-2.114095257999999,0.3376043820000003,-0.07417242300000026
efeU__menFentCubiC_ale38__2,-10.487122985360134,-2.1126686539999997,0.32172978200000024,-0.0990833569999996
misc2__salc_glc__1,-8.853878176454424,-1.469423349999999,0.8863017319999997,0.5844178910000011
misc2__salc_glc__2,-8.411046394151048,-1.306330363999999,1.151312292,0.8081587460000001
misc2__dbcn_glc__1,-5.447049451512653,-1.9566086869999992,-0.8705704379999997,0.15480885800000088
misc2__dbcn_glc__2,-5.6971449174412,-1.275797150999998,-0.053842641000001024,0.5578135900000003
misc2__tyr_glc__1,-10.30247320580724,-1.5435287659999988,0.030154188999999217,0.31652371500000065
misc2__tyr_glc__2,-10.515269836524345,-1.7255582369999989,0.18931526099999907,0.3480515739999994
misc2__arg_cytd__1,-11.590569371544088,-2.2239229149999997,-0.971555575,0.16937141400000044
