locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b4744,0.6632148848,ynaM,Rac prophage%3B protein YnaM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16738
b1375,0.10540731360000001,ynaE,Rac prophage%3B uncharacterized protein YnaE,Transcription,ynaE,"YdcR,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G6698
