,-0.058708517721712636,-6.938893903907228e-18,0.05870851772171262,0.11741703544342526,0.1761255531651379,0.2348340708868505,0.29354258860856314,0.35225110633027573,0.4109596240519884,0.46966814177370103,0.5283766594954137,0.5870851772171263,0.645793694938839,0.7045022126605516,0.7632107303822642,0.8219192481039769,0.8806277658256895,0.9393362835474021,0.9980448012691148,1.0567533189908274
thresh,-0.08806277658256895,0.08806277658256895,1,,,,,,,,,,,,,,,,,
unreg,43,4115,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unreg_genes,[],[],[],['ynaE'],[],[],[],[],[],[],[],[],['ynaM'],[],[],[],[],[],[],[]
