,PSPTOA0059
SRX1828913,0.2678765487
SRX1828914,-1.3495219444
SRX1828915,-0.2032882336
SRX1828916,-1.5319930801
SRX1828917,-0.0645883151
SRX1828918,-1.5955415384
SRX3983989,0.7259389959
SRX3983990,0.0594769272
SRX3983993,0.9676408820000001
SRX3983994,0.8725820679
SRX3983995,0.28541316580000003
SRX3983996,0.9543062723
SRX3983997,1.3714738983
SRX3983998,0.0488574884
SRX3983999,-0.0869124599
SRX3984000,0.8033895869000001
SRX3984001,1.3311996147
SRX3984002,1.1386884077000001
SRX3984003,1.3592498903
SRX3984004,0.29952815580000003
SRX3984005,0.8434782341
SRX3984006,1.805293679
SRX3984007,1.0591691765
SRX3984008,0.3917096182
SRX3984009,0.3585168566
SRX3984010,1.3444568653
SRX3984011,0.2968237942
SRX3984012,0.0106910527
SRX3984013,0.5436293132000001
SRX3984014,0.0755516757
SRX3984015,1.3195047481
SRX3984016,0.39624913
SRX3984017,1.3236031245
SRX3984019,0.8182139819
SRX3984020,0.8070692735
SRX3984021,1.7433280981000001
SRX3984022,1.4814638321
SRX3984023,-0.2588873091
SRX3984024,0.6550020833
SRX3984025,0.3742819244
SRX3984026,-1.3257850957000001
SRX3984027,0.2454273639
SRX3984028,0.0844937523
SRX3984029,0.5451368278000001
SRX3984031,1.2942084869000001
SRX3984032,1.19856392
SRX3984034,0.0550120345
SRX3984035,0.2515902667
SRX3984036,1.5154238973
SRX3984037,1.5569133383
SRX3984038,1.8255292874
SRX3984039,1.9640781429
SRX3984040,0.203649814
SRX3984041,1.5669586779
SRX3984042,0.8490128157
SRX3984043,0.0942718273
SRX3984045,-0.8138856111
SRX3984046,0.3008154322
SRX3984047,1.8283081691
SRX3984048,1.3688670149
SRX3984049,1.2448061352
SRX3984050,1.3031358721
SRX3984051,1.9385890844
SRX3984052,0.41941909390000004
SRX3984056,1.1717616247
SRX3984057,1.6382775442000002
SRX3984058,1.0599209356000001
SRX3984059,-0.09491924510000001
SRX3984061,-0.1459574421
SRX3984062,0.1147339799
SRX3984063,0.1522996247
SRX3984064,-0.15109069790000001
SRX3984065,-0.0213855226
SRX3984066,0.09626695440000001
SRX3984067,0.313974274
SRX3984068,0.3227254967
SRX3984069,1.3305088952
SRX3984070,1.5173327135
SRX3984071,1.5288111053
SRX3984073,0.1377233786
SRX3984074,0.6029797709
SRX3984077,0.8796356361000001
SRX3984078,0.2901419866
SRX3984079,1.0006693169
SRX3984080,-0.0969401577
SRX3984082,0.16721820210000002
SRX3984084,1.0074357979
SRX6997963,0.5320744575
SRX6997964,-1.0171698462
SRX6997965,-0.2691635404
SRX6997967,0.7438738385
SRX6997968,-0.5102248872
SRX6997969,-0.48236867790000004
SRX6997971,-1.2759482960000001
SRX6997972,-1.3653629566
SRX6997973,-1.2872371692
SRX3159100,0.13672852100000002
SRX3159101,0.2057508711
SRX3159102,-0.5053463408000001
SRX3159103,0.1628669488
SRX3159000,-0.3418626422
SRX3159001,0.1513697022
SRX3159002,-0.1321816582
SRX3159003,-1.2394889909
SRX3159004,-0.6037777661
SRX3159005,-0.4106814233
SRX3159006,-0.13269133400000002
SRX3159007,-0.2621972835
SRX3159008,0.5098425271
SRX3159009,0.7909118311000001
SRX3159010,0.027797056900000002
SRX3159012,-0.2084309613
SRX3159013,0.3404040754
SRX3159014,1.6202533515000002
SRX3159015,0.8153442099
SRX3159016,-1.2394889909
SRX3159017,0.8822159398
SRX3159018,0.602147019
SRX3159019,1.2927797218000001
SRX3159020,0.7278280039
SRX3159021,-0.8398428637
SRX3159022,-1.2394889909
SRX3159023,-1.2394889909
SRX3159024,-0.46830647940000003
SRX3159025,0.41261682510000003
SRX3159026,0.9694568186
SRX3159027,0.5703827332
SRX3159028,-1.2394889909
SRX3159029,-0.1871580987
SRX3159030,-1.2394889909
SRX3159034,0.261804826
SRX3159036,0.6022090722
SRX3159037,0.11688946180000001
SRX3159041,-0.2552131117
SRX3159042,-1.2394889909
SRX3159043,0.152629691
SRX3159045,0.0327974007
SRX3159047,-0.7245797774
SRX3159048,0.0038864656
SRX3159049,0.2759671936
SRX3159050,0.2151597681
SRX3159051,-0.614844285
SRX3159052,-1.2394889909
SRX3159053,0.9632927251000001
SRX3159054,-1.2394889909
SRX3159055,0.2752614335
SRX3159056,-1.2394889909
SRX3159057,-1.2394889909
SRX3159058,0.4322182406
SRX3159060,-0.2968530995
SRX3159061,0.3087610766
SRX3159062,-1.2394889909
SRX3159063,0.42039364430000004
SRX3159066,-0.1253510561
SRX3159069,0.39103789180000004
SRX3159070,0.1890279681
SRX3159071,0.9047367017
SRX3159073,-0.5126784160000001
SRX3159074,-0.46444703200000004
SRX3159075,0.8160053428
SRX3159076,-0.5437864724
SRX3159080,-1.2394889909
SRX3159082,0.5109749743
SRX3159083,-0.3762677665
SRX3159086,-1.2394889909
SRX3159087,-0.21812364050000002
SRX3159088,0.2202770695
SRX3159089,0.4904175978
SRX3159090,0.0013410363
SRX3159091,-0.1993603509
SRX3159092,0.3181718816
SRX3159093,-1.2394889909
SRX3159094,0.6331139118
SRX3159095,-1.2394889909
SRX3159096,-1.2394889909
SRX3159097,-0.3106434497
SRX3159098,-1.2394889909
SRX3159099,0.8015349854
SRX3158988,0.3605701351
SRX3158989,0.9851617131
SRX3158990,-3.0057843969
SRX3158991,-0.1006846089
SRX3158992,0.3235706752
SRX3158996,-0.6841408104000001
SRX3644656,0.11542406790000001
SRX3644657,-0.1053981774
SRX3644658,-0.0100258906
SRX3644659,-0.0397378279
SRX3644660,-0.3010205891
SRX3644661,-0.6046528171000001
SRX3644662,-0.0378499422
SRX3644663,0.0467057975
SRX3644664,0.1976204413
SRX3644665,0.0283027234
SRX3644666,-0.592941621
SRX3644667,-0.3228158045
SRX3644668,-0.1846584688
SRX3644669,-0.0075182911
SRX3644670,0.3090998165
SRX3644671,-0.7442503667
SRX3644672,0.0881991619
SRX3644673,-0.4092456008
