,-0.11287530681828466,-0.09406275568190388,-0.0752502045455231,-0.05643765340914232,-0.03762510227276154,-0.018812551136380765,1.3877787807814457e-17,0.018812551136380792,0.03762510227276157,0.05643765340914235,0.07525020454552313,0.0940627556819039,0.11287530681828468,0.13168785795466548,0.15050040909104623,0.16931296022742698,0.18812551136380778,0.2069380625001886,0.22575061363656934,0.2445631647729501
thresh,-0.08465648011371349,0.08465648011371349,1,,,,,,,,,,,,,,,,,
unreg,2,1,6,21,72,662,2724,694,51,6,6,7,3,1,0,0,1,0,0,0
unreg_genes,['yedX' 'sthA'],['ysaB'],[],[],[],[],[],[],[],[],[],['ydaT' 'ydaY' 'rcbA' 'ydaV' 'xisR' 'ydaU' 'ynaM'],['trkG' 'ydaW' 'intR'],['ydaS'],[],[],['racR'],[],[],[]
