,A,FecI,PdhR,HypT,Nac,Crp,Fur
svns_pgi__PaePgi24_90__1,-3.118491032838605,-1.8754116030000008,-0.2801988520000007,-0.9719347440000004,-1.588570194,0.809689723,0.2377002439999991
svns_pgi__PaePgi24_90__2,-3.1826079181015525,-1.4396915330000004,-0.2635915990000006,-0.8415068250000006,-1.4224765770000003,0.9991721830000008,0.3981239339999991
abx_media__m9_ctrl__1,-2.2167455068725457,0.2077267109999994,0.4239716059999985,-1.371811043,-0.6578084549999996,-0.21908725299999965,-0.21254789600000026
abx_media__m9_ctrl__2,-1.228681982020439,0.3859245879999991,0.7808678059999998,-1.6969023710000002,-1.1316147610000002,0.06872792999999966,-0.06090287300000164
abx_media__rpmi_ctrl__1,-3.56622365963101,-1.0449855980000011,-0.4399643520000005,-1.406097259,-3.598907109,0.1818832429999997,-0.2426648790000012
abx_media__rpmi_ctrl__2,-2.4193799054683884,-0.9136053480000008,0.10277367700000006,-1.1549701189999997,-3.440138096,0.4604582229999998,-0.3419071470000006
abx_media__camhb_ctrl__1,6.197281572648658,-0.1408681680000008,1.158534187999999,-1.4515735329999986,-3.0445932210000004,-1.4667156490000008,-0.6408365990000018
abx_media__camhb_ctrl__2,6.106998035376763,-0.5930301270000014,1.0929076099999993,-1.341730129,-3.4384152300000004,-1.5642143070000003,-0.7140885460000009
abx_media__m9_mero__1,-1.6715901544600182,0.4433796919999988,0.04426428799999993,-1.6016256430000002,-0.9565940270000001,0.10006032100000084,0.3345905639999991
abx_media__m9_mero__2,-0.9645224866553722,0.35777735399999955,0.5795367589999998,-1.6492090680000002,-1.06957716,-0.24440689100000054,-0.07330109200000122
abx_media__rpmi_mero__1,-1.985512560044036,-0.7418100160000005,0.14052655399999914,-1.3506045540000002,-3.3365132139999996,-0.15585906599999966,-0.20541939900000195
abx_media__rpmi_mero__2,-2.6580856703926723,-0.9792201670000013,-0.28677754400000044,-1.367958959,-4.003030846000001,0.12222331400000107,-0.1735802520000007
abx_media__camhb_mero__1,8.426112617428844,0.0413451509999998,0.6162631100000002,-1.914783889,-2.81151666,-2.568928611,-0.6069420020000003
abx_media__camhb_mero__2,8.840045110303247,0.14269330699999916,0.6940324019999995,-1.7719695290000002,-3.207312052,-2.3720532899999998,-0.7505141150000014
abx_media__m9_trisulf__1,-0.1302527686257045,-0.3584053110000012,0.3680886149999996,-1.4653512859999998,-1.2927049179999999,-0.13952741599999996,-0.044335219000000585
abx_media__m9_trisulf__2,0.5174889840051443,-0.6646595470000012,0.30728888199999993,-1.4035823589999996,-0.9868490630000002,-0.12156318199999915,-0.22299615200000036
abx_media__rpmi_trisulf__1,-3.3643177989100708,-3.0506224490000013,1.7696281329999994,-1.0329287530000002,-2.73106236,-1.1385435739999998,-0.1166374740000009
abx_media__rpmi_trisulf__2,-3.4291684215184564,-2.8760673090000006,1.8326492079999996,-1.1860771950000002,-3.055437771,-1.1257448149999991,-0.12997402200000074
abx_media__camhb_trisulf__1,8.174596254127605,0.9407817649999995,1.70681776,-0.64394844,-2.7232952310000003,-0.6163487490000001,-0.4509043930000018
abx_media__camhb_trisulf__2,8.633364192633342,0.8432814489999991,1.6339537709999998,-0.8310481679999997,-2.59023387,-0.6510849729999997,-0.5406521110000018
abx_media__m9_cef__1,-1.1233395463466416,-0.9395689890000004,0.3860717840000003,-1.3428039959999998,0.07948228299999993,-0.4245596339999995,-0.12820725300000113
abx_media__m9_cef__2,-0.4549687605473908,-1.1660990420000008,0.5713813019999989,-1.764041144,-0.17382527499999956,-0.35219075799999894,-0.27800079400000044
abx_media__rpmi_cef__1,-2.0100253482591817,-1.0530826370000008,2.341774192999999,-0.7013870569999998,-3.087214477,0.17718560299999986,-0.490879382000001
abx_media__rpmi_cef__2,-2.294366291223515,-0.9194695930000014,2.4049609830000005,-0.7294267009999995,-2.8537234189999996,0.25364192300000177,-0.5004817240000019
abx_media__camhb_cef__1,10.649318410558546,0.4901975189999997,1.4426525090000002,-1.1239975359999999,-2.700986069,-0.8382274849999991,-0.9149892780000021
abx_media__camhb_cef__2,9.5533094778964,0.288608073999999,1.472209093,-1.1486155500000006,-2.679645087,-0.9034556939999998,-0.959574002000002
abx_media__m9_cipro__1,0.1848222757141514,0.2039294689999993,0.7631341230000004,-1.5935496149999997,-0.9634334360000004,-0.29610201100000033,-0.3600965120000019
abx_media__m9_cipro__2,0.3356776178218753,0.11565020199999855,0.5357338340000002,-1.5547319540000002,-1.2660583540000006,-0.23094071100000055,-0.4255198310000008
abx_media__rpmi_cipro__1,-1.943316528998958,-3.754232263000001,1.5724305039999995,-0.7761592229999996,-2.713785296,-0.7087974589999995,-0.7925083110000006
abx_media__rpmi_cipro__2,-1.7092099690884026,-3.2329044650000007,1.535231683999999,-0.5735734179999996,-2.930085909,-0.9681077109999999,-0.17774475100000053
abx_media__camhb_cipro__1,10.39977096025688,1.066806649,1.3723658390000004,-1.421893453,-3.843229678,-1.3565894469999993,-0.393128615000002
abx_media__camhb_cipro__2,10.6989812302749,1.1205068039999997,1.313462394,-1.1730418140000003,-3.3194838439999996,-1.1236836730000004,-0.4311371650000009
hot_tale__42c_ale3_30c__1,-2.4684372003721724,-2.1399237540000007,0.27498038500000105,-0.7461305600000001,-1.172067267,0.06220796800000095,0.05590779799999801
hot_tale__42c_ale3_30c__2,-2.8442683504618382,-2.3792018840000004,0.31697594499999937,-0.7375423659999996,-0.8003002160000001,0.017358810000001057,0.07758779799999971
hot_tale__42c_ale3_37c__1,-0.4582861701035011,-1.4100674449999993,0.30048782599999946,-0.8392024850000004,-1.4675311169999998,0.4355665230000003,0.3167372739999994
hot_tale__42c_ale3_37c__2,-0.1541221205696771,-1.8684092590000008,0.25724693899999984,-1.020933287,-1.7860981490000003,0.4006368030000012,0.2638063639999988
hot_tale__42c_ale3_44c__1,1.5055007286710618,-1.0187526710000006,0.012720653999999776,-0.20067954000000032,-0.8666244139999999,0.3718853430000007,-0.2092092990000012
hot_tale__42c_ale3_44c__2,1.2570985199190736,-1.0664412970000008,0.0037100340000000287,-0.4387939650000003,-0.6779199060000005,0.3553441930000005,-0.206083523000002
hot_tale__hot_ale3_mid_30c__1,-3.2122467014553484,-3.3768997530000004,0.2391207909999995,-0.529970541,-1.698867554,0.7396188830000003,0.058708175999999675
hot_tale__hot_ale3_mid_30c__2,-2.9610057053863703,-2.273429302000001,-0.03380502300000021,-0.3615544740000001,-1.3117744999999998,0.5625003330000009,0.21249558399999915
hot_tale__hot_ale3_mid_37c__1,-0.6763587751026755,-1.6119536530000005,-0.14922751300000048,-0.7806988610000003,-2.099983317,0.5847484430000005,0.3805558439999981
hot_tale__hot_ale3_mid_37c__2,-1.0297891121788194,-1.2513411920000008,-0.4616469270000003,-0.8872694169999997,-2.503323088,0.1894337430000004,0.1530671839999993
hot_tale__hot_ale3_mid_44c__1,-0.8676916570344808,-3.6607513870000017,-1.040942879000001,-0.42805534500000064,-2.7128197839999997,-0.07124534099999913,-0.5012744500000004
hot_tale__hot_ale3_mid_44c__2,0.4681411024166831,-2.346847845,-0.6485853130000017,-0.3640102400000007,-1.441163494,-0.002275452999999317,-0.4220442130000013
hot_tale__hot_ale3_30c__1,-3.8896971864527705,-3.60338558,-0.33823995200000034,-0.7279517719999999,-1.1574613059999999,0.5150203330000007,0.22775462399999924
hot_tale__hot_ale3_30c__2,-3.469052249127935,-3.5700428060000013,-0.3237196960000004,-0.8315148450000001,-1.6301674659999998,0.5286701730000001,0.2521345939999993
hot_tale__hot_ale3_37c__1,-2.155704540459856,-1.3469941660000009,-0.6380990330000005,-0.9432571340000004,-2.270766988,0.3493771030000001,0.047784551999999536
hot_tale__hot_ale3_37c__2,-1.573077677245289,-1.2705257740000002,-0.5992410560000003,-0.5195738929999996,-2.294426896,0.3963193829999998,-0.009955428000001376
hot_tale__hot_ale3_44c__1,0.975162281227323,-1.421534148000001,-0.3914660690000007,-0.445319585,-2.029498701,0.28643448300000074,-0.2915744430000018
hot_tale__hot_ale3_44c__2,1.661582601080186,-1.1092726540000006,-0.35500843400000104,-0.4202755680000001,-1.9546913990000008,0.30231870300000097,-0.2565714690000007
hot_tale__hot_ale4_30c__1,-2.4517480589012224,-2.2619591660000005,0.4545090139999992,-0.8908212850000004,-0.6733416720000003,-0.0598787810000001,0.09634283599999804
hot_tale__hot_ale4_30c__2,-2.377415372779618,-2.027487347000001,0.4772996589999998,-0.7969903460000003,-0.912971324,0.0276806220000001,0.1015686409999983
hot_tale__hot_ale4_37c__1,-1.3934924260185717,-1.1617335030000016,0.0473548500000005,-1.1133793550000002,-1.8923696490000002,-0.15436083400000022,0.06422082999999823
hot_tale__hot_ale4_37c__2,-1.0072843787889298,-1.1092465580000015,0.2268285559999992,-1.209257731,-2.0355681960000003,-0.04945322999999924,-0.02041578600000093
hot_tale__hot_ale4_44c__1,1.6068208990910195,0.3383230809999995,0.07834283400000075,-0.3704709950000007,-1.4139670310000003,0.16471379300000066,-0.08707913400000145
hot_tale__hot_ale4_44c__2,1.4946979219218444,-0.3361937500000005,0.2324950009999984,-0.2616293470000004,-1.5795134990000002,0.0758041020000011,-0.20283691000000026
hot_tale__hot_ale8_30c__1,-2.150722806496076,-2.140725625000001,0.11649992699999955,-1.1072039050000004,-0.6871950739999999,-0.056768664999999885,0.1437334339999996
hot_tale__hot_ale8_30c__2,-2.053692111679576,-1.8809625400000003,0.1184445640000007,-0.7446512350000001,-0.8855234210000003,-0.10699186199999923,0.09538878899999936
hot_tale__hot_ale8_37c__1,-1.004307880394828,-1.3417812330000016,-0.07432257099999884,-0.9035028140000004,-1.6546642169999997,-0.007091699000000062,-0.09880672000000068
hot_tale__hot_ale8_37c__2,-1.185349838949958,-1.6653688580000008,-0.09345406599999873,-1.1045647719999998,-2.060972838,-0.04404757799999892,-0.04519326700000192
hot_tale__hot_ale8_44c__1,3.0217011704565757,0.010541027999998677,0.442421186999999,-0.12397286100000038,-1.3088297709999999,0.07381628000000083,-0.23776727700000144
hot_tale__hot_ale8_44c__2,2.601469125355535,-0.03059734700000138,0.24414767000000026,-0.3330148639999999,-1.5180469250000002,0.1405062560000001,-0.14652969900000026
hot_tale__hot_ale9_mid_30c__1,-3.2506651042001877,-2.341208375000001,0.2388998279999992,-0.911478431,-1.2770057599999998,0.11993167500000013,0.2535456839999988
hot_tale__hot_ale9_mid_30c__2,-2.9136789617481567,-2.1075743670000007,0.2557742489999999,-0.6662845129999999,-1.2521573140000002,0.10594186400000004,0.10742565399999826
hot_tale__hot_ale9_30c__1,-3.6710166355046767,-2.5044289390000007,0.21719428699999987,-1.1151892979999998,-0.5507054399999998,0.057352916000001024,0.08920444399999816
hot_tale__hot_ale9_30c__2,-3.0859838441798644,-2.7441007250000014,0.26005245200000005,-1.1581577900000006,-0.3846425739999999,0.17408408300000033,0.1383410139999981
hot_tale__hot_ale9_mid_37c__1,-2.094904799187978,-1.2788844900000005,-0.1384438999999995,-0.9014098380000002,-2.35547837,-0.07088768000000023,0.0128152609999983
hot_tale__hot_ale9_mid_37c__2,-1.5657431148034118,-1.3584234240000006,-0.0912555630000007,-0.6815906060000003,-1.803982754,0.028525377000001132,0.14727485399999907
hot_tale__hot_ale9_37c__1,-1.9642964380945032,-1.5581325810000006,-0.15908814900000046,-1.0381676329999996,-1.910014387,0.032825572000000136,0.09094151999999944
hot_tale__hot_ale9_37c__2,-1.89878172508135,-1.5838382439999998,-0.1979570390000012,-0.9134038440000004,-2.113326044,0.03721724300000062,0.15594092399999934
hot_tale__hot_ale9_mid_44c__1,0.8446198840887845,0.2710515799999991,-0.027585554999999932,-0.3017749629999997,-1.0234917159999999,0.2861256930000007,0.07245816499999869
hot_tale__hot_ale9_mid_44c__2,1.616434573423496,-0.2374983260000008,0.3297961229999995,-0.5274112859999995,-1.097068381,0.3056119630000005,-0.2413199060000011
hot_tale__hot_ale9_44c__1,1.560286737431263,-0.4323874330000015,0.1562695129999998,-0.4946751329999994,-1.6373162719999999,-0.02729796100000037,-0.017124449000000652
hot_tale__hot_ale9_44c__2,1.4791669301630783,-0.9409524930000012,0.03958635099999963,-0.5114163070000002,-1.381040606,-0.08631352099999923,-0.16282139600000178
hot_tale__hot_ale10_30c__1,-4.15777699555789,-2.9310513960000013,0.25361344099999883,-0.605733109,-1.7655075299999998,0.23749544300000025,0.08977881199999871
hot_tale__hot_ale10_30c__2,-3.924540148433487,-2.3643838080000004,0.146258392,-0.8739445630000002,-1.8155221960000003,0.4220348329999997,0.10566393899999936
hot_tale__hot_ale10_37c__1,-2.607024510410552,-1.6173372770000007,-0.4325302749999995,-0.9478487060000004,-2.1115480140000003,0.06875389400000033,-0.14334492500000096
hot_tale__hot_ale10_37c__2,-1.768881957539872,-1.6415330650000008,-0.32195738300000176,-0.9948704179999996,-2.443076326,0.12083432100000024,-0.06870147100000068
hot_tale__hot_ale10_44c__1,0.0791735800153893,-1.7850028950000008,0.04866900900000015,-0.7577849829999996,-1.827194705,-0.03575344399999913,-0.2779698200000009
hot_tale__hot_ale10_44c__2,1.0379047115511664,-1.0574679700000005,0.2448528759999995,-0.4694015020000002,-1.100789567,0.11004349699999948,-0.06473555800000064
hot_tale__hot_ale16_30c__1,-4.6004493890715255,-3.2364804560000007,0.6720417919999999,-0.8551690169999997,-1.231223393,0.12930916100000012,-0.010463080000000955
hot_tale__hot_ale16_30c__2,-4.667345211320338,-3.0777138340000008,0.8024739879999991,-0.6203004129999998,-1.126071997,0.25108644300000016,0.008885198999998067
hot_tale__hot_ale16_37c__1,-3.975475288073659,-2.141873295000001,0.40659337800000017,-0.98138069,-1.798436566,-0.02264786099999938,-0.07512415300000086
hot_tale__hot_ale16_37c__2,-4.358737148738298,-2.3540691650000003,0.3907953749999997,-0.7620922019999998,-1.5921513210000002,-0.007290675000000134,-0.12333779600000128
hot_tale__hot_ale16_44c__1,-1.191509097492072,-0.9863773640000001,0.5253613100000011,-0.3119413099999999,-1.658235355,0.039920518000000633,-0.1735405400000012
hot_tale__hot_ale16_44c__2,-1.1267284205490324,-0.7386964210000011,0.6329169029999999,-0.31898519000000025,-1.6925208140000003,0.206041613,0.046261382999999164
pdhr_ale__pdhR-13_51__1,-1.8661277717909948,-1.8362704890000003,-7.947651277,-1.116500964,-1.6726888630000003,0.42604259299999997,1.432767733999999
pdhr_ale__pdhR-13_51__2,-1.5984892396072363,-1.9294581400000004,-7.69884999,-1.2550993359999998,-2.027346403,0.3453698430000003,1.3271260139999992
pdhr_ale__pdhR-14_46__1,-2.3295018144569664,-2.67018482,-7.947651277,-1.2839289369999998,-1.3952807590000005,0.4137442230000001,-0.09758593000000104
pdhr_ale__pdhR-14_46__2,-2.1207220065543866,-2.2038846250000006,-7.947651277,-1.321887492,-1.1214762830000002,0.3746890430000001,-0.5230267670000011
pdhr_ale__pdhR-15_51__1,-1.887220973587297,-2.6927706650000003,-7.947651277,-1.0659458529999997,-1.3193570229999998,0.20815125300000048,-0.4908275050000004
pdhr_ale__pdhR-15_51__2,-1.853431847438218,-2.7355638650000005,-7.947651277,-1.1561460769999998,-1.3937451580000002,0.29122772299999866,-0.460418209000002
pdhr_ale__pdhR-16_49__1,-2.8310045405713176,-3.0213455980000012,-7.947651277,-1.1249103109999998,-1.22078488,0.3586398129999999,-0.6134175930000012
pdhr_ale__pdhR-16_49__2,-1.3195424117626486,-2.4306944760000007,-7.947651277,-1.4362648340000002,-1.7786178330000002,0.2910247429999995,-0.3972825000000011
tcs__del_atoC_LiAcet__1,0.0189778135798849,-1.6710150820000012,-1.7127228920000004,-1.5262802640000004,-0.4620425369999985,0.3723211630000005,0.052201527999999435
tcs__del_atoC_LiAcet__2,0.5056554526481295,-1.6438328140000005,-1.547742179000001,-1.531672091,-0.32297814,0.5545006830000005,-0.05592090600000077
tcs__del_atoC_LiCl__1,-1.0088838876713209,-1.341949972000001,-1.9037214140000005,-1.4427402029999996,-0.2839213149999997,0.7297175930000002,-0.041181683000001364
tcs__del_atoC_LiCl__2,-0.8261198632195513,-1.3371737700000006,-1.6925367990000009,-1.548848209,-0.40103777900000015,0.803204053,-0.12154166100000195
tcs__del_atoC_m9__1,-0.7838113271282914,-2.3198704360000004,-2.254234147,-1.602656188,-0.5717027249999997,0.6994936329999994,-0.007867929000001439
tcs__del_atoC_m9__2,-0.7519129816978462,-2.2968499110000007,-2.1412727720000007,-1.6557599109999999,-0.6736705839999999,0.8078232029999999,-0.05216702000000062
tcs__del_baeR_etoh__1,-2.591580732805266,-3.852407158000001,-1.2712272780000005,-1.840816615,-3.88352242,0.725387413,-1.245083621000001
tcs__del_baeR_etoh__2,-1.285859036690573,-3.1567007200000012,-1.1443010510000002,-2.0657029330000003,-4.227978653,0.8432000029999998,-1.350485216000001
tcs__del_baeR_lb__1,-3.971457195018744,-5.2902031769999995,-2.3437483340000007,-1.5727928039999997,-1.637793598,0.452954033000001,-0.8148601030000009
tcs__del_baeR_lb__2,-4.074257312709653,-4.924386170000001,-2.238383433,-1.719595152,-1.6789888609999999,0.5136486629999997,-0.7823763330000021
tcs__del_btsR_01xlb__1,-0.2346408588032073,0.5126648369999991,-1.6900488809999998,-2.16480785,-0.5769230719999996,-1.0043266899999992,-0.666318479000001
tcs__del_btsR_01xlb__2,-0.6233488528348046,0.5356181309999997,-1.6785191799999994,-2.238255577,-0.6119840730000004,-1.1325108709999991,-0.6515339590000018
tcs__del_btsR_lb__1,-1.0051833735316191,-4.11710334,-2.8160337319999997,-0.6479809520000002,-2.304031132,0.9059306429999996,-0.3666300980000017
tcs__del_btsR_lb__2,-1.930074765099708,-3.5769994440000006,-2.7354311960000004,-0.6221285910000001,-2.408722687,0.882795573000001,-0.3442564390000005
tcs__del_btsR_pyruvate__1,-0.4001576556755697,0.4234239219999987,-1.5062392940000011,-2.411150182,-0.5433973610000002,-1.2074819320000003,-0.6816157810000014
tcs__del_btsR_pyruvate__2,-0.6037782442649815,0.4612820939999995,-1.534633244000001,-2.2044266230000003,-0.5337329479999999,-1.2602474279999996,-0.691561720000001
tcs__del_cpxR_etoh__1,-0.0985919618383439,-3.1397572260000013,-1.377000358,-1.293619155,-3.3775782519999997,1.209290043000001,-1.237024980000001
tcs__del_cpxR_etoh__2,-0.1782197062469058,-2.76343428,-1.4722533159999998,-1.5007045509999999,-2.6196977869999998,1.1967784130000003,-1.3493737840000009
tcs__del_cpxR_lb__1,-4.612115062533311,-4.971196143,-2.0479488110000004,-1.3728623709999999,-1.3265809820000003,0.5608460330000007,-0.5731147350000008
tcs__del_cpxR_lb__2,-4.341748064848317,-4.619455363,-1.988138333,-1.777246666,-1.248043741,0.6407895630000002,-0.7083483410000007
tcs__del_cusR_CuSO4__1,6.397652289269984,-1.565880163000001,1.0435207000000002,-1.0921752619999996,-3.031573906,1.0462541129999998,-0.0658628530000005
tcs__del_cusR_CuSO4__2,6.241721403959052,-1.4796031980000004,1.0800940810000004,-0.9224997979999996,-2.8734514410000003,1.048489943,-0.03439381500000138
tcs__del_cusR_lb__1,6.9077539258240686,-1.8633317380000003,-2.6819280470000004,-1.220964844,-3.286662655,0.9952246930000008,-0.4537779740000012
tcs__del_cusR_lb__2,6.452242522083622,-2.1164456610000006,-2.634280103000001,-1.0543448679999994,-2.5308352910000003,1.0406022430000004,-0.5012415420000007
tcs__del_kdpE_01-kcl__1,1.5133191810239557,0.9746205949999992,-0.6060572149999999,-1.009777896,-1.138090408,0.08810516099999965,0.06018442199999896
tcs__del_kdpE_01-kcl__2,1.7636331192142969,1.0583158659999992,-0.6606226319999999,-1.0976749669999997,-1.1534712409999999,0.12273579200000027,0.006391024999999218
tcs__del_kdpE_115-kcl__1,3.350035797084669,2.034881614,-0.5442407490000011,-1.1195888390000004,-1.41685176,0.04519701000000076,0.09530173299999943
tcs__del_kdpE_115-kcl__2,2.959674369616532,2.0391746029999998,-0.06460197699999881,-0.8240152479999994,-1.6201095840000002,-0.003365354999999681,0.10346146699999892
tcs__del_phoB_m9__1,-2.0629233321206524,-0.6712808530000016,-1.4716536840000003,-1.741032476,-0.2006501319999998,0.7310639430000005,-0.18140123600000105
tcs__del_phoB_m9__2,-1.990573070793611,-0.6776263340000002,-1.4810334440000004,-1.5364544120000003,-0.17614272399999995,0.7578592129999997,-0.20360357300000054
tcs__del_phoB_m9p__1,-0.9908085515166029,-2.8438293050000008,-1.067598414,-2.670253831,-0.5047964629999999,-0.5173016199999996,-0.5524614120000013
tcs__del_phoB_m9p__2,-0.693809320108684,-2.9528877300000005,-0.9386586349999996,-2.74865984,-0.6284411129999999,-0.4868159799999994,-0.5811377330000003
tcs__del_rcsB_etoh__1,-0.5724176342470098,-2.4793443570000013,1.4197093120000002,-1.3146360479999997,-3.2460072650000003,0.8584217130000003,-0.9131786050000006
tcs__del_rcsB_etoh__2,-0.3007394581325105,-3.2244073370000006,1.4248302600000002,-1.4642062629999986,-3.095630934,0.921416013,-0.932499563000002
tcs__del_rcsB_lb__1,-2.6308655837814454,-5.2156096320000005,0.10895803200000033,-1.2910285469999998,-1.743259519,0.6655188230000011,-0.5299567570000008
tcs__del_rcsB_lb__2,-2.825059433198402,-5.016595056000001,0.1681492379999998,-1.2300687889999995,-1.6947582910000003,0.7005509330000006,-0.633498792000001
tcs__del_zraR_lb__1,7.570116311137027,-2.093641539000001,-1.5810241780000007,-1.0159253120000002,-2.955538505,0.5367675730000006,-0.3352574250000018
tcs__del_zraR_lb__2,7.36118765219395,-2.309747278000001,-1.6986436040000001,-0.9530026229999996,-3.0253386000000004,0.5696375729999996,-0.23344250700000124
tcs__del_zraR_zncl2__1,0.185883483066903,-0.2315812210000008,-0.23068416499999955,-0.980437814,-2.15854104,0.8338904830000011,-0.0051678490000011115
tcs__del_zraR_zncl2__2,0.2319274965882668,-0.19882793300000132,-0.27902214700000005,-0.9354272769999996,-2.417276404,0.8158754130000005,-0.018574909000001586
tcs__wt_01-kcl__1,2.8639654945773385,1.5927215729999986,-1.1515923099999998,-1.5092312540000004,-1.1636977980000005,-0.042192379999999474,-0.3618157140000005
tcs__wt_01-kcl__2,2.256454487801646,1.6527548259999991,-1.2783943670000006,-1.2576371259999997,-1.092688602,-0.04159150899999986,-0.23611487600000025
tcs__wt_01xlb__1,0.0764870440357524,0.606912197999999,-1.6709128830000006,-2.296503583,-0.4113044459999999,-1.1868215099999997,-0.4806430330000016
tcs__wt_01xlb__2,0.1435809650768216,0.638224061999999,-1.5835799270000006,-2.257221115,-0.6744578859999999,-1.1874649749999993,-0.5686194440000012
tcs__wt_115-kcl__1,3.040147349591953,2.049011101,-1.1972929530000007,-0.8509378840000004,-1.794511795,-0.09970663000000002,0.12150784399999814
tcs__wt_115-kcl__2,3.187025118138241,2.024406952,-1.2127824470000004,-1.0339148820000004,-1.503999945,-0.12142913199999937,0.14501777399999938
tcs__wt_CuSO4__1,7.519129058719972,-0.5833244000000004,-0.576616339000001,-0.9147042809999996,-2.892442958,0.7338502030000011,-0.2582882470000012
tcs__wt_CuSO4__2,7.528230232256467,-0.6531074590000001,-0.6147037860000006,-1.092312152,-3.048381668,0.7305206129999995,-0.3725779840000012
tcs__wt_etoh__1,1.1291515165524448,-2.969613062000002,0.9368710480000004,-1.1861196629999995,-2.657182674,0.5754630630000008,-0.8343983780000013
tcs__wt_etoh__2,0.9763949269756336,-3.0469790370000007,1.0349981689999996,-1.0261939009999999,-3.1569671039999996,0.5394844130000003,-0.7855163810000008
tcs__wt_lb__1,-3.274534680610878,-3.9258812670000007,0.8451398009999984,-1.2892995900000006,-2.097714854,0.9893765630000004,-0.2615435900000005
tcs__wt_lb__2,-3.739530805133579,-4.639814825,0.9362940490000008,-1.330664059,-2.062252024,1.0922559429999996,-0.2430665230000013
tcs__wt_LiAcet__1,-0.9643013062999694,-0.6074713450000004,-1.69121259,-1.751041438,-0.4072149879999998,0.6491752730000009,0.013818238999999009
tcs__wt_LiAcet__2,-1.094866594890373,-0.5609900900000007,-1.9175630320000003,-1.434811733,-0.6313410390000005,0.4062179429999997,-0.03992594800000049
tcs__wt_LiCl__1,-1.3304980985601162,-0.5977197100000007,-1.7855825970000003,-1.576255659,-0.672624087,0.5743156230000004,0.057506629999998886
tcs__wt_LiCl__2,-1.205435713273055,-0.7292562510000007,-1.8643341170000003,-1.5486606419999998,-0.6667311859999998,0.6016396030000006,-0.04685528100000092
tcs__wt_m9p__1,-0.1462096759158435,-2.6002523099999992,-0.6145371499999994,-2.3931204719999997,-1.413026462,-0.39549780799999995,-0.4697857990000003
tcs__wt_m9p__2,-0.3411275662300408,-2.696153853,-0.4976341430000018,-2.51623241,-1.6074559229999998,-0.4201194360000001,-0.4136867850000012
tcs__wt_pyr__1,-0.376896948335092,0.4254144199999992,-1.8609583090000001,-2.508442439,-0.5792711639999997,-1.287916309,-0.5181442630000017
tcs__wt_pyr__2,-0.8054833977728802,0.424370581999999,-1.6817060240000004,-2.261705764,-0.4079889149999998,-1.1631474849999996,-0.44570989500000013
tcs__wt_zncl2__1,0.4480114111071929,-0.4323646100000005,0.3910153189999992,-1.1472029609999996,-2.8505273539999996,0.6655301930000004,-0.05324738900000092
tcs__wt_zncl2__2,0.6018401618098196,-0.5259645049999992,0.3921490309999989,-1.1510937639999996,-2.89553779,0.6831118230000008,-0.08761572900000125
ros_tale__0_0_0pq__1,-1.2516151817453938,-1.392609213000001,-0.1712869630000018,-0.9815249469999996,-2.207937476,0.3292272530000009,0.1298924140000004
ros_tale__0_0_0pq__2,-1.1342849975487983,-1.4986063660000006,-0.2310096270000006,-0.9730040679999998,-2.4594456559999998,0.30771033300000106,0.060976011999999365
ros_tale__0_0_250pq__1,-1.4328297555897398,-2.8312140920000006,-0.7480970190000011,-0.8535824290000003,-1.2154579130000005,1.4522597630000007,1.6681841639999997
ros_tale__0_0_250pq__2,-1.6743791101132002,-2.8632448060000013,-0.5856754040000007,-0.7886325129999996,-1.21326124,1.4384985730000004,1.7006227739999993
ros_tale__1_mid_250pq__1,-1.82018291543768,-0.7524985160000011,1.0483051850000005,-0.8926657310000001,-0.5950899070000002,0.6546866229999999,0.6931149139999988
ros_tale__1_mid_250pq__2,-1.4668702795918014,-0.9469379110000008,0.9965039539999996,-1.079500693,-0.5714855910000001,0.6257248529999995,0.6169501439999987
ros_tale__1_0_0pq__3,-1.7610920543288429,-1.6191560550000004,0.15359954900000086,-0.8143853559999998,-2.3633630020000003,0.6079365029999995,-0.04268312500000171
ros_tale__1_0_0pq__4,-1.6007733236142787,-1.7594399040000006,0.23859320899999936,-0.7799165329999997,-2.136956238,0.6228776230000008,0.002965442999999013
ros_tale__1_0_250pq__1,-0.6919628640723673,-0.5142639860000005,0.8428037009999994,-0.8736231889999999,-2.401117138,0.4961959629999999,1.276738803999999
ros_tale__1_0_250pq__2,0.0447928096421161,-0.36317393900000017,0.8693588779999999,-0.8977309619999998,-2.649517192,0.6021915230000001,1.2784273639999988
ros_tale__1_0_750pq__1,-1.1836501265212127,0.5573471689999989,0.4711640609999996,-1.1700257800000005,-1.4485956069999997,0.6259014130000011,1.819783154
ros_tale__1_0_750pq__2,-1.6212807074803584,0.186081476,0.09471828199999877,-1.7203208209999998,-1.7846304000000002,1.045357503,1.6371983339999991
ros_tale__1_1_0pq__1,-2.058849937810703,-1.430382999,-0.02918777800000072,-1.810600905,0.3394751439999997,0.7677037930000008,0.2034986639999996
ros_tale__1_1_0pq__2,-2.010580357414848,-1.0239830010000004,0.04069989400000118,-1.665762976,0.5552284419999998,0.727341753000001,0.2022634039999982
ros_tale__1_1_250pq__1,-1.521636407335374,-1.550972014,0.21253760799999988,-1.7333384290000002,0.6386945930000003,0.616797033000001,1.0017471039999997
ros_tale__1_1_250pq__2,-0.7666388203206453,-1.881836260000001,0.11470115599999885,-1.986272135,0.05593924099999992,0.8796841830000002,1.0288504739999986
