,-0.20070321805643665,-0.16725268171369723,-0.1338021453709578,-0.10035160902821838,-0.06690107268547896,-0.033450536342739534,-1.1102230246251565e-16,0.03345053634273931,0.06690107268547874,0.10035160902821816,0.13380214537095758,0.167252681713697,0.20070321805643643,0.23415375439917585,0.2676042907419153,0.3010548270846547,0.3345053634273941,0.36795589977013354,0.40140643611287297,0.4348569724556124
thresh,-0.0836263408568486,0.0836263408568486,16,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,2,174,2860,119,3,1,0,0,0,0,0,0,0,0,0,0
Crp,0,0,0,0,0,29,384,29,1,0,0,0,0,0,0,0,0,0,0,0
Fur,0,0,0,0,1,10,51,9,1,0,0,0,0,0,0,0,0,0,0,0
Nac,0,0,0,0,0,30,382,22,2,0,0,0,0,0,0,0,0,0,0,0
HypT,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
PdhR,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp and Fur,1,0,0,0,0,2,14,3,3,0,0,0,0,0,0,0,0,0,0,0
Crp and Nac,0,0,0,0,0,3,51,1,0,0,0,0,0,0,0,0,0,0,0,0
Crp and PdhR,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Fur and Nac,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0
Fur and PdhR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac and HypT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nac and PdhR,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crp, Fur, and PdhR",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crp, Fur, and Nac",0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"Crp, FecI, Fur, Nac, HypT, and PdhR",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['ubiC'],[],[],[],[],[],[],[],[],[],[]
