,A,Fnr
omics__wt_glu__2,0.23390664930000002,0.7885854680000001
omics__wt_gly__1,0.590544265,0.206760041
omics__wt_gly__2,0.6750095434000001,0.183314323
omics__wt_thr__1,6.6593178705,-0.542585261
omics__wt_thr__2,7.9356328846,-0.607156115
omics__bw_ac__1,1.3558593506,0.045715161000000004
omics__bw_ac__2,1.4987714249000001,0.09762738400000001
omics__bw_fum__1,1.3860595297,-0.18848155800000002
omics__bw_fum__2,0.5609905357,-0.242270962
omics__bw_glc__1,0.0551782628,-0.234511247
omics__bw_glc__2,0.1290488952,-0.20882609800000002
omics__bw_pyr__1,-0.48466166460000004,0.087242941
omics__bw_pyr__2,-1.1173349084,0.022124095
ompr__wt_nacl__1,6.4263279738,-0.769651592
ompr__wt_nacl__2,6.7941404405,-0.646367331
ompr__bw_delompr_nacl__1,7.9408219539000005,-1.035417797
ompr__bw_delompr_nacl__2,7.7357804024,-0.98364399
minspan__wt_ade__1,2.8383311612,-0.57964238
minspan__wt_glc__2,3.7245855453,-0.946672155
minspan__wt_glc__3,2.5191644032,-0.70245124
minspan__wt_glc__4,3.9767281771,-0.6560544730000001
minspan__wt_glc_anaero__1,16.0086756828,-1.37524121
minspan__wt_glc_anaero__2,17.24797051,-1.519285843
minspan__wt_trp__1,23.6200557421,-1.857965349
minspan__bw_delcra_glc__2,17.9360392813,-1.7740696470000001
minspan__bw_delcra_trp__1,21.0003856387,-1.679262271
minspan__bw_delmntr__1,19.3408852751,-1.5296943330000001
minspan__bw_delnac_ade__1,2.1109863172,-0.241030033
minspan__bw_delnac_glc__1,1.62706105,-0.724032275
cra_crp__wt_ac__1,1.5114230441,0.563029258
cra_crp__wt_ac__2,1.3372476281,0.5452901480000001
cra_crp__wt_fru__1,-0.0459742816,0.5749984380000001
cra_crp__wt_fru__2,-0.8656283414,0.562240048
cra_crp__delcra_ac__1,-1.6208397824,-0.350516384
cra_crp__delcra_ac__2,-1.410393607,-0.297698038
cra_crp__delcra_fru__1,-1.6523806296,-0.48628780600000004
cra_crp__delcra_fru__2,-1.6738702342,-0.53814686
cra_crp__delcra_glc__1,0.7918335175000001,-0.5029783950000001
cra_crp__delcra_glc__2,0.42064320190000004,-0.572787414
rpoB__wt_031__1,3.5885689718,-0.43926326200000004
rpoB__wt_044__1,3.3558340033,-0.355462483
rpoB__wt_lb__1,3.4253192029,-0.431275444
rpoB__wt_lb__2,4.3523433379,-0.47569201600000005
rpoB__rpoBE546V_031__1,2.685253905,-0.21907488400000003
rpoB__rpoBE546V_044__1,2.7792977431,-0.29527451800000004
rpoB__rpoBE546V_lb__1,3.4998376455,-0.177257513
rpoB__rpoBE546V_lb__2,3.8620050055,-0.18967989200000002
rpoB__rpoBE546V_glc__1,0.8769279046,-0.139703868
rpoB__rpoBE672K_glc__1,-0.9152810544000001,-0.21448740600000002
rpoB__rpoBE672K_glc__2,0.0044235591,-0.21332366900000002
rpoB__rpoBE672K_lb__1,2.9002763896,-0.31724649200000005
rpoB__rpoBE672K_lb__2,2.6827987477,-0.309938502
crp__wt_fru__1,-0.0844510371,-0.222994296
crp__wt_glyc__1,-0.20865801820000002,-0.174284776
crp__wt_glyc__2,0.0840364639,-0.089958595
crp__delar1_glyc__1,8.8962839822,-1.2857264019999999
crp__delar1_glyc__2,15.5010894869,-1.501529713
crp__delar1ar2_glyc__1,1.4067663803000001,-0.155629982
crp__delar1ar2_glyc__2,1.7875538748,-0.114934488
crp__delar1ar2_glyc__3,1.6559361622000002,-0.147109753
crp__delar2_glyc__1,20.0501671919,-1.271483779
crp__delar2_glyc__2,19.6798828748,-1.177351436
crp__delar2_glyc__3,19.7742055466,-1.174853432
crp__delcrp_fru__1,2.5690224382,-0.24670364600000003
crp__delcrp_fru__2,2.8817230003,-0.217710901
crp__delcrp_fru__3,2.4460551203,-0.34636329800000004
crp__delcrp_glc__1,3.6917714776,-0.14795257
crp__delcrp_glc__2,3.6648644719,-0.13383598800000002
crp__delcrp_glc__3,3.9179047481,-0.24589322600000002
crp__delcrp_glyc__1,1.2594802954,-0.17621799900000001
crp__delcrp_glyc__2,1.8892609717000002,-0.25661334
crp__delcrp_glyc__3,1.7560540910000002,-0.279568501
glu__glu_ale3__1,7.9786628979,-1.531208371
glu__glu_ale4__1,0.0781685117,-0.333096123
glu__glu_ale5__1,-0.1054303352,-0.77865494
glu__glu_ale6__1,-0.11328623800000001,-0.12059369700000001
glu__glu_ale8__1,14.9743751662,-1.378413375
glu__glu_ale9__1,4.6020169265,-0.7807343670000001
glu__glu_ale10__1,7.5637280167,-1.360002336
42c__wt_42c__1,8.1201151216,-1.014558191
42c__42c_ale1__1,24.638743842,-1.871778225
42c__42c_ale2__1,-0.3184478149,-0.44312802300000004
42c__42c_ale3__1,0.4043825037,-0.17273049999999998
42c__42c_ale4__1,3.3411942212,-0.320755442
42c__42c_ale5__1,0.37018823430000003,-0.527302844
42c__42c_ale6__1,23.9116651795,-1.720490645
42c__42c_ale8__1,7.7711183851,-0.7990813750000001
42c__42c_ale9__1,-0.35981043020000003,-0.447372739
42c__42c_ale10__1,12.1696515076,-0.9696312210000001
ssw__wt_ac__1,2.8291983303,-0.80825286
ssw__wt_glc__1,2.371066356,-0.249604124
ssw__wt_glyc__1,16.8367662765,-0.396644965
ssw__wt_xyl__1,8.9807650159,0.21574725800000003
ssw__glc_ale1__1,5.7179927125,-0.46381721600000003
ssw__glc_ale2__1,16.7942823601,-1.5070222580000001
ssw__glc_ale3__1,22.3486288629,-1.237537221
ssw__glyc_ale1__1,7.869127723,-0.391325409
ssw__glyc_ale2__1,22.8345738948,-1.29649857
ssw__xyl_ale1__1,7.2862931789,-0.9544926520000001
ssw__xyl_ale2__1,1.7405269338,-0.635754672
ssw__xyl_ale3__1,4.7126941538,-0.9828595450000001
ssw__glc_ac_ac2__1,22.3964986027,-2.294399248
ssw__glc_ac_glc1__1,1.9063809332,-0.356102436
ssw__glc_glyc_glc__1,10.180713785,-1.465999144
ssw__glc_glyc_glyc__1,0.8867594692,-0.580660179
ssw__glc_xyl_glc__1,14.3243191078,-1.242127184
ssw__glc_xyl_xyl__1,-1.7089382204999999,-0.7752710380000001
ica__wt_glc__1,-2.1207528899,-0.7268877690000001
ica__wt_glc__2,-1.5572472738,-0.769908319
ica__wt_glc__3,-1.6985077431,-0.5550889640000001
ica__wt_glc__4,-2.7396094822,-0.70189007
ica__arg_sbt__1,1.2836557435,-0.9857155870000001
ica__arg_sbt__2,-0.041840739,-0.8052297820000001
ica__cytd_rib__1,2.9004485489,-0.643594239
ica__cytd_rib__2,3.2316470173,-0.6875447610000001
ica__gth__1,4.7016384307,-0.814034076
ica__gth__2,4.6304056027,-0.919774324
ica__leu_glcr__1,-2.0977484613,-0.538158396
ica__leu_glcr__2,-1.9949096253,-0.539788284
ica__met_glc__1,-1.7741272477,-0.73392979
ica__met_glc__2,-2.2791442151,-0.730469433
ica__no3_anaero__1,4.3449992942,-0.799681293
ica__no3_anaero__2,4.2334393144,-0.764805285
ica__phe_acgam__1,-1.5774180031,-0.558335586
ica__phe_acgam__2,-1.6156402456999999,-0.491804536
ica__thm_gal__1,-0.0574735228,-0.620650347
ica__thm_gal__2,0.8904509027,-0.6047507440000001
ica__tyr_glcn__1,-1.9010811809,-0.603412708
ica__tyr_glcn__2,-1.2546485946,-0.601450473
ica__ura_pyr__1,-2.546140401,-0.589455429
ica__ura_pyr__2,-3.0441281501,-0.5449526920000001
ica__wt_glc__5,5.5786258417,-0.6705241160000001
ica__wt_glc__6,5.5302069588,-0.606799751
ica__bw_delpurR_cytd__1,1.1638087819,-0.719011072
ica__bw_delpurR_cytd__2,-2.2520085213,-0.696804961
ica__ade_glc__1,-2.4226176552,-0.670683031
ica__ade_glc__2,-0.48506086060000003,-0.7218945370000001
ytf__wt_glc__1,0.30778921260000003,-1.016246127
ytf__wt_glc__2,2.6201474673,-1.308233625
ytf__delyafC__1,19.1413343563,-1.716427353
ytf__delyafC__2,18.110232553,-1.621011786
ytf__delyeiE__1,7.2555415959000005,-0.146112814
ytf__delyeiE__2,7.3005038464,-0.43263766000000003
ytf__delyiaJ__1,20.3222726851,-1.55639051
ytf__delyiaJ__2,14.0262195554,-0.8717574610000001
ytf__delyieP__1,16.3389931128,-1.347170503
ytf__delyieP__2,13.699771749,-1.305195932
ytf__wt_ph5__1,0.7224468449,-0.557043083
ytf__wt_ph5__2,0.1442099021,-0.5606580010000001
ytf__wt_ph8__1,-1.4839120292999999,-0.5787427820000001
ytf__wt_ph8__2,-1.3399699326,-0.39573632200000003
ytf__delybaO__1,20.8692329256,-1.65527256
ytf__delybaO__2,20.2118881767,-1.4105320030000001
ytf__delybaQ__1,-0.7093311293,-0.606795733
ytf__delybaQ__2,-0.42116224820000003,-0.583630595
ytf__delybiH__1,2.032274959,-0.978089003
ytf__delybiH__2,11.4267131201,-1.476111577
ytf__delydcI_ph5__1,0.0925095445,-0.604571167
ytf__delydcI_ph5__2,0.1551005117,-0.61283708
ytf__delydcI_ph8__1,-2.113736822,-0.49415536200000004
ytf__delydcI_ph8__2,-2.0900521843,-0.629762844
ytf__delyddM__1,1.1537664328,-0.522693497
ytf__delyddM__2,1.1423403391,-0.42543202100000005
ytf__delyheO__1,21.5345159949,-1.821853724
ytf__delyheO__2,21.0146108648,-1.82958307
fps__bw_glc__1,-0.9643314614,-0.6606700440000001
fps__bw_glc__2,-1.4683058827,-0.7722607140000001
fps__fps_thrA_ale1__1,-0.4866440631,-0.567476288
fps__fps_thrA_ale1__2,-0.9052525372,-0.710008164
fps__fps_thrA_ale2__1,-0.9073705620000001,-0.708427322
fps__fps_thrA_ale2__2,-1.1322393708,-0.674129635
fps__fps_serB_ale1__1,-0.0388909384,-0.747203834
fps__fps_serB_ale1__2,-0.4640570936,-0.6559473680000001
fps__fps_serB_ale4__1,0.5726422143000001,-1.184646649
fps__fps_serB_ale4__2,-0.2240411585,-1.019253874
fps__fps_ptsI_ale1__1,0.1450091348,-0.9269502930000001
fps__fps_ptsI_ale1__2,0.2191628874,-0.8308143870000001
fps__fps_ptsI_ale3__1,-0.632154363,-0.8180644960000001
fps__fps_ptsI_ale3__2,-0.3369197579,-0.8140812820000001
pal__lyx_ale2_f6__1,1.7453724277,-0.499433516
pal__lyx_ale2__1,1.6213323051000001,-0.5389567430000001
pal__lyx_ale2__2,1.00634409,-0.523578816
pal__lyx_ale4__1,-0.8962808574000001,-0.7789653710000001
pal__lyx_ale4__2,-0.45488807940000003,-0.754669546
pal__5drib_ale10_f18__1,2.8761901989,-0.858436865
pal__5drib_ale10_f18__2,3.0126289691,-0.753607601
pal__5drib_ale10__1,2.288835851,-0.6081119500000001
pal__arab_ale14_f9__1,0.6042676776,-0.650729125
pal__arab_ale14_f9__2,0.6402259096,-0.579090658
pal__arab_ale14__1,-1.4141267666,-0.56126696
pal__arab_ale14__2,-0.6755153812,-0.632727778
pal__arab_ale16__1,0.2597409526,-0.664846897
pal__arab_ale16__2,0.5701849535,-0.686483075
pal__tartr_ale26_f10__1,4.6609686185,-0.703734273
pal__tartr_ale26_f10__2,5.0108946341,-0.660902781
pal__tartr_ale26__1,2.9516624221,-0.7898414690000001
pal__tartr_ale26__2,3.4903752288,-0.794304505
pal__tartr_ale28_f10__1,5.1903731956,-0.6169361680000001
pal__tartr_ale28_f10__2,5.0366318619,-0.6927632880000001
pal__tartr_ale28__1,1.0266771585,-0.7137339220000001
pal__tartr_ale28__2,1.1755556527,-0.652156995
efeU__delmenFentC_citr__1,1.2280038893,-1.164833993
efeU__delmenFentC_citr__2,1.6990866627,-1.284891394
efeU__delmenFentC__1,-0.48963620490000004,-0.5161069770000001
efeU__delmenFentC__2,-0.7734502196,-0.5080433480000001
efeU__menFentC_ale39__1,14.2620186261,-2.10984967
efeU__menFentC_ale39__2,16.0582502927,-2.096847789
efeU__menFentC_ale29__1,17.5922226389,-2.366996998
efeU__menFentC_ale29__2,17.3382979245,-2.395424304
efeU__menFentC_ale30__1,-0.6976346657,-0.5423336
efeU__menFentC_ale30__2,0.8758770087000001,-0.41125174000000003
efeU__menFentCubiC_ale36__1,-0.9606703056,-0.459053835
efeU__menFentCubiC_ale36__2,-1.2193127163,-0.5276504510000001
efeU__menFentCubiC_ale37__1,-2.2797088515,-0.42921199800000004
efeU__menFentCubiC_ale37__2,-1.6858781553000002,-0.379678224
efeU__menFentCubiC_ale38__1,-0.8359422643000001,-0.403674517
efeU__menFentCubiC_ale38__2,-0.9628990295000001,-0.37325750100000005
misc2__salc_glc__1,1.4253301864,-0.22932395800000002
misc2__salc_glc__2,2.2776793445,-0.033457264
misc2__dbcn_glc__1,-2.8051213103,-0.7301900130000001
misc2__dbcn_glc__2,-2.6597987752,-0.809273511
misc2__tyr_glc__1,-1.5459926034,-0.557564307
misc2__tyr_glc__2,-1.4089723157,-0.55390057
misc2__arg_cytd__1,7.8435600636,-1.103463808
misc2__arg_cytd__2,2.7213508323999998,-0.7432087820000001
misc2__delyheO_pyr__1,5.8875423156,-0.7526202150000001
misc2__delyheO_pyr__2,0.7728608175,-0.41916110700000003
nquinone__delubiC__1,-1.4835917461,-0.609506733
nquinone__delubiC__2,-2.3523113056,-0.60441007
nquinone__ubiC_ale1__1,0.9130130496000001,-0.43235832
nquinone__ubiC_ale1__2,-0.0949149977,-0.606702598
nquinone__ubiC_ale2__1,1.2146044074,-0.5499352390000001
nquinone__ubiC_ale2__2,0.9774887345000001,-0.502872402
nquinone__ubiC_ale3__1,-2.6717261955,-0.582336814
nquinone__ubiC_ale3__2,-2.6149648985000002,-0.559977896
nquinone__ubiC_ale4__1,0.6994442286,-0.600151792
nquinone__ubiC_ale4__2,0.5893179226,-0.536388949
nquinone__delpdhR__1,0.0402534811,-0.8817682130000001
nquinone__delpdhR__2,-0.7248089815000001,-0.867665945
quinone__glu_ale4__1,0.8610829416,-0.7937296570000001
quinone__glu_ale4__2,14.0248429591,-1.334528925
quinone__delmenF__1,0.3983337629,-0.626396132
quinone__delmenF__2,0.9478267482,-0.590486033
quinone__menF_ale5__1,9.4317695536,-1.5730570959999999
quinone__menF_ale5__2,9.6615260336,-1.5773257790000001
quinone__menF_ale6__1,13.3219760054,-2.032580734
quinone__menF_ale6__2,14.9441847466,-2.029661312
quinone__menF_ale7__1,20.3702782527,-2.266448492
quinone__menF_ale7__2,20.5490835534,-2.358642473
quinone__menF_ale8__1,21.6130772128,-2.30937575
quinone__menF_ale8__2,13.907704993,-0.821020288
quinone__delmenFubiC__1,-0.31221211,-0.544667939
quinone__delmenFubiC__2,-0.5887382529,-0.530756546
quinone__menFubiC_ale1__1,23.6180161169,-2.548110757
quinone__menFubiC_ale1__2,24.8685638859,-2.574525767
quinone__menFubiC_ale2__1,24.8893720724,-2.5041279210000003
quinone__menFubiC_ale2__2,25.2786702799,-2.445112978
quinone__menFubiC_ale3__1,0.7650585973,-0.505443239
quinone__menFubiC_ale3__2,0.8819216139,-0.5051048730000001
quinone__menFubiC_ale4__1,9.4295889747,-1.639778015
quinone__menFubiC_ale4__2,10.8124571555,-1.525707863
oxyR__wt_glc__1,4.3329043783,-0.8089780310000001
oxyR__wt_glc__2,2.6515111665999997,-0.6878140150000001
oxyR__wt_h2o2__1,3.8955270092000003,-0.770999387
oxyR__wt_h2o2__2,4.4029620655,-0.5165665970000001
oxyR__glu_ale4__1,12.2596210741,-0.49981868
oxyR__glu_ale4__2,12.3267540784,-1.053543247
oxyR__glu_ale4_h2o2__1,14.830797628,-0.876172555
oxyR__glu_ale4_h2o2__2,13.3433772251,-1.004410894
oxyR__oxyR_ale17__1,16.7537982123,-0.9421467330000001
oxyR__oxyR_ale17__2,17.1880607394,-1.093086918
oxyR__oxyR_ale17_h2o2__1,16.4358218885,-0.979628476
oxyR__oxyR_ale17_h2o2__2,9.3857140153,-0.589808277
oxyR__oxyR_ale18__1,10.6654813321,-1.166562635
oxyR__oxyR_ale18__2,8.2237487674,-0.672576971
oxyR__oxyR_ale18_h2o2__1,17.6920566386,-1.09189336
oxyR__oxyR_ale18_h2o2__2,17.7476078367,-1.139352826
oxyR__oxyR_ale19__1,7.4609878237,-1.045196496
oxyR__oxyR_ale19__2,16.9107192538,-0.7250733540000001
oxyR__oxyR_ale19_h2o2__1,4.857038118,-0.735836771
oxyR__oxyR_ale19_h2o2__2,3.2888129358000002,-0.803938064
oxyR__oxyR_ale20__1,20.7391412939,-1.402755684
oxyR__oxyR_ale20__2,21.292851279,-1.428067927
oxyR__oxyR_ale20_h2o2__1,18.0921128549,-1.098697508
oxyR__oxyR_ale20_h2o2__2,18.237790095,-1.1274932340000001
svns_pgi__BmePgi24_15__1,1.924078014,-0.5360552860000001
svns_pgi__BmePgi24_15__2,0.2767962539,-0.536045576
svns_pgi__BmePgi24_26__1,1.8191466252000001,-0.524884001
svns_pgi__BmePgi24_26__2,-0.8525431658,-0.48640995000000004
svns_pgi__BmePgi24_41__1,2.2511516569,-0.446965349
svns_pgi__BmePgi24_41__2,-0.395994538,-0.467055863
svns_pgi__BmePgi24_52__1,5.1990017976,-0.494457847
svns_pgi__BmePgi24_52__2,-0.4095655208,-0.541468839
svns_pgi__PaePgi2_34__1,-0.2537237549,-0.355877681
svns_pgi__PaePgi2_34__2,-0.7004207373,-0.371652078
svns_pgi__PaePgi2_63__1,-0.9132177777,-0.330622578
svns_pgi__PaePgi2_63__2,-0.2499579465,-0.390185284
svns_pgi__PaePgi24_54__1,11.6537903509,-0.8311115560000001
svns_pgi__PaePgi24_54__2,12.0075119359,-0.8662979580000001
svns_pgi__PaePgi24_90__1,13.6497656677,-0.770292729
svns_pgi__PaePgi24_90__2,12.229873854,-0.7893792930000001
abx_media__m9_ctrl__1,0.5002381131,-0.893828944
abx_media__m9_ctrl__2,0.4104751535,-0.8991160770000001
abx_media__rpmi_ctrl__1,7.9680020428,-1.5575180670000002
abx_media__rpmi_ctrl__2,9.9695846516,-1.58392193
abx_media__camhb_ctrl__1,-1.5949002964,-1.179529736
abx_media__camhb_ctrl__2,1.1015839599,-1.261389653
abx_media__m9_mero__1,-1.7964236354,-0.9119070650000001
abx_media__m9_mero__2,-0.3071744704,-1.133278434
abx_media__rpmi_mero__1,7.6526614063,-1.653565839
abx_media__rpmi_mero__2,8.7177045359,-1.832894068
abx_media__camhb_mero__1,-2.1657408158,-1.464487794
abx_media__camhb_mero__2,-1.792658164,-1.4166246660000001
abx_media__m9_trisulf__1,0.5873908795,-0.46760251500000005
abx_media__m9_trisulf__2,0.33720123560000004,-0.569228457
abx_media__rpmi_trisulf__1,-1.6732186476000002,-0.7884398340000001
abx_media__rpmi_trisulf__2,-1.7268563577,-0.754359556
abx_media__camhb_trisulf__1,-0.9957465539,-0.686895557
abx_media__camhb_trisulf__2,-1.2907458169,-0.741423825
abx_media__m9_cef__1,3.0721008098,-0.60199696
abx_media__m9_cef__2,3.562894374,-0.801525192
abx_media__rpmi_cef__1,2.4619092014,-0.830792595
abx_media__rpmi_cef__2,1.5022949492,-0.741680714
abx_media__camhb_cef__1,-0.8926817775,-1.081759613
abx_media__camhb_cef__2,-0.9954439093,-1.061934583
abx_media__m9_cipro__1,1.4979939205,-0.775849203
abx_media__m9_cipro__2,1.6944830409,-0.853964598
abx_media__rpmi_cipro__1,7.3139620945,-1.010053522
abx_media__rpmi_cipro__2,4.1891744236,-0.9865308030000001
abx_media__camhb_cipro__1,-1.7910747651999999,-0.659868235
abx_media__camhb_cipro__2,-1.7984147091,-0.729364565
hot_tale__42c_ale3_30c__1,-3.7180829521,-0.31695025400000004
hot_tale__42c_ale3_30c__2,-3.6502033616,-0.340003802
hot_tale__42c_ale3_37c__1,-1.8699947763,-0.375398277
hot_tale__42c_ale3_37c__2,-2.2252555668,-0.34373242200000004
hot_tale__42c_ale3_44c__1,-0.13664752460000001,-0.629555328
hot_tale__42c_ale3_44c__2,0.0444779095,-0.7233255390000001
hot_tale__hot_ale3_mid_30c__1,-2.1564727813,-0.41708877800000005
hot_tale__hot_ale3_mid_30c__2,-2.8019436849,-0.416571966
hot_tale__hot_ale3_mid_37c__1,-4.6195876672,-0.35677252800000003
hot_tale__hot_ale3_mid_37c__2,-2.4655130728,-0.5292693580000001
hot_tale__hot_ale3_mid_44c__1,12.1669560543,-1.1714352350000001
hot_tale__hot_ale3_mid_44c__2,9.6388879347,-1.201384863
hot_tale__hot_ale3_30c__1,-2.4721853762,-0.6191741980000001
hot_tale__hot_ale3_30c__2,-2.5715384207,-0.571577828
hot_tale__hot_ale3_37c__1,-2.2142584006,-0.722721968
hot_tale__hot_ale3_37c__2,-2.312218817,-0.68571509
hot_tale__hot_ale3_44c__1,8.6962510813,-1.597203914
hot_tale__hot_ale3_44c__2,-0.39244519850000004,-1.099440647
hot_tale__hot_ale4_30c__1,-4.2855490795,-0.510796904
hot_tale__hot_ale4_30c__2,-4.0280543585,-0.444346291
hot_tale__hot_ale4_37c__1,-2.7279242842,-0.445443578
hot_tale__hot_ale4_37c__2,-2.5439318694,-0.33888177
hot_tale__hot_ale4_44c__1,-0.863583403,-0.36460928
hot_tale__hot_ale4_44c__2,-0.20347487900000003,-0.5246024060000001
hot_tale__hot_ale8_30c__1,-2.1310515675,-0.6861498490000001
hot_tale__hot_ale8_30c__2,-2.847643621,-0.6402435630000001
hot_tale__hot_ale8_37c__1,-2.0742180246,-0.5045901850000001
hot_tale__hot_ale8_37c__2,-2.2217239646999998,-0.512467405
hot_tale__hot_ale8_44c__1,1.1325370038,-0.325212596
hot_tale__hot_ale8_44c__2,1.3563138632,-0.332838362
hot_tale__hot_ale9_mid_30c__1,-3.1384246551,-0.6325393610000001
hot_tale__hot_ale9_mid_30c__2,-2.646103127,-0.553225578
hot_tale__hot_ale9_30c__1,-3.8270327151,-0.497033549
hot_tale__hot_ale9_30c__2,-4.1763983745,-0.42973484100000003
hot_tale__hot_ale9_mid_37c__1,-2.1344414092,-0.5066094210000001
hot_tale__hot_ale9_mid_37c__2,-2.2626936639,-0.476166085
hot_tale__hot_ale9_37c__1,-2.7777682979,-0.54083384
hot_tale__hot_ale9_37c__2,-3.1533297907,-0.542365552
hot_tale__hot_ale9_mid_44c__1,-1.0743682285,-0.446139218
hot_tale__hot_ale9_mid_44c__2,-0.7942697078000001,-0.6800252410000001
hot_tale__hot_ale9_44c__1,-0.8947018319000001,-0.6060665230000001
hot_tale__hot_ale9_44c__2,-0.4585151135,-0.6258130630000001
hot_tale__hot_ale10_30c__1,-2.7847792385,-0.5646101130000001
hot_tale__hot_ale10_30c__2,-3.5533163391,-0.5686878670000001
hot_tale__hot_ale10_37c__1,-2.7589970204,-0.651898806
hot_tale__hot_ale10_37c__2,-2.6639128143,-0.6178540090000001
hot_tale__hot_ale10_44c__1,5.2392590181,-1.029492911
hot_tale__hot_ale10_44c__2,-0.8329963262000001,-0.68996751
hot_tale__hot_ale16_30c__1,-3.7539621886,-0.683328931
hot_tale__hot_ale16_30c__2,-4.1132094493,-0.47066650200000004
hot_tale__hot_ale16_37c__1,-2.1611270321,-0.720102758
hot_tale__hot_ale16_37c__2,-2.4248756439,-0.757716979
hot_tale__hot_ale16_44c__1,-1.8446623315,-0.613270037
hot_tale__hot_ale16_44c__2,-0.9574383046,-0.634533915
pdhr_ale__pdhR-13_51__1,11.0876923749,-1.473940054
pdhr_ale__pdhR-13_51__2,14.1559797116,-1.567203776
pdhr_ale__pdhR-14_46__1,8.8839059926,-1.124824807
pdhr_ale__pdhR-14_46__2,10.2438133023,-1.181267665
pdhr_ale__pdhR-15_51__1,14.9600059788,-1.3757046910000001
pdhr_ale__pdhR-15_51__2,15.0104757432,-1.376913207
pdhr_ale__pdhR-16_49__1,15.1809575149,-1.441781878
pdhr_ale__pdhR-16_49__2,13.0438989206,-1.43565696
tcs__del_atoC_LiAcet__1,19.0775853823,-1.529352188
tcs__del_atoC_LiAcet__2,20.197143578,-1.4608699120000002
tcs__del_atoC_LiCl__1,18.6018177672,-1.573940725
tcs__del_atoC_LiCl__2,18.7698373557,-1.587397541
tcs__del_atoC_m9__1,18.5410126691,-1.610960337
tcs__del_atoC_m9__2,19.2032009073,-1.537168137
tcs__del_baeR_etoh__1,17.8502828742,-0.7947728310000001
tcs__del_baeR_etoh__2,18.6375491116,-0.711595816
tcs__del_baeR_lb__1,20.8626976706,-1.959879614
tcs__del_baeR_lb__2,20.8604936689,-1.992148699
tcs__del_btsR_01xlb__1,5.5060235047,-0.9138769640000001
tcs__del_btsR_01xlb__2,4.2686308122,-0.8770422170000001
tcs__del_btsR_lb__1,22.881829875,-1.8100021380000002
tcs__del_btsR_lb__2,22.8841399824,-1.911786533
tcs__del_btsR_pyruvate__1,4.1772300207,-0.7551962090000001
