,-0.1159607715,-0.0927686172,-0.0695764629,-0.04638430859999999,-0.02319215429999999,1.3877787807814457e-17,0.023192154300000017,0.046384308600000035,0.06957646290000002,0.09276861720000001,0.11596077150000003,0.13915292580000005,0.16234508010000004,0.18553723440000003,0.20872938870000007,0.23192154300000006,0.25511369730000005,0.27830585160000004,0.30149800590000003,0.3246901602000001
thresh,-0.05798038575,0.05798038575,2,,,,,,,,,,,,,,,,,
unreg,0,0,1,13,414,3156,278,20,7,5,1,0,0,0,0,0,0,0,0,0
Fnr,1,1,0,4,33,188,51,11,9,5,4,6,0,2,0,1,0,0,0,0
unreg_genes,[],[],['yeaR'],[],[],[],[],[],['ytiA' 'yciF' 'yjiL' 'ynjB' 'ynjA' 'ydjY' 'yciE'],['ynjE' 'hybB' 'hybA' 'ydjZ' 'yjjW'],['yhbV'],[],[],[],[],[],[],[],[],[]
Fnr_genes,['nikA'],['feoA'],[],['napF' 'iraM' 'napD' 'glpA'],"['caiF' 'ortT' 'grcA' 'norW' 'ymjE' 'fumC' 'xdhC' 'hcp' 'hyfJ' 'ndh'
 'caiE' 'pstS' 'hlyE' 'garP' 'yffS' 'cyoA' 'ssuC' 'ssuA' 'narI' 'ubiC'
 'fixC' 'ynfK' 'dpiA' 'narJ' 'narL' 'yeiL' 'nrfF' 'ccmH' 'fes' 'puuA'
 'bcsB' 'sodA' 'napB']","['aspC' 'fnr' 'puuP' 'dppF' 'scpB' 'sdhC' 'hmp' 'narX' 'purN' 'cyoB'
 'nrfE' 'aroP' 'sucC' 'moeA' 'norV' 'sucD' 'phoU' 'aspA' 'tdcB' 'ysgA'
 'dppD' 'gltB' 'nrfG' 'rimM' 'caiT' 'glnD' 'gltD' 'hyfR' 'tdcF' 'moeB'
 'fixA' 'lpd' 'ycaC' 'xdhA' 'ssuE' 'pstC' 'narK' 'glpT' 'trmD' 'ssuD'
 'cyoE' 'sucA' 'pstB' 'fepE' 'mltA' 'rplS' 'gdhA' 'nuoI' 'fixB' 'glnK'
 'caiA' 'argK' 'cyoD' 'hyfE' 'ybdZ' 'nuoN' 'gltF' 'garL' 'scpC' 'yibN'
 'citF' 'dcuS' 'caiD' 'glpQ' 'poxB' 'rpsJ' 'dpiB' 'caiC' 'nrfA' 'cysG'
 'ccmA' 'ydhX' 'aer' 'rpsP' 'gadX' 'hyfD' 'cydD' 'iraD' 'zwf' 'ygbA'
 'acrF' 'focB' 'napC' 'aldA' 'tdcC' 'rplW' 'tap' 'tpx' 'ytfE' 'citE'
 'nuoK' 'cyoC' 'sucB' 'pstA' 'citG' 'nuoH' 'acrE' 'nuoM' 'cydC' 'caiB'
 'hyfA' 'dppB' 'msrB' 'gcvP' 'cheR' 'rpsI' 'dcuR' 'purM' 'nuoL' 'upp'
 'uxaC' 'ydhU' 'garR' 'rplM' 'rplC' 'ychO' 'rplB' 'nikB' 'uraA' 'hemA'
 'ccmG' 'sdhD' 'citC' 'ubiA' 'tdcG' 'ydfO' 'fumA' 'scpA' 'acnA' 'rplD'
 'hyfH' 'rplV' 'hyfG' 'gapC' 'hyfF' 'cheY' 'prmC' 'cadC' 'nrfB' 'ybdN'
 'sdhB' 'emrY' 'rplT' 'nuoJ' 'ssuB' 'rpmC' 'hyfC' 'nikR' 'emrK' 'gcvT'
 'rpsC' 'tdcD' 'ydeJ' 'ung' 'hyfB' 'tdcA' 'rpsS' 'cheZ' 'aceE' 'feoB'
 'ydhY' 'thrA' 'prfA' 'xdhB' 'amtB' 'rplP' 'nac' 'dppC' 'gadW' 'citX'
 'sdhA' 'garK' 'yecR' 'rpsQ' 'bcsZ' 'gadA' 'hyfI' 'ydhW' 'ansB' 'aceF'
 'cydA' 'nuoG' 'gnd' 'dcuA' 'ydhT' 'cydB' 'moaA' 'cheB']","['ccmF' 'nirB' 'gcvH' 'dppA' 'uxaA' 'nrfD' 'pdhR' 'nuoA' 'pdeF' 'ravA'
 'citD' 'napH' 'hcr' 'nfeR' 'narH' 'moaE' 'tdcE' 'nuoB' 'entF' 'katG'
 'napG' 'nuoF' 'yfcZ' 'nrfC' 'soxR' 'nuoC' 'ompX' 'napA' 'arcA' 'narG'
 'tar' 'moaD' 'ackA' 'pitA' 'nuoE' 'moaB' 'fdnI' 'moaC' 'focA' 'glpB'
 'dcuC' 'fdhF' 'ccmB' 'dmsD' 'ydfZ' 'ccmE' 'ccmC' 'soxS' 'garD' 'malQ'
 'dcuB']","['adhE' 'malP' 'ccmD' 'pykA' 'viaA' 'fhlA' 'glpC' 'ydhV' 'nikE' 'nikC'
 'fdnH']",['nirC' 'pepT' 'ompW' 'hypB' 'nikD' 'nrdD' 'pflB' 'fumB' 'frdA'],['feoC' 'ynfH' 'fdnG' 'nirD' 'hypE'],['nrdG' 'ccp' 'hypC' 'hypD'],['ynfG' 'dmsA' 'frdB' 'ynfE' 'frdD' 'frdC'],[],['ynfF' 'dmsC'],[],['dmsB'],[],[],[],[]
