sample,new_4166589_4166725_c
LBexp_1,12.7741
LBexp_2,12.7502
LBexp_3,12.322
LBtran_1,11.3372
LBtran_2,11.6179
LBtran_3,10.6433
LBstat_1,10.4585
LBstat_2,10.6487
LBstat_3,10.555
LBGexp_1,12.6822
LBGexp_2,11.6106
LBGexp_3,12.4046
LBGtran_2,10.3302
LBGtran_3,11.3677
LBGstat_1,12.3385
LBGstat_2,12.2341
LBGstat_3,10.6518
S0_1,10.4348
S0_2,10.2253
S0_3,11.1098
S1_1,12.2709
S1_2,12.4933
S1_3,11.9281
S2_1,11.1191
S2_2,11.5158
S2_3,10.8279
S3_1,12.0456
S3_2,12.2468
S4_1,12.5203
S4_2,11.6429
S4_3,11.7194
S5_1,11.5379
S5_2,12.203
S5_3,12.7062
S6_1,11.4377
S6_2,8.3868
S6_3,11.8498
S6/t_1,11.2829
S6/t_2,8.249
S6_4,10.1948
S6_5,10.8471
S6_6,11.4744
S7_4,10.9788
S7_5,11.0437
S7_6,10.9137
S8_4,10.4971
S8_5,10.7735
G135_1,12.9896
G135_3,11.3444
G150_1,13.1914
G150_2,14.0018
G150_3,13.8537
G180_1,13.5681
G180_2,14.2899
G180_3,11.9526
C30_1,11.3699
C30_2,11.7166
C90_1,10.629
C90_2,11.4587
BI_1,11.9989
BI_2,11.3648
BC_2,10.6798
BC/t_1,10.5625
BC/t_2,10.9362
BC_1,10.0814
Sw_1,11.0774
Sw_2,11.7501
BT_1,10.1982
BT_2,9.5457
B36_1,10.935
B36_2,11.0592
B60_1,10.7938
B60_2,11.7568
M9exp_1,12.9175
M9exp_2,12.3346
M9exp_3,11.9351
M9tran_1,11.578
M9tran_2,11.5561
M9tran_3,12.4961
M9stat_1,9.966
M9stat_2,10.0084
M9stat_3,9.9716
M+G_1,11.6867
M+G_2,12.4526
M+G_3,11.9679
Glu_1,13.1383
Glu_2,12.5939
Glu_3,13.1319
Fru_1,12.8126
Fru_2,12.9791
Fru_3,11.8519
Mal_1,10.5717
Mal_2,11.5455
Mal_3,11.8111
G+S_2,11.6331
G+S_3,11.8265
Pyr_1,11.1846
Pyr_2,12.1265
Pyr_3,11.1871
Gly_1,11.7178
Gly_2,12.6808
Gly_3,11.0353
Glucon_1,11.8233
Glucon_2,12.0071
Glucon_3,10.4856
aero_1,12.7139
aero_2,11.0358
aero_3,12.6435
nit_1,12.6788
nit_2,12.4788
nit_3,11.9748
ferm_1,11.7509
ferm_2,11.3289
ferm_3,12.334
T-5.40H_1,13.3208
T-4.40H_1,12.5937
T-3.40H_1,13.0932
T-2.40H_1,12.3419
T-1.40H_1,12.1772
T-1.10H_1,11.9998
T-0.40H_1,11.8333
T0.0H_1,11.6041
T0.30H_1,10.6961
T1.0H_1,11.0861
T1.30H_1,10.8471
T2.0H_1,10.2821
T2.30H_1,11.3728
T3.0H_1,10.8949
T3.30H_1,11.0612
T4.0H_1,11.8482
T5.0H_1,10.8307
HPh_1,12.992
HPh_2,12.5962
HPh_3,13.0848
LPh_1,12.3762
LPh_2,13.5268
LPh_3,12.4435
LPhT_1,12.1846
LPhT_2,12.04
LPhT_3,13.0425
SMMPr_1,11.9527
SMMPr_2,12.1797
SMMPr_3,11.4531
HiTm_1,11.6359
HiTm_2,11.5896
HiTm_3,12.041
LoTm_1,11.5224
LoTm_2,11.8278
LoTm_3,11.1059
HiOs_1,12.7281
HiOs_2,12.3237
HiOs_3,12.9153
BMM_1,13.2212
BMM_2,12.9749
BMM_3,12.7414
Heat_1,12.8741
Heat_2,12.8481
Heat_3,12.2756
Cold_1,14.3026
Cold_2,13.4111
Cold_3,12.7711
Etha_1,12.2122
Etha_2,11.7482
Etha_3,12.601
SMM_1,12.3776
SMM_2,12.8039
SMM_3,12.161
Salt_1,13.1449
Salt_2,12.5764
Salt_3,12.6722
Mt0_1,12.7395
Mt0_3,13.3557
M0t45_1,11.7101
M0t45_2,11.7549
M0t45_3,12.5199
M0t90_1,9.3768
M0t90_2,11.695
M0t90_3,10.5831
M40t45_1,11.8839
M40t45_2,11.7162
M40t45_3,12.7071
M40t90_1,10.3004
M40t90_2,11.7841
M40t90_3,11.1707
dia0_1,12.917
dia0_2,13.1127
dia0_3,12.5913
dia5_1,11.2544
dia5_2,11.6936
dia5_3,12.2549
dia15_1,13.0196
dia15_2,13.6076
dia15_3,10.5082
Diami_1,11.3244
Diami_2,11.8721
Diami_3,11.9148
Paraq_1,13.8833
Paraq_2,14.2792
Paraq_3,11.6405
H2O2_1,13.6534
H2O2_2,14.6702
H2O2_3,14.0934
Oxctl_1,12.4517
Oxctl_2,12.466
Oxctl_3,13.7209
GM-0.1_1,11.7907
GM-0.2_1,11.563
GM+5_1,12.1854
GM+15_1,11.9716
GM+25_1,12.5553
GM+45_1,12.7232
GM+60_1,12.2579
GM+90_1,12.5704
GM+120_1,10.9116
GM+150_1,12.0737
GM-0.1_2,13.1647
GM-0.2_2,12.5303
GM+5_2,12.6084
GM+10_2,12.143
GM+15_2,12.1317
GM+25_2,11.8537
GM+45_2,11.225
GM+60_2,11.2379
GM+90_2,12.1473
GM+150_2,10.9676
GM-0.1_3,12.3416
GM-0.2_3,11.8952
GM+5_3,12.2136
GM+10_3,11.0136
GM+15_3,11.697
GM+25_3,11.2579
GM+45_3,11.0259
GM+60_3,11.041
GM+90_3,12.3886
GM+120_3,11.8796
GM+150_3,12.4929
MG-0.1_1,12.1835
MG+5_1,11.9219
MG+10_1,13.5023
MG+15_1,12.1189
MG+25_1,12.8898
MG+45_1,12.3206
MG+120_1,11.4663
MG+150_1,11.9118
MG-0.1_2,11.485
MG-0.2_2,12.4672
MG+5_2,12.4914
MG+10_2,12.6219
MG+15_2,13.421
MG+25_2,12.0777
MG+45_2,11.9547
MG+60_2,12.4545
MG+90_2,11.5011
MG+120_2,12.1403
MG-0.1_3,12.8907
MG-0.2_3,12.6281
MG+5_3,11.8845
MG+10_3,11.1995
MG+15_3,13.363
MG+25_3,12.4507
MG+45_3,12.9896
MG+60_3,11.956
MG+90_3,13.0104
MG+120_3,12.0825
MG+150_3,12.5169
