,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,0.0,0.36636281883600297,3.0,0.0,-0.1844165368,1.0,0.4219272711,2.0,-0.2375107343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.6363324594,0.06678767607239937,3.0,3.0,-0.708388031,4.0,-0.6241078168,5.0,-0.5765015304000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-0.2087954492,0.31628654927837246,3.0,6.0,-0.44199284180000004,7.0,-0.3356128849,8.0,0.1512193791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-6.60847038467355e-19,0.3001281099418641,21.0,9.0,0.30236659800000004,10.0,-0.34390414410000003,11.0,-0.1269370713,12.0,-0.31513548550000003,13.0,-0.4356113534,14.0,-0.1709438412,15.0,0.07709659420000001,16.0,0.0671912273,17.0,0.105648659,18.0,0.5063787233,19.0,0.1855943082,20.0,-0.6401708522,21.0,-0.126065155,22.0,-0.0313915602,23.0,0.0518889686,24.0,0.0321006942,25.0,0.5471663638,26.0,0.4067457084,27.0,0.14098407,28.0,-0.1531111176,29.0,-0.07989133450000001
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,2.296002435357142,0.7072019963659876,21.0,30.0,2.8192943212,31.0,2.4476389287,32.0,2.9657184354,33.0,3.3973723106,34.0,1.9509030913,35.0,2.4675939074,36.0,2.6043760905999997,37.0,2.5054459093,38.0,1.6942782022,39.0,3.1767729604,40.0,2.0421871059,41.0,1.7119649598,42.0,1.1714732294,43.0,1.3433097091000001,44.0,1.5137441527000002,45.0,1.3609388362,46.0,1.89954681,47.0,1.7558741146,48.0,3.0755960562,49.0,3.0582648845,50.0,3.253757127
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-8.0953762212251e-18,0.28527039212814287,3.0,51.0,-0.26954359640000003,52.0,0.2987501012,53.0,-0.0292065048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,0.14273572737499998,0.8027663519707586,4.0,54.0,1.2744086847,55.0,-0.411423246,56.0,-0.44498982200000003,57.0,0.1529472928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.12029431395728403,4.0,58.0,-0.1614451849,59.0,0.09198209900000001,60.0,-0.022164641000000002,61.0,0.0916277269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.2013122202,0.12286715105566404,4.0,62.0,-0.3156023428,63.0,-0.11283111920000001,64.0,-0.2981000525,65.0,-0.0787153663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.3529563217,0.15085368026818166,4.0,66.0,0.5441248344,67.0,0.31404737110000003,68.0,0.3733141169,69.0,0.1803389644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.012843075525000011,0.31286769465775427,4.0,70.0,-0.2489994396,71.0,-0.2664847477,72.0,0.2655343914,73.0,0.30132209800000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-3.700743415417188e-17,0.5218897905186917,6.0,74.0,-0.4022674177,75.0,-0.5611061202000001,76.0,-0.4007432682,86.0,0.2064972371,88.0,0.5016482508,90.0,0.6559713182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,0.5794802745833334,0.4502446096735903,6.0,77.0,0.21319188190000002,78.0,0.1728446445,79.0,0.1374208869,87.0,0.9578978504000001,89.0,1.1107759316,91.0,0.8847504522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.3039256767333333,0.3928228104646316,3.0,80.0,0.1794398315,82.0,0.7439082136,84.0,-0.0115710149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,0.3152138748,0.0783332994809092,3.0,81.0,0.4037979641,83.0,0.2867569225,85.0,0.2550867378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.2282818371944942,3.0,92.0,0.0769200446,93.0,-0.2568062548,94.0,0.1798862102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.3463512490666667,0.11854512967391943,3.0,95.0,0.3678401853,96.0,0.45268204300000003,97.0,0.2185315189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
