,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-9.3409781692,1.4678601979584198,3.0,0.0,-7.7574799589,1.0,-10.6561903812,2.0,-9.6092641675,,,,,,,,,,
1,LB__LBtran,-4.987434731033333,1.1843166286950662,3.0,3.0,-5.1683343283,4.0,-6.0708939488,5.0,-3.723075916,,,,,,,,,,
2,LB__LBstat,29.25065521393333,0.8884188951621673,3.0,6.0,28.2328752574,7.0,29.648274785799998,8.0,29.8708155986,,,,,,,,,,
3,LB__LBGexp,-10.140906965166666,0.4910190574679281,3.0,9.0,-9.8597823481,10.0,-10.7078803747,11.0,-9.8550581727,,,,,,,,,,
4,LB__LBGtran,-11.23968750585,0.007358064140283416,2.0,12.0,-11.2448904429,13.0,-11.2344845688,,,,,,,,,,,,
5,LB__LBGstat,0.3029015097666667,0.10235283682347247,3.0,14.0,0.1851294535,15.0,0.3532195581,16.0,0.3703555177,,,,,,,,,,
6,Life Cycle__S0,-0.5739974971333334,0.7017232467049531,3.0,17.0,-1.1310244202,18.0,-0.8050978798,19.0,0.2141298086,,,,,,,,,,
7,Life Cycle__S1,3.2038509440999996,0.20833925612389856,3.0,20.0,3.3792285984,21.0,3.2587708629,22.0,2.973553371,,,,,,,,,,
8,Life Cycle__S2,14.074171336,2.195456503746262,3.0,23.0,14.7515003607,24.0,11.6198631145,25.0,15.8511505328,,,,,,,,,,
9,Life Cycle__S3,1.3682951729,2.692245978048071,2.0,26.0,3.2720005606,27.0,-0.5354102148000001,,,,,,,,,,,,
10,Life Cycle__S4,0.49961655196666666,0.8377919622695741,3.0,28.0,-0.3696648793,29.0,1.301895292,30.0,0.5666192432,,,,,,,,,,
11,Life Cycle__S5,0.14038779523333336,0.5615360888000352,3.0,31.0,0.7826124640000001,32.0,-0.2580768833,33.0,-0.103372195,,,,,,,,,,
12,Life Cycle__S6,0.29764899380000004,2.2598390500994463,8.0,34.0,2.811824054,35.0,-3.900535354,36.0,2.1670569647,37.0,2.0728091963,38.0,-1.8530117471,39.0,0.058192776200000004,40.0,0.9491538007,41.0,0.0757022596
13,Life Cycle__S7,0.3542241933666667,0.6856395159303386,3.0,42.0,-0.4363360338,43.0,0.7125930455,44.0,0.7864155684,,,,,,,,,,
14,Life Cycle__S8,0.3693178211,0.9232531665224822,2.0,45.0,1.0221563959,46.0,-0.2835207537,,,,,,,,,,,,
15,Life Cycle__G135,-10.0047293119,2.97114876776403,2.0,47.0,-12.1056487535,48.0,-7.9038098703,,,,,,,,,,,,
16,Life Cycle__G150,-10.788682860933333,0.3302044919709422,3.0,49.0,-10.4888864575,50.0,-10.7345550989,51.0,-11.1426070264,,,,,,,,,,
17,Life Cycle__G180,-13.015668967400002,1.3895844021760904,3.0,52.0,-13.0085757105,53.0,-14.4087864199,54.0,-11.6296447718,,,,,,,,,,
18,Stress Time Course__C30,3.4145362336,0.47723784211733167,2.0,55.0,3.0770781192,56.0,3.751994348,,,,,,,,,,,,
19,Stress Time Course__C90,-2.77136183285,0.8853026704107493,2.0,57.0,-2.1453583112,58.0,-3.3973653544999998,,,,,,,,,,,,
20,Biofilm__BI,10.64856144605,0.2723540556729482,2.0,59.0,10.8411448457,60.0,10.4559780464,,,,,,,,,,,,
21,Biofilm__BC,2.9738338461500002,0.5147837054814974,4.0,61.0,2.8605329841,62.0,3.5180920465,63.0,2.3150208773,64.0,3.2016894767,,,,,,,,
22,Biofilm__Sw,-2.22338174135,1.2300348640278986,2.0,65.0,-3.0931477348,66.0,-1.3536157479,,,,,,,,,,,,
23,Life Cycle__BT,14.957408808650001,0.0411816233767927,2.0,67.0,14.9282890035,68.0,14.986528613800001,,,,,,,,,,,,
24,Life Cycle__B36,12.55239722445,0.609495880561072,2.0,69.0,12.1214185542,70.0,12.9833758947,,,,,,,,,,,,
25,Life Cycle__B60,7.5346195298000005,0.8078663511632973,2.0,71.0,8.105867305,72.0,6.9633717546,,,,,,,,,,,,
26,M9__M9exp,0.0,1.026466994389442,3.0,73.0,0.7553303954,74.0,0.4133730352,75.0,-1.1687034306,,,,,,,,,,
27,M9__M9tran,5.814301412866667,2.0679124999212166,3.0,76.0,5.0833552975,77.0,8.1484162459,78.0,4.2111326952,,,,,,,,,,
28,M9__M9stat,1.9701950932,1.1337795749683357,3.0,79.0,3.2467659308,80.0,1.583368015,81.0,1.0804513338,,,,,,,,,,
29,Supplement__M+G,3.4296170612666668,1.617562486813667,3.0,82.0,5.2805579611,83.0,2.7209915738,84.0,2.2873016488999998,,,,,,,,,,
30,Supplement__Glu,1.2631736517333334,0.5756261167861683,3.0,85.0,0.7874045113,86.0,1.9030261561000001,87.0,1.0990902878,,,,,,,,,,
31,Supplement__Fru,-0.05014859303333311,5.137731781739887,3.0,88.0,-5.7518706787,89.0,4.2198889027,90.0,1.3815359969,,,,,,,,,,
32,Supplement__Mal,3.4935340169666667,0.910779325143084,3.0,91.0,4.5387123552,92.0,3.0720421281,93.0,2.8698475676,,,,,,,,,,
33,Supplement__G+S,3.79366244875,0.9174469084590101,2.0,94.0,4.4423953791,95.0,3.1449295184,,,,,,,,,,,,
34,Supplement__Pyr,5.125084476233333,0.8602834467466933,3.0,96.0,4.1388277326,97.0,5.5154469224,98.0,5.7209787737,,,,,,,,,,
35,Supplement__Gly,2.0683998144666664,0.5078362257656912,3.0,99.0,1.526568159,100.0,2.1451212163,101.0,2.5335100681,,,,,,,,,,
36,Supplement__Glucon,2.8620135066000003,0.9018901742088584,3.0,102.0,3.7903037339,103.0,2.8066639736,104.0,1.9890728122999999,,,,,,,,,,
37,Stressors__aero,-1.8381629607333334,1.7436529343882827,3.0,105.0,-0.7816943189000001,106.0,-0.8820687930000001,107.0,-3.8507257703,,,,,,,,,,
38,Stressors__nit,15.3561757247,1.021691520848361,3.0,108.0,14.734016692,109.0,16.5353233071,110.0,14.799187175,,,,,,,,,,
39,Stressors__ferm,16.615609990266666,1.3435603246679546,3.0,111.0,18.0420058188,112.0,15.3740177618,113.0,16.4308063902,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,3.5137069208,,1.0,114.0,3.5137069208,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,3.7301028442,,1.0,115.0,3.7301028442,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,2.5340973327,,1.0,116.0,2.5340973327,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,2.8766612981,,1.0,117.0,2.8766612981,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-0.114961007,,1.0,118.0,-0.114961007,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-0.8395298796,,1.0,119.0,-0.8395298796,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-1.7208592046,,1.0,120.0,-1.7208592046,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-0.8745195642,,1.0,121.0,-0.8745195642,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,-4.4925795132,,1.0,122.0,-4.4925795132,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,-1.0148409143,,1.0,123.0,-1.0148409143,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,-1.6554195007999999,,1.0,124.0,-1.6554195007999999,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,-0.34185015950000003,,1.0,125.0,-0.34185015950000003,,,,,,,,,,,,,,
