,A,BirA
SRX254757,6.4950591452,-0.1952789264
SRX254758,5.6280296815,-0.2881802529
SRX254759,5.8875521258,0.1868560443
SRX254760,-5.3982594999,-0.5181597560000001
SRX254761,-5.5026853144,-0.0592021427
SRX254762,-6.5316255187,-0.3150595075
SRX254763,5.7981585584,0.7731309409
SRX254764,6.1165981371,0.9601194561
SRX254765,6.4669866094,1.0625339669
SRX254766,5.3956722618,-0.1942379646
SRX254767,6.0114504725,-0.0476325961
SRX254768,5.8599920822,-0.40255461600000003
SRX254772,2.6236936171,-0.41765996380000003
SRX254773,0.7744790411,-1.7165873437
SRX254774,1.3831143899,-2.1229935597
SRX254775,-1.1940004435,-0.052914047400000004
SRX254776,0.3955738271,-0.4174935457
SRX254777,-2.8419235852,0.7961419445
SRX254778,-0.6321218876,-0.5680624174000001
SRX254779,1.1107348361,-1.1824080134
SRX254780,0.1170031489,-2.1742128787
SRX254781,-2.4857413427,0.2595380945
SRX254782,-1.2667452186000001,-0.808366354
SRX254783,-2.4645819992,0.6674259721
SRX254784,-3.5181774974,0.9833264446000001
SRX254785,-2.1533657191,-0.23128695500000002
SRX254786,-1.7381528378,-0.551946377
SRX7136401,0.24365858980000002,0.0981686221
SRX7136403,-0.0597609984,-0.13871265300000002
SRX7136405,1.5691844837,0.5316486177
SRX7136407,1.4228417734,0.6199769939
SRX7136409,0.645242764,0.5798628634
SRX7136411,-0.1838975915,0.0405440308
SRX3754949,-0.0435218765,0.018313570300000002
SRX3754950,-0.1605331372,-0.0182845597
SRX3754951,0.2040550137,-2.90106e-05
SRX3754952,0.25231844670000003,-0.031552881000000005
SRX3754953,0.10301140260000001,-0.14512018740000002
SRX3754954,0.1822822325,-0.08126893560000001
SRX3754955,10.0419014056,-0.22227220190000002
SRX3754956,10.0280133775,-0.23635649320000002
SRX3754957,10.0301294878,-0.058337024200000004
SRX3754966,-0.0365491931,0.0703736219
SRX3754967,-0.0752703235,-0.00038128820000000004
SRX3754969,-0.5302259228,0.121307722
SRX1424798,-0.2518086323,0.1267212774
SRX1424799,0.2518086323,-0.1267212774
SRX1424800,-0.3907642472,0.11906638180000001
SRX1424801,-0.3945587802,0.0653102938
SRX1424802,-0.34029549540000004,0.678940776
SRX1424803,-0.3722142835,0.4691646219
SRX1424804,-0.0994235717,0.6963119081
SRX1424805,-0.09622726840000001,0.7438248775
SRX1424806,-0.1552023762,0.6599598795
SRX1424807,-0.3363020472,0.7144495243
SRX1424808,-0.1280486598,-0.0696319936
SRX1424809,0.33182572460000004,0.056418570800000005
SRX1424816,0.4591388816,0.6196381278
SRX1424817,1.3718194408,0.6946450945
SRX1424818,0.2958124984,0.4191049258
SRX1424819,0.0170787435,0.273563162
SRX1424824,0.684777523,0.5896475921000001
SRX1424825,0.4418755176,0.7063974317
SRX1424826,-0.8233994479000001,0.5607359394
SRX1424827,-0.6272562495,0.534590997
SRX1424828,-0.5958742844,0.5392110257
SRX1424829,-0.1027722838,0.5110721612
SRX1424830,-0.41193057040000003,0.8315217294
SRX1424831,0.0812264496,0.6903156052
SRX1424834,0.8206696692000001,0.6825219644
SRX1424835,1.3575106916,0.8752388845
SRX1424840,0.2705204181,0.7911125347
SRX1424841,0.7552592238,0.6669979487000001
SRX1424842,0.8320847392,0.1800967312
SRX1424843,0.5364645571000001,0.2011472379
SRX1424844,2.0883393548,0.7163607492
SRX1424845,1.491999815,0.5888276415
SRX1424846,0.46411401500000005,0.31452041080000004
SRX1424847,0.5933145424,0.4836310555
SRX5060277,-0.5912350712000001,0.1434519396
SRX5060279,-0.1659892122,-0.3860030673
SRX5060281,0.5912350712000001,-0.1434519396
SRX5060283,0.383006514,-0.523897538
SRX5936089,-0.7035557254,0.042146731900000005
SRX5936090,0.3912232724,-0.0352534328
SRX5936091,-0.686459271,-0.06026190100000001
SRX5936092,0.998791724,0.0533686019
SRX5936093,-4.3582342949,-1.137618143
SRX5936094,-4.5996753401,-1.0302696219
SRX5936095,-5.3874144951,-1.8815170941
SRX5936096,-5.5772610856,-1.6231711803
SRX5936097,-5.6952746802,-1.796693581
SRX5936098,-5.3773797453,-1.6622634149
SRX5936099,-6.2887319655,-2.6850715405
SRX5936100,-5.9090488749,-2.1850642565
SRX5936101,-7.2447435958,-2.3383350882
SRX5936102,-6.795768718,-2.3687265844
SRX5936103,-6.8762679526,-2.2860706649
SRX5936104,-7.1625726523,-2.0345927691
SRX5936105,-7.2930969166,-2.5980873915
SRX5936106,-7.2529673007,-2.2675215323
SRX5936107,-6.7347093352,-2.5786688431
SRX5936108,-7.0987058116,-2.4016194018
SRX5936109,-6.6007225433,-2.5859910078
SRX5936110,-6.7605764322,-2.4950915552
SRX5936111,-6.868496883,-2.4350631837
SRX5936112,-5.9448139421,-2.4563249408
SRX5936113,-6.4158479458,-1.9691153462000002
SRX5936114,-6.6187169653,-2.0169723719
SRX5936115,-6.4937895542,-2.0885028907
SRX5936116,-6.1671099202,-2.0769730884
SRX5936118,-5.0936678769,-1.9147922607
SRX5936119,-4.8642808238,-0.9938023090000001
SRX5936121,-3.5400789464,-1.1382583298
SRX5936122,-3.4035204034,-1.2423549344
SRX5936123,-2.9216352073,-1.3614010442
SRX5936124,-2.375337471,-1.2567242279
SRX5936125,-3.1374640168,-1.2565030391
SRX5936126,-3.4392055233,-1.0875560268
SRX5936128,5.9703862994,0.4964623792
SRX5936129,6.1146850097,0.4439847396
SRX5936130,7.2593827209,0.23011873570000002
SRX5936131,6.9173936395,0.24860240900000002
SRX5936132,6.1514832135,0.3504195023
SRX5936133,7.0103082365,0.3394652288
SRX5936134,6.2997512271,0.5564850897
SRX5936135,6.3781210471,0.5661673869
SRX5936137,1.8224589753,0.5486971361
SRX5936138,2.1073946556,0.2578539013
SRX5936139,0.3081207827,0.3711282024
SRX5936140,1.0701470251,0.4390366914
SRX5936141,0.3318411451,0.5251141663000001
SRX5936142,0.474965756,0.3712941943
SRX5936143,0.7150899519,-0.0232884406
SRX5936144,0.6430077863,-0.29400323100000003
SRX8557650,0.1898549575,0.0386560227
SRX8557651,0.0304883718,-0.0733435754
SRX8557652,-0.2203433293,0.0346875527
SRX8557653,1.7354625108000001,-0.050336314
SRX8557654,1.8775557579000002,-0.22807174930000002
SRX8557655,1.4976251847,-0.0205763659
SRX8557656,5.1721670483,-1.2210895759
SRX8557657,6.3803755244,-0.9757012291
SRX8557658,5.5312257106,-1.1668394674
SRX8557659,5.7784494075,0.6416446557000001
SRX8557660,5.4991487632,0.403799644
SRX8557661,5.3923376348,0.4095282052
SRX8557662,1.7288847713000002,0.5034125677
SRX8557663,2.4839601598,0.3418601657
SRX8557664,2.680503796,0.1211519732
SRX8557665,3.5787390741,0.2799984773
SRX8557666,2.7663529531,0.6668375627
SRX8557667,2.5505894244,0.3811935529
SRX3405147,-0.4402341373,-0.18204291050000002
SRX3405148,-0.0300951911,0.0024412229
SRX3405149,0.4703293284,0.1796016876
SRX3405150,-0.4486358869,-1.0640536597999999
SRX3405151,0.10840563930000001,0.0640851771
SRX3405152,-0.5213315923,-0.6771219205
SRX3405153,-0.6439889115,-0.5798864002
SRX3405154,-0.535144205,-0.20272688590000001
SRX3405155,-0.1870640094,-0.15549457360000002
SRX3405156,-0.2932637198,-0.9033788487000001
SRX3405157,-0.2139924141,0.030333825800000002
SRX312063,1.3099802426,-1.4156324355
SRX312064,1.159398175,-1.1927571256
SRX312065,0.5149850323,-1.0618690305
SRX312066,3.4287451382,-1.2793774230000001
SRX312067,3.2518187202,-1.3139996537
SRX312068,5.1969306175,-1.4913416384
SRX312069,5.211175634,-1.4946514386
SRX312070,0.2910462367,-0.031391118
SRX312071,-0.2910462367,0.031391118
SRX312072,1.7332009609,-0.2122939795
SRX312073,1.7178945142000002,-0.18150644770000002
SRX312074,4.3017081303,-0.7711121753
SRX312075,4.1558495219000005,-0.6165683791000001
SRX312076,3.9509577986,-1.4597766170000002
ecoli_00001,-0.193361368,-0.094741923
ecoli_00002,0.193361368,0.094741923
ecoli_00003,3.3135991111,-0.21201808500000002
ecoli_00004,3.1076140089,-0.090712525
ecoli_00005,-0.2657221523,-0.160201683
ecoli_00006,-0.8266495831,-0.420641301
ecoli_00007,3.4987616055,-0.23051955100000002
ecoli_00008,3.777861037,-0.091774202
ecoli_00009,1.9536574742,-0.19451114200000003
ecoli_00010,2.0898668961,0.019896298
ecoli_00011,0.6306581856,0.29445013600000003
ecoli_00012,0.6304568702000001,0.301342171
ecoli_00014,0.7957672055,0.23311637000000002
ecoli_00015,-0.15902954830000002,0.096126549
ecoli_00016,0.0992207199,0.038016045000000005
ecoli_00017,0.4957373586,0.33759101700000005
ecoli_00018,0.413336238,0.286035346
ecoli_00019,1.3396281391,-0.09820273
ecoli_00020,1.3328851764,-0.24208068300000002
ecoli_00021,1.7938455485,0.28721245700000003
ecoli_00022,1.8646234258,0.25544504500000004
ecoli_00023,2.1826815116000002,0.06266942
ecoli_00024,2.0940783226,-0.087014621
ecoli_00025,1.7960797284,-0.027417353000000002
ecoli_00026,1.8328375255,0.10852635000000001
ecoli_00027,-0.33768198600000005,-0.069838733
ecoli_00028,0.0491340735,0.026825328000000002
ecoli_00029,-1.6452706513000002,-0.159961487
ecoli_00030,-1.7780186347,-0.152261366
ecoli_00031,-2.7454377246,-0.058652349000000006
ecoli_00032,-2.8256466514,-0.079950699
ecoli_00033,2.569540591,0.508385725
ecoli_00034,3.8992344487,0.32197393500000004
ecoli_00035,-0.6798764305,0.17662033200000002
ecoli_00036,-0.687400401,0.08081485000000001
ecoli_00037,-0.046469532200000004,0.09778829600000001
ecoli_00038,-0.1284186567,0.00951621
ecoli_00039,0.2815378686,0.024794683
ecoli_00040,0.3590939844,-0.078376632
ecoli_00041,2.2732380276,0.13280687200000002
ecoli_00042,1.8378892786,0.14179238400000002
ecoli_00043,1.4326582581,0.05785051
ecoli_00044,1.3930743352000001,0.132613207
ecoli_00045,1.4685325207,0.0007743110000000001
ecoli_00046,1.5475597719,0.05615652
ecoli_00047,0.9214130099000001,-0.025325964000000003
ecoli_00048,0.8772832846,-0.038773256
ecoli_00049,0.8967177711000001,-0.036221336
ecoli_00050,-0.0321116371,-0.41941029300000005
ecoli_00051,0.22886129200000002,-0.022246867
ecoli_00052,0.6814086619,-0.033685568
ecoli_00053,0.9202532121,0.09378195800000001
ecoli_00054,-2.3158394252,-0.9452751450000001
ecoli_00055,-1.9211763190000002,-0.917587915
ecoli_00056,0.5582578875,0.12867730800000002
ecoli_00057,0.3077215082,0.014360292
ecoli_00058,0.0417122364,0.17658931900000002
ecoli_00059,0.0239295326,-0.057658687
ecoli_00060,0.3991832131,0.23783130800000002
ecoli_00061,0.5357622176,0.23011979000000002
ecoli_00062,-0.1009239558,0.415980791
ecoli_00063,-0.0601847972,0.333916745
ecoli_00064,3.1080313112,-1.007089115
ecoli_00065,3.4556223106,-1.057119333
ecoli_00066,-0.8103300937,-1.352655487
ecoli_00067,-0.9030971084,-1.314772828
ecoli_00068,1.0119182144,0.46848634
ecoli_00070,-0.36422505800000005,0.20113037900000003
ecoli_00071,-0.11348858390000001,0.193876042
ecoli_00072,-0.10276974400000001,0.16288739900000002
ecoli_00073,-2.9272332630999998,-0.152873057
ecoli_00074,-3.3084743572,0.435178754
ecoli_00075,-6.9802911608,0.142369356
ecoli_00077,-2.5542125248,-0.07915477900000001
ecoli_00078,-7.2323404635,0.29622321300000004
ecoli_00079,-4.0345149162,-0.124173375
ecoli_00080,1.8398158292,0.45007786600000005
ecoli_00081,-4.0624875443,0.25036614100000004
ecoli_00082,-0.9051849994000001,-0.325775813
ecoli_00083,-0.7776439602,-0.648136747
ecoli_00084,-0.8493855738,-0.448231227
ecoli_00085,-1.2033619136,-0.377587975
ecoli_00086,1.1815706039,0.190891617
ecoli_00087,1.2735933453000001,0.313745834
ecoli_00088,2.3403546621,0.37137867100000005
ecoli_00089,2.2113593153,0.17733567800000002
ecoli_00090,0.006709310400000001,0.051378948
ecoli_00091,0.2170269766,0.24423667100000002
ecoli_00092,-0.6373441688,-0.25001500400000004
ecoli_00093,0.4335717659,-0.163540452
ecoli_00094,-8.904240121800001,-0.418771918
ecoli_00095,-8.9612712456,-0.37687670100000004
ecoli_00096,-0.6655564997,-0.332135876
ecoli_00097,-0.1196139491,-0.36566879999999996
ecoli_00098,-8.1856095991,0.023452142000000002
ecoli_00099,-8.784586892,0.12476269400000001
ecoli_00100,-0.2241270126,0.33965469200000004
ecoli_00101,3.4315067769,0.18244132100000002
ecoli_00102,2.9830277894,0.128699182
ecoli_00103,-7.1279671589,0.13696491400000002
ecoli_00104,-6.9537158209,0.01773653
ecoli_00105,-0.3677479256,0.220276788
ecoli_00106,-0.6111317275,-0.09607731800000001
ecoli_00107,-0.8132921155,-0.08110887700000001
ecoli_00108,-1.6974566044000001,-0.519987763
ecoli_00109,-3.1150476532,-0.122059147
ecoli_00110,0.2637194976,0.264139263
ecoli_00111,0.49550763010000004,0.29180232500000003
ecoli_00112,-0.1107627151,0.27152809
ecoli_00113,-2.809644032,-0.208747385
ecoli_00114,-2.6979314115,-0.26529260800000004
ecoli_00115,-2.6748585174,-0.265972301
ecoli_00116,0.7464323985,0.26692740600000003
ecoli_00117,1.2864832341999999,0.11772485
ecoli_00118,0.6872753105,0.217261915
ecoli_00119,0.6585770805000001,0.010021866
ecoli_00120,0.7030899971,0.18675656200000001
ecoli_00121,0.44873452210000003,0.168211348
ecoli_00122,5.05057423,0.16645879700000002
ecoli_00123,4.8350215997,0.010185237000000001
ecoli_00124,4.9432942567,-0.08061744200000001
ecoli_00125,-1.5593835747,-0.6909824440000001
ecoli_00126,1.8832410096,-0.5316428360000001
ecoli_00127,1.4845049915000001,-0.388768681
ecoli_00128,-0.16320515630000001,-0.482420789
ecoli_00129,-4.5488784769,-0.552378838
ecoli_00130,-1.2230146275,-0.494157043
ecoli_00131,-0.6081798459000001,-0.586574989
ecoli_00132,2.0515781648,0.390977159
ecoli_00133,-7.1755995507,0.188607944
ecoli_00134,2.2437048439,-0.45812156600000004
ecoli_00135,1.2645818449,-0.020980617
ecoli_00136,1.3767728227,-1.01397328
ecoli_00137,0.2564029357,-0.33158378
ecoli_00138,-4.8739908267,-0.360740406
ecoli_00139,-0.0769540679,-1.134863614
ecoli_00140,0.7828816590000001,-0.20261161900000002
ecoli_00141,-0.8950864942000001,-0.973354915
ecoli_00142,0.3928426741,0.000228218
ecoli_00143,-3.9553157667,-0.279102903
ecoli_00144,-9.0108312838,0.596811308
ecoli_00145,2.5004645394000002,0.24355853400000002
ecoli_00146,-0.6422898273000001,0.126598563
ecoli_00147,-5.6372403656,-0.039554017000000004
ecoli_00148,-8.9857067105,0.530301557
ecoli_00149,-2.0631034342,0.47250930300000005
ecoli_00150,-8.7487945532,0.5338987620000001
ecoli_00151,-4.9152707308,0.295617218
ecoli_00152,-2.2041604577,0.505479287
ecoli_00153,-2.9757172948,0.541067737
ecoli_00154,-9.2155964639,0.420341322
ecoli_00155,-2.6657826564000002,0.01193863
ecoli_00157,-5.4001276052,0.14468836000000002
ecoli_00158,-1.9092833310000001,-0.040827917000000005
ecoli_00159,-6.9107343287,0.18997941100000001
ecoli_00160,-0.7999771276000001,0.15921869500000002
ecoli_00169,-1.263726546,0.280022726
ecoli_00170,-1.5489643887,0.142249958
ecoli_00171,1.0915979531,0.08271623700000001
ecoli_00172,-0.0293857792,0.305307895
ecoli_00173,-2.554925672,0.055642838
ecoli_00174,-2.1155800586,-0.130003604
ecoli_00175,-6.8662488523,-0.625575105
ecoli_00176,-7.7568957683,-0.578977278
ecoli_00177,0.5966002137,-0.804181765
ecoli_00178,1.0389024083,-0.7093469950000001
ecoli_00179,-2.2244950914,0.17817975
ecoli_00180,-2.487455862,0.24538435900000002
ecoli_00181,-2.6332628178,-0.038098049
ecoli_00182,-1.9731371479000002,0.15390403700000002
ecoli_00183,2.9405501806,0.303381982
ecoli_00184,2.6379691906,0.447508289
ecoli_00185,-0.3810291827,-0.025456807
ecoli_00186,-0.369221254,0.09029366400000001
ecoli_00187,-1.57031068,0.21142523300000002
ecoli_00188,-1.2046286444,0.271192251
ecoli_00189,-2.0322373733,0.047649505
ecoli_00190,-2.4002586781,0.19011640200000002
ecoli_00191,-0.3122996035,0.168677459
ecoli_00192,-1.2829383232,0.239154992
ecoli_00193,-3.1760261753,0.150392658
ecoli_00194,-3.6684122381,0.33302241
ecoli_00195,-1.8760577625,-0.027172687
ecoli_00196,-1.6797297663,0.358312208
ecoli_00197,-1.9199056451,0.23786142300000002
ecoli_00198,-2.0836610857,-0.012554232
ecoli_00199,-1.8258830731,0.44625728000000003
ecoli_00200,-2.4738050006,0.24822771000000002
ecoli_00201,-8.2691757028,0.26149445
ecoli_00202,-7.2709199607,0.381386769
ecoli_00203,-5.0649485779,0.684303058
ecoli_00204,-7.5465355441,0.581763577
ecoli_00205,-8.1092139371,0.25041597200000004
ecoli_00206,-4.1007865868,0.33762534800000005
ecoli_00207,-4.5672127996,0.113505855
ecoli_00208,-4.6150733183,0.22672428300000003
ecoli_00209,-0.4678172894,0.362813735
ecoli_00210,-0.5847534704,0.28438839
ecoli_00211,-1.04937176,0.353495549
ecoli_00212,-0.8043697689,0.40660373600000005
ecoli_00213,-7.0949968926,0.11005973200000001
ecoli_00214,-6.5403062958,0.083788927
ecoli_00215,-0.7581063013,0.28207584900000005
ecoli_00216,-0.6086944964000001,0.407771655
ecoli_00217,-2.6122107429,-0.015170958000000002
ecoli_00218,-4.1263881053,0.268549557
ecoli_00219,-0.4509313887,0.26503703
ecoli_00220,-0.5919201432,0.287704277
ecoli_00221,0.1884954616,0.349499365
ecoli_00222,-1.3007251858,0.30594281900000003
ecoli_00223,-4.5965883827,0.46067284700000005
ecoli_00224,-3.8224107417,0.554647497
ecoli_00225,-6.9130016161,0.099895652
ecoli_00226,-6.8255402643,0.104022083
ecoli_00227,-0.6448484654000001,0.241540616
ecoli_00228,-0.5337059706,0.304674029
ecoli_00229,-1.7170219589,0.297858575
ecoli_00230,-1.3042798401,0.06254013
ecoli_00231,-1.3267201348,0.11948143200000001
ecoli_00232,-0.9597367050000001,0.15492223300000002
ecoli_00233,-1.8862873902000001,0.41924271900000004
ecoli_00234,-1.6946021696,0.317958173
ecoli_00235,-1.278356707,0.10216164600000001
ecoli_00236,-1.5877376727999999,0.36377825500000005
ecoli_00237,-1.5951820995000001,-0.29207992600000005
ecoli_00238,-1.7154085233,-0.205580446
ecoli_00239,-2.2160918631,-0.059175821
ecoli_00240,-1.7326779429,-0.067057905
ecoli_00241,-0.791956977,0.103023396
ecoli_00242,-0.5800792429,0.027748422000000002
ecoli_00243,-0.7688230382,0.21757774300000002
ecoli_00244,-0.8170202615000001,0.000917203
ecoli_00245,-0.6512307631,-0.248802176
ecoli_00246,-0.28316390210000003,0.07089772100000001
ecoli_00247,-0.1264386911,-0.043776313000000004
ecoli_00248,-0.0114614282,0.192584951
ecoli_00249,-0.6231607675,0.182280772
ecoli_00250,-0.3150441148,0.42675006400000004
ecoli_00251,-1.9223299961,0.097816887
ecoli_00252,-1.9201337548000001,-0.015187283000000001
ecoli_00253,-0.5960354913,0.413663983
ecoli_00254,0.4515109711,0.5215004750000001
ecoli_00255,-1.2478476707000001,-0.13631922700000002
ecoli_00256,-1.5597997662,-0.18820406
ecoli_00257,-0.4465363754,-0.115346078
ecoli_00258,0.2012942762,0.300627582
ecoli_00259,-1.5217518510999999,-0.47918776700000004
ecoli_00260,-0.9809565772000001,-0.18083431200000002
ecoli_00261,-1.4919334444,0.098191939
ecoli_00262,-2.4552784952,0.21293309100000002
ecoli_00263,-1.7321399651,0.18975804400000001
ecoli_00264,-1.6700748623,0.135330856
ecoli_00265,2.1727727435,0.303547318
ecoli_00266,2.2258058907000002,0.462332454
ecoli_00267,-3.9543782629,-0.24828633400000003
ecoli_00268,-4.5265574636,-0.119377437
ecoli_00269,-5.7692206912,-0.436993938
ecoli_00270,-5.4944866489,-0.479498966
ecoli_00271,-2.1284263339,0.08673114200000001
ecoli_00272,-0.9896457431000001,-0.055462525000000006
ecoli_00273,2.118616468,0.30153174
ecoli_00274,1.2857892085,0.508690642
ecoli_00275,2.1061842604,0.49567770600000005
ecoli_00276,1.7640599691,0.36268330200000004
ecoli_00277,-1.4522781257,0.384196435
ecoli_00278,-0.9286266601000001,0.401267606
ecoli_00279,4.2532028656,0.28069376300000004
ecoli_00280,5.3300783521,0.06421432
ecoli_00281,0.8914444770000001,-0.367014761
ecoli_00282,1.4855551794,-0.19904681500000002
ecoli_00283,0.7215839863,0.292965111
ecoli_00284,0.6768896713,0.28582815100000003
ecoli_00285,-1.7952777585000002,0.142543298
ecoli_00286,-1.6551319923,0.23620375200000002
ecoli_00287,-2.8392254372,0.283861586
ecoli_00288,-2.2806006158,0.31662617200000004
ecoli_00289,-1.0761769068,0.266176046
ecoli_00290,1.2336274782,0.346000709
ecoli_00291,-1.0056202521,0.274632305
ecoli_00292,-1.7366792525,0.31902192100000004
ecoli_00293,-2.2221487038,0.32151335000000003
ecoli_00294,-1.6330541462000001,0.122049323
ecoli_00295,-0.092237859,-0.253910489
ecoli_00296,0.3876460047,-0.24865777
ecoli_00297,-2.1751368338,0.14058499500000002
ecoli_00298,-2.1303068617,0.44420792600000003
ecoli_00299,-2.7070741960999998,-0.088201864
ecoli_00300,-2.8407708097,-0.119747053
ecoli_00301,-3.0120133391,0.16710776900000002
ecoli_00302,-4.2860680616,0.30683138
ecoli_00303,-1.3778497349,0.125747733
ecoli_00304,-1.8514509856,0.214862449
ecoli_00305,-3.6329248445999998,-0.5086197090000001
ecoli_00306,-3.6703748043,-0.511916444
ecoli_00307,-4.9255041799,-0.27123704600000004
ecoli_00308,-4.8638517939,-0.2875957
ecoli_00309,-6.8666271384,-0.061978264000000005
ecoli_00310,-6.4220333537,-0.28558568700000003
ecoli_00311,-8.4784175552,0.23056288600000002
ecoli_00312,-5.1439062678,0.198257118
ecoli_00313,2.1130842167,0.25261904
ecoli_00314,2.0336523807,0.250978134
ecoli_00315,-5.3952416933,-0.218099797
ecoli_00316,-5.2235703974,-0.009876016000000001
ecoli_00317,-5.4437436325,0.06849378
ecoli_00318,-5.8082706801,-0.067374628
ecoli_00319,-0.887032479,0.0008305540000000001
ecoli_00320,-0.7442643080000001,-0.08478679700000001
ecoli_00321,-2.6226945600000002,0.008595937
ecoli_00322,-3.7169370561,0.06654296900000001
ecoli_00323,-2.1803301512,0.37248746800000004
ecoli_00324,-2.6104649844,0.42724000100000004
ecoli_00325,-2.1456843426,0.42877807500000004
ecoli_00326,-4.0032950017,0.534221084
ecoli_00327,-6.7376017574,0.806325874
ecoli_00328,-7.7184490827,0.775524603
ecoli_00329,-6.3758992694,0.721406309
ecoli_00330,-6.946905033,0.639022057
ecoli_00331,-1.7841532653,0.714353279
ecoli_00332,-1.3900714501,0.5484239360000001
ecoli_00333,-4.2109883017,0.7070287190000001
ecoli_00334,-5.9992167224,0.6929400990000001
ecoli_00335,-2.1751637323,0.337653678
ecoli_00336,-3.120744366,0.283692703
ecoli_00337,-7.6462839115,0.3086827
ecoli_00338,-8.8557498196,0.471554075
ecoli_00339,-2.3302989708,0.32839305
ecoli_00340,-3.9017989836,0.47884846200000003
ecoli_00341,-2.367372187,0.36900105600000005
ecoli_00342,-2.2548158506,0.297942554
ecoli_00343,-3.0809325413,0.319858523
ecoli_00344,-2.9432620622,0.279698058
ecoli_00345,-2.2255433652,0.307386657
ecoli_00346,-2.8159426319,0.318124483
ecoli_00347,-2.3375711272,0.705910103
ecoli_00348,-1.7053429498,0.540154643
ecoli_00349,-1.9633453699,0.6871964380000001
ecoli_00350,-1.0710839809,0.703297173
ecoli_00351,-5.0253945815,0.6816327050000001
ecoli_00352,-0.21847096430000001,0.658701125
ecoli_00353,-2.4789550917,0.714640927
ecoli_00354,-0.5804531115,0.689181622
ecoli_00355,-1.6841943490000002,0.8686149390000001
ecoli_00356,-1.6296640942,0.819673359
ecoli_00357,-1.6204986699,0.914920558
ecoli_00358,-1.7262179076000002,0.8200334770000001
ecoli_00359,-1.4682913008,0.8131312730000001
ecoli_00360,-1.7484147161,0.74827577
ecoli_00361,-1.6823228376000001,0.724265955
ecoli_00362,-1.6544984218,0.8578947130000001
ecoli_00363,-0.1214066106,0.348316919
ecoli_00364,0.0170265204,0.118170146
ecoli_00365,-10.7262816767,0.772538018
ecoli_00366,-10.0756311904,1.108639247
ecoli_00367,-6.0167172493,0.34863920200000004
ecoli_00368,-5.7395141218,0.334545288
ecoli_00369,-1.585668408,-0.5434731580000001
ecoli_00370,-0.036177009,-0.24211269300000002
ecoli_00371,-9.7815303383,0.49984350600000005
ecoli_00372,-10.5534902909,0.6741234180000001
ecoli_00373,-8.3554303491,0.016255513000000003
ecoli_00374,-7.878813008,0.150306654
ecoli_00375,-0.1357512927,0.5543276970000001
ecoli_00376,-0.3445949776,0.20425008
ecoli_00377,-8.3746978267,0.857808016
ecoli_00378,-8.4241994347,0.786006347
ecoli_00379,-6.6636353532,1.201594407
ecoli_00380,-6.436351628,1.013437605
ecoli_00381,0.6016789372,0.091862941
ecoli_00382,0.4005361341,0.235848356
ecoli_00383,-9.2230986329,0.709205325
ecoli_00384,-9.1697587964,0.8325780920000001
ecoli_00385,-6.1315847436,0.5126773370000001
ecoli_00386,-6.966882895,0.583768564
ecoli_00387,1.434656396,0.6342029570000001
ecoli_00388,1.1157739834,0.519609635
ecoli_00389,-9.2072102329,1.136554855
ecoli_00390,-8.668013801,1.100110184
ecoli_00391,-4.5920425519,0.8394714780000001
ecoli_00392,-4.7601149882,0.9153045590000001
ecoli_00393,-1.0319824494,0.46856343500000003
ecoli_00394,-1.6844200035,0.208008841
ecoli_00395,-0.8649291530000001,0.42325449600000004
ecoli_00396,-1.0286359282,0.361508794
ecoli_00397,1.3703075820000001,0.599201859
ecoli_00398,2.3535721212,0.6246719980000001
ecoli_00399,-5.1980685513000005,0.53757706
ecoli_00400,-1.4819754893,0.316190584
ecoli_00401,-1.0757209696,0.160900448
ecoli_00402,-1.1396805586,0.387310498
ecoli_00403,-3.6210341375,1.026857626
ecoli_00404,-2.125648386,0.578985859
ecoli_00405,-1.8261263443,0.378483157
ecoli_00406,-0.7612337185,0.255785421
ecoli_00407,-1.5748964242999999,0.14048106900000001
ecoli_00408,-1.0665502661,0.24871242400000002
ecoli_00409,-1.1158056395,0.608327401
ecoli_00410,-0.712093807,0.37498561
ecoli_00411,1.87902946,0.348924181
ecoli_00412,1.9845181939,0.222335056
ecoli_00413,0.8307167305000001,0.41059069400000003
ecoli_00414,1.1367947434,0.31639978900000004
ecoli_00415,0.1398356999,0.7542026660000001
ecoli_00416,-0.7334314737000001,0.7148537450000001
ecoli_00417,-0.2576810626,0.20700158400000002
ecoli_00418,0.1856646496,0.351336497
ecoli_00419,-0.039089112700000005,0.30695238
ecoli_00420,0.0546400146,0.484641074
ecoli_00421,0.2225787495,0.6856924130000001
ecoli_00422,0.0758342322,0.7203131500000001
ecoli_00423,-1.7521435071,0.556205657
ecoli_00424,-1.2904918961,0.503642406
ecoli_00425,-0.47710221620000004,0.253130221
ecoli_00426,-0.5291502407,0.467305022
ecoli_00427,-1.1084091115,0.271250235
ecoli_00428,-1.453162588,0.377460986
ecoli_00429,-1.5615409991,0.38524676
ecoli_00430,-1.7548981314,0.258179361
ecoli_00431,0.060172014,0.7937122670000001
ecoli_00432,0.8139427222000001,0.729235905
ecoli_00433,0.5091481867000001,0.548333265
ecoli_00434,-0.3262038121,0.637105075
ecoli_00435,-1.8376257795000002,0.288411146
ecoli_00436,-1.7913133808000001,0.547169091
ecoli_00437,-2.2513057089,0.318578782
ecoli_00438,-2.3693166005,0.296607324
ecoli_00439,-2.656303254,0.529492842
