,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,0.5164153337425874,3.0,0.0,-0.3495416738,6.0,-0.243619245,12.0,0.5931609188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.22637521400000002,0.4277444282402129,3.0,1.0,-0.1702722805,7.0,0.6795878973,13.0,0.16981002520000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.13541015743333332,0.2949179604736597,3.0,2.0,-0.154992408,8.0,0.1265777883,14.0,0.434645092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,0.10138055150000001,0.20221643320843516,3.0,3.0,-0.1299437268,9.0,0.18950554190000002,15.0,0.2445798394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,0.7339161027333333,0.3569808565181134,3.0,4.0,0.3219271925,10.0,0.9283267198,16.0,0.9514943959000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,1.4332036555333334,0.5402230600685155,3.0,5.0,1.9747682863,11.0,0.8943322362,17.0,1.4305104441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,2.38770093885,1.495924791408469,2.0,18.0,1.3299223747,71.0,3.445479503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-1.7088783273666666,2.204445255203035,3.0,19.0,-0.42451633850000003,70.0,-0.4478016949,205.0,-4.2543169487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.21227531881249995,0.9388268218278363,8.0,20.0,-0.060444745700000004,32.0,0.2847137355,55.0,0.6759675381,67.0,-0.6501297052,126.0,-0.9553726502000001,147.0,-0.4797739797,203.0,1.0766022383,210.0,1.8066401194,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.2896148437333334,0.8098911540940811,3.0,21.0,0.7952854208,34.0,0.7180626330000001,61.0,-0.6445035226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,2.00859566975,1.0867761160042924,8.0,22.0,0.8820722366,104.0,0.7311313268,111.0,3.8040045156,133.0,3.2073770849,165.0,1.2528615272999999,238.0,2.0772086161,265.0,1.8065576826,270.0,2.3075523681,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-0.9899799043571429,0.4063803734371204,7.0,23.0,-1.2693214349,56.0,-0.6587623221000001,82.0,-1.2974884246,118.0,-0.4044897261,134.0,-0.9591471836000001,137.0,-1.5574772739,227.0,-0.7831729653,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,7.319160286275,1.7939701404485522,4.0,24.0,6.5471530113,101.0,8.5498607305,139.0,9.0184360165,149.0,5.1611913868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,3.641330640075,0.4528738235408235,4.0,25.0,3.6299426224999998,123.0,3.81802642,155.0,4.0926569488,191.0,3.024696569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,2.8337045090000004,0.20468339631316074,3.0,26.0,2.8918624963,59.0,2.6062356741,159.0,3.0030153566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-3.08390646094,0.5419998523845657,5.0,27.0,-2.6135793806,76.0,-3.4708666839,146.0,-2.4638029382,162.0,-3.7290235834,262.0,-3.1422597186,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,2.0210696739,1.9094138678041777,4.0,28.0,-0.5736542074000001,94.0,2.8055524313999998,186.0,1.9384928440000002,231.0,3.9138876276000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,7.4103869257,2.3261931083244853,3.0,29.0,9.0907231636,49.0,4.7554111109,260.0,8.3850265026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-0.4378200487200001,1.0368071272558619,5.0,30.0,-0.9830592936,77.0,-0.7628819797,172.0,1.399896159,259.0,-0.7606266614,280.0,-1.0824284679,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,4.7279834751,3.680370734208622,4.0,31.0,-0.7511127076,40.0,6.87475774,138.0,6.8706246634,192.0,5.9176642046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-0.6183359244285713,1.9282385737531529,7.0,33.0,0.8348963211,39.0,-2.14432901,58.0,-1.5973043228,122.0,2.5638291916,170.0,0.4919522376,244.0,-2.6257672037,261.0,-1.8516286848,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,4.408255108342857,2.2333741416811557,7.0,35.0,1.6957411591,79.0,2.5267585666,92.0,4.9349499649,208.0,4.4882263017,251.0,7.7305616507,263.0,2.8059177516,299.0,6.6756303638,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,0.2195648848666667,0.7960743742281862,3.0,36.0,0.3319634782,234.0,-0.6267352449,275.0,0.9534664213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,-2.140490119466667,0.7916034901836091,3.0,37.0,-2.033060624,214.0,-2.9803220743,307.0,-1.4080876601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,-1.297644012625,1.365926188270653,4.0,38.0,-1.7701673494999999,102.0,-2.9770351358,248.0,0.12346701300000001,269.0,-0.5668405782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,-3.7150560671,0.40885416499299615,4.0,41.0,-3.5798824814,178.0,-3.2033009351,249.0,-4.1161786142,309.0,-3.9608622377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,1.1044599617500002,1.3783519117360465,2.0,42.0,0.1298179781,294.0,2.0791019454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,0.20857264368750011,4.2800065097513365,8.0,43.0,-4.9520098280000004,142.0,-1.2368518699,166.0,3.3716266459,177.0,-0.1874076658,221.0,-5.4472841068,256.0,4.4374363704,282.0,-0.7368452274,305.0,6.4199168311,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,-1.22698653625,0.4501236693217775,2.0,44.0,-1.5452720352,154.0,-0.9087010373000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
