,Value,list
TF,NfxB/EsrC,
reg_genes,0,[]
comp_genes,14,"['armR' 'mexA' 'PA4838' 'nalC' 'mexR' 'PA1343' 'PA3720' 'esrC' 'PA3718'
 'PA4774' 'pmrA']"
both_genes,0,['mexC' 'oprJ' 'mexD']
reg_genes2,3,
comp_genes2,0,
both_genes2,0,
