,new_3707708_3707818
LBexp_1,9.5143
LBexp_2,9.1177
LBexp_3,8.8506
LBtran_1,8.5811
LBtran_2,7.2848
LBtran_3,7.2596
LBstat_1,7.9341
LBstat_2,7.9275
LBstat_3,8.2072
LBGexp_1,6.9584
LBGexp_2,7.0617
LBGexp_3,7.2085
LBGtran_2,7.6943
LBGtran_3,7.4463
LBGstat_1,7.2396
LBGstat_2,7.2048
LBGstat_3,7.7525
S0_1,8.2279
S0_2,8.4218
S0_3,8.5484
S1_1,7.3944
S1_2,7.5217
S1_3,7.4935
S2_1,7.5489
S2_2,7.0895
S2_3,6.8802
S3_1,7.0626
S3_2,6.7626
S4_1,7.8924
S4_2,7.3292
S4_3,7.5442
S5_1,7.6342
S5_2,7.4133
S5_3,7.4337
S6_1,8.1259
S6_2,7.258
S6_3,8.4643
S6/t_1,8.7468
S6/t_2,7.6032
S6_4,7.7487
S6_5,8.0183
S6_6,7.8498
S7_4,8.8457
S7_5,8.9667
S7_6,9.0697
S8_4,8.8202
S8_5,8.9035
G135_1,7.7074
G135_3,7.5174
G150_1,9.856300000000001
G150_2,8.9896
G150_3,9.971
G180_1,7.4207
G180_2,6.8983
G180_3,7.1287
C30_1,8.3801
C30_2,8.1984
C90_1,7.9464
C90_2,6.6897
BI_1,7.89
BI_2,8.0455
BC_2,8.2139
BC/t_1,7.7663
BC/t_2,8.9636
BC_1,7.7253
Sw_1,10.4363
Sw_2,10.1076
BT_1,7.3711
BT_2,7.1772
B36_1,9.9824
B36_2,9.7708
B60_1,10.1733
B60_2,10.9316
M9exp_1,7.2739
M9exp_2,7.3254
M9exp_3,6.8838
M9tran_1,7.2946
M9tran_2,7.3345
M9tran_3,7.1414
M9stat_1,10.3035
M9stat_2,10.7994
M9stat_3,10.6832
M+G_1,8.4638
M+G_2,7.0733
M+G_3,7.2164
Glu_1,7.654
Glu_2,7.5341000000000005
Glu_3,7.1425
Fru_1,7.0583
Fru_2,7.5001
Fru_3,7.3922
Mal_1,7.0785
Mal_2,7.3512
Mal_3,7.453
G+S_2,7.3355
G+S_3,7.5122
Pyr_1,7.6035
Pyr_2,7.4004
Pyr_3,7.7544
Gly_1,8.6356
Gly_2,8.793800000000001
Gly_3,8.7891
Glucon_1,7.9455
Glucon_2,7.9665
Glucon_3,8.3368
aero_1,7.04
aero_2,7.2268
aero_3,7.0516
nit_1,6.8644
nit_2,6.7928
nit_3,6.9163
ferm_1,7.1306
ferm_2,6.9864
ferm_3,7.0462
T-5.40H_1,6.6441
T-4.40H_1,7.1814
T-3.40H_1,7.3521
T-2.40H_1,7.121
T-1.40H_1,6.8081
T-1.10H_1,6.6606000000000005
T-0.40H_1,6.6052
T0.0H_1,6.5397
T0.30H_1,9.8293
T1.0H_1,9.0703
T1.30H_1,9.2654
T2.0H_1,8.6823
T2.30H_1,8.9572
T3.0H_1,8.5212
T3.30H_1,8.9506
T4.0H_1,8.2575
T5.0H_1,7.9213000000000005
HPh_1,7.6539
HPh_2,7.2223
HPh_3,7.6617
LPh_1,7.9772
LPh_2,7.0581
LPh_3,7.588
LPhT_1,8.0484
LPhT_2,7.8837
LPhT_3,7.8316
SMMPr_1,6.6161
SMMPr_2,7.074
