,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,3.2018981009,0.04746508249246375,2.0,0.0,3.1683352192,1.0,3.2354609826,,,,,,,,
1,Fur__wt_dpd,3.5056879966,0.01705104649083981,2.0,2.0,3.5177449072,3.0,3.493631086,,,,,,,,
2,Fur__wt_fe,2.5780169227,0.17561416663495344,2.0,4.0,2.7021948908,5.0,2.4538389546,,,,,,,,
3,Fur__delfur_dpd,3.2185693088000003,0.2890512218777299,2.0,6.0,3.4229593879,7.0,3.0141792297,,,,,,,,
4,Fur__delfur_fe2,2.78419025235,0.07335121148600095,2.0,8.0,2.7323231133,9.0,2.8360573914,,,,,,,,
5,Acid__wt_ph5,3.21429252985,0.12994581270428923,2.0,10.0,3.3061780952,11.0,3.1224069645,,,,,,,,
6,Acid__delgadx_ph5,2.9541940279,0.32824924392680377,2.0,12.0,2.7220867616,13.0,3.1863012942,,,,,,,,
7,Acid__delgadw_ph5,2.94435197265,0.045349045014377254,2.0,14.0,2.9764185899,15.0,2.9122853554,,,,,,,,
8,Acid__delgade_ph5,3.1652019879499997,0.1694791360208777,2.0,16.0,3.2850418343,17.0,3.0453621416,,,,,,,,
9,Oxidative__wt_pq,3.56282048425,0.008564235149659052,2.0,18.0,3.5567646555,19.0,3.568876313,,,,,,,,
10,Oxidative__deloxyr_pq,3.49881991845,0.0111871241522052,2.0,20.0,3.4909094271,21.0,3.5067304098000003,,,,,,,,
11,Oxidative__delsoxr_pq,3.7373057779,0.3226894825094361,2.0,22.0,3.9654816992,23.0,3.5091298566,,,,,,,,
12,Oxidative__delsoxs_pq,3.9537328511000003,0.27798007773332845,2.0,24.0,4.1502944491000004,25.0,3.7571712531,,,,,,,,
13,Nac/NtrC__wt_csn,3.6058569373,0.166370108489971,2.0,26.0,3.7234983692,27.0,3.4882155054,,,,,,,,
14,Nac/NtrC__wt_cytd,2.79204073075,0.24543618272020865,2.0,28.0,2.9655903199,29.0,2.6184911416,,,,,,,,
15,Nac/NtrC__wt_gln,3.2741564955999998,0.2314175715093726,2.0,30.0,3.4377934297,31.0,3.1105195615,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,4.1706680097,0.371640360963631,2.0,32.0,4.4334574291,33.0,3.9078785903,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,3.1682434658,0.2908508923572923,2.0,34.0,3.3739061041,35.0,2.9625808275,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,3.8210345813,0.11511033066804457,2.0,36.0,3.9024298767000003,37.0,3.7396392859,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,2.8675664169,0.491810268763713,2.0,38.0,3.215328793,39.0,2.5198040408,,,,,,,,
20,Misc__wt_no_te,3.3833303912500003,0.10326937612939589,2.0,40.0,3.4563528674,41.0,3.3103079151,,,,,,,,
21,Misc__bw_delcbl,2.72996197875,0.13118301891313397,2.0,42.0,2.822722381,43.0,2.6372015765,,,,,,,,
22,Misc__bw_delfabr,2.4151218681,0.4330700310724525,2.0,44.0,2.1088951124,45.0,2.7213486238,,,,,,,,
23,Misc__bw_delfadr,2.3894890072,0.003085451954426184,2.0,46.0,2.3916707512,47.0,2.3873072632,,,,,,,,
24,Misc__nitr_031,3.6251236094,,1.0,48.0,3.6251236094,,,,,,,,,,
25,Omics__wt_glu,3.50163864725,0.08429556261641202,2.0,49.0,3.4420326833,50.0,3.5612446112000002,,,,,,,,
26,Omics__wt_gly,3.4079893363,0.28896061901306436,2.0,51.0,3.2036633231,52.0,3.6123153495,,,,,,,,
27,Omics__wt_thr,4.1656704423,0.04637738694143351,2.0,53.0,4.1984642071,54.0,4.1328766775,,,,,,,,
28,Omics__bw_ac,4.15160475595,0.01498030797021233,2.0,55.0,4.1410120786,56.0,4.1621974333,,,,,,,,
29,Omics__bw_fum,3.8861570408999997,0.1319820671828334,2.0,57.0,3.7928316262,58.0,3.9794824556,,,,,,,,
30,Omics__bw_glc,3.4324434482,0.030030214480997686,2.0,59.0,3.4536780165,60.0,3.4112088799,,,,,,,,
31,Omics__bw_pyr,3.8018206813,0.20486921700413194,2.0,61.0,3.6569562687,62.0,3.9466850939,,,,,,,,
32,OmpR__wt_nacl,2.8257576968,0.04114730981815339,2.0,63.0,2.8548532386,64.0,2.796662155,,,,,,,,
33,OmpR__bw_delompr_nacl,2.9753735793000002,0.047792706135969615,2.0,65.0,3.0091681259,66.0,2.9415790327,,,,,,,,
34,MinSpan__wt_ade,3.255399478,,1.0,67.0,3.255399478,,,,,,,,,,
35,MinSpan__wt_glc,3.2628052967750003,0.1994701431896587,4.0,68.0,3.1970103158,69.0,3.0474117598,70.0,3.2827592485,71.0,3.524039863,,,,
36,MinSpan__wt_glc_anaero,3.87679546805,0.26960744306552675,2.0,72.0,3.6861542168,73.0,4.0674367193,,,,,,,,
