,PA2359
SRX7442752,-0.10291910500000001
SRX7442753,0.10291910500000001
SRX7442754,0.119045036
SRX7442755,0.5632513840000001
SRX7442756,0.825365031
SRX7442757,1.562721199
SRX7442758,0.931096028
SRX7442759,0.18103749500000002
SRX7442761,0.310808121
SRX7874204,-0.082026151
SRX7874205,0.082026151
SRX7874206,0.527539991
SRX7874207,0.5767162250000001
SRX8639787,-0.061514794000000005
SRX8639788,0.061514794000000005
SRX8639789,-0.343664984
SRX8639790,0.21015132900000003
SRX8639791,0.11864176200000001
SRX8639792,0.221823066
SRX8639793,-2.459333049
SRX8639794,-1.877067286
SRX8639795,-1.870639128
SRX8639796,-1.6153404949999999
SRX8639797,0.33528197200000004
SRX8639798,0.396667657
SRX8639800,0.578303314
SRX2940624,-2.220658087
SRX2940626,-2.4982635699999998
SRX2940627,-0.173606446
SRX2940628,-0.34461213100000004
SRX2940629,0.518218578
ERX2195929,0.135609626
ERX2195930,-0.135609626
ERX2195931,0.325166324
ERX2195932,0.10000179000000001
ERX2195933,-2.00631629
ERX2195934,-2.043534958
SRX4579961,0.035849179
SRX4579962,-0.031517676
SRX4579963,-0.004331502
SRX4579964,0.040267179
SRX4579965,-0.36709641
SRX4579966,-0.185537099
SRX540108,-0.0060964850000000004
SRX540109,0.0060964850000000004
SRX540110,-0.5777256510000001
SRX540111,1.07231306
SRX540112,4.665611386
SRX540113,5.994240517
SRX540114,2.030538222
SRX540115,1.359050252
SRX1737662,-1.049996907
SRX1737664,-1.078624364
SRX1737665,-1.098218154
SRX1737667,-0.470472745
SRX1737668,0.1090961
SRX1737670,0.361376645
SRX6976948,-0.08327021500000001
SRX6976949,0.0045147040000000005
SRX6976950,0.078755511
SRX6976951,-0.415087878
SRX6976952,0.015324783000000002
SRX6976953,-0.32223677700000003
SRX5630349,-0.344632804
SRX5630350,0.344632804
SRX5630351,0.026944789
SRX5630352,-0.174216369
SRX4342817,-0.243144135
SRX4342818,0.429318197
SRX4342819,0.809289565
SRX4342820,-0.6687730780000001
SRX4342821,0.482599015
SRX4342822,0.44834520600000005
SRX1411278,-0.6385220970000001
SRX1411287,-0.176315345
SRX1411289,-0.20738746
SRX1411279,0.243870474
SRX1411280,0.394651623
SRX1411281,-0.166264197
SRX1411282,0.280782737
SRX1411283,0.36826688700000004
SRX1411284,-0.08246086700000001
SRX1411285,0.379932445
SRX1411286,-0.057156847000000004
SRX1411288,-0.060141799
SRX2662717,-1.8713416870000001
SRX2662718,-1.8987475630000001
SRX2662721,0.12569786900000002
SRX2662722,-0.12569786900000002
ERX2300159,0.025123289
ERX2300160,-0.025123289
ERX2300161,0.37038129000000003
ERX2300162,1.541264306
ERX2300163,0.551580132
ERX2300164,1.459080904
ERX2300165,-1.199711632
ERX2300166,-0.36363109400000004
ERX2300167,-0.23560614400000002
ERX2300168,0.02602813
ERX2300169,-0.98694813
ERX2300170,-0.52412735
SRX6747256,-0.495385102
SRX6747257,-0.456407738
SRX6747258,0.921942472
SRX6747259,-0.125646802
SRX6747260,0.15549717
SRX6747265,-1.440485646
SRX6747266,-1.318476585
SRX6747268,-0.304636185
SRX6747269,0.469861625
ERX2456848,0.020132898
ERX2456849,0.041703635
ERX2456850,0.618624578
ERX2456851,-0.31535202
ERX2456852,0.042489089
ERX2456853,-0.656255347
ERX2456854,-0.349271218
ERX2456855,-0.053094027
ERX2456856,-0.302723833
ERX2456857,0.22685253
ERX2456858,0.883799208
ERX2456859,-0.40556266100000005
SRX1156127,0.028350962
SRX1156135,-0.028350962
SRX1156136,-0.8674401340000001
SRX1156137,-1.427814685
SRX1156138,3.033750318
SRX1156140,3.756138105
ERX3558798,0.195354739
ERX3558799,1.6145078910000001
ERX3558800,-0.749581389
ERX3558801,0.119108344
ERX3558802,0.251295661
ERX3558803,0.015063119000000002
ERX3558804,-0.418239688
ERX3558805,0.151880907
ERX3593017,-1.064435094
ERX3593018,-0.964336167
ERX3593020,0.301922128
ERX3593021,0.065695117
ERX3593022,-0.36761724500000004
SRX2520351,-0.8198435580000001
SRX2520352,-0.7804156560000001
SRX2520353,-0.21667237700000003
SRX2520354,-1.806564474
SRX2520355,0.47670094700000004
SRX2520356,0.40733395800000005
SRX2520357,0.71622431
SRX2520358,0.757912821
SRX2520359,0.675905728
SRX2520360,1.153688474
SRX3169722,0.032721209
SRX3169723,0.238470604
SRX3169725,0.023121569
SRX3169726,0.060328858000000006
SRX3169728,-0.08345042600000001
SRX8143226,0.35868894700000004
SRX8143227,-0.35868894700000004
SRX8143228,0.269296062
SRX8143229,-0.258727
SRX6853212,-0.512149842
SRX6853213,0.512149842
SRX6853214,-0.193648232
SRX6853215,-0.07458023500000001
SRX7747527,1.369799663
SRX7747528,1.533309841
SRX7747537,1.267697863
SRX7747538,-0.087372431
SRX7747540,0.087372431
Paeru_0017,-2.8146449000000002
Paeru_0018,-2.721107228
Paeru_0019,-3.23744988
Paeru_0020,-2.9820178310000003
Paeru_0033,3.322031359
Paeru_0034,3.28501915
Paeru_0035,1.94933114
Paeru_0036,1.737533937
Paeru_0037,-1.227899319
Paeru_0038,-1.674526272
Paeru_0039,-1.6899123930000002
Paeru_0041,-1.5567057850000001
Paeru_0040,-2.033603195
Paeru_0042,-3.871926181
Paeru_0043,-3.466841973
Paeru_0044,-4.813767244
Paeru_0045,-4.359802967
Paeru_0046,0.5489382380000001
Paeru_0047,-0.5489382380000001
Paeru_0048,-0.8480882270000001
Paeru_0049,-1.435300512
Paeru_0050,-0.304368146
Paeru_0051,-1.42932875
Paeru_0052,-1.505974661
Paeru_0053,-0.42711977500000003
Paeru_0056,-1.3866276499999999
Paeru_0057,-1.181863356
Paeru_0058,-0.696524781
Paeru_0059,-0.057292949
Paeru_0060,-3.720827345
Paeru_0061,-1.699854412
Paeru_0062,-1.677730157
Paeru_0063,0.280298445
Paeru_0064,0.46439403700000004
Paeru_0065,-0.5478892870000001
Paeru_0066,-0.38320334
Paeru_0068,-2.341359817
Paeru_0069,-2.327126583
Paeru_0070,-3.00329512
Paeru_0071,-2.172554607
Paeru_0072,-2.66206029
Paeru_0073,-3.5075764
Paeru_0074,-2.5654313980000003
Paeru_0075,-2.979336731
Paeru_0077,-3.66152962
Paeru_0106,-2.672190938
Paeru_0107,-3.044432287
Paeru_0111,-3.347184784
Paeru_0112,-4.10901183
Paeru_0131,-4.173735519
Paeru_0132,-4.041606062
Paeru_0133,-0.054815409
Paeru_0134,1.247999601
Paeru_0135,0.953828596
Paeru_0136,0.891301746
Paeru_0137,-0.909142148
Paeru_0138,-1.068074859
Paeru_0161,-1.036491714
Paeru_0162,-1.411953025
Paeru_0166,-4.101068464
Paeru_0167,-3.880983977
Paeru_0220,-3.082606962
Paeru_0221,-3.913498006
Paeru_0258,-3.778375125
Paeru_0259,-3.574864643
Paeru_0260,-1.012247692
Paeru_0261,-1.729439717
Paeru_0262,-0.9284268120000001
Paeru_0263,-2.450953041
Paeru_0264,-2.220846695
Paeru_0265,-2.051121121
Paeru_0266,-3.410831048
Paeru_0267,-3.371460059
Paeru_0268,-4.04756566
Paeru_0269,-2.436744968
Paeru_0270,-3.008444656
Paeru_0271,-3.497668283
Paeru_0282,-3.688535098
Paeru_0283,-1.536363927
Paeru_0284,-1.206017923
Paeru_0285,-0.20731285300000002
Paeru_0286,0.042987088
Paeru_0287,-0.266458222
Paeru_0001,-2.298846994
Paeru_0002,-2.437709
Paeru_0005,-3.135077514
Paeru_0006,-3.122835231
Paeru_0007,-2.5002418410000002
Paeru_0009,-2.6741118310000003
Paeru_0011,-4.068458552
Paeru_0012,-3.162701855
Paeru_0013,-3.965939514
Paeru_0014,-4.377798354
Paeru_0021,-3.300211248
Paeru_0022,-3.441674228
Paeru_0023,-0.49971323500000003
Paeru_0024,-0.25198068900000004
Paeru_0025,0.01590036
Paeru_0026,0.285148532
Paeru_0031,-3.904530959
Paeru_0032,-3.489767039
Paeru_0102,-1.905963201
Paeru_0103,-2.4138804350000003
Paeru_0104,-2.703255683
Paeru_0105,-2.906748938
Paeru_0108,-3.777493353
Paeru_0109,-3.312259647
Paeru_0110,-3.689258865
Paeru_0121,-2.771201646
Paeru_0122,-2.6547502610000002
Paeru_0123,-2.522363434
Paeru_0124,-2.866049197
Paeru_0125,-3.776148827
Paeru_0126,-2.93411757
Paeru_0127,-1.7458905470000001
Paeru_0128,-2.433163856
Paeru_0129,-3.012131097
Paeru_0139,-3.9601209070000003
Paeru_0140,-4.126827049
Paeru_0157,-3.435502459
Paeru_0158,-3.189571124
Paeru_0159,-3.564235671
Paeru_0160,-3.292700754
Paeru_0163,-3.161662774
Paeru_0165,-3.302148143
Paeru_0218,-2.154785198
Paeru_0219,-1.975471416
Paeru_0254,-4.054550174
Paeru_0256,-2.368427929
Paeru_0257,-2.134861556
SRX591667,-0.36561222800000004
SRX591668,-1.387296485
SRX591669,-1.198505235
SRX591670,0.420687902
SRX591671,-1.815310588
SRX591675,0.36561222800000004
SRX591676,-0.284077116
SRX591677,-1.150336689
SRX591678,1.036176732
SRX591679,-1.1951084
ERX541575,-0.94051823
ERX541576,-1.828928436
ERX541577,-0.860144616
ERX541578,-0.12091654500000001
ERX541585,0.502934399
ERX541586,0.607438378
ERX541587,-0.166661645
ERX541588,0.166661645
ERX541593,1.4411034360000001
ERX541594,0.6419264090000001
ERX541595,0.503919403
ERX541596,-0.30717486
SRX3763712,0.0062489550000000005
SRX3763714,-0.0062489550000000005
SRX3763715,2.25671685
SRX3763716,2.424318173
SRX3763717,2.9880846610000003
ERX2259197,-0.26512951100000004
ERX2259198,-0.477317863
ERX2259199,-0.102428741
ERX2259200,0.102428741
SRX1516139,-0.268888183
SRX1516140,0.268888183
SRX1516141,0.039672424000000005
SRX1516142,-0.004819609
ERX2068556,-0.8691654780000001
ERX2068557,-0.500252174
ERX2068558,-0.13691134200000002
ERX2068559,1.000998624
ERX2068560,-0.26719147200000004
ERX2068561,-0.7338071530000001
SRX2652927,0.209501348
SRX2652931,0.503409744
SRX2652933,-0.042500588000000006
SRX2652935,-0.312120104
SRX2652937,0.354620692
SRX3324112,-0.0030550330000000004
SRX3324113,0.0030550330000000004
SRX3324116,0.399409661
SRX3324117,-0.76714469
SRX6747953,0.272736451
SRX6747954,0.11255010600000001
SRX6747955,-0.38528655700000003
SRX6747957,0.057706947
SRX6747958,0.143970602
SRX7058493,0.46220506400000005
SRX7058498,0.300356597
SRX7058499,0.069382369
SRX7058500,0.733231686
SRX7058501,0.530937007
SRX7058502,0.316015939
SRX7058503,0.186276132
SRX7058504,-0.26832288
SRX7058505,0.088426131
SRX7058506,0.12234737
SRX7058508,0.405770512
SRX7058510,-0.072306408
SRX7058511,-0.12157577500000001
SRX7058512,0.362149539
SRX7058513,0.35087340100000003
SRX7058514,0.7402552750000001
SRX7058515,0.900722172
SRX7058492,0.269826114
SRX7058494,0.416845779
SRX7058495,0.313005207
SRX7058509,0.025412157
SRX6923929,1.5801126600000002
SRX6923930,1.220467106
SRX6923932,1.518510591
SRX6923933,-0.36951413400000005
SRX6923934,0.093861492
SRX6923935,0.275652642
SRX7940213,0.441992818
SRX7940214,-0.354194243
SRX7940215,-0.087798575
SRX7940216,0.340248455
SRX7940217,0.14585234600000002
SRX6874325,0.092759305
SRX6874326,0.31582006700000004
SRX6874327,0.174069371
SRX6874328,-0.22272360600000002
SRX6874329,-0.359925137
SRX6874330,0.689734874
SRX6874331,0.6628319970000001
SRX6874332,0.795950899
SRX6874333,-0.45802097
SRX6874334,-0.362974972
SRX2255950,-1.770972967
SRX2255951,-2.185496304
SRX2255954,-0.230881402
SRX2255955,0.230881402
ERX2813653,-0.038851998000000006
ERX2813654,0.038851998000000006
ERX2813656,0.65624631
ERX2813657,0.5558593
ERX2813658,0.647135243
SRX2711962,0.208383336
SRX2711963,-0.208383336
SRX2711964,0.24599192800000003
SRX2711965,-0.155341359
SRX2711966,0.112029337
SRX2711967,-0.405301999
