locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1705,0.5246342047,ydiE,PF10636 family protein YdiE,Inorganic ion transport and metabolism,ydiE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12391
b4582,0.1798393208,yoeA,CP4-44 prophage%3B TonB-dependent receptor plug domain-containing protein YoeA,Inorganic ion transport and metabolism,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7075
