,new_663288_663600
M9exp_1,11.2046
M9exp_2,10.9137
M9exp_3,10.8307
M9tran_1,10.5968
M9tran_2,10.6669
M9tran_3,10.796
M9stat_1,8.9558
M9stat_2,8.8098
M9stat_3,8.5683
MG-0.1_1,10.6977
MG-0.1_2,9.6901
MG-0.1_3,11.2786
MG-0.2_2,10.4765
MG-0.2_3,10.949000000000002
MG+5_1,10.3243
MG+5_2,10.1268
MG+5_3,10.7111
MG+10_1,11.0487
MG+10_2,10.6569
MG+10_3,10.3096
MG+15_1,10.7109
MG+15_2,11.3577
MG+15_3,11.0244
MG+25_1,11.1094
MG+25_2,10.4223
MG+25_3,11.151
MG+45_1,10.9202
MG+45_2,10.043
MG+45_3,11.3214
MG+60_2,10.7966
MG+60_3,10.9585
MG+90_2,10.271
MG+90_3,11.0981
MG+120_1,10.2005
MG+120_2,10.8419
MG+120_3,10.6584
MG+150_1,10.8384
MG+150_3,10.8265
GM-0.1_1,10.6474
GM-0.1_2,10.8142
GM-0.1_3,11.0301
GM-0.2_1,10.3438
GM-0.2_2,10.9886
GM-0.2_3,10.7961
GM+5_1,10.3682
GM+5_2,10.6357
GM+5_3,10.9995
GM+10_2,10.6547
GM+10_3,9.9526
GM+15_1,10.9308
GM+15_2,10.8673
GM+15_3,11.037
GM+25_1,11.4119
GM+25_2,11.1468
GM+25_3,10.806
GM+45_1,11.2211
GM+45_2,10.3078
GM+45_3,10.5168
GM+60_1,10.8519
GM+60_2,10.2401
GM+60_3,10.359000000000002
GM+90_1,10.9444
GM+90_2,11.1965
GM+90_3,10.9897
GM+120_1,10.1286
GM+120_3,11.1966
GM+150_1,10.9594
GM+150_2,9.832
GM+150_3,11.0297
BT_1,9.4869
BT_2,9.2608
B36_1,9.3509
B36_2,9.1606
B60_1,9.7484
B60_2,9.8178
S0_1,10.6922
S0_2,11.18
S0_3,10.8772
S1_1,10.7965
S1_2,10.5397
S1_3,10.686
S2_1,10.1446
S2_2,9.6723
S2_3,9.4141
S3_1,9.7267
S3_2,9.7131
S4_1,9.899
S4_2,9.4294
S4_3,9.1989
S5_1,8.9616
S5_2,8.991
S5_3,9.0988
S6_1,8.3514
S6_2,7.3396
S6_3,8.5409
S6/t_1,8.6928
S6/t_2,7.4703
S6_4,9.0295
S6_5,9.1078
S6_6,9.1696
S7_4,9.6756
S7_5,9.5787
S7_6,10.0919
S8_4,9.418
S8_5,9.7367
G135_1,10.9322
G135_3,9.4968
G150_1,10.8407
G150_2,11.4718
G150_3,11.1446
G180_1,10.8989
G180_2,11.2991
G180_3,10.7724
T-5.40H_1,11.1706
T-4.40H_1,11.1716
T-3.40H_1,11.0302
T-2.40H_1,10.8885
T-1.40H_1,10.8045
T-1.10H_1,10.7475
T-0.40H_1,11.1791
T0.0H_1,11.1629
T0.30H_1,11.0487
T1.0H_1,10.2829
T1.30H_1,10.0229
T2.0H_1,9.7983
T2.30H_1,9.9568
T3.0H_1,9.3829
T3.30H_1,9.735
T4.0H_1,9.5584
T5.0H_1,9.1533
LBexp_1,11.642
LBexp_2,11.389
LBexp_3,11.1725
LBtran_1,9.7104
LBtran_2,10.4251
LBtran_3,10.6166
LBstat_1,10.3588
LBstat_2,10.4275
LBstat_3,9.8343
LBGexp_1,11.5513
LBGexp_2,11.656
LBGexp_3,11.7351
LBGtran_2,10.4796
LBGtran_3,11.1673
LBGstat_1,10.8374
LBGstat_2,10.8644
LBGstat_3,10.4552
Mt0_1,11.7273
Mt0_3,11.4143
M0t45_1,11.0492
M0t45_2,11.6078
M0t45_3,11.227
M0t90_1,9.3672
M0t90_2,10.278
M0t90_3,9.7525
M40t45_1,10.8252
M40t45_2,10.3409
