,BSU32200
M9exp_1,13.3494
M9exp_2,12.8616
M9exp_3,12.7317
M9tran_1,12.0012
M9tran_2,12.1633
M9tran_3,12.3322
M9stat_1,9.2332
M9stat_2,9.0613
M9stat_3,8.8197
MG-0.1_1,13.2406
MG-0.1_2,12.5704
MG-0.1_3,13.5898
MG-0.2_2,13.0865
MG-0.2_3,13.3325
MG+5_1,13.1726
MG+5_2,13.0312
MG+5_3,13.0286
MG+10_1,13.4049
MG+10_2,13.165
MG+10_3,12.7385
MG+15_1,12.7335
MG+15_2,13.7931
MG+15_3,13.3963
MG+25_1,12.9804
MG+25_2,12.8106
MG+25_3,13.1506
MG+45_1,12.5269
MG+45_2,12.3078
MG+45_3,13.3076
MG+60_2,12.7473
MG+60_3,12.8456
MG+90_2,12.3163
MG+90_3,12.8485
MG+120_1,11.63
MG+120_2,12.0389
MG+120_3,11.9201
MG+150_1,12.1898
MG+150_3,12.4681
GM-0.1_1,12.5158
GM-0.1_2,12.8319
GM-0.1_3,12.318
GM-0.2_1,12.4262
GM-0.2_2,12.782
GM-0.2_3,12.3924
GM+5_1,12.2428
GM+5_2,12.6735
GM+5_3,12.5718
GM+10_2,12.7636
GM+10_3,11.7411
GM+15_1,12.8889
GM+15_2,12.8379
GM+15_3,12.4304
GM+25_1,13.3432
GM+25_2,12.922
GM+25_3,12.4013
GM+45_1,13.3617
GM+45_2,12.5396
GM+45_3,12.6155
GM+60_1,13.2328
GM+60_2,12.2388
GM+60_3,12.1219
GM+90_1,13.2895
GM+90_2,13.0872
GM+90_3,12.5018
GM+120_1,12.1636
GM+120_3,12.511
GM+150_1,12.3219
GM+150_2,11.428
GM+150_3,12.5417
BT_1,9.9845
BT_2,9.7597
B36_1,10.0848
B36_2,10.4408
B60_1,9.7799
B60_2,10.534
S0_1,12.1539
S0_2,12.6272
S0_3,12.4104
S1_1,12.2055
S1_2,11.9642
S1_3,12.1573
S2_1,10.1078
S2_2,10.3665
S2_3,10.0206
S3_1,11.0617
S3_2,11.4421
S4_1,11.4765
