,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,12.616133333333332,0.3565333130765393,3.0,0.0,12.3287,1.0,13.0151,2.0,12.5046,,,,,,,,,,
1,LB__LBtran,12.135166666666668,0.0549627449581379,3.0,3.0,12.0809,4.0,12.1908,5.0,12.1338,,,,,,,,,,
2,LB__LBstat,10.2557,0.06483062547901246,3.0,6.0,10.2476,7.0,10.3242,8.0,10.1953,,,,,,,,,,
3,LB__LBGexp,12.113466666666667,0.7002670942814126,3.0,9.0,12.901,10.0,11.8785,11.0,11.5609,,,,,,,,,,
4,LB__LBGtran,12.26775,0.6547101687006246,2.0,12.0,11.8048,13.0,12.7307,,,,,,,,,,,,
5,LB__LBGstat,11.349166666666667,0.9568273111347381,3.0,14.0,10.6558,15.0,12.4408,16.0,10.9509,,,,,,,,,,
6,Life Cycle__S0,11.867233333333333,0.26784296394218177,3.0,17.0,11.6757,18.0,12.1733,19.0,11.7527,,,,,,,,,,
7,Life Cycle__S1,11.303866666666666,0.07589349994125479,3.0,20.0,11.3567,21.0,11.338,22.0,11.2169,,,,,,,,,,
8,Life Cycle__S2,10.394733333333335,0.1802251462291906,3.0,23.0,10.4567,24.0,10.1917,25.0,10.5358,,,,,,,,,,
9,Life Cycle__S3,11.28675,0.9484423256055164,2.0,26.0,11.9574,27.0,10.6161,,,,,,,,,,,,
10,Life Cycle__S4,12.234533333333333,0.8546935376691072,3.0,28.0,13.2002,29.0,11.5753,30.0,11.9281,,,,,,,,,,
11,Life Cycle__S5,11.136000000000001,0.23553369185745004,3.0,31.0,11.2106,32.0,10.8722,33.0,11.3252,,,,,,,,,,
12,Life Cycle__S6,10.046937499999999,0.9359079730973248,8.0,34.0,10.0541,35.0,8.574,36.0,10.2307,37.0,10.2622,38.0,8.719100000000001,39.0,10.4853,40.0,10.9443,41.0,11.1058
13,Life Cycle__S7,10.515,0.16836291159278496,3.0,42.0,10.7051,43.0,10.4552,44.0,10.3847,,,,,,,,,,
14,Life Cycle__S8,10.074300000000001,0.16475588001646468,2.0,45.0,10.1908,46.0,9.9578,,,,,,,,,,,,
15,Life Cycle__G135,10.068200000000001,0.9946163984169971,2.0,47.0,10.7715,48.0,9.3649,,,,,,,,,,,,
16,Life Cycle__G150,10.715566666666668,0.45024098362247444,3.0,49.0,10.4488,50.0,11.2354,51.0,10.4625,,,,,,,,,,
17,Life Cycle__G180,10.553933333333333,0.34127027900673323,3.0,52.0,10.6784,53.0,10.8155,54.0,10.1679,,,,,,,,,,
18,Stress Time Course__C30,10.6277,0.16362450916656635,2.0,55.0,10.512,56.0,10.7434,,,,,,,,,,,,
19,Stress Time Course__C90,12.7161,0.11921820330805166,2.0,57.0,12.6318,58.0,12.8004,,,,,,,,,,,,
20,Biofilm__BI,10.802150000000001,0.2534977810553781,2.0,59.0,10.6229,60.0,10.9814,,,,,,,,,,,,
21,Biofilm__BC,10.473075,0.31985379342234893,4.0,61.0,10.4365,62.0,10.4364,63.0,10.898,64.0,10.1214,,,,,,,,
22,Biofilm__Sw,9.887350000000001,0.014495689014324353,2.0,65.0,9.8771,66.0,9.8976,,,,,,,,,,,,
23,Life Cycle__BT,11.783550000000002,0.517955717219146,2.0,67.0,12.1498,68.0,11.417300000000001,,,,,,,,,,,,
24,Life Cycle__B36,11.6888,0.44335595180396575,2.0,69.0,12.0023,70.0,11.3753,,,,,,,,,,,,
25,Life Cycle__B60,11.81595,0.800798429693764,2.0,71.0,11.2497,72.0,12.3822,,,,,,,,,,,,
26,M9__M9exp,13.768566666666667,0.22089079503984135,3.0,73.0,13.9775,74.0,13.7908,75.0,13.5374,,,,,,,,,,
27,M9__M9tran,13.207166666666666,0.30651688914859654,3.0,76.0,13.1924,77.0,12.9083,78.0,13.5208,,,,,,,,,,
