,new_515108_515709
M9exp_1,10.8443
M9exp_2,10.5036
M9exp_3,10.2897
M9tran_1,10.3122
M9tran_2,10.2958
M9tran_3,10.2862
M9stat_1,8.8033
M9stat_2,8.7517
M9stat_3,8.5825
MG-0.1_1,10.0617
MG-0.1_2,9.3022
MG-0.1_3,10.401
MG-0.2_2,9.621
MG-0.2_3,9.9866
MG+5_1,10.2104
MG+5_2,9.949
MG+5_3,9.7592
MG+10_1,10.5911
MG+10_2,10.328
MG+10_3,9.9528
MG+15_1,9.9583
MG+15_2,11.0783
MG+15_3,10.4591
MG+25_1,10.3987
MG+25_2,10.1234
MG+25_3,10.2943
MG+45_1,10.1797
MG+45_2,9.8775
MG+45_3,10.7896
MG+60_2,10.2008
MG+60_3,10.3346
MG+90_2,9.8226
MG+90_3,10.3807
MG+120_1,9.7815
MG+120_2,10.3584
MG+120_3,9.8876
MG+150_1,10.2054
MG+150_3,10.0209
GM-0.1_1,9.8644
GM-0.1_2,9.9974
GM-0.1_3,10.0682
GM-0.2_1,10.0682
GM-0.2_2,10.2634
GM-0.2_3,10.0349
GM+5_1,9.8277
GM+5_2,10.1735
GM+5_3,10.51
GM+10_2,9.9388
GM+10_3,9.2678
GM+15_1,10.0832
GM+15_2,9.7316
GM+15_3,9.943
GM+25_1,10.355
GM+25_2,10.0296
GM+25_3,9.5178
GM+45_1,10.4957
GM+45_2,9.4023
GM+45_3,9.9388
GM+60_1,10.2453
GM+60_2,9.4687
GM+60_3,9.4714
GM+90_1,10.4786
GM+90_2,10.4269
GM+90_3,10.0567
GM+120_1,10.0903
GM+120_3,10.08
GM+150_1,10.2557
GM+150_2,9.6428
GM+150_3,10.2397
BT_1,8.524
BT_2,8.0753
B36_1,9.2865
B36_2,9.1476
B60_1,9.3986
B60_2,9.6316
S0_1,9.9159
S0_2,10.209
S0_3,10.2622
S1_1,9.6939
S1_2,9.63
S1_3,9.9557
S2_1,9.3338
S2_2,9.0159
S2_3,8.9244
S3_1,8.5106
S3_2,8.5335
S4_1,9.2129
S4_2,8.6794
S4_3,8.4421
S5_1,8.6563
