,-0.08700317302453892,-0.07457414830674763,-0.06214512358895635,-0.04971609887116507,-0.03728707415337379,-0.024858049435582508,-0.012429024717791226,5.551115123125783e-17,0.012429024717791337,0.02485804943558262,0.0372870741533739,0.04971609887116518,0.062145123588956463,0.07457414830674775,0.08700317302453903,0.09943219774233031,0.11186122246012159,0.12429024717791287,0.13671927189570415,0.14914829661349543
thresh,-0.09321768538343456,0.09321768538343456,1,,,,,,,,,,,,,,,,,
unreg,0,1,5,10,44,223,1089,1920,904,219,62,17,8,5,4,2,1,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PN96_RS03610' 'PN96_RS17505'],['PN96_RS17520'],[],['PN96_RS23045'],[]
