locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS23045,0.133306362686663,PN96_RS23045,hypothetical protein,No COG annotation,Op2122,,
PN96_RS17520,0.1140593199030589,PN96_RS17520,copper resistance protein NlpE N-terminal domain-containing protein,Cell wall/membrane/envelope biogenesis,Op622,,
PN96_RS17505,0.0967684880142111,PN96_RS17505,glycine zipper 2TM domain-containing protein,Function unknown,Op617,,
PN96_RS03610,0.095545612199913,PN96_RS03610,hypothetical protein,No COG annotation,Op909,,
