,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,RichMedia__BHIN_Growth_Late,12.053904568825814,2.274666756772275,2.0,0.0,13.6623368574791,1.0,10.445472280172527
1,RichMedia__BHIN_Growth_Mid,11.272887004665183,3.781714816244911,2.0,2.0,13.946963195745598,3.0,8.598810813584768
2,RichMedia__BHIN_Growth_Stat,7.043207847739238,0.22107511902953844,2.0,4.0,7.199531563556648,5.0,6.886884131921828
3,RichMedia__LBv2_Growth_Late,-0.40321259996019965,3.663514807332791,2.0,6.0,2.187283563282145,7.0,-2.993708763202544
4,RichMedia__LBv2_Growth_Mid,5.218048215738236e-15,1.1625602540122775,2.0,8.0,-0.8220542391500314,9.0,0.8220542391500418
5,RichMedia__LBv2_Growth_Stat,-9.556783862724217,1.484658536311466,2.0,10.0,-10.606595981496548,11.0,-8.506971743951885
6,RichMedia__MHB_Rich_Mid,9.627530495433417,0.9052747246370727,2.0,12.0,10.267656392061076,13.0,8.987404598805758
7,RichMedia__NBO_Rich_Mid,14.532542001360355,1.2733710706535364,2.0,14.0,15.432951320386245,15.0,13.632132682334465
8,Carbon__M9Na_Arabinose_Mid,-0.2930900256877582,5.331782743232909,2.0,16.0,3.477049707865644,17.0,-4.06322975924116
9,Carbon__M9Na_Galactose_Mid,-1.470591255554841,1.2472811369473573,2.0,18.0,-0.5886303055732979,19.0,-2.352552205536384
10,Carbon__M9Na_GlcNAcGrowth_Late,-4.319869438569307,0.2729882884294801,2.0,20.0,-4.126837568636312,21.0,-4.512901308502301
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.2758829270258584,0.6648201790724954,2.0,22.0,-0.7459817839176748,23.0,0.1942159298659579
12,Carbon__M9Na_GlcNAcGrowth_Stat,1.6717916905815398,0.05925778766422212,2.0,24.0,1.7136932740770237,25.0,1.6298901070860556
13,Carbon__M9Na_GlcNAc_Mid,-1.5457678803436745,0.29815057360721686,2.0,26.0,-1.3349435879313527,27.0,-1.7565921727559966
14,Carbon__M9Na_Gluconate_Mid,6.246755166510402,1.21802078569692,2.0,28.0,7.108025923702861,29.0,5.385484409317944
15,Carbon__M9Na_Glucosamine_Mid,-4.938752163919931,0.9443726893982126,2.0,30.0,-5.606524496560785,31.0,-4.270979831279078
16,Carbon__M9Na_Glycerol_Mid,3.0176026172946515,0.1150647258642442,2.0,32.0,3.0989656652286297,33.0,2.9362395693606733
17,Carbon__M9Na_Maltose_Mid,2.9488890053395447,3.4568695001514564,2.0,34.0,5.39326487057359,35.0,0.5045131401054989
18,Carbon__M9Na_Mannitol_Mid,4.129768530154712,0.6954341254176758,2.0,36.0,4.621514716106086,37.0,3.638022344203337
19,Carbon__M9Na_Trehalose_Mid,4.705505986595357,1.5153477871069418,2.0,38.0,3.6339932904760097,39.0,5.777018682714704
20,Carbon__M9Na_ethanol_Mid,25.437238803376413,4.236581522786961,2.0,40.0,22.441523279564123,41.0,28.432954327188703
21,Carbon__M9Na_fructose_Mid,6.954240319089434,1.0786300383971514,2.0,42.0,6.191533704547302,43.0,7.716946933631566
22,Carbon__M9Na_fumarate_Mid,4.90486151442952,0.15135225852762954,2.0,44.0,4.7978393060767335,45.0,5.011883722782306
23,Carbon__M9Na_glucoseGrowth_Late,-0.623937607006211,0.15814304302998128,2.0,46.0,-0.5121135888822352,47.0,-0.7357616251301867
24,Carbon__M9Na_glucoseGrowth_Mid,3.3306690738754696e-16,2.495139979199298,2.0,48.0,-1.7643303993014847,49.0,1.7643303993014854
25,Carbon__M9Na_glucoseGrowth_Stat,-0.624144061226919,2.9858860967838923,2.0,50.0,-2.735484368113441,51.0,1.487196245659603
26,Carbon__M9Na_ribose_Mid,1.4321538161459828,4.1404236698391275,2.0,52.0,4.359875470074521,53.0,-1.4955678377825554
27,Carbon__M9Na_succinate_Mid,3.6822463422712297,9.948825966697527,2.0,54.0,10.71712864816786,55.0,-3.3526359636254
28,Carbon__M9Na_sucrose_Mid,13.328379357296551,0.8500560229635442,2.0,56.0,12.72729897907056,57.0,13.92945973552254
29,TF__LBv2_HapROver_Late,3.5092082566457385,0.3017926564841325,2.0,58.0,3.295808622733506,59.0,3.722607890557971
30,TF__LBv2_HapROver_Mid,2.9050511096844347,2.9821485268793047,2.0,60.0,5.013748555546265,61.0,0.796353663822605
31,TF__LBv2_HapROver_Stat,2.8725909634941056,0.523768344834751,2.0,62.0,3.242951111897612,63.0,2.5022308150905994
32,TF__LBv2_LuxOOver_Late,-6.9809334834485135,0.5356642431053454,2.0,64.0,-7.3597053021874626,65.0,-6.6021616647095644
