,-0.05685845139894912,-0.037905634265966076,-0.01895281713298303,1.3877787807814457e-17,0.01895281713298306,0.03790563426596611,0.05685845139894915,0.07581126853193218,0.09476408566491523,0.11371690279789828,0.13266971993088134,0.15162253706386436,0.1705753541968474,0.18952817132983046,0.2084809884628135,0.22743380559579657,0.2463866227287796,0.2653394398617626,0.2842922569947457,0.3032450741277287
thresh,-0.0473820428324576,0.0473820428324576,1,,,,,,,,,,,,,,,,,
unreg,1,15,637,3106,399,42,22,16,7,5,1,0,2,1,0,2,1,0,0,0
unreg_genes,['yjaA'],[],[],[],[],[],"['ybfA' 'maoP' 'yhjR' 'cydX' 'rseD' 'cspB' 'ypfN' 'yecH' 'yecF' 'ydiH'
 'dsrB' 'glgS' 'ymgF' 'arfA' 'rpmH' 'mgrB' 'tatE' 'yshB' 'yohO' 'ynaJ'
 'ydiE' 'ldrA']","['yobF' 'ygdR' 'yqiD' 'yniD' 'ygdI' 'yfgG' 'yjbJ' 'fumD' 'grxA' 'hokD'
 'hokB' 'ykgL' 'yhaL' 'cspE' 'yqhI' 'mokB']",['sra' 'rhoL' 'ycaR' 'gnsB' 'ykgS' 'ldrD' 'yqaE'],['ytfK' 'pyrL' 'torI' 'yhfL' 'blr'],['lpp'],[],['mntS' 'rmf'],['ecnB'],[],['yciY' 'acrZ'],['sgrT'],[],[],[]
